Program: faiss Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.8882 %	0.90322 %	0.914533 %	0.9029416 %	|	0.9798 %	0.98 %	0.97101 %	0.98 %	0.97105 %	0.956973 %	349215.39640426636
4000	100	64	|	576	-1	dot_product
0.8897 %	0.90513 %	0.917395 %	0.9084241 %	|	0.982 %	0.9822 %	0.9743 %	0.9822 %	0.97434 %	0.961459 %	372391.8583393097
4000	100	64	|	640	-1	dot_product
0.8915 %	0.90682 %	0.919889 %	0.9130165 %	|	0.9846 %	0.9848 %	0.97717 %	0.9848 %	0.97721 %	0.965269 %	394974.556684494
4000	100	64	|	704	-1	dot_product
0.8921 %	0.90822 %	0.921895 %	0.916842 %	|	0.9859 %	0.9861 %	0.97933 %	0.9861 %	0.97937 %	0.968488 %	415924.92055892944
4000	100	64	|	768	-1	dot_product
0.8934 %	0.90937 %	0.923654 %	0.9201601 %	|	0.9876 %	0.9878 %	0.98137 %	0.9878 %	0.98141 %	0.971393 %	435827.76975631714
4000	100	64	|	1024	-1	dot_product
0.8963 %	0.91265 %	0.928555 %	0.9294131 %	|	0.9915 %	0.9917 %	0.98703 %	0.9917 %	0.98707 %	0.979939 %	509905.71904182434
4000	10	256	|	1	-1	dot_product
0.1059 %	0.14439 %	0.159537 %	0.1183833 %	|	0.2405 %	0.316 %	0.26301 %	0.3349 %	0.29349 %	0.223442 %	1105.4956912994385
4000	10	256	|	16	-1	dot_product
0.1719 %	0.23175 %	0.287919 %	0.3286791 %	|	0.424 %	0.648 %	0.52781 %	0.7539 %	0.69794 %	0.578863 %	3319.9353218078613
4000	10	256	|	32	-1	dot_product
0.1754 %	0.23678 %	0.296677 %	0.3521727 %	|	0.4386 %	0.6814 %	0.54964 %	0.8082 %	0.75188 %	0.625293 %	4605.710506439209
4000	10	256	|	64	-1	dot_product
0.1769 %	0.23904 %	0.301358 %	0.3659401 %	|	0.4447 %	0.7005 %	0.56228 %	0.8484 %	0.78771 %	0.654099 %	6456.927299499512
4000	10	256	|	128	-1	dot_product
0.1776 %	0.2401 %	0.303733 %	0.3734126 %	|	0.4475 %	0.7095 %	0.56864 %	0.872 %	0.80899 %	0.670717 %	9183.130741119385
4000	10	256	|	256	-1	dot_product
0.1777 %	0.24052 %	0.304747 %	0.3771307 %	|	0.4488 %	0.7145 %	0.57197 %	0.8861 %	0.82103 %	0.679324 %	13055.965423583984
4000	10	256	|	320	-1	dot_product
0.1777 %	0.24059 %	0.304918 %	0.3778361 %	|	0.4489 %	0.7155 %	0.5724 %	0.8884 %	0.82328 %	0.680949 %	14685.752153396606
4000	10	256	|	384	-1	dot_product
0.1778 %	0.2407 %	0.305048 %	0.3783038 %	|	0.4494 %	0.7164 %	0.57287 %	0.8908 %	0.82527 %	0.682106 %	16160.520076751709
4000	10	256	|	448	-1	dot_product
0.1778 %	0.24073 %	0.305141 %	0.3785969 %	|	0.4494 %	0.7169 %	0.57321 %	0.8925 %	0.82667 %	0.682838 %	17539.473295211792
4000	10	256	|	512	-1	dot_product
0.1778 %	0.24072 %	0.305177 %	0.3788094 %	|	0.4493 %	0.7169 %	0.57335 %	0.8935 %	0.82755 %	0.683426 %	18805.784702301025
4000	10	256	|	576	-1	dot_product
0.1778 %	0.24073 %	0.305212 %	0.3789634 %	|	0.4495 %	0.7174 %	0.57345 %	0.8946 %	0.82824 %	0.683824 %	20120.413303375244
4000	10	256	|	640	-1	dot_product
0.1778 %	0.24073 %	0.305242 %	0.3790727 %	|	0.4495 %	0.7174 %	0.57348 %	0.8955 %	0.8288 %	0.68412 %	21465.489149093628
4000	10	256	|	704	-1	dot_product
0.1778 %	0.24073 %	0.305274 %	0.3791668 %	|	0.4495 %	0.7173 %	0.57363 %	0.896 %	0.82923 %	0.684378 %	22536.439895629883
4000	10	256	|	768	-1	dot_product
0.1778 %	0.24073 %	0.305294 %	0.3792437 %	|	0.4495 %	0.7176 %	0.57373 %	0.8968 %	0.82964 %	0.684593 %	23639.813899993896
4000	10	256	|	1024	-1	dot_product
0.1778 %	0.24073 %	0.305332 %	0.3794154 %	|	0.4495 %	0.7179 %	0.57387 %	0.8979 %	0.83056 %	0.685133 %	27689.58854675293
4000	25	256	|	1	-1	dot_product
0.2155 %	0.23697 %	0.209112 %	0.1298638 %	|	0.3256 %	0.3362 %	0.29434 %	0.3363 %	0.29565 %	0.228881 %	1563.4081363677979
4000	25	256	|	16	-1	dot_product
0.4229 %	0.48215 %	0.502443 %	0.4636924 %	|	0.7193 %	0.7734 %	0.72308 %	0.7751 %	0.73556 %	0.65971 %	6694.868326187134
4000	25	256	|	32	-1	dot_product
0.4474 %	0.50829 %	0.540557 %	0.5300489 %	|	0.7729 %	0.8395 %	0.79127 %	0.842 %	0.81011 %	0.745792 %	9703.812599182129
4000	25	256	|	64	-1	dot_product
