Program: faissGPU Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.3408 %	0.54672 %	0.709453 %	0.7580814 %	|	0.7897 %	0.9563 %	0.93168 %	0.9802 %	0.97532 %	0.960118 %	2567.1117305755615
1000	25	256	|	704	-1	dot_product
0.3409 %	0.54691 %	0.710238 %	0.759461 %	|	0.7901 %	0.9578 %	0.93323 %	0.9824 %	0.97745 %	0.96282 %	2972.8641510009766
1000	25	256	|	768	-1	dot_product
0.3409 %	0.5473 %	0.711019 %	0.7609362 %	|	0.7903 %	0.9587 %	0.93468 %	0.9837 %	0.97947 %	0.965715 %	3134.094476699829
1000	50	256	|	1	-1	dot_product
0.3678 %	0.45491 %	0.455569 %	0.3237202 %	|	0.5132 %	0.5208 %	0.50818 %	0.5208 %	0.50824 %	0.46237 %	656.5968990325928
1000	50	256	|	16	-1	dot_product
0.5809 %	0.71926 %	0.798109 %	0.7718602 %	|	0.87 %	0.8923 %	0.87768 %	0.8927 %	0.8789 %	0.862427 %	770.857572555542
1000	50	256	|	32	-1	dot_product
0.5935 %	0.73474 %	0.817482 %	0.8064634 %	|	0.8945 %	0.9186 %	0.90408 %	0.9194 %	0.90565 %	0.89088 %	842.5483703613281
1000	50	256	|	64	-1	dot_product
0.6008 %	0.7467 %	0.831663 %	0.8308649 %	|	0.9109 %	0.9363 %	0.92541 %	0.9373 %	0.92737 %	0.912834 %	951.9648551940918
1000	50	256	|	128	-1	dot_product
0.6068 %	0.75536 %	0.842358 %	0.8490766 %	|	0.9237 %	0.9506 %	0.94252 %	0.952 %	0.94496 %	0.9304 %	1214.3781185150146
1000	50	256	|	256	-1	dot_product
0.6111 %	0.76264 %	0.851739 %	0.8638322 %	|	0.9352 %	0.9639 %	0.95757 %	0.9654 %	0.96044 %	0.946304 %	1676.7334938049316
1000	50	256	|	320	-1	dot_product
0.6129 %	0.76432 %	0.854377 %	0.8684321 %	|	0.9391 %	0.9688 %	0.96161 %	0.9703 %	0.96461 %	0.951262 %	1829.719066619873
1000	50	256	|	384	-1	dot_product
0.6142 %	0.76599 %	0.856703 %	0.8723475 %	|	0.9424 %	0.9724 %	0.96512 %	0.9739 %	0.96823 %	0.955597 %	2206.5134048461914
1000	50	256	|	448	-1	dot_product
0.615 %	0.76704 %	0.85864 %	0.8755724 %	|	0.9443 %	0.9748 %	0.96798 %	0.9764 %	0.97121 %	0.959243 %	2506.4926147460938
1000	50	256	|	512	-1	dot_product
0.6157 %	0.768 %	0.860284 %	0.8784594 %	|	0.9464 %	0.9772 %	0.97028 %	0.9789 %	0.97359 %	0.962452 %	2869.8575496673584
1000	50	256	|	576	-1	dot_product
0.6163 %	0.76919 %	0.861874 %	0.8811755 %	|	0.9479 %	0.979 %	0.97289 %	0.9809 %	0.9764 %	0.96569 %	3094.7394371032715
1000	50	256	|	640	-1	dot_product
0.6168 %	0.77015 %	0.863326 %	0.8837068 %	|	0.9493 %	0.9807 %	0.97516 %	0.9827 %	0.97879 %	0.968646 %	3553.6625385284424
1000	50	256	|	704	-1	dot_product
0.6175 %	0.77099 %	0.864745 %	0.8862852 %	|	0.951 %	0.9829 %	0.97732 %	0.9849 %	0.98106 %	0.971624 %	4123.21400642395
1000	50	256	|	768	-1	dot_product
0.618 %	0.77185 %	0.86625 %	0.8889574 %	|	0.9521 %	0.9842 %	0.97937 %	0.9862 %	0.9832 %	0.974801 %	4547.360181808472
1500	20	256	|	1	-1	dot_product
0.2073 %	0.34616 %	0.416618 %	0.2824433 %	|	0.46 %	0.5231 %	0.51086 %	0.5253 %	0.51663 %	0.460077 %	953.6919593811035
1500	20	256	|	16	-1	dot_product
0.2651 %	0.46273 %	0.62134 %	0.6488144 %	|	0.6658 %	0.8484 %	0.81479 %	0.8787 %	0.86993 %	0.850202 %	1059.3335628509521
1500	20	256	|	32	-1	dot_product
0.2673 %	0.4668 %	0.628607 %	0.6645577 %	|	0.6761 %	0.87 %	0.83229 %	0.9057 %	0.89549 %	0.875312 %	1188.7755393981934
1500	20	256	|	64	-1	dot_product
0.2692 %	0.46994 %	0.633685 %	0.674321 %	|	0.683 %	0.8842 %	0.84524 %	0.925 %	0.91448 %	0.893648 %	1310.131549835205
1500	20	256	|	128	-1	dot_product
0.2701 %	0.47217 %	0.636972 %	0.680858 %	|	0.6887 %	0.8953 %	0.85408 %	0.9388 %	0.92831 %	0.906779 %	1424.7512817382812
1500	20	256	|	256	-1	dot_product
0.2712 %	0.47298 %	0.639425 %	0.6857719 %	|	0.6915 %	0.9025 %	0.86002 %	0.95 %	0.93868 %	0.91754 %	1888.3228302001953
1500	20	256	|	320	-1	dot_product
0.2714 %	0.47322 %	0.640051 %	0.6870866 %	|	0.6919 %	0.9042 %	0.86163 %	0.9525 %	0.94178 %	0.92051 %	2193.0906772613525
1500	20	256	|	384	-1	dot_product
0.2715 %	0.47356 %	0.640582 %	0.688231 %	|	0.6928 %	0.9058 %	0.86302 %	0.9551 %	0.94443 %	0.923192 %	2628.774881362915
1500	20	256	|	448	-1	dot_product
0.2716 %	0.47376 %	0.641009 %	0.6891974 %	|	0.6933 %	0.9075 %	0.86432 %	0.9579 %	0.94677 %	0.925371 %	2917.3057079315186
1500	20	256	|	512	-1	dot_product
0.2719 %	0.47397 %	0.641396 %	0.6899107 %	|	0.6938 %	0.9084 %	0.86537 %	0.9595 %	0.94859 %	0.927152 %	3507.1847438812256
1500	20	256	|	576	-1	dot_product
0.2719 %	0.47412 %	0.641748 %	0.6905999 %	|	0.6939 %	0.9096 %	0.86634 %	0.9608 %	0.95044 %	0.928942 %	3728.7285327911377
1500	20	256	|	640	-1	dot_product
0.2719 %	0.47429 %	0.642092 %	0.6911752 %	|	0.694 %	0.9108 %	0.86725 %	0.9627 %	0.95201 %	0.930387 %	3970.4642295837402
1500	20	256	|	704	-1	dot_product
0.2719 %	0.47441 %	0.642339 %	0.6917179 %	|	0.6944 %	0.9117 %	0.86794 %	0.9642 %	0.95339 %	0.931737 %	4161.518573760986
1500	20	256	|	768	-1	dot_product
0.272 %	0.47455 %	0.642601 %	0.6922626 %	|	0.6949 %	0.9127 %	0.86864 %	0.9658 %	0.95462 %	0.933174 %	4388.744354248047
1500	20	256	|	1024	-1	dot_product
0.2723 %	0.475 %	0.643628 %	0.6942943 %	|	0.696 %	0.9157 %	0.87133 %	0.9701 %	0.95967 %	0.938365 %	6207.742691040039
1500	20	256	|	1280	-1	dot_product
0.2727 %	0.47575 %	0.64475 %	0.6965949 %	|	0.6981 %	0.9206 %	0.87511 %	0.9765 %	0.96588 %	0.944358 %	8422.03950881958
1500	25	256	|	1	-1	dot_product
0.2485 %	0.37788 %	0.431712 %	0.2832663 %	|	0.4791 %	0.5247 %	0.51418 %	0.5253 %	0.51663 %	0.460151 %	987.7424240112305
1500	25	256	|	16	-1	dot_product
0.3481 %	0.52935 %	0.677015 %	0.6920626 %	|	0.7316 %	0.8657 %	0.84441 %	0.8801 %	0.87267 %	0.856568 %	1098.351240158081
1500	25	256	|	32	-1	dot_product
0.3519 %	0.53571 %	0.686867 %	0.7130804 %	|	0.745 %	0.8897 %	0.86542 %	0.908 %	0.89962 %	0.883941 %	1236.720323562622
1500	25	256	|	64	-1	dot_product
0.3548 %	0.54018 %	0.693715 %	0.7263072 %	|	0.7543 %	0.9064 %	0.88125 %	0.9278 %	0.91976 %	0.904221 %	1344.1858291625977
1500	25	256	|	128	-1	dot_product
0.357 %	0.54353 %	0.698331 %	0.7352852 %	|	0.7623 %	0.9187 %	0.89224 %	0.9425 %	0.93453 %	0.918979 %	1476.5138626098633
1500	25	256	|	256	-1	dot_product
0.3588 %	0.54518 %	0.701847 %	0.7422332 %	|	0.7666 %	0.9279 %	0.90028 %	0.9542 %	0.94587 %	0.931117 %	2015.8154964447021
1500	25	256	|	320	-1	dot_product
0.3592 %	0.54559 %	0.702743 %	0.7440828 %	|	0.7681 %	0.93 %	0.90251 %	0.9569 %	0.94919 %	0.934454 %	2515.882968902588
1500	25	256	|	384	-1	dot_product
0.3594 %	0.54597 %	0.703531 %	0.7456668 %	|	0.7696 %	0.9321 %	0.90454 %	0.9597 %	0.952 %	0.93747 %	2813.072443008423
1500	25	256	|	448	-1	dot_product
