Program: faiss Topk: 1000 Num_split: 20 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.5045 %	0.62383 %	0.683301 %	0.7312178 %	|	0.9527 %	0.9999 %	0.99184 %	1.0 %	0.99999 %	0.998112 %	2729879.012107849
6000	32	256	|	704	-1	squared_l2
0.5045 %	0.62383 %	0.683302 %	0.7312223 %	|	0.9527 %	0.9999 %	0.99184 %	1.0 %	0.99999 %	0.998118 %	2991607.961654663
6000	32	256	|	768	-1	squared_l2
0.5045 %	0.62383 %	0.683302 %	0.7312235 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.998119 %	3279569.3397521973
6000	32	256	|	1024	-1	squared_l2
0.5045 %	0.62383 %	0.683302 %	0.7312275 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.998128 %	4230045.313835144
6000	32	256	|	1280	-1	squared_l2
0.5045 %	0.62383 %	0.683303 %	0.7312287 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.99813 %	-1
6000	32	256	|	1536	-1	squared_l2
0.5045 %	0.62383 %	0.683303 %	0.7312288 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.99813 %	-1
6000	32	256	|	2048	-1	squared_l2
0.5045 %	0.62383 %	0.683303 %	0.7312288 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.99813 %	-1
6000	16	256	|	1	-1	squared_l2
0.1945 %	0.26376 %	0.282163 %	0.2772526 %	|	0.4183 %	0.4753 %	0.42093 %	0.4786 %	0.43674 %	0.385167 %	16241.135597229004
6000	16	256	|	16	-1	squared_l2
0.2818 %	0.39782 %	0.467821 %	0.5272206 %	|	0.723 %	0.9361 %	0.83987 %	0.9564 %	0.93519 %	0.872699 %	52783.236503601074
6000	16	256	|	32	-1	squared_l2
0.2835 %	0.40214 %	0.475924 %	0.5420548 %	|	0.7342 %	0.9613 %	0.86369 %	0.9847 %	0.97317 %	0.913272 %	88189.71157073975
6000	16	256	|	64	-1	squared_l2
0.2839 %	0.40364 %	0.478656 %	0.5480503 %	|	0.7362 %	0.9694 %	0.87199 %	0.9955 %	0.98864 %	0.930357 %	156070.56617736816
6000	16	256	|	128	-1	squared_l2
0.2839 %	0.40393 %	0.4794 %	0.549906 %	|	0.737 %	0.9717 %	0.87413 %	0.9987 %	0.99338 %	0.935907 %	282887.02964782715
6000	16	256	|	256	-1	squared_l2
0.2839 %	0.40398 %	0.479519 %	0.5503147 %	|	0.737 %	0.9719 %	0.87453 %	0.9993 %	0.99448 %	0.937096 %	530537.4383926392
6000	16	256	|	320	-1	squared_l2
0.2839 %	0.40399 %	0.479528 %	0.5503468 %	|	0.737 %	0.9719 %	0.87455 %	0.9993 %	0.99455 %	0.937201 %	652411.3941192627
6000	16	256	|	384	-1	squared_l2
0.2839 %	0.404 %	0.479534 %	0.550358 %	|	0.7371 %	0.972 %	0.87456 %	0.9994 %	0.99461 %	0.937254 %	774448.5473632812
6000	16	256	|	448	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503649 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99463 %	0.937278 %	894147.2005844116
6000	16	256	|	512	-1	squared_l2
0.2839 %	0.404 %	0.479539 %	0.5503686 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99465 %	0.93729 %	1012225.2988815308
6000	16	256	|	576	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503707 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99466 %	0.937297 %	1131295.189857483
6000	16	256	|	640	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.550372 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99466 %	0.9373 %	1264404.6115875244
6000	16	256	|	704	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503726 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99466 %	0.937303 %	1388286.108970642
6000	16	256	|	768	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503726 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937304 %	1518334.1026306152
6000	16	256	|	1024	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.550373 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937308 %	1952049.7560501099
6000	16	256	|	1280	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503734 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937308 %	-1
6000	16	256	|	1536	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503734 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937308 %	-1
6000	16	256	|	2048	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503734 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937308 %	-1
5000	64	256	|	1	-1	squared_l2
0.4072 %	0.42191 %	0.3899 %	0.339072 %	|	0.4881 %	0.4882 %	0.44797 %	0.4882 %	0.44797 %	0.400924 %	-1
5000	64	256	|	16	-1	squared_l2
0.7261 %	0.79124 %	0.813028 %	0.8097317 %	|	0.9556 %	0.9564 %	0.94582 %	0.9564 %	0.94582 %	0.920004 %	-1
5000	64	256	|	32	-1	squared_l2
0.7434 %	0.80817 %	0.838755 %	0.8501344 %	|	0.9844 %	0.9854 %	0.98049 %	0.9854 %	0.98049 %	0.967743 %	-1
5000	64	256	|	64	-1	squared_l2
0.7483 %	0.81395 %	0.848786 %	0.8678788 %	|	0.9954 %	0.9964 %	0.99436 %	0.9964 %	0.99436 %	0.989829 %	-1
5000	64	256	|	128	-1	squared_l2
0.7498 %	0.81566 %	0.851916 %	0.874118 %	|	0.9985 %	0.9995 %	0.99879 %	0.9995 %	0.99879 %	0.997687 %	-1
5000	64	256	|	256	-1	squared_l2
0.7501 %	0.81609 %	0.852624 %	0.8758119 %	|	0.9989 %	0.9999 %	0.99982 %	0.9999 %	0.99982 %	0.99962 %	-1
5000	64	256	|	320	-1	squared_l2
0.7502 %	0.81611 %	0.852688 %	0.8759777 %	|	0.999 %	1.0 %	0.99992 %	1.0 %	0.99992 %	0.999815 %	-1
5000	64	256	|	384	-1	squared_l2
0.7502 %	0.81612 %	0.852727 %	0.8760477 %	|	0.999 %	1.0 %	0.99996 %	1.0 %	0.99996 %	0.9999 %	-1
5000	64	256	|	448	-1	squared_l2
0.7502 %	0.81612 %	0.852741 %	0.8760886 %	|	0.999 %	1.0 %	0.99996 %	1.0 %	0.99996 %	0.999938 %	-1
5000	64	256	|	512	-1	squared_l2
0.7502 %	0.81613 %	0.852753 %	0.876112 %	|	0.999 %	1.0 %	0.99997 %	1.0 %	0.99997 %	0.999966 %	-1
5000	64	256	|	576	-1	squared_l2
0.7502 %	0.81613 %	0.85276 %	0.8761266 %	|	0.999 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999983 %	-1
5000	64	256	|	640	-1	squared_l2
0.7502 %	0.81613 %	0.852761 %	0.8761344 %	|	0.999 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999988 %	-1
5000	64	256	|	704	-1	squared_l2
0.7502 %	0.81613 %	0.852762 %	0.8761395 %	|	0.999 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999991 %	-1
5000	64	256	|	768	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.8761426 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	-1
5000	64	256	|	1024	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.8761467 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	-1
5000	64	256	|	1280	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.8761479 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	-1
5000	64	256	|	1536	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.876148 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	-1
5000	64	256	|	2048	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.8761481 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	-1
4000	64	256	|	1	-1	squared_l2
0.4139 %	0.43121 %	0.400561 %	0.3510158 %	|	0.4954 %	0.4955 %	0.45938 %	0.4955 %	0.45938 %	0.412719 %	26037.096977233887
4000	64	256	|	16	-1	squared_l2
0.728 %	0.79403 %	0.817077 %	0.8177084 %	|	0.9619 %	0.9626 %	0.95172 %	0.9626 %	0.95172 %	0.929141 %	228820.30487060547
4000	64	256	|	32	-1	squared_l2
0.741 %	0.80984 %	0.840075 %	0.8540066 %	|	0.989 %	0.9897 %	0.98394 %	0.9897 %	0.98394 %	0.973199 %	427520.7042694092
4000	64	256	|	64	-1	squared_l2
0.7451 %	0.81501 %	0.848562 %	0.8690739 %	|	0.9966 %	0.9973 %	0.99561 %	0.9973 %	0.99561 %	0.992195 %	805801.6538619995
4000	64	256	|	128	-1	squared_l2
0.7463 %	0.81646 %	0.850971 %	0.874128 %	|	0.9986 %	0.9993 %	0.99919 %	0.9993 %	0.99919 %	0.998338 %	1537595.2577590942
4000	64	256	|	256	-1	squared_l2
0.7466 %	0.81678 %	0.85151 %	0.8753935 %	|	0.9991 %	0.9998 %	0.99991 %	0.9998 %	0.99991 %	0.999783 %	2911688.6854171753
4000	64	256	|	320	-1	squared_l2
0.7466 %	0.81679 %	0.851536 %	0.8755065 %	|	0.9991 %	0.9998 %	0.99994 %	0.9998 %	0.99994 %	0.999896 %	3584429.292678833
4000	64	256	|	384	-1	squared_l2
0.7466 %	0.81679 %	0.851558 %	0.8755571 %	|	0.9992 %	0.9999 %	0.99998 %	0.9999 %	0.99998 %	0.999945 %	4268605.809211731
4000	64	256	|	448	-1	squared_l2
0.7466 %	0.8168 %	0.851566 %	0.8755819 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999968 %	4923281.326293945
4000	64	256	|	512	-1	squared_l2
0.7466 %	0.8168 %	0.851571 %	0.8755943 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999988 %	5590198.974609375
4000	64	256	|	576	-1	squared_l2
0.7466 %	0.8168 %	0.851571 %	0.8756013 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999988 %	6243366.708755493
4000	64	256	|	640	-1	squared_l2
0.7466 %	0.8168 %	0.851571 %	0.8756067 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999991 %	6916273.1075286865
4000	64	256	|	704	-1	squared_l2
0.7466 %	0.8168 %	0.851572 %	0.875609 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999993 %	7579469.518661499
4000	64	256	|	768	-1	squared_l2
0.7466 %	0.8168 %	0.851573 %	0.8756102 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999994 %	8259567.070007324
4000	64	256	|	1024	-1	squared_l2
0.7466 %	0.8168 %	0.851573 %	0.8756128 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999995 %	10764531.173706055
4000	64	256	|	1280	-1	squared_l2
0.7466 %	0.8168 %	0.851575 %	0.8756135 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	-1
4000	64	256	|	1536	-1	squared_l2
0.7466 %	0.8168 %	0.851575 %	0.8756136 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	-1
4000	64	256	|	2048	-1	squared_l2
0.7466 %	0.8168 %	0.851575 %	0.8756136 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	-1
3500	64	256	|	1	-1	squared_l2
0.4213 %	0.43659 %	0.407777 %	0.3596728 %	|	0.5086 %	0.5086 %	0.46654 %	0.5086 %	0.46654 %	0.420491 %	-1
3500	64	256	|	16	-1	squared_l2
0.7346 %	0.79349 %	0.819915 %	0.8219944 %	|	0.9666 %	0.9678 %	0.9559 %	0.9678 %	0.9559 %	0.93457 %	-1
3500	64	256	|	32	-1	squared_l2
0.7462 %	0.80749 %	0.84112 %	0.8556624 %	|	0.9883 %	0.9895 %	0.98583 %	0.9895 %	0.98583 %	0.975791 %	-1
3500	64	256	|	64	-1	squared_l2
0.7501 %	0.81184 %	0.848674 %	0.8693455 %	|	0.9961 %	0.9974 %	0.9965 %	0.9974 %	0.9965 %	0.993078 %	-1
3500	64	256	|	128	-1	squared_l2
0.7509 %	0.81291 %	0.850837 %	0.8736895 %	|	0.9982 %	0.9995 %	0.99934 %	0.9995 %	0.99934 %	0.998618 %	-1
3500	64	256	|	256	-1	squared_l2
0.751 %	0.81312 %	0.851289 %	0.8747124 %	|	0.9986 %	0.9999 %	0.99991 %	0.9999 %	0.99991 %	0.999832 %	-1
3500	64	256	|	320	-1	squared_l2
0.751 %	0.81317 %	0.851306 %	0.8748006 %	|	0.9987 %	1.0 %	0.99997 %	1.0 %	0.99997 %	0.999915 %	-1
3500	64	256	|	384	-1	squared_l2
0.751 %	0.81317 %	0.851324 %	0.8748372 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99996 %	-1
3500	64	256	|	448	-1	squared_l2
0.751 %	0.81317 %	0.851326 %	0.8748571 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999979 %	-1
3500	64	256	|	512	-1	squared_l2
0.751 %	0.81317 %	0.851329 %	0.8748659 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99999 %	-1
3500	64	256	|	576	-1	squared_l2
0.751 %	0.81317 %	0.85133 %	0.8748713 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999993 %	-1
3500	64	256	|	640	-1	squared_l2
0.751 %	0.81317 %	0.851332 %	0.8748724 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999996 %	-1
3500	64	256	|	704	-1	squared_l2
0.751 %	0.81317 %	0.851333 %	0.8748738 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999998 %	-1
3500	64	256	|	768	-1	squared_l2
0.751 %	0.81317 %	0.851333 %	0.8748742 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999998 %	-1
3500	64	256	|	1024	-1	squared_l2
0.751 %	0.81317 %	0.851334 %	0.8748754 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	-1
3500	64	256	|	1280	-1	squared_l2
0.751 %	0.81317 %	0.851334 %	0.8748755 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	-1
3500	64	256	|	1536	-1	squared_l2
0.751 %	0.81317 %	0.851334 %	0.8748757 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	-1
3500	64	256	|	2048	-1	squared_l2
0.751 %	0.81317 %	0.851334 %	0.8748757 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	-1
