Program: faissGPU Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.269 %	0.2569 %	0.18149 %	0.088275 %	|	0.319 %	0.319 %	0.2616 %	0.319 %	0.2616 %	0.18178 %	232.0568561553955
4000	64	256	|	16	-1	squared_l2
0.619 %	0.6825 %	0.65854 %	0.526183 %	|	0.842 %	0.842 %	0.8075 %	0.842 %	0.8075 %	0.71353 %	244.29035186767578
4000	64	256	|	32	-1	squared_l2
0.649 %	0.7263 %	0.73169 %	0.656456 %	|	0.92 %	0.922 %	0.8976 %	0.922 %	0.8976 %	0.8267 %	248.17848205566406
4000	64	256	|	64	-1	squared_l2
0.662 %	0.7457 %	0.77521 %	0.750598 %	|	0.96 %	0.963 %	0.9482 %	0.963 %	0.9483 %	0.9095 %	255.9199333190918
4000	64	256	|	128	-1	squared_l2
0.678 %	0.758 %	0.79639 %	0.805708 %	|	0.989 %	0.993 %	0.9793 %	0.993 %	0.9795 %	0.96065 %	268.5232162475586
4000	64	256	|	256	-1	squared_l2
0.68 %	0.7624 %	0.80513 %	0.831094 %	|	0.993 %	0.997 %	0.9941 %	0.997 %	0.9943 %	0.98632 %	304.3184280395508
4000	64	256	|	320	-1	squared_l2
0.68 %	0.7632 %	0.80639 %	0.835285 %	|	0.993 %	0.997 %	0.9962 %	0.997 %	0.9964 %	0.99112 %	313.0679130554199
4000	64	256	|	384	-1	squared_l2
0.68 %	0.7634 %	0.80708 %	0.837916 %	|	0.994 %	0.998 %	0.9973 %	0.998 %	0.9975 %	0.99399 %	337.9662036895752
4000	64	256	|	448	-1	squared_l2
0.68 %	0.7637 %	0.80749 %	0.839545 %	|	0.994 %	0.998 %	0.9982 %	0.998 %	0.9984 %	0.99571 %	368.6859607696533
4000	64	256	|	512	-1	squared_l2
0.68 %	0.7639 %	0.80781 %	0.840623 %	|	0.994 %	0.998 %	0.9987 %	0.998 %	0.9989 %	0.99688 %	385.2567672729492
4000	64	256	|	576	-1	squared_l2
0.681 %	0.764 %	0.80801 %	0.84131 %	|	0.995 %	0.999 %	0.999 %	0.999 %	0.9992 %	0.99761 %	423.28786849975586
4000	64	256	|	640	-1	squared_l2
0.682 %	0.7641 %	0.80808 %	0.841878 %	|	0.996 %	1.0 %	0.9992 %	1.0 %	0.9994 %	0.9981 %	442.07143783569336
4000	64	256	|	704	-1	squared_l2
0.682 %	0.7642 %	0.8082 %	0.842245 %	|	0.996 %	1.0 %	0.9994 %	1.0 %	0.9996 %	0.99869 %	464.8308753967285
4000	64	256	|	768	-1	squared_l2
0.682 %	0.7642 %	0.80824 %	0.842511 %	|	0.996 %	1.0 %	0.9994 %	1.0 %	0.9996 %	0.999 %	496.91128730773926
4000	64	256	|	1024	-1	squared_l2
0.682 %	0.7641 %	0.80837 %	0.843069 %	|	0.996 %	1.0 %	0.9997 %	1.0 %	0.9999 %	0.99959 %	598.6998081207275
4000	64	256	|	1280	-1	squared_l2
0.682 %	0.7641 %	0.80841 %	0.843326 %	|	0.996 %	1.0 %	0.9998 %	1.0 %	1.0 %	0.99981 %	759.8028182983398
4000	64	256	|	1536	-1	squared_l2
0.682 %	0.7641 %	0.80843 %	0.843428 %	|	0.996 %	1.0 %	0.9998 %	1.0 %	1.0 %	0.99989 %	855.3860187530518
4000	64	256	|	2048	-1	squared_l2
0.682 %	0.7641 %	0.80844 %	0.843482 %	|	0.996 %	1.0 %	0.9998 %	1.0 %	1.0 %	1.0 %	1068.704605102539
600	32	256	|	1	-1	squared_l2
0.263 %	0.3114 %	0.30207 %	0.22925 %	|	0.434 %	0.447 %	0.4045 %	0.448 %	0.405 %	0.33878 %	45.48192024230957
600	32	256	|	16	-1	squared_l2
0.395 %	0.5148 %	0.57201 %	0.608133 %	|	0.858 %	0.946 %	0.9115 %	0.948 %	0.9352 %	0.89882 %	56.267738342285156
600	32	256	|	32	-1	squared_l2
0.398 %	0.5193 %	0.58172 %	0.632365 %	|	0.873 %	0.98 %	0.9415 %	0.985 %	0.9741 %	0.95294 %	64.3610954284668
600	32	256	|	64	-1	squared_l2
0.399 %	0.5208 %	0.58495 %	0.641503 %	|	0.875 %	0.987 %	0.9538 %	0.994 %	0.9941 %	0.97803 %	81.49933815002441
600	32	256	|	128	-1	squared_l2
0.4 %	0.5212 %	0.58547 %	0.643798 %	|	0.878 %	0.993 %	0.9559 %	1.0 %	0.9994 %	0.98433 %	99.2588996887207
600	32	256	|	256	-1	squared_l2
0.4 %	0.5212 %	0.58547 %	0.644098 %	|	0.878 %	0.993 %	0.956 %	1.0 %	0.9999 %	0.98555 %	136.67869567871094
600	32	256	|	320	-1	squared_l2
0.4 %	0.5212 %	0.58547 %	0.644109 %	|	0.878 %	0.993 %	0.956 %	1.0 %	0.9999 %	0.98559 %	162.05215454101562
600	32	256	|	384	-1	squared_l2
0.4 %	0.5212 %	0.58547 %	0.644113 %	|	0.878 %	0.993 %	0.956 %	1.0 %	0.9999 %	0.98559 %	167.98043251037598
600	32	256	|	448	-1	squared_l2
0.4 %	0.5212 %	0.58547 %	0.64411 %	|	0.878 %	0.993 %	0.956 %	1.0 %	0.9999 %	0.98559 %	175.46820640563965
600	32	256	|	512	-1	squared_l2
0.4 %	0.5212 %	0.58547 %	0.644112 %	|	0.878 %	0.993 %	0.956 %	1.0 %	0.9999 %	0.98559 %	190.99903106689453
600	32	256	|	576	-1	squared_l2
0.4 %	0.5212 %	0.58547 %	0.644111 %	|	0.878 %	0.993 %	0.956 %	1.0 %	0.9999 %	0.98559 %	226.97782516479492
600	64	256	|	1	-1	squared_l2
0.351 %	0.376 %	0.33198 %	0.230739 %	|	0.448 %	0.448 %	0.405 %	0.448 %	0.405 %	0.33878 %	43.81680488586426
600	64	256	|	16	-1	squared_l2
0.646 %	0.7327 %	0.7643 %	0.75364 %	|	0.944 %	0.948 %	0.9351 %	0.948 %	0.9352 %	0.90216 %	55.50694465637207
600	64	256	|	32	-1	squared_l2
0.662 %	0.7481 %	0.78993 %	0.806605 %	|	0.98 %	0.985 %	0.974 %	0.985 %	0.9741 %	0.96001 %	63.920021057128906
600	64	256	|	64	-1	squared_l2
0.664 %	0.7553 %	0.80034 %	0.829378 %	|	0.987 %	0.994 %	0.9939 %	0.994 %	0.9941 %	0.98872 %	83.62030982971191
600	64	256	|	128	-1	squared_l2
0.666 %	0.756 %	0.8028 %	0.837191 %	|	0.993 %	1.0 %	0.9992 %	1.0 %	0.9994 %	0.99768 %	110.78524589538574
600	64	256	|	256	-1	squared_l2
0.666 %	0.756 %	0.80327 %	0.838777 %	|	0.993 %	1.0 %	0.9997 %	1.0 %	1.0 %	0.99986 %	166.9294834136963
600	64	256	|	320	-1	squared_l2
0.666 %	0.756 %	0.80329 %	0.838863 %	|	0.993 %	1.0 %	0.9997 %	1.0 %	1.0 %	0.99997 %	198.7168788909912
600	64	256	|	384	-1	squared_l2
0.666 %	0.756 %	0.80329 %	0.838891 %	|	0.993 %	1.0 %	0.9997 %	1.0 %	1.0 %	0.99999 %	221.49157524108887
600	64	256	|	448	-1	squared_l2
0.666 %	0.756 %	0.80329 %	0.838896 %	|	0.993 %	1.0 %	0.9997 %	1.0 %	1.0 %	1.0 %	261.7506980895996
600	64	256	|	512	-1	squared_l2
0.666 %	0.756 %	0.80329 %	0.838897 %	|	0.993 %	1.0 %	0.9997 %	1.0 %	1.0 %	1.0 %	287.39118576049805
600	64	256	|	576	-1	squared_l2
0.666 %	0.756 %	0.80329 %	0.838897 %	|	0.993 %	1.0 %	0.9997 %	1.0 %	1.0 %	1.0 %	319.7596073150635
500	32	256	|	1	-1	squared_l2
0.241 %	0.3265 %	0.3225 %	0.252121 %	|	0.454 %	0.467 %	0.4354 %	0.467 %	0.4363 %	0.36778 %	38.234710693359375
500	32	256	|	16	-1	squared_l2
0.354 %	0.5127 %	0.57417 %	0.614012 %	|	0.85 %	0.958 %	0.9184 %	0.959 %	0.9439 %	0.91201 %	48.17008972167969
500	32	256	|	32	-1	squared_l2
0.358 %	0.5174 %	0.58249 %	0.634653 %	|	0.863 %	0.982 %	0.9443 %	0.987 %	0.9799 %	0.9598 %	54.86249923706055
500	32	256	|	64	-1	squared_l2
0.358 %	0.5189 %	0.58519 %	0.641896 %	|	0.866 %	0.99 %	0.9542 %	0.996 %	0.9953 %	0.97957 %	67.1699047088623
500	32	256	|	128	-1	squared_l2
0.358 %	0.5189 %	0.58556 %	0.643536 %	|	0.867 %	0.993 %	0.9558 %	0.999 %	0.9992 %	0.98476 %	88.32383155822754
500	32	256	|	256	-1	squared_l2
0.358 %	0.5189 %	0.58562 %	0.643728 %	|	0.867 %	0.993 %	0.9559 %	1.0 %	0.9999 %	0.98562 %	130.7389736175537
500	32	256	|	320	-1	squared_l2
0.358 %	0.5189 %	0.58562 %	0.643727 %	|	0.867 %	0.993 %	0.9559 %	1.0 %	0.9999 %	0.98563 %	150.69293975830078
500	32	256	|	384	-1	squared_l2
0.358 %	0.5189 %	0.58562 %	0.643728 %	|	0.867 %	0.993 %	0.9559 %	1.0 %	0.9999 %	0.98563 %	163.67697715759277
500	32	256	|	448	-1	squared_l2
0.358 %	0.5189 %	0.58562 %	0.643727 %	|	0.867 %	0.993 %	0.9559 %	1.0 %	0.9999 %	0.98563 %	181.21623992919922
500	64	256	|	1	-1	squared_l2
0.361 %	0.4031 %	0.3586 %	0.255019 %	|	0.467 %	0.467 %	0.4363 %	0.467 %	0.4363 %	0.36778 %	38.52367401123047
500	64	256	|	16	-1	squared_l2
0.645 %	0.7331 %	0.77034 %	0.766666 %	|	0.956 %	0.959 %	0.9439 %	0.959 %	0.9439 %	0.91586 %	50.83274841308594
500	64	256	|	32	-1	squared_l2
0.657 %	0.7466 %	0.79164 %	0.812835 %	|	0.984 %	0.987 %	0.9799 %	0.987 %	0.9799 %	0.96748 %	60.49752235412598
500	64	256	|	64	-1	squared_l2
0.659 %	0.7519 %	0.7998 %	0.831835 %	|	0.992 %	0.996 %	0.9951 %	0.996 %	0.9954 %	0.99099 %	78.38273048400879
500	64	256	|	128	-1	squared_l2
0.66 %	0.7534 %	0.80165 %	0.837864 %	|	0.995 %	0.999 %	0.999 %	0.999 %	0.9993 %	0.99838 %	113.17729949951172
500	64	256	|	256	-1	squared_l2
0.661 %	0.7535 %	0.80193 %	0.839012 %	|	0.996 %	1.0 %	0.9997 %	1.0 %	1.0 %	0.99995 %	170.53508758544922
500	64	256	|	320	-1	squared_l2
0.661 %	0.7535 %	0.80194 %	0.839055 %	|	0.996 %	1.0 %	0.9997 %	1.0 %	1.0 %	0.99997 %	209.7909450531006
500	64	256	|	384	-1	squared_l2
0.661 %	0.7535 %	0.80194 %	0.839064 %	|	0.996 %	1.0 %	0.9997 %	1.0 %	1.0 %	0.99998 %	232.7587604522705
500	64	256	|	448	-1	squared_l2
0.661 %	0.7535 %	0.80194 %	0.839064 %	|	0.996 %	1.0 %	0.9997 %	1.0 %	1.0 %	0.99998 %	263.9439105987549
400	32	256	|	1	-1	squared_l2
0.27 %	0.3382 %	0.3357 %	0.273055 %	|	0.476 %	0.491 %	0.4524 %	0.491 %	0.4541 %	0.38896 %	33.667802810668945
400	32	256	|	16	-1	squared_l2
0.399 %	0.5196 %	0.57343 %	0.617821 %	|	0.85 %	0.964 %	0.9228 %	0.966 %	0.9504 %	0.92229 %	44.745445251464844
400	32	256	|	32	-1	squared_l2
0.403 %	0.5242 %	0.58135 %	0.635577 %	|	0.861 %	0.987 %	0.947 %	0.99 %	0.986 %	0.96629 %	53.08794975280762
400	32	256	|	64	-1	squared_l2
0.403 %	0.5251 %	0.58303 %	0.641045 %	|	0.864 %	0.995 %	0.9525 %	0.998 %	0.9956 %	0.98125 %	66.45417213439941
400	32	256	|	128	-1	squared_l2
0.403 %	0.5253 %	0.58328 %	0.642166 %	|	0.864 %	0.996 %	0.9539 %	0.999 %	0.9993 %	0.98518 %	90.2402400970459
400	32	256	|	256	-1	squared_l2
0.403 %	0.5254 %	0.58331 %	0.642248 %	|	0.865 %	0.997 %	0.9541 %	1.0 %	0.9997 %	0.98558 %	141.74246788024902
400	32	256	|	320	-1	squared_l2
0.403 %	0.5254 %	0.58331 %	0.642248 %	|	0.865 %	0.997 %	0.9541 %	1.0 %	0.9997 %	0.98558 %	156.6755771636963
400	32	256	|	384	-1	squared_l2
0.403 %	0.5254 %	0.58331 %	0.642248 %	|	0.865 %	0.997 %	0.9541 %	1.0 %	0.9997 %	0.98558 %	174.54171180725098
400	64	256	|	1	-1	squared_l2
0.392 %	0.4153 %	0.37749 %	0.277994 %	|	0.491 %	0.491 %	0.4541 %	0.491 %	0.4541 %	0.38896 %	33.792972564697266
400	64	256	|	16	-1	squared_l2
0.656 %	0.7354 %	0.77276 %	0.777982 %	|	0.962 %	0.966 %	0.9504 %	0.966 %	0.9504 %	0.92721 %	48.11215400695801
400	64	256	|	32	-1	squared_l2
0.666 %	0.75 %	0.79316 %	0.817769 %	|	0.984 %	0.99 %	0.986 %	0.99 %	0.986 %	0.97535 %	59.500694274902344
400	64	256	|	64	-1	squared_l2
0.669 %	0.7532 %	0.79872 %	0.832607 %	|	0.99 %	0.998 %	0.9957 %	0.998 %	0.9958 %	0.99342 %	82.49521255493164
400	64	256	|	128	-1	squared_l2
0.67 %	0.754 %	0.79989 %	0.836921 %	|	0.991 %	0.999 %	0.9994 %	0.999 %	0.9995 %	0.99918 %	119.5211410522461
400	64	256	|	256	-1	squared_l2
0.671 %	0.7543 %	0.80008 %	0.8375 %	|	0.992 %	1.0 %	0.9999 %	1.0 %	1.0 %	0.99999 %	184.16094779968262
400	64	256	|	320	-1	squared_l2
0.671 %	0.7543 %	0.80008 %	0.837519 %	|	0.992 %	1.0 %	0.9999 %	1.0 %	1.0 %	1.0 %	223.98996353149414
400	64	256	|	384	-1	squared_l2
0.671 %	0.7543 %	0.80008 %	0.83752 %	|	0.992 %	1.0 %	0.9999 %	1.0 %	1.0 %	1.0 %	256.5417289733887
