Program: scann Topk: 1000 Num_split: 1 Batch: 128
L	Threashold	m	|	w	r	Metric
0.0479 %	0.49343 %	0.580282 %	0.2978651 %	|	0.57 %	0.8116 %	0.80159 %	0.8794 %	0.89254 %	0.84704 %	203.70030403137207
1000	0.2	20	|	30	-1	squared_l2
0.0481 %	0.4932 %	0.577937 %	0.3082799 %	|	0.5714 %	0.815 %	0.80388 %	0.8836 %	0.89647 %	0.848443 %	210.13307571411133
1000	0.2	20	|	35	-1	squared_l2
0.0486 %	0.49299 %	0.574782 %	0.3482326 %	|	0.5725 %	0.818 %	0.80549 %	0.8883 %	0.89918 %	0.848086 %	220.51072120666504
1000	0.2	20	|	40	-1	squared_l2
0.0489 %	0.49293 %	0.572213 %	0.3716072 %	|	0.5735 %	0.8204 %	0.80705 %	0.8917 %	0.9017 %	0.847682 %	235.01086235046387
1000	0.2	20	|	45	-1	squared_l2
0.0492 %	0.49312 %	0.569432 %	0.3857369 %	|	0.5742 %	0.8225 %	0.80837 %	0.8948 %	0.90421 %	0.846349 %	249.10283088684082
1000	0.2	20	|	50	-1	squared_l2
0.0493 %	0.49306 %	0.566407 %	0.4080926 %	|	0.5742 %	0.8243 %	0.80941 %	0.8977 %	0.90604 %	0.844737 %	257.8282356262207
1000	0.2	20	|	55	-1	squared_l2
0.0494 %	0.49291 %	0.564633 %	0.4115372 %	|	0.5748 %	0.8264 %	0.81036 %	0.9001 %	0.90766 %	0.843639 %	271.3170051574707
1000	0.2	20	|	60	-1	squared_l2
0.0493 %	0.4928 %	0.5636 %	0.4258377 %	|	0.5744 %	0.8281 %	0.81113 %	0.9024 %	0.90906 %	0.842685 %	280.0607681274414
1000	0.2	20	|	65	-1	squared_l2
0.0499 %	0.49299 %	0.562873 %	0.4265807 %	|	0.5748 %	0.831 %	0.81238 %	0.9061 %	0.91121 %	0.842247 %	287.05883026123047
1000	0.2	20	|	75	-1	squared_l2
0.0502 %	0.4933 %	0.562449 %	0.4238951 %	|	0.5766 %	0.8356 %	0.81489 %	0.9116 %	0.91505 %	0.842337 %	303.10583114624023
1000	0.2	20	|	90	-1	squared_l2
0.0512 %	0.4933 %	0.56251 %	0.4198084 %	|	0.5784 %	0.8419 %	0.81829 %	0.9179 %	0.91974 %	0.845696 %	327.82506942749023
1000	0.2	20	|	110	-1	squared_l2
0.0518 %	0.49253 %	0.561157 %	0.4083687 %	|	0.5794 %	0.8462 %	0.82067 %	0.9242 %	0.92353 %	0.843704 %	354.82263565063477
1000	0.2	20	|	130	-1	squared_l2
0.0522 %	0.49241 %	0.560025 %	0.4057163 %	|	0.5794 %	0.849 %	0.8221 %	0.9282 %	0.92618 %	0.84167 %	386.0933780670166
1000	0.2	20	|	150	-1	squared_l2
0.0523 %	0.49198 %	0.55895 %	0.403484 %	|	0.5794 %	0.8513 %	0.82357 %	0.9316 %	0.92845 %	0.840245 %	413.17200660705566
1000	0.2	20	|	170	-1	squared_l2
0.0525 %	0.49194 %	0.558352 %	0.4010509 %	|	0.5806 %	0.854 %	0.82515 %	0.9344 %	0.93067 %	0.839131 %	446.5479850769043
1000	0.2	20	|	200	-1	squared_l2
0.0529 %	0.49196 %	0.557443 %	0.3988722 %	|	0.5819 %	0.8562 %	0.82617 %	0.9378 %	0.93251 %	0.836942 %	488.3580207824707
1000	0.2	20	|	220	-1	squared_l2
0.0534 %	0.49201 %	0.556854 %	0.3977686 %	|	0.5828 %	0.8579 %	0.82748 %	0.9401 %	0.93432 %	0.835944 %	514.3320560455322
1000	0.2	20	|	250	-1	squared_l2
0.0536 %	0.49196 %	0.556134 %	0.4033444 %	|	0.5841 %	0.861 %	0.82917 %	0.9438 %	0.93659 %	0.834677 %	551.8231391906738
1000	0.2	20	|	310	-1	squared_l2
0.0548 %	0.49184 %	0.554387 %	0.4021789 %	|	0.5854 %	0.865 %	0.83075 %	0.9479 %	0.93986 %	0.831865 %	633.7504386901855
1000	0.2	20	|	400	-1	squared_l2
0.0555 %	0.49148 %	0.552434 %	0.3925208 %	|	0.5865 %	0.8698 %	0.83287 %	0.9555 %	0.94423 %	0.828899 %	778.2382965087891
1000	0.2	20	|	500	-1	squared_l2
0.056 %	0.49118 %	0.550169 %	0.3886295 %	|	0.5881 %	0.8742 %	0.83449 %	0.9605 %	0.94735 %	0.826068 %	915.9011840820312
1000	0.2	20	|	800	-1	squared_l2
0.056 %	0.48878 %	0.544761 %	0.3834305 %	|	0.5851 %	0.8738 %	0.83168 %	0.9625 %	0.9483 %	0.81922 %	1295.0634956359863
1000	0.2	20	|	1000	-1	squared_l2
0.056 %	0.4877 %	0.541478 %	0.3802881 %	|	0.5841 %	0.8709 %	0.82884 %	0.9621 %	0.94723 %	0.815545 %	1501.4922618865967
1000	0.2	10	|	1	-1	squared_l2
0.028 %	0.35253 %	0.146887 %	0.0536541 %	|	0.4179 %	0.5193 %	0.50568 %	0.563 %	0.55823 %	0.217474 %	86.48252487182617
1000	0.2	10	|	2	-1	squared_l2
0.0297 %	0.3637 %	0.182611 %	0.0821383 %	|	0.4467 %	0.5778 %	0.55985 %	0.6639 %	0.66149 %	0.367842 %	110.69989204406738
1000	0.2	10	|	4	-1	squared_l2
0.0242 %	0.35782 %	0.225423 %	0.1062356 %	|	0.4624 %	0.627 %	0.6015 %	0.7446 %	0.74275 %	0.545045 %	130.08666038513184
1000	0.2	10	|	8	-1	squared_l2
0.0209 %	0.34175 %	0.245724 %	0.1073617 %	|	0.4578 %	0.6431 %	0.61558 %	0.7862 %	0.78129 %	0.547084 %	157.50408172607422
1000	0.2	10	|	16	-1	squared_l2
0.021 %	0.3349 %	0.239742 %	0.0910662 %	|	0.45 %	0.6356 %	0.60365 %	0.7926 %	0.7815 %	0.450889 %	181.32472038269043
1000	0.2	10	|	25	-1	squared_l2
0.0208 %	0.3312 %	0.229001 %	0.0833436 %	|	0.447 %	0.6287 %	0.59251 %	0.7907 %	0.77045 %	0.4114 %	204.20479774475098
1000	0.2	10	|	30	-1	squared_l2
0.0204 %	0.3297 %	0.224652 %	0.0807229 %	|	0.4449 %	0.6244 %	0.58724 %	0.7879 %	0.76501 %	0.398777 %	214.75839614868164
1000	0.2	10	|	35	-1	squared_l2
0.0204 %	0.32802 %	0.22101 %	0.0829244 %	|	0.4435 %	0.6212 %	0.5824 %	0.7842 %	0.75906 %	0.387152 %	222.5503921508789
1000	0.2	10	|	40	-1	squared_l2
0.0201 %	0.32695 %	0.218093 %	0.0832076 %	|	0.4424 %	0.6167 %	0.57851 %	0.7816 %	0.75405 %	0.378853 %	232.02276229858398
1000	0.2	10	|	45	-1	squared_l2
0.02 %	0.3261 %	0.215449 %	0.0834805 %	|	0.4415 %	0.6128 %	0.57492 %	0.7798 %	0.75038 %	0.371985 %	241.05334281921387
1000	0.2	10	|	50	-1	squared_l2
0.0199 %	0.32529 %	0.212529 %	0.0828477 %	|	0.4405 %	0.6095 %	0.5717 %	0.7775 %	0.74687 %	0.365364 %	249.6025562286377
1000	0.2	10	|	55	-1	squared_l2
0.0198 %	0.32457 %	0.210278 %	0.0805583 %	|	0.4399 %	0.6086 %	0.56944 %	0.7766 %	0.74378 %	0.36027 %	260.714054107666
1000	0.2	10	|	60	-1	squared_l2
0.0198 %	0.32403 %	0.208843 %	0.0783424 %	|	0.4386 %	0.6052 %	0.56724 %	0.7751 %	0.74086 %	0.355728 %	267.98081398010254
1000	0.2	10	|	65	-1	squared_l2
0.02 %	0.32382 %	0.207976 %	0.0766526 %	|	0.4389 %	0.6056 %	0.56642 %	0.7746 %	0.73911 %	0.352377 %	275.95973014831543
1000	0.2	10	|	75	-1	squared_l2
0.0201 %	0.32333 %	0.206227 %	0.0734561 %	|	0.4385 %	0.6051 %	0.56419 %	0.7741 %	0.73542 %	0.347021 %	291.01014137268066
1000	0.2	10	|	90	-1	squared_l2
0.0197 %	0.32264 %	0.206542 %	0.0706265 %	|	0.4376 %	0.6009 %	0.561 %	0.7713 %	0.73129 %	0.343945 %	312.5123977661133
1000	0.2	10	|	110	-1	squared_l2
0.02 %	0.32176 %	0.204057 %	0.0674587 %	|	0.4365 %	0.5985 %	0.55761 %	0.7675 %	0.72587 %	0.336861 %	340.5771255493164
1000	0.2	10	|	130	-1	squared_l2
0.02 %	0.32076 %	0.201579 %	0.064769 %	|	0.4343 %	0.5946 %	0.55335 %	0.7642 %	0.72003 %	0.330248 %	364.78424072265625
1000	0.2	10	|	150	-1	squared_l2
0.0199 %	0.31974 %	0.198847 %	0.0624895 %	|	0.4339 %	0.5922 %	0.54994 %	0.7615 %	0.71512 %	0.324224 %	388.0765438079834
1000	0.2	10	|	170	-1	squared_l2
0.02 %	0.31901 %	0.196357 %	0.0607235 %	|	0.4325 %	0.5906 %	0.54685 %	0.7592 %	0.71152 %	0.31942 %	418.8084602355957
1000	0.2	10	|	200	-1	squared_l2
0.0202 %	0.31819 %	0.194385 %	0.0587057 %	|	0.4319 %	0.5888 %	0.54362 %	0.7556 %	0.70598 %	0.313643 %	457.655668258667
1000	0.2	10	|	220	-1	squared_l2
0.0201 %	0.31797 %	0.193172 %	0.0576423 %	|	0.4319 %	0.5869 %	0.54194 %	0.7537 %	0.70322 %	0.310432 %	477.11730003356934
1000	0.2	10	|	250	-1	squared_l2
0.0202 %	0.31728 %	0.19147 %	0.0561173 %	|	0.4314 %	0.5855 %	0.53979 %	0.75 %	0.69876 %	0.305546 %	514.8770809173584
1000	0.2	10	|	310	-1	squared_l2
0.0201 %	0.31549 %	0.187642 %	0.0534513 %	|	0.4284 %	0.581 %	0.53482 %	0.7415 %	0.69051 %	0.296665 %	588.3207321166992
1000	0.2	10	|	400	-1	squared_l2
0.0202 %	0.31368 %	0.184466 %	0.0510366 %	|	0.4272 %	0.5773 %	0.52981 %	0.7371 %	0.68226 %	0.288794 %	697.9467868804932
1000	0.2	10	|	500	-1	squared_l2
0.0205 %	0.3118 %	0.179207 %	0.0485853 %	|	0.4244 %	0.5725 %	0.52428 %	0.7296 %	0.67359 %	0.27984 %	813.7357234954834
1000	0.2	10	|	800	-1	squared_l2
0.0193 %	0.3066 %	0.172911 %	0.0450978 %	|	0.4173 %	0.5598 %	0.51246 %	0.7119 %	0.65594 %	0.266472 %	1112.248420715332
1000	0.2	10	|	1000	-1	squared_l2
0.0191 %	0.30402 %	0.170146 %	0.0437733 %	|	0.4142 %	0.5532 %	0.50714 %	0.7038 %	0.64792 %	0.261189 %	1307.4982166290283
1000	0.4	100	|	1	-1	squared_l2
0.1778 %	0.50823 %	0.218066 %	0.0603982 %	|	0.5557 %	0.5631 %	0.55854 %	0.5631 %	0.55855 %	0.219454 %	93.80340576171875
1000	0.4	100	|	2	-1	squared_l2
0.2224 %	0.59097 %	0.390861 %	0.1115065 %	|	0.6566 %	0.6684 %	0.66858 %	0.6685 %	0.66869 %	0.39516 %	123.26192855834961
1000	0.4	100	|	4	-1	squared_l2
0.2619 %	0.66569 %	0.638993 %	0.1908422 %	|	0.7476 %	0.7671 %	0.77629 %	0.7672 %	0.7766 %	0.651252 %	145.62702178955078
1000	0.4	100	|	8	-1	squared_l2
0.2887 %	0.71698 %	0.777602 %	0.2906211 %	|	0.81 %	0.8368 %	0.85417 %	0.8369 %	0.85471 %	0.811419 %	181.47516250610352
1000	0.4	100	|	16	-1	squared_l2
0.3053 %	0.74445 %	0.837522 %	0.3970805 %	|	0.8449 %	0.877 %	0.89864 %	0.8775 %	0.89949 %	0.897239 %	223.8774299621582
1000	0.4	100	|	25	-1	squared_l2
0.315 %	0.75591 %	0.855084 %	0.4748538 %	|	0.8629 %	0.8964 %	0.91633 %	0.8971 %	0.91725 %	0.92603 %	268.3889865875244
1000	0.4	100	|	30	-1	squared_l2
0.3173 %	0.75967 %	0.859275 %	0.5127033 %	|	0.8681 %	0.9019 %	0.92182 %	0.9027 %	0.92277 %	0.934655 %	289.5188331604004
1000	0.4	100	|	35	-1	squared_l2
0.3206 %	0.76221 %	0.861901 %	0.5856035 %	|	0.8732 %	0.9071 %	0.92568 %	0.9079 %	0.92665 %	0.940504 %	310.5010986328125
1000	0.4	100	|	40	-1	squared_l2
0.3237 %	0.76466 %	0.864307 %	0.6356098 %	|	0.8775 %	0.9118 %	0.92943 %	0.9126 %	0.93042 %	0.945296 %	332.9954147338867
1000	0.4	100	|	45	-1	squared_l2
0.3256 %	0.76709 %	0.866222 %	0.674488 %	|	0.8808 %	0.9153 %	0.93282 %	0.9161 %	0.93384 %	0.948821 %	352.9930114746094
1000	0.4	100	|	50	-1	squared_l2
0.3275 %	0.76906 %	0.867685 %	0.7281962 %	|	0.8837 %	0.9185 %	0.9355 %	0.9193 %	0.9365 %	0.951551 %	377.08234786987305
1000	0.4	100	|	55	-1	squared_l2
0.3294 %	0.77086 %	0.86911 %	0.7427441 %	|	0.8865 %	0.9214 %	0.93791 %	0.9222 %	0.93893 %	0.954016 %	400.94447135925293
1000	0.4	100	|	60	-1	squared_l2
0.3312 %	0.77246 %	0.870355 %	0.7636768 %	|	0.8889 %	0.9241 %	0.94019 %	0.9249 %	0.94121 %	0.95621 %	416.05257987976074
1000	0.4	100	|	65	-1	squared_l2
0.3337 %	0.7745 %	0.871563 %	0.7687264 %	|	0.8928 %	0.9284 %	0.94305 %	0.9292 %	0.94408 %	0.958242 %	435.3160858154297
1000	0.4	100	|	75	-1	squared_l2
0.3383 %	0.77809 %	0.874064 %	0.7731136 %	|	0.8989 %	0.9348 %	0.94793 %	0.9358 %	0.94904 %	0.962683 %	472.4898338317871
1000	0.4	100	|	90	-1	squared_l2
0.344 %	0.78253 %	0.878269 %	0.7769531 %	|	0.9067 %	0.9432 %	0.9542 %	0.9442 %	0.9554 %	0.971495 %	530.4481983184814
1000	0.4	100	|	110	-1	squared_l2
0.3484 %	0.78612 %	0.880636 %	0.7797368 %	|	0.9131 %	0.9502 %	0.95937 %	0.9513 %	0.96067 %	0.975678 %	609.3540191650391
1000	0.4	100	|	130	-1	squared_l2
0.3513 %	0.78865 %	0.882167 %	0.7828556 %	|	0.9178 %	0.955 %	0.96328 %	0.9561 %	0.96469 %	0.97852 %	690.1035308837891
1000	0.4	100	|	150	-1	squared_l2
0.3538 %	0.79067 %	0.883517 %	0.784455 %	|	0.9213 %	0.9588 %	0.96651 %	0.96 %	0.96796 %	0.980714 %	782.0611000061035
1000	0.4	100	|	170	-1	squared_l2
0.3566 %	0.79301 %	0.884693 %	0.7865462 %	|	0.9249 %	0.9625 %	0.96967 %	0.9637 %	0.97116 %	0.982616 %	869.9798583984375
1000	0.4	100	|	200	-1	squared_l2
0.3594 %	0.7951 %	0.885789 %	0.7908513 %	|	0.929 %	0.9669 %	0.9726 %	0.9681 %	0.97412 %	0.98459 %	1017.719030380249
1000	0.4	100	|	220	-1	squared_l2
0.3611 %	0.79677 %	0.886612 %	0.7934561 %	|	0.9314 %	0.9694 %	0.97491 %	0.9707 %	0.97646 %	0.985917 %	1124.0785121917725
1000	0.4	100	|	250	-1	squared_l2
0.3639 %	0.79899 %	0.88761 %	0.8090988 %	|	0.935 %	0.9736 %	0.97805 %	0.9749 %	0.97961 %	0.987679 %	1285.5908870697021
1000	0.4	100	|	310	-1	squared_l2
0.3676 %	0.80233 %	0.889107 %	0.8225189 %	|	0.9402 %	0.9792 %	0.98288 %	0.9805 %	0.98451 %	0.990309 %	1653.6500453948975
1000	0.4	100	|	400	-1	squared_l2
0.3746 %	0.80657 %	0.890838 %	0.8248911 %	|	0.9488 %	0.9881 %	0.98882 %	0.9894 %	0.99048 %	0.993343 %	2210.2866172790527
1000	0.4	100	|	500	-1	squared_l2
0.3778 %	0.80951 %	0.891921 %	0.8263848 %	|	0.9542 %	0.9941 %	0.9933 %	0.9954 %	0.99499 %	0.995372 %	2872.74432182312
1000	0.4	100	|	800	-1	squared_l2
0.3796 %	0.81197 %	0.893377 %	0.8284803 %	|	0.9576 %	0.9979 %	0.99746 %	0.9993 %	0.9992 %	0.99816 %	4682.363271713257
1000	0.4	100	|	1000	-1	squared_l2
0.3798 %	0.81208 %	0.893552 %	0.8285876 %	|	0.9579 %	0.9982 %	0.99778 %	0.9996 %	0.99952 %	0.998478 %	4998.8038539886475
1000	0.4	50	|	1	-1	squared_l2
0.1287 %	0.42705 %	0.208989 %	0.0603392 %	|	0.4756 %	0.5618 %	0.556 %	0.5631 %	0.55854 %	0.219457 %	91.06183052062988
1000	0.4	50	|	2	-1	squared_l2
0.147 %	0.47762 %	0.363662 %	0.1104435 %	|	0.5411 %	0.6629 %	0.65918 %	0.6684 %	0.66849 %	0.394733 %	114.21751976013184
1000	0.4	50	|	4	-1	squared_l2
0.1546 %	0.51539 %	0.582067 %	0.1829992 %	|	0.5883 %	0.7555 %	0.75701 %	0.7662 %	0.77487 %	0.646817 %	138.47994804382324
1000	0.4	50	|	8	-1	squared_l2
0.1598 %	0.52819 %	0.683328 %	0.2657812 %	|	0.6072 %	0.8175 %	0.82113 %	0.8341 %	0.84964 %	0.798016 %	162.42361068725586
1000	0.4	50	|	16	-1	squared_l2
0.1642 %	0.5337 %	0.712707 %	0.3464271 %	|	0.6223 %	0.8477 %	0.85226 %	0.8723 %	0.89034 %	0.873653 %	199.45955276489258
1000	0.4	50	|	25	-1	squared_l2
0.1685 %	0.53797 %	0.715392 %	0.4007224 %	|	0.6314 %	0.8633 %	0.8634 %	0.8895 %	0.90543 %	0.896158 %	229.90798950195312
1000	0.4	50	|	30	-1	squared_l2
0.1697 %	0.53937 %	0.714733 %	0.4263926 %	|	0.6342 %	0.8667 %	0.8666 %	0.8941 %	0.90974 %	0.902024 %	244.79317665100098
1000	0.4	50	|	35	-1	squared_l2
0.171 %	0.5405 %	0.714165 %	0.4865404 %	|	0.6374 %	0.8707 %	0.86859 %	0.8985 %	0.91256 %	0.905496 %	256.1459541320801
1000	0.4	50	|	40	-1	squared_l2
0.1718 %	0.54138 %	0.713891 %	0.5244664 %	|	0.6399 %	0.8739 %	0.87075 %	0.9023 %	0.9154 %	0.908246 %	274.34229850769043
1000	0.4	50	|	45	-1	squared_l2
0.1722 %	0.54221 %	0.713774 %	0.5529425 %	|	0.6412 %	0.8759 %	0.87264 %	0.9052 %	0.91774 %	0.909918 %	285.5997085571289
1000	0.4	50	|	50	-1	squared_l2
0.1729 %	0.54289 %	0.713779 %	0.5974869 %	|	0.6429 %	0.8782 %	0.87411 %	0.9075 %	0.91975 %	0.91111 %	300.89640617370605
1000	0.4	50	|	55	-1	squared_l2
0.1739 %	0.5436 %	0.713886 %	0.6055692 %	|	0.6445 %	0.8801 %	0.87552 %	0.91 %	0.92136 %	0.912172 %	320.6338882446289
1000	0.4	50	|	60	-1	squared_l2
0.1742 %	0.54429 %	0.714159 %	0.6206865 %	|	0.6461 %	0.8823 %	0.87684 %	0.9124 %	0.92298 %	0.913176 %	329.6360969543457
1000	0.4	50	|	65	-1	squared_l2
0.1754 %	0.54507 %	0.714422 %	0.6221025 %	|	0.6482 %	0.8856 %	0.87838 %	0.9163 %	0.92521 %	0.914121 %	340.93689918518066
1000	0.4	50	|	75	-1	squared_l2
0.1771 %	0.54658 %	0.715297 %	0.6217379 %	|	0.6519 %	0.8906 %	0.88154 %	0.9218 %	0.92921 %	0.916713 %	357.89966583251953
1000	0.4	50	|	90	-1	squared_l2
0.1781 %	0.54826 %	0.717616 %	0.6209279 %	|	0.6563 %	0.8968 %	0.88553 %	0.9292 %	0.93436 %	0.923217 %	396.5725898742676
1000	0.4	50	|	110	-1	squared_l2
0.1791 %	0.54928 %	0.718322 %	0.6190418 %	|	0.6593 %	0.9015 %	0.88836 %	0.9351 %	0.93824 %	0.925051 %	441.26296043395996
1000	0.4	50	|	130	-1	squared_l2
0.18 %	0.55029 %	0.718558 %	0.6198211 %	|	0.6614 %	0.905 %	0.8905 %	0.9393 %	0.94105 %	0.926048 %	487.50901222229004
1000	0.4	50	|	150	-1	squared_l2
0.1804 %	0.55114 %	0.718902 %	0.6188354 %	|	0.6624 %	0.9077 %	0.89243 %	0.9426 %	0.94353 %	0.926782 %	537.2273921966553
1000	0.4	50	|	170	-1	squared_l2
0.1812 %	0.55211 %	0.719111 %	0.6180651 %	|	0.6644 %	0.9105 %	0.89438 %	0.9458 %	0.94583 %	0.927418 %	587.2743129730225
1000	0.4	50	|	200	-1	squared_l2
0.182 %	0.55302 %	0.719141 %	0.6195988 %	|	0.6666 %	0.9127 %	0.89594 %	0.9494 %	0.94788 %	0.927937 %	648.8518714904785
1000	0.4	50	|	220	-1	squared_l2
0.1828 %	0.55378 %	0.719296 %	0.6204041 %	|	0.6682 %	0.9145 %	0.89738 %	0.9514 %	0.94964 %	0.928351 %	705.2860260009766
1000	0.4	50	|	250	-1	squared_l2
0.1836 %	0.55468 %	0.71928 %	0.6343642 %	|	0.6698 %	0.9167 %	0.89914 %	0.9546 %	0.95176 %	0.928753 %	772.6061344146729
1000	0.4	50	|	310	-1	squared_l2
0.1839 %	0.55583 %	0.718929 %	0.6457137 %	|	0.6721 %	0.9202 %	0.90165 %	0.9587 %	0.95489 %	0.929403 %	922.3740100860596
1000	0.4	50	|	400	-1	squared_l2
0.1851 %	0.55738 %	0.719224 %	0.6447626 %	|	0.676 %	0.9257 %	0.90484 %	0.9651 %	0.95907 %	0.930438 %	1164.2003059387207
1000	0.4	50	|	500	-1	squared_l2
0.186 %	0.55835 %	0.719568 %	0.6446806 %	|	0.6777 %	0.9291 %	0.907 %	0.9692 %	0.96196 %	0.931121 %	1431.78129196167
1000	0.4	50	|	800	-1	squared_l2
0.1863 %	0.55915 %	0.720109 %	0.645616 %	|	0.6787 %	0.9317 %	0.90933 %	0.9722 %	0.96492 %	0.93235 %	2231.1930656433105
1000	0.4	50	|	1000	-1	squared_l2
0.1865 %	0.55923 %	0.720146 %	0.6456258 %	|	0.679 %	0.932 %	0.90949 %	0.9725 %	0.96518 %	0.932505 %	2536.8330478668213
1000	0.4	25	|	1	-1	squared_l2
0.1048 %	0.39415 %	0.188733 %	0.0600338 %	|	0.461 %	0.557 %	0.54629 %	0.5634 %	0.55865 %	0.21872 %	89.41817283630371
1000	0.4	25	|	2	-1	squared_l2
0.1115 %	0.42153 %	0.324949 %	0.1061005 %	|	0.5091 %	0.6516 %	0.6375 %	0.6685 %	0.66804 %	0.387613 %	111.18745803833008
1000	0.4	25	|	4	-1	squared_l2
0.1146 %	0.43993 %	0.527745 %	0.1685327 %	|	0.5446 %	0.7339 %	0.72067 %	0.7653 %	0.77302 %	0.637422 %	131.78682327270508
1000	0.4	25	|	8	-1	squared_l2
0.1157 %	0.45102 %	0.593701 %	0.2376691 %	|	0.5555 %	0.7873 %	0.77324 %	0.8312 %	0.84523 %	0.785775 %	155.67803382873535
1000	0.4	25	|	16	-1	squared_l2
0.1172 %	0.4539 %	0.589081 %	0.3007836 %	|	0.5605 %	0.8117 %	0.79455 %	0.8677 %	0.88333 %	0.85594 %	183.25066566467285
1000	0.4	25	|	25	-1	squared_l2
0.1173 %	0.45491 %	0.581143 %	0.3440788 %	|	0.5666 %	0.8221 %	0.7996 %	0.8856 %	0.89764 %	0.874104 %	207.7944278717041
1000	0.4	25	|	30	-1	squared_l2
0.1173 %	0.45475 %	0.573212 %	0.3655375 %	|	0.5671 %	0.8242 %	0.80002 %	0.8906 %	0.9018 %	0.877869 %	220.18790245056152
1000	0.4	25	|	35	-1	squared_l2
0.1175 %	0.4549 %	0.563743 %	0.4233295 %	|	0.5677 %	0.8258 %	0.79951 %	0.8952 %	0.90457 %	0.879435 %	230.04746437072754
1000	0.4	25	|	40	-1	squared_l2
0.1178 %	0.45492 %	0.556797 %	0.4589424 %	|	0.5685 %	0.8269 %	0.79918 %	0.8992 %	0.9071 %	0.880101 %	242.35081672668457
1000	0.4	25	|	45	-1	squared_l2
0.1181 %	0.45502 %	0.550712 %	0.4854685 %	|	0.5697 %	0.8286 %	0.79909 %	0.9023 %	0.9095 %	0.879625 %	252.1536350250244
1000	0.4	25	|	50	-1	squared_l2
0.1181 %	0.4552 %	0.545161 %	0.5279393 %	|	0.5702 %	0.8298 %	0.79892 %	0.9051 %	0.91114 %	0.87886 %	267.9882049560547
1000	0.4	25	|	55	-1	squared_l2
0.1183 %	0.45543 %	0.54211 %	0.5362611 %	|	0.5705 %	0.8303 %	0.79868 %	0.9072 %	0.9127 %	0.878261 %	275.6791114807129
1000	0.4	25	|	60	-1	squared_l2
0.1183 %	0.45553 %	0.538424 %	0.5548212 %	|	0.5707 %	0.8318 %	0.79872 %	0.9095 %	0.91421 %	0.878023 %	285.4888439178467
1000	0.4	25	|	65	-1	squared_l2
0.1186 %	0.45596 %	0.537112 %	0.5567084 %	|	0.5721 %	0.834 %	0.79944 %	0.9136 %	0.91637 %	0.877952 %	293.6520576477051
1000	0.4	25	|	75	-1	squared_l2
0.1189 %	0.45684 %	0.536561 %	0.5556404 %	|	0.5748 %	0.8383 %	0.80147 %	0.9198 %	0.92017 %	0.878852 %	309.2215061187744
1000	0.4	25	|	90	-1	squared_l2
0.1196 %	0.45768 %	0.538001 %	0.5536207 %	|	0.5775 %	0.8439 %	0.80442 %	0.9275 %	0.92512 %	0.883594 %	337.01229095458984
1000	0.4	25	|	110	-1	squared_l2
0.1194 %	0.45798 %	0.537872 %	0.54861 %	|	0.5787 %	0.8479 %	0.8067 %	0.9336 %	0.9291 %	0.883186 %	370.0687885284424
1000	0.4	25	|	130	-1	squared_l2
0.1197 %	0.45837 %	0.537552 %	0.5484924 %	|	0.5802 %	0.8511 %	0.80804 %	0.9378 %	0.93189 %	0.882421 %	402.9507637023926
1000	0.4	25	|	150	-1	squared_l2
0.1204 %	0.45876 %	0.537315 %	0.5465901 %	|	0.5813 %	0.8531 %	0.80958 %	0.9406 %	0.93434 %	0.881945 %	433.22062492370605
1000	0.4	25	|	170	-1	squared_l2
0.1205 %	0.45908 %	0.536806 %	0.545385 %	|	0.5826 %	0.8555 %	0.81111 %	0.944 %	0.93668 %	0.881635 %	462.44335174560547
1000	0.4	25	|	200	-1	squared_l2
0.1205 %	0.45916 %	0.534951 %	0.5455077 %	|	0.5838 %	0.8584 %	0.81199 %	0.9479 %	0.9387 %	0.880686 %	510.06388664245605
1000	0.4	25	|	220	-1	squared_l2
0.1207 %	0.4593 %	0.534796 %	0.5455104 %	|	0.584 %	0.8599 %	0.81316 %	0.9502 %	0.9404 %	0.88042 %	543.1392192840576
1000	0.4	25	|	250	-1	squared_l2
0.1211 %	0.45977 %	0.534354 %	0.5565447 %	|	0.5857 %	0.8631 %	0.81486 %	0.9542 %	0.94287 %	0.879892 %	583.162784576416
1000	0.4	25	|	310	-1	squared_l2
0.1213 %	0.46028 %	0.53309 %	0.5646668 %	|	0.5863 %	0.8661 %	0.81674 %	0.9588 %	0.94635 %	0.87849 %	679.1214942932129
1000	0.4	25	|	400	-1	squared_l2
0.1219 %	0.46089 %	0.532394 %	0.5630877 %	|	0.5894 %	0.8724 %	0.81991 %	0.9668 %	0.95096 %	0.87775 %	828.8772106170654
1000	0.4	25	|	500	-1	squared_l2
0.122 %	0.46128 %	0.532114 %	0.5622174 %	|	0.5908 %	0.8768 %	0.82225 %	0.9721 %	0.95439 %	0.877178 %	1007.1790218353271
1000	0.4	25	|	800	-1	squared_l2
0.122 %	0.46063 %	0.530533 %	0.5605515 %	|	0.5909 %	0.8775 %	0.82246 %	0.9752 %	0.95675 %	0.875752 %	1434.2632293701172
1000	0.4	25	|	1000	-1	squared_l2
0.1219 %	0.46029 %	0.529209 %	0.5588389 %	|	0.5907 %	0.8766 %	0.82135 %	0.9749 %	0.95635 %	0.874222 %	1636.6868019104004
1000	0.4	20	|	1	-1	squared_l2
0.0315 %	0.38968 %	0.182562 %	0.0598054 %	|	0.4474 %	0.5517 %	0.53823 %	0.5631 %	0.55856 %	0.219238 %	85.91413497924805
