Program: scann Topk: 1000 Num_split: 20 Batch: 128
L	Threashold	m	|	w	r	Metric
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	4730016.72410965
8000	0.2	32	|	1	-1	squared_l2
0.1067 %	0.16445 %	0.194919 %	0.2108678 %	|	0.2856 %	0.411 %	0.33006 %	0.448 %	0.39963 %	0.332443 %	2800.4395961761475
8000	0.2	32	|	16	-1	squared_l2
0.1469 %	0.24267 %	0.313242 %	0.3823858 %	|	0.4725 %	0.8022 %	0.62732 %	0.9276 %	0.87637 %	0.724053 %	8523.052453994751
8000	0.2	32	|	32	-1	squared_l2
0.1466 %	0.2446 %	0.317851 %	0.3926265 %	|	0.4786 %	0.8236 %	0.6424 %	0.9587 %	0.91233 %	0.753901 %	14072.227001190186
8000	0.2	32	|	64	-1	squared_l2
0.1466 %	0.2446 %	0.319121 %	0.3962637 %	|	0.4781 %	0.8301 %	0.6473 %	0.9712 %	0.92732 %	0.766047 %	24870.582818984985
8000	0.2	32	|	128	-1	squared_l2
0.1464 %	0.24448 %	0.318943 %	0.3969554 %	|	0.479 %	0.8316 %	0.64759 %	0.974 %	0.93148 %	0.769583 %	45768.44024658203
8000	0.2	32	|	256	-1	squared_l2
0.1465 %	0.24435 %	0.318705 %	0.3966627 %	|	0.4791 %	0.8324 %	0.64745 %	0.9746 %	0.93211 %	0.769674 %	86530.99155426025
8000	0.2	32	|	320	-1	squared_l2
0.1464 %	0.2443 %	0.318625 %	0.3965571 %	|	0.479 %	0.832 %	0.64754 %	0.9747 %	0.93212 %	0.769607 %	106674.17287826538
8000	0.2	32	|	384	-1	squared_l2
0.1464 %	0.24431 %	0.31861 %	0.3965146 %	|	0.4784 %	0.8326 %	0.64751 %	0.9747 %	0.93213 %	0.769576 %	126768.4600353241
8000	0.2	32	|	448	-1	squared_l2
0.1464 %	0.24436 %	0.318557 %	0.3964716 %	|	0.4782 %	0.8318 %	0.64712 %	0.9746 %	0.93213 %	0.76954 %	146769.1159248352
8000	0.2	32	|	512	-1	squared_l2
0.1464 %	0.24422 %	0.31855 %	0.3964316 %	|	0.4779 %	0.832 %	0.64726 %	0.9746 %	0.9321 %	0.769482 %	166663.55633735657
8000	0.2	32	|	576	-1	squared_l2
0.1464 %	0.24429 %	0.318566 %	0.3964065 %	|	0.4782 %	0.832 %	0.64728 %	0.9746 %	0.93204 %	0.769462 %	186454.2326927185
8000	0.2	32	|	640	-1	squared_l2
0.1464 %	0.24416 %	0.318524 %	0.3963928 %	|	0.4781 %	0.832 %	0.64716 %	0.9746 %	0.93203 %	0.769478 %	206219.9113368988
8000	0.2	32	|	704	-1	squared_l2
0.1464 %	0.24422 %	0.318514 %	0.3963697 %	|	0.4782 %	0.8317 %	0.64715 %	0.9745 %	0.93205 %	0.769445 %	225873.17752838135
8000	0.2	32	|	768	-1	squared_l2
0.1464 %	0.24418 %	0.318527 %	0.396371 %	|	0.478 %	0.8319 %	0.64715 %	0.9745 %	0.93201 %	0.76945 %	245666.0795211792
8000	0.2	32	|	1024	-1	squared_l2
0.1464 %	0.24431 %	0.318517 %	0.3963516 %	|	0.4784 %	0.8319 %	0.64729 %	0.9746 %	0.93202 %	0.76944 %	324334.9015712738
8000	0.2	32	|	1280	-1	squared_l2
0.1464 %	0.24432 %	0.318503 %	0.3963448 %	|	0.4786 %	0.8318 %	0.64723 %	0.9746 %	0.93205 %	0.769444 %	402268.1791782379
8000	0.2	32	|	1536	-1	squared_l2
0.1464 %	0.24432 %	0.318512 %	0.3963463 %	|	0.4785 %	0.8316 %	0.64721 %	0.9746 %	0.93203 %	0.769421 %	479883.12315940857
8000	0.2	32	|	2048	-1	squared_l2
0.1464 %	0.2443 %	0.3185 %	0.3963464 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	634570.1961517334
8000	0.2	32	|	2560	-1	squared_l2
0.1464 %	0.24429 %	0.318501 %	0.3963466 %	|	0.4785 %	0.8317 %	0.64722 %	0.9746 %	0.93205 %	0.769429 %	788678.3215999603
8000	0.2	32	|	3072	-1	squared_l2
0.1464 %	0.24429 %	0.318502 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769428 %	942664.0295982361
8000	0.2	32	|	4096	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963474 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769428 %	1253113.1234169006
8000	0.2	32	|	4608	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	1411553.97605896
8000	0.2	32	|	5120	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	1570434.8170757294
8000	0.2	32	|	5632	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	1730257.5268745422
8000	0.2	32	|	6144	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	1891540.1964187622
8000	0.2	32	|	6656	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	2051415.1606559753
8000	0.2	32	|	7168	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	2213246.0968494415
8000	0.2	32	|	7680	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	2386953.3519744873
8000	0.2	64	|	1	-1	squared_l2
0.197 %	0.25643 %	0.267705 %	0.2562548 %	|	0.387 %	0.4448 %	0.39123 %	0.4525 %	0.41123 %	0.356888 %	2963.094472885132
8000	0.2	64	|	16	-1	squared_l2
0.3145 %	0.42598 %	0.489209 %	0.5377839 %	|	0.7395 %	0.9221 %	0.84227 %	0.9448 %	0.9222 %	0.860693 %	13581.35724067688
8000	0.2	64	|	32	-1	squared_l2
0.3177 %	0.43257 %	0.502414 %	0.5597782 %	|	0.7571 %	0.9528 %	0.87551 %	0.9775 %	0.96498 %	0.911936 %	24369.696617126465
8000	0.2	64	|	64	-1	squared_l2
0.3196 %	0.43605 %	0.507816 %	0.5699692 %	|	0.7646 %	0.9666 %	0.89033 %	0.9923 %	0.98502 %	0.936915 %	45319.39506530762
8000	0.2	64	|	128	-1	squared_l2
0.3192 %	0.43654 %	0.509218 %	0.5735743 %	|	0.7666 %	0.9699 %	0.89441 %	0.9961 %	0.99144 %	0.946205 %	86215.65270423889
8000	0.2	64	|	256	-1	squared_l2
0.3195 %	0.4368 %	0.509491 %	0.5744685 %	|	0.7675 %	0.9712 %	0.89552 %	0.9975 %	0.99331 %	0.948754 %	166586.84372901917
8000	0.2	64	|	320	-1	squared_l2
0.3193 %	0.43669 %	0.509586 %	0.574539 %	|	0.7668 %	0.9712 %	0.89562 %	0.9975 %	0.99348 %	0.949006 %	206268.16153526306
8000	0.2	64	|	384	-1	squared_l2
0.3193 %	0.43686 %	0.509573 %	0.5745612 %	|	0.767 %	0.9713 %	0.89561 %	0.9976 %	0.99361 %	0.949059 %	245806.02884292603
8000	0.2	64	|	448	-1	squared_l2
0.3194 %	0.43678 %	0.509558 %	0.5745632 %	|	0.7671 %	0.9713 %	0.89562 %	0.9976 %	0.99362 %	0.949132 %	285230.24320602417
8000	0.2	64	|	512	-1	squared_l2
0.3195 %	0.43684 %	0.509555 %	0.574559 %	|	0.7672 %	0.9713 %	0.89571 %	0.9976 %	0.99362 %	0.949163 %	324631.6075325012
8000	0.2	64	|	576	-1	squared_l2
0.3195 %	0.43687 %	0.509581 %	0.5745611 %	|	0.7671 %	0.9713 %	0.89575 %	0.9976 %	0.99364 %	0.949191 %	363752.2339820862
8000	0.2	64	|	640	-1	squared_l2
0.3195 %	0.4368 %	0.509553 %	0.5745541 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99364 %	0.949192 %	402847.1658229828
8000	0.2	64	|	704	-1	squared_l2
0.3195 %	0.43677 %	0.509538 %	0.5745553 %	|	0.7673 %	0.9713 %	0.89576 %	0.9976 %	0.99364 %	0.949207 %	441914.12901878357
8000	0.2	64	|	768	-1	squared_l2
0.3195 %	0.4368 %	0.509552 %	0.5745527 %	|	0.7674 %	0.9713 %	0.89567 %	0.9976 %	0.99364 %	0.949216 %	480870.30696868896
8000	0.2	64	|	1024	-1	squared_l2
0.3195 %	0.43681 %	0.509531 %	0.5745507 %	|	0.7673 %	0.9713 %	0.89566 %	0.9976 %	0.99367 %	0.949212 %	636235.2192401886
8000	0.2	64	|	1280	-1	squared_l2
0.3195 %	0.43682 %	0.509515 %	0.5745494 %	|	0.7673 %	0.9713 %	0.89568 %	0.9976 %	0.99367 %	0.949214 %	790403.3818244934
8000	0.2	64	|	1536	-1	squared_l2
0.3195 %	0.43685 %	0.509513 %	0.5745472 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949217 %	944344.566822052
8000	0.2	64	|	2048	-1	squared_l2
0.3195 %	0.43685 %	0.509514 %	0.5745483 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949215 %	1250593.3167934418
8000	0.2	64	|	2560	-1	squared_l2
0.3195 %	0.43685 %	0.509515 %	0.5745493 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949216 %	1555524.814605713
8000	0.2	64	|	3072	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	1860924.1275787354
8000	0.2	64	|	4096	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	2477968.7929153442
8000	0.2	64	|	4608	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	2790210.347890854
8000	0.2	64	|	5120	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	3104671.148300171
8000	0.2	64	|	5632	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	3421138.85641098
8000	0.2	64	|	6144	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	3742146.9922065735
8000	0.2	64	|	6656	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	4063589.226961136
8000	0.2	64	|	7168	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	4390233.47568512
8000	0.2	64	|	7680	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	4736363.237142563
8000	0.2	128	|	1	-1	squared_l2
0.3269 %	0.35943 %	0.337712 %	0.2934586 %	|	0.4426 %	0.4512 %	0.40867 %	0.4529 %	0.41146 %	0.363081 %	3466.553211212158
8000	0.2	128	|	16	-1	squared_l2
0.6106 %	0.70015 %	0.734076 %	0.7396496 %	|	0.9285 %	0.9444 %	0.92305 %	0.946 %	0.92744 %	0.895381 %	25032.178163528442
8000	0.2	128	|	32	-1	squared_l2
0.6254 %	0.71947 %	0.763026 %	0.7841161 %	|	0.9614 %	0.9774 %	0.9666 %	0.979 %	0.97103 %	0.953474 %	45060.78338623047
8000	0.2	128	|	64	-1	squared_l2
0.6319 %	0.72741 %	0.775442 %	0.8056822 %	|	0.9752 %	0.9919 %	0.98634 %	0.9935 %	0.99079 %	0.982684 %	86383.7468624115
8000	0.2	128	|	128	-1	squared_l2
0.633 %	0.73023 %	0.779993 %	0.8143003 %	|	0.9791 %	0.9958 %	0.99264 %	0.9974 %	0.9971 %	0.994472 %	167211.56239509583
8000	0.2	128	|	256	-1	squared_l2
0.6337 %	0.73075 %	0.781057 %	0.8169732 %	|	0.9806 %	0.9973 %	0.99459 %	0.9989 %	0.99904 %	0.997913 %	326520.28250694275
8000	0.2	128	|	320	-1	squared_l2
0.6339 %	0.7306 %	0.781152 %	0.8172774 %	|	0.9808 %	0.9975 %	0.99476 %	0.9991 %	0.99921 %	0.998273 %	405482.4185371399
8000	0.2	128	|	384	-1	squared_l2
0.6339 %	0.7306 %	0.781293 %	0.8174381 %	|	0.9808 %	0.9975 %	0.99487 %	0.9991 %	0.99933 %	0.998449 %	484019.03080940247
8000	0.2	128	|	448	-1	squared_l2
0.6339 %	0.73048 %	0.781276 %	0.8175187 %	|	0.9809 %	0.9976 %	0.99492 %	0.9992 %	0.99938 %	0.998542 %	562185.7783794403
8000	0.2	128	|	512	-1	squared_l2
0.6338 %	0.73056 %	0.781319 %	0.8175669 %	|	0.9809 %	0.9976 %	0.99492 %	0.9992 %	0.99938 %	0.9986 %	640536.6928577423
8000	0.2	128	|	576	-1	squared_l2
0.6338 %	0.73059 %	0.781306 %	0.8175992 %	|	0.9809 %	0.9976 %	0.99494 %	0.9992 %	0.9994 %	0.998635 %	718541.583776474
8000	0.2	128	|	640	-1	squared_l2
0.6339 %	0.7305 %	0.781269 %	0.8176234 %	|	0.981 %	0.9977 %	0.99495 %	0.9993 %	0.99941 %	0.998662 %	796120.1899051666
8000	0.2	128	|	704	-1	squared_l2
0.6339 %	0.7305 %	0.781296 %	0.8176357 %	|	0.981 %	0.9977 %	0.99496 %	0.9993 %	0.99942 %	0.998681 %	873698.7526416779
8000	0.2	128	|	768	-1	squared_l2
0.6339 %	0.73049 %	0.781304 %	0.8176489 %	|	0.981 %	0.9977 %	0.99498 %	0.9993 %	0.99944 %	0.998688 %	951395.9953784943
8000	0.2	128	|	1024	-1	squared_l2
0.6339 %	0.73052 %	0.781279 %	0.817663 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998697 %	1259880.7010650635
8000	0.2	128	|	1280	-1	squared_l2
0.6339 %	0.73056 %	0.781287 %	0.8176701 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998701 %	1567313.9798641205
8000	0.2	128	|	1536	-1	squared_l2
0.6339 %	0.73056 %	0.781292 %	0.8176733 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998702 %	1873201.5161514282
8000	0.2	128	|	2048	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176744 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	2482861.5589141846
8000	0.2	128	|	2560	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176745 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	3088192.6445961
8000	0.2	128	|	3072	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176746 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	3695705.5361270905
8000	0.2	128	|	4096	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176746 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	4922687.208414078
8000	0.2	128	|	4608	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176746 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	5544244.527816772
8000	0.2	128	|	5120	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176746 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	6172072.780132294
8000	0.2	128	|	5632	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176746 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	6803291.6867733
8000	0.2	128	|	6144	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176746 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	7440585.603713989
8000	0.2	128	|	6656	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176746 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	8084719.739675522
8000	0.2	128	|	7168	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176746 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	8745165.350675583
8000	0.2	128	|	7680	-1	squared_l2
0.6339 %	0.73055 %	0.781293 %	0.8176746 %	|	0.981 %	0.9977 %	0.99499 %	0.9993 %	0.99945 %	0.998703 %	9442064.27526474
6000	0.55	64	|	1	-1	squared_l2
0.1989 %	0.26374 %	0.277572 %	0.2696123 %	|	0.3972 %	0.4574 %	0.40756 %	0.4642 %	0.43069 %	0.376362 %	3094.6762561798096
6000	0.55	64	|	16	-1	squared_l2
0.3147 %	0.42742 %	0.492661 %	0.5431628 %	|	0.7441 %	0.929 %	0.85055 %	0.9524 %	0.93302 %	0.872842 %	17135.190963745117
6000	0.55	64	|	32	-1	squared_l2
0.3176 %	0.43498 %	0.503911 %	0.5626359 %	|	0.7605 %	0.9561 %	0.87972 %	0.9813 %	0.97073 %	0.918448 %	31373.924016952515
6000	0.55	64	|	64	-1	squared_l2
0.3195 %	0.43635 %	0.50837 %	0.5710914 %	|	0.7647 %	0.9678 %	0.89207 %	0.9937 %	0.98752 %	0.939986 %	59131.9694519043
6000	0.55	64	|	128	-1	squared_l2
0.3191 %	0.43694 %	0.509363 %	0.5739013 %	|	0.7675 %	0.971 %	0.89491 %	0.997 %	0.99218 %	0.947238 %	113184.76033210754
6000	0.55	64	|	256	-1	squared_l2
0.3192 %	0.43683 %	0.50955 %	0.5745162 %	|	0.7668 %	0.9711 %	0.89565 %	0.9973 %	0.99348 %	0.94893 %	218995.19109725952
6000	0.55	64	|	320	-1	squared_l2
0.3193 %	0.43687 %	0.509542 %	0.5745601 %	|	0.767 %	0.9713 %	0.89555 %	0.9975 %	0.99354 %	0.949082 %	271337.01968193054
6000	0.55	64	|	384	-1	squared_l2
0.3195 %	0.43684 %	0.509535 %	0.5745542 %	|	0.7669 %	0.9714 %	0.89563 %	0.9976 %	0.99361 %	0.949123 %	323340.13867378235
6000	0.55	64	|	448	-1	squared_l2
0.3195 %	0.4368 %	0.509518 %	0.5745595 %	|	0.7669 %	0.9713 %	0.89569 %	0.9976 %	0.99362 %	0.949159 %	375126.690864563
6000	0.55	64	|	512	-1	squared_l2
0.3195 %	0.43681 %	0.509499 %	0.5745532 %	|	0.7672 %	0.9713 %	0.89575 %	0.9976 %	0.99364 %	0.949201 %	426781.9571495056
6000	0.55	64	|	576	-1	squared_l2
0.3195 %	0.43682 %	0.509527 %	0.5745541 %	|	0.7673 %	0.9713 %	0.89575 %	0.9976 %	0.99364 %	0.949203 %	478262.06278800964
6000	0.55	64	|	640	-1	squared_l2
0.3195 %	0.43677 %	0.509537 %	0.574549 %	|	0.7674 %	0.9713 %	0.89576 %	0.9976 %	0.99364 %	0.949204 %	530039.2918586731
6000	0.55	64	|	704	-1	squared_l2
0.3195 %	0.43683 %	0.509536 %	0.5745469 %	|	0.7674 %	0.9713 %	0.89567 %	0.9976 %	0.99364 %	0.949201 %	581182.26313591
6000	0.55	64	|	768	-1	squared_l2
0.3195 %	0.43681 %	0.509529 %	0.5745454 %	|	0.7674 %	0.9713 %	0.8957 %	0.9976 %	0.99364 %	0.949193 %	632320.6768035889
6000	0.55	64	|	1024	-1	squared_l2
0.3195 %	0.43683 %	0.509529 %	0.574546 %	|	0.7673 %	0.9713 %	0.89569 %	0.9976 %	0.99366 %	0.949211 %	835596.6951847076
6000	0.55	64	|	1280	-1	squared_l2
0.3195 %	0.43685 %	0.50952 %	0.5745469 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949216 %	1037832.8771591187
6000	0.55	64	|	1536	-1	squared_l2
0.3195 %	0.43686 %	0.509514 %	0.5745482 %	|	0.7673 %	0.9713 %	0.89569 %	0.9976 %	0.99367 %	0.949212 %	1239780.067205429
6000	0.55	64	|	2048	-1	squared_l2
0.3195 %	0.43685 %	0.50952 %	0.5745484 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949217 %	1641239.1872406006
6000	0.55	64	|	2560	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745483 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	2044514.8663520813
6000	0.55	64	|	3072	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	2451657.0489406586
6000	0.55	64	|	4096	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	3280821.6564655304
6000	0.55	64	|	4608	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	3705099.48182106
6000	0.55	64	|	5120	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	4136113.959789276
6000	0.55	64	|	5632	-1	squared_l2
0.3195 %	0.43685 %	0.509516 %	0.5745488 %	|	0.7673 %	0.9713 %	0.8957 %	0.9976 %	0.99367 %	0.949218 %	4585795.740604401
6000	0.2	32	|	1	-1	squared_l2
0.1081 %	0.16806 %	0.200087 %	0.2188893 %	|	0.287 %	0.4207 %	0.34273 %	0.4584 %	0.41877 %	0.34779 %	2853.361129760742
6000	0.2	32	|	16	-1	squared_l2
0.146 %	0.24336 %	0.314089 %	0.3846939 %	|	0.4736 %	0.8089 %	0.63149 %	0.9343 %	0.88517 %	0.731021 %	10205.986261367798
6000	0.2	32	|	32	-1	squared_l2
0.1466 %	0.24475 %	0.317984 %	0.3935203 %	|	0.4784 %	0.8249 %	0.64404 %	0.9612 %	0.91655 %	0.75698 %	17543.85757446289
6000	0.2	32	|	64	-1	squared_l2
0.1465 %	0.2443 %	0.318981 %	0.3964445 %	|	0.4785 %	0.8316 %	0.64785 %	0.9716 %	0.92919 %	0.767339 %	31652.250289916992
6000	0.2	32	|	128	-1	squared_l2
0.1463 %	0.24437 %	0.318891 %	0.3968135 %	|	0.4784 %	0.832 %	0.64786 %	0.9743 %	0.9317 %	0.769696 %	59015.883445739746
6000	0.2	32	|	256	-1	squared_l2
0.1463 %	0.24435 %	0.318672 %	0.3965643 %	|	0.478 %	0.8323 %	0.64747 %	0.9743 %	0.93213 %	0.769657 %	112489.70794677734
6000	0.2	32	|	320	-1	squared_l2
0.1463 %	0.24431 %	0.3186 %	0.3964918 %	|	0.4782 %	0.8319 %	0.64737 %	0.9745 %	0.93206 %	0.769555 %	138771.9259262085
6000	0.2	32	|	384	-1	squared_l2
0.1464 %	0.24419 %	0.31856 %	0.3964446 %	|	0.478 %	0.8323 %	0.64733 %	0.9745 %	0.93208 %	0.769573 %	165038.34867477417
6000	0.2	32	|	448	-1	squared_l2
0.1464 %	0.24434 %	0.318528 %	0.3964231 %	|	0.4788 %	0.8317 %	0.64728 %	0.9746 %	0.93201 %	0.769511 %	191181.64587020874
6000	0.2	32	|	512	-1	squared_l2
0.1464 %	0.24426 %	0.318494 %	0.3964054 %	|	0.4785 %	0.8316 %	0.64727 %	0.9746 %	0.93203 %	0.769499 %	217200.45018196106
6000	0.2	32	|	576	-1	squared_l2
0.1464 %	0.24421 %	0.318502 %	0.3963826 %	|	0.4784 %	0.8317 %	0.64723 %	0.9745 %	0.93206 %	0.76945 %	243098.75750541687
6000	0.2	32	|	640	-1	squared_l2
0.1464 %	0.2442 %	0.318527 %	0.3963741 %	|	0.4782 %	0.8321 %	0.64726 %	0.9745 %	0.93199 %	0.769457 %	268828.4273147583
6000	0.2	32	|	704	-1	squared_l2
0.1464 %	0.2442 %	0.318527 %	0.3963702 %	|	0.4782 %	0.8321 %	0.64727 %	0.9745 %	0.93204 %	0.76945 %	294635.6682777405
6000	0.2	32	|	768	-1	squared_l2
0.1464 %	0.24426 %	0.318508 %	0.396362 %	|	0.4784 %	0.832 %	0.64725 %	0.9745 %	0.932 %	0.769418 %	320262.14122772217
6000	0.2	32	|	1024	-1	squared_l2
0.1464 %	0.2443 %	0.318512 %	0.3963512 %	|	0.4786 %	0.8317 %	0.64725 %	0.9746 %	0.93204 %	0.769422 %	422695.3113079071
6000	0.2	32	|	1280	-1	squared_l2
0.1464 %	0.2443 %	0.318505 %	0.3963497 %	|	0.4785 %	0.8316 %	0.64723 %	0.9746 %	0.93206 %	0.76943 %	524463.1562232971
6000	0.2	32	|	1536	-1	squared_l2
0.1464 %	0.24429 %	0.318503 %	0.3963484 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	625694.3547725677
6000	0.2	32	|	2048	-1	squared_l2
0.1464 %	0.24429 %	0.318502 %	0.3963485 %	|	0.4785 %	0.8317 %	0.64724 %	0.9746 %	0.93205 %	0.769427 %	827662.192106247
6000	0.2	32	|	2560	-1	squared_l2
0.1464 %	0.24429 %	0.318501 %	0.3963475 %	|	0.4785 %	0.8317 %	0.64724 %	0.9746 %	0.93205 %	0.769425 %	1030908.7476730347
6000	0.2	32	|	3072	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963477 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769429 %	1234890.6257152557
6000	0.2	32	|	4096	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	1650672.0299720764
6000	0.2	32	|	4608	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	1863629.2383670807
6000	0.2	32	|	5120	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	2077646.0115909576
6000	0.2	32	|	5632	-1	squared_l2
0.1464 %	0.24429 %	0.318499 %	0.3963476 %	|	0.4785 %	0.8317 %	0.64723 %	0.9746 %	0.93205 %	0.769427 %	2299914.1294956207
