Program: scann Topk: 1000 Num_split: 1 Batch: 128
L	Threashold	m	|	w	r	Metric
0.152 %	0.25965 %	0.371467 %	0.5027143 %	|	0.4949 %	0.8645 %	0.70204 %	0.9911 %	0.97051 %	0.866016 %	2637.4118328094482
4000	0.2	24	|	2048	-1	squared_l2
0.152 %	0.25965 %	0.37146 %	0.5027043 %	|	0.4949 %	0.8645 %	0.70203 %	0.9911 %	0.97051 %	0.866011 %	2662.571430206299
4000	0.2	12	|	1	-1	squared_l2
0.0331 %	0.06994 %	0.110354 %	0.086346 %	|	0.116 %	0.207 %	0.17021 %	0.2267 %	0.19753 %	0.15217 %	65.86813926696777
4000	0.2	12	|	2	-1	squared_l2
0.0412 %	0.08919 %	0.149784 %	0.1404861 %	|	0.1584 %	0.3105 %	0.24675 %	0.3571 %	0.31265 %	0.242063 %	84.02013778686523
4000	0.2	12	|	4	-1	squared_l2
0.0437 %	0.10087 %	0.181548 %	0.2179057 %	|	0.1834 %	0.4081 %	0.31718 %	0.5112 %	0.45608 %	0.363394 %	104.69412803649902
4000	0.2	12	|	8	-1	squared_l2
0.0469 %	0.10546 %	0.198944 %	0.2976374 %	|	0.199 %	0.4838 %	0.36272 %	0.6657 %	0.60679 %	0.494991 %	130.71155548095703
4000	0.2	12	|	16	-1	squared_l2
0.046 %	0.10486 %	0.201992 %	0.3415126 %	|	0.1961 %	0.5114 %	0.3786 %	0.7811 %	0.71763 %	0.586564 %	154.7689437866211
4000	0.2	12	|	25	-1	squared_l2
0.0441 %	0.10275 %	0.198962 %	0.3507875 %	|	0.1923 %	0.5167 %	0.37721 %	0.8277 %	0.75849 %	0.614231 %	172.75404930114746
4000	0.2	12	|	30	-1	squared_l2
0.0429 %	0.10141 %	0.197271 %	0.3514006 %	|	0.1915 %	0.5158 %	0.37458 %	0.8406 %	0.76846 %	0.619635 %	181.90836906433105
4000	0.2	12	|	35	-1	squared_l2
0.0422 %	0.10046 %	0.195573 %	0.3506162 %	|	0.1896 %	0.5134 %	0.37266 %	0.8482 %	0.7753 %	0.621394 %	191.80059432983398
4000	0.2	12	|	40	-1	squared_l2
0.042 %	0.09969 %	0.193854 %	0.3492384 %	|	0.1878 %	0.5144 %	0.37109 %	0.8513 %	0.77848 %	0.621059 %	201.6754150390625
4000	0.2	12	|	45	-1	squared_l2
0.0421 %	0.09883 %	0.192203 %	0.3477569 %	|	0.1856 %	0.5127 %	0.36858 %	0.8545 %	0.77993 %	0.620419 %	212.1734619140625
4000	0.2	12	|	50	-1	squared_l2
0.0419 %	0.09798 %	0.190893 %	0.3460411 %	|	0.1846 %	0.5106 %	0.36603 %	0.858 %	0.78001 %	0.618918 %	215.2256965637207
4000	0.2	12	|	55	-1	squared_l2
0.0419 %	0.09732 %	0.189602 %	0.3443343 %	|	0.184 %	0.5073 %	0.36407 %	0.8589 %	0.77972 %	0.617235 %	227.73981094360352
4000	0.2	12	|	60	-1	squared_l2
0.042 %	0.0968 %	0.188478 %	0.3427103 %	|	0.1842 %	0.5066 %	0.36206 %	0.8611 %	0.77891 %	0.615469 %	234.26008224487305
4000	0.2	12	|	65	-1	squared_l2
0.0417 %	0.09615 %	0.187351 %	0.3411181 %	|	0.1828 %	0.505 %	0.36027 %	0.8601 %	0.77804 %	0.613587 %	235.4879379272461
4000	0.2	12	|	75	-1	squared_l2
0.0413 %	0.09534 %	0.185641 %	0.3381856 %	|	0.1814 %	0.5002 %	0.35733 %	0.8592 %	0.77618 %	0.610045 %	252.4886131286621
4000	0.2	12	|	90	-1	squared_l2
0.0408 %	0.09439 %	0.183431 %	0.3343042 %	|	0.1789 %	0.4953 %	0.35355 %	0.8579 %	0.77298 %	0.60512 %	272.3410129547119
4000	0.2	12	|	110	-1	squared_l2
0.041 %	0.09365 %	0.181276 %	0.3300606 %	|	0.1774 %	0.4907 %	0.34982 %	0.8544 %	0.76901 %	0.599688 %	296.3118553161621
4000	0.2	12	|	130	-1	squared_l2
0.0406 %	0.09292 %	0.179596 %	0.3266489 %	|	0.1759 %	0.4872 %	0.34716 %	0.8514 %	0.76487 %	0.594764 %	321.6586112976074
4000	0.2	12	|	150	-1	squared_l2
0.0402 %	0.09224 %	0.178365 %	0.3238025 %	|	0.1742 %	0.4848 %	0.3454 %	0.8491 %	0.76177 %	0.590726 %	352.7684211730957
4000	0.2	12	|	170	-1	squared_l2
0.04 %	0.09171 %	0.177378 %	0.3215016 %	|	0.1733 %	0.4821 %	0.34353 %	0.8469 %	0.75902 %	0.587454 %	383.7759494781494
4000	0.2	12	|	200	-1	squared_l2
0.0398 %	0.09112 %	0.176188 %	0.3186801 %	|	0.1719 %	0.48 %	0.34173 %	0.8434 %	0.75544 %	0.583289 %	403.9187431335449
4000	0.2	12	|	220	-1	squared_l2
0.0398 %	0.0908 %	0.175503 %	0.317161 %	|	0.1715 %	0.4794 %	0.34082 %	0.8409 %	0.7533 %	0.58103 %	425.7352352142334
4000	0.2	12	|	250	-1	squared_l2
0.0396 %	0.09051 %	0.174739 %	0.3152326 %	|	0.1709 %	0.4789 %	0.33955 %	0.839 %	0.75092 %	0.578254 %	456.3882350921631
4000	0.2	12	|	310	-1	squared_l2
0.0395 %	0.08993 %	0.173545 %	0.3122804 %	|	0.1697 %	0.4759 %	0.33721 %	0.8354 %	0.74654 %	0.573908 %	527.3408889770508
4000	0.2	12	|	400	-1	squared_l2
0.0395 %	0.08967 %	0.172496 %	0.3093289 %	|	0.1692 %	0.4741 %	0.33498 %	0.8325 %	0.74235 %	0.569566 %	645.2617645263672
4000	0.2	12	|	500	-1	squared_l2
0.0395 %	0.08937 %	0.171705 %	0.3072628 %	|	0.1685 %	0.4725 %	0.3338 %	0.8307 %	0.73966 %	0.566512 %	759.3183517456055
4000	0.2	12	|	800	-1	squared_l2
0.0395 %	0.08894 %	0.170608 %	0.3041374 %	|	0.1679 %	0.4711 %	0.33175 %	0.8282 %	0.73575 %	0.561982 %	1102.342128753662
4000	0.2	12	|	1000	-1	squared_l2
0.0395 %	0.08883 %	0.170296 %	0.3031532 %	|	0.1675 %	0.47 %	0.33109 %	0.8274 %	0.73447 %	0.560589 %	1341.092824935913
4000	0.2	12	|	1250	-1	squared_l2
0.0394 %	0.08876 %	0.170078 %	0.3024556 %	|	0.1674 %	0.4695 %	0.3308 %	0.8271 %	0.7338 %	0.559617 %	1583.960771560669
4000	0.2	12	|	1500	-1	squared_l2
0.0394 %	0.08874 %	0.169949 %	0.3020527 %	|	0.1674 %	0.4689 %	0.33061 %	0.8268 %	0.73323 %	0.559047 %	1857.7454090118408
4000	0.2	12	|	1750	-1	squared_l2
0.0394 %	0.08873 %	0.169873 %	0.3018046 %	|	0.1674 %	0.469 %	0.33045 %	0.8267 %	0.73296 %	0.55873 %	2118.8223361968994
4000	0.2	12	|	1900	-1	squared_l2
0.0394 %	0.08872 %	0.169856 %	0.3016992 %	|	0.1673 %	0.4687 %	0.33038 %	0.8267 %	0.73288 %	0.558593 %	2280.3776264190674
4000	0.2	12	|	2000	-1	squared_l2
0.0394 %	0.08871 %	0.16985 %	0.3016364 %	|	0.1673 %	0.4686 %	0.33037 %	0.8267 %	0.73283 %	0.558503 %	2382.2386264801025
4000	0.2	12	|	2048	-1	squared_l2
0.0394 %	0.08871 %	0.169844 %	0.3016125 %	|	0.1673 %	0.4686 %	0.33038 %	0.8267 %	0.73273 %	0.558459 %	2435.0907802581787
2000	0.2	96	|	1	-1	squared_l2
0.2258 %	0.22489 %	0.188905 %	0.1261589 %	|	0.2635 %	0.2664 %	0.23448 %	0.2671 %	0.23511 %	0.19145 %	86.09914779663086
2000	0.2	96	|	2	-1	squared_l2
0.3355 %	0.34291 %	0.293932 %	0.2008679 %	|	0.4002 %	0.4043 %	0.36328 %	0.4054 %	0.36435 %	0.299389 %	106.26721382141113
2000	0.2	96	|	4	-1	squared_l2
0.4593 %	0.48081 %	0.427646 %	0.3082557 %	|	0.5605 %	0.5653 %	0.51914 %	0.5665 %	0.52048 %	0.438822 %	131.35147094726562
2000	0.2	96	|	8	-1	squared_l2
0.5771 %	0.61496 %	0.57686 %	0.45404 %	|	0.7226 %	0.7292 %	0.68236 %	0.7306 %	0.6841 %	0.600699 %	157.9732894897461
2000	0.2	96	|	16	-1	squared_l2
0.6669 %	0.71832 %	0.706802 %	0.6114335 %	|	0.8506 %	0.8573 %	0.81916 %	0.8587 %	0.8209 %	0.751133 %	199.92375373840332
2000	0.2	96	|	25	-1	squared_l2
0.7033 %	0.76288 %	0.769955 %	0.7027525 %	|	0.9043 %	0.9111 %	0.88343 %	0.9125 %	0.88517 %	0.830016 %	238.81173133850098
2000	0.2	96	|	30	-1	squared_l2
0.7147 %	0.77638 %	0.790651 %	0.7358654 %	|	0.921 %	0.9278 %	0.90425 %	0.9292 %	0.90599 %	0.857372 %	261.01207733154297
2000	0.2	96	|	35	-1	squared_l2
0.7229 %	0.78612 %	0.805835 %	0.7611827 %	|	0.9348 %	0.9417 %	0.91986 %	0.9431 %	0.9216 %	0.878091 %	283.5202217102051
2000	0.2	96	|	40	-1	squared_l2
0.7299 %	0.7942 %	0.817379 %	0.7812237 %	|	0.9451 %	0.9522 %	0.93257 %	0.9536 %	0.93431 %	0.894381 %	303.61485481262207
2000	0.2	96	|	45	-1	squared_l2
0.7351 %	0.79999 %	0.826305 %	0.7975572 %	|	0.953 %	0.9601 %	0.94222 %	0.9615 %	0.94396 %	0.907301 %	320.1427459716797
2000	0.2	96	|	50	-1	squared_l2
0.7379 %	0.80406 %	0.833395 %	0.8109461 %	|	0.9579 %	0.965 %	0.94949 %	0.9664 %	0.95123 %	0.917841 %	339.3120765686035
2000	0.2	96	|	55	-1	squared_l2
0.7407 %	0.80756 %	0.83934 %	0.8223438 %	|	0.9624 %	0.9695 %	0.9557 %	0.9709 %	0.95744 %	0.926812 %	358.4425449371338
2000	0.2	96	|	60	-1	squared_l2
0.7427 %	0.81018 %	0.844363 %	0.8321014 %	|	0.9654 %	0.9726 %	0.96066 %	0.974 %	0.9624 %	0.934579 %	378.9196014404297
2000	0.2	96	|	65	-1	squared_l2
0.745 %	0.81277 %	0.848289 %	0.8402267 %	|	0.9694 %	0.9766 %	0.96502 %	0.978 %	0.96676 %	0.940895 %	399.2273807525635
2000	0.2	96	|	75	-1	squared_l2
0.7473 %	0.81627 %	0.854469 %	0.853408 %	|	0.9735 %	0.9808 %	0.97158 %	0.9822 %	0.97332 %	0.951108 %	434.0686798095703
2000	0.2	96	|	90	-1	squared_l2
0.7513 %	0.81998 %	0.86109 %	0.867773 %	|	0.9793 %	0.9866 %	0.97863 %	0.988 %	0.98037 %	0.962388 %	486.7832660675049
2000	0.2	96	|	110	-1	squared_l2
0.7544 %	0.82301 %	0.866719 %	0.8805394 %	|	0.9845 %	0.9919 %	0.98443 %	0.9933 %	0.98617 %	0.972288 %	559.5288276672363
2000	0.2	96	|	130	-1	squared_l2
0.7558 %	0.82461 %	0.870055 %	0.8888284 %	|	0.9867 %	0.9941 %	0.98807 %	0.9955 %	0.98981 %	0.978659 %	623.3048439025879
2000	0.2	96	|	150	-1	squared_l2
0.7565 %	0.82591 %	0.872435 %	0.8946626 %	|	0.988 %	0.9954 %	0.99066 %	0.9968 %	0.9924 %	0.983287 %	694.9775218963623
2000	0.2	96	|	170	-1	squared_l2
0.7568 %	0.82675 %	0.874051 %	0.8988746 %	|	0.9885 %	0.9959 %	0.99231 %	0.9973 %	0.99405 %	0.986603 %	762.0387077331543
2000	0.2	96	|	200	-1	squared_l2
0.7574 %	0.8278 %	0.875775 %	0.9034823 %	|	0.9894 %	0.9968 %	0.9944 %	0.9982 %	0.99614 %	0.990238 %	858.4120273590088
2000	0.2	96	|	220	-1	squared_l2
0.7575 %	0.82817 %	0.876585 %	0.9056571 %	|	0.9897 %	0.9971 %	0.9952 %	0.9985 %	0.99694 %	0.991969 %	926.8157482147217
2000	0.2	96	|	250	-1	squared_l2
0.7576 %	0.82856 %	0.877508 %	0.9080933 %	|	0.9899 %	0.9973 %	0.99604 %	0.9987 %	0.99778 %	0.993889 %	1016.0138607025146
2000	0.2	96	|	310	-1	squared_l2
0.7584 %	0.82882 %	0.878592 %	0.911184 %	|	0.9908 %	0.9982 %	0.997 %	0.9996 %	0.99874 %	0.996323 %	1207.794427871704
2000	0.2	96	|	400	-1	squared_l2
0.7586 %	0.82911 %	0.879317 %	0.9134908 %	|	0.991 %	0.9984 %	0.99765 %	0.9998 %	0.99939 %	0.998072 %	1501.72758102417
2000	0.2	96	|	500	-1	squared_l2
0.7587 %	0.82926 %	0.879691 %	0.9147902 %	|	0.9911 %	0.9985 %	0.99795 %	0.9999 %	0.99969 %	0.999004 %	1820.6157684326172
2000	0.2	96	|	800	-1	squared_l2
0.7587 %	0.82935 %	0.880004 %	0.916036 %	|	0.9911 %	0.9985 %	0.99821 %	0.9999 %	0.99995 %	0.99981 %	2782.43350982666
2000	0.2	96	|	1000	-1	squared_l2
0.7588 %	0.82935 %	0.880038 %	0.9162573 %	|	0.9912 %	0.9986 %	0.99823 %	1.0 %	0.99997 %	0.999922 %	3415.806531906128
2000	0.2	96	|	1250	-1	squared_l2
0.7588 %	0.82934 %	0.88006 %	0.9163496 %	|	0.9912 %	0.9986 %	0.99826 %	1.0 %	1.0 %	0.999977 %	4231.3525676727295
2000	0.2	96	|	1500	-1	squared_l2
0.7588 %	0.82934 %	0.880065 %	0.9163807 %	|	0.9912 %	0.9986 %	0.99826 %	1.0 %	1.0 %	0.999991 %	4953.879356384277
2000	0.2	96	|	1750	-1	squared_l2
0.7588 %	0.82934 %	0.880068 %	0.916388 %	|	0.9912 %	0.9986 %	0.99826 %	1.0 %	1.0 %	0.999992 %	5903.183460235596
2000	0.2	96	|	1900	-1	squared_l2
0.7588 %	0.82934 %	0.880068 %	0.9163891 %	|	0.9912 %	0.9986 %	0.99826 %	1.0 %	1.0 %	0.999992 %	6147.381782531738
2000	0.2	96	|	2000	-1	squared_l2
0.7588 %	0.82934 %	0.880068 %	0.9163888 %	|	0.9912 %	0.9986 %	0.99826 %	1.0 %	1.0 %	0.999992 %	6461.336612701416
2000	0.2	48	|	1	-1	squared_l2
0.1669 %	0.1964 %	0.180985 %	0.1258263 %	|	0.2587 %	0.2682 %	0.23463 %	0.2682 %	0.23553 %	0.191675 %	79.95080947875977
2000	0.2	48	|	2	-1	squared_l2
0.2319 %	0.28566 %	0.273901 %	0.1994979 %	|	0.3865 %	0.4049 %	0.36256 %	0.4054 %	0.36432 %	0.299395 %	100.60977935791016
2000	0.2	48	|	4	-1	squared_l2
0.2962 %	0.37961 %	0.383376 %	0.3040815 %	|	0.5343 %	0.5658 %	0.51746 %	0.5667 %	0.52052 %	0.438785 %	123.40807914733887
2000	0.2	48	|	8	-1	squared_l2
0.3585 %	0.45946 %	0.49088 %	0.4377486 %	|	0.6809 %	0.7292 %	0.67833 %	0.7304 %	0.68403 %	0.600624 %	147.3672389984131
2000	0.2	48	|	16	-1	squared_l2
0.3988 %	0.51393 %	0.571424 %	0.5643273 %	|	0.7908 %	0.8575 %	0.81149 %	0.8588 %	0.82093 %	0.750901 %	178.0233383178711
2000	0.2	48	|	25	-1	squared_l2
0.4132 %	0.53511 %	0.606405 %	0.628133 %	|	0.8328 %	0.9108 %	0.87298 %	0.9123 %	0.88515 %	0.829605 %	206.88891410827637
2000	0.2	48	|	30	-1	squared_l2
0.4169 %	0.54097 %	0.617228 %	0.6492068 %	|	0.8461 %	0.9276 %	0.89278 %	0.9292 %	0.90599 %	0.856846 %	219.96116638183594
2000	0.2	48	|	35	-1	squared_l2
0.4203 %	0.54539 %	0.625124 %	0.6646529 %	|	0.8576 %	0.9413 %	0.90767 %	0.9431 %	0.92161 %	0.877457 %	238.40022087097168
2000	0.2	48	|	40	-1	squared_l2
0.4234 %	0.54896 %	0.630892 %	0.6764816 %	|	0.8655 %	0.9517 %	0.91963 %	0.9536 %	0.9343 %	0.89365 %	251.92618370056152
2000	0.2	48	|	45	-1	squared_l2
0.4242 %	0.5512 %	0.635237 %	0.6858134 %	|	0.8714 %	0.9596 %	0.92877 %	0.9615 %	0.94396 %	0.906466 %	259.37962532043457
2000	0.2	48	|	50	-1	squared_l2
0.4248 %	0.55289 %	0.638794 %	0.6932979 %	|	0.8749 %	0.9645 %	0.93558 %	0.9664 %	0.95124 %	0.916941 %	271.11268043518066
2000	0.2	48	|	55	-1	squared_l2
0.4252 %	0.5544 %	0.641703 %	0.6995246 %	|	0.8786 %	0.969 %	0.94133 %	0.9709 %	0.95743 %	0.925838 %	286.1924171447754
2000	0.2	48	|	60	-1	squared_l2
0.4252 %	0.55535 %	0.644154 %	0.7047687 %	|	0.881 %	0.9721 %	0.94593 %	0.974 %	0.9624 %	0.933541 %	293.65992546081543
2000	0.2	48	|	65	-1	squared_l2
0.4262 %	0.55658 %	0.646001 %	0.7090541 %	|	0.8842 %	0.9761 %	0.94999 %	0.978 %	0.96676 %	0.939788 %	309.88025665283203
2000	0.2	48	|	75	-1	squared_l2
0.4275 %	0.55805 %	0.6491 %	0.7158669 %	|	0.8875 %	0.9803 %	0.95609 %	0.9822 %	0.97332 %	0.949898 %	334.61785316467285
2000	0.2	48	|	90	-1	squared_l2
0.4292 %	0.55961 %	0.652222 %	0.7231835 %	|	0.8916 %	0.9861 %	0.96266 %	0.988 %	0.98037 %	0.961038 %	361.65833473205566
2000	0.2	48	|	110	-1	squared_l2
0.4301 %	0.56075 %	0.654788 %	0.729494 %	|	0.8958 %	0.9913 %	0.96792 %	0.9933 %	0.98617 %	0.970769 %	400.87127685546875
2000	0.2	48	|	130	-1	squared_l2
0.431 %	0.56146 %	0.656309 %	0.7335023 %	|	0.8966 %	0.9934 %	0.97124 %	0.9954 %	0.98979 %	0.977021 %	443.0971145629883
2000	0.2	48	|	150	-1	squared_l2
0.4318 %	0.56205 %	0.657359 %	0.7363083 %	|	0.8976 %	0.9948 %	0.97356 %	0.9968 %	0.9924 %	0.981554 %	483.14595222473145
2000	0.2	48	|	170	-1	squared_l2
0.4319 %	0.56216 %	0.658073 %	0.7383409 %	|	0.8974 %	0.9953 %	0.97503 %	0.9973 %	0.99405 %	0.984796 %	523.4062671661377
2000	0.2	48	|	200	-1	squared_l2
0.4321 %	0.56256 %	0.65883 %	0.740469 %	|	0.8981 %	0.9962 %	0.97688 %	0.9982 %	0.99614 %	0.988325 %	579.3728828430176
2000	0.2	48	|	220	-1	squared_l2
0.4322 %	0.56271 %	0.659171 %	0.741472 %	|	0.8982 %	0.9965 %	0.97762 %	0.9985 %	0.99694 %	0.989998 %	616.7111396789551
2000	0.2	48	|	250	-1	squared_l2
0.4318 %	0.56281 %	0.659555 %	0.7426144 %	|	0.8982 %	0.9967 %	0.97829 %	0.9987 %	0.99778 %	0.991861 %	673.7406253814697
2000	0.2	48	|	310	-1	squared_l2
0.4322 %	0.56294 %	0.660008 %	0.744059 %	|	0.8988 %	0.9976 %	0.97914 %	0.9996 %	0.99874 %	0.994194 %	797.3036766052246
2000	0.2	48	|	400	-1	squared_l2
0.4322 %	0.56296 %	0.660293 %	0.745067 %	|	0.899 %	0.9976 %	0.97967 %	0.9998 %	0.99938 %	0.995871 %	957.7267169952393
2000	0.2	48	|	500	-1	squared_l2
0.4323 %	0.56296 %	0.660415 %	0.7456242 %	|	0.8991 %	0.9977 %	0.97989 %	0.9999 %	0.99968 %	0.996766 %	1125.0317096710205
2000	0.2	48	|	800	-1	squared_l2
0.4323 %	0.56297 %	0.660499 %	0.7461379 %	|	0.899 %	0.9977 %	0.98013 %	0.9999 %	0.99994 %	0.997515 %	1679.379940032959
2000	0.2	48	|	1000	-1	squared_l2
0.4323 %	0.56298 %	0.6605 %	0.7462145 %	|	0.899 %	0.9978 %	0.98015 %	1.0 %	0.99996 %	0.997612 %	2064.4893646240234
2000	0.2	48	|	1250	-1	squared_l2
0.4323 %	0.56299 %	0.660512 %	0.7462408 %	|	0.899 %	0.9978 %	0.98018 %	1.0 %	0.99999 %	0.997662 %	2486.741542816162
2000	0.2	48	|	1500	-1	squared_l2
0.4323 %	0.56299 %	0.660521 %	0.746247 %	|	0.899 %	0.9978 %	0.98018 %	1.0 %	0.99999 %	0.997675 %	2928.9779663085938
2000	0.2	48	|	1750	-1	squared_l2
0.4323 %	0.56299 %	0.660519 %	0.746246 %	|	0.899 %	0.9978 %	0.98018 %	1.0 %	0.99999 %	0.997675 %	3352.9014587402344
2000	0.2	48	|	1900	-1	squared_l2
0.4323 %	0.56299 %	0.660519 %	0.746246 %	|	0.899 %	0.9978 %	0.98018 %	1.0 %	0.99999 %	0.997675 %	3652.2128582000732
2000	0.2	48	|	2000	-1	squared_l2
0.4323 %	0.56299 %	0.660519 %	0.7462458 %	|	0.899 %	0.9978 %	0.98018 %	1.0 %	0.99999 %	0.997675 %	3827.6727199554443
2000	0.2	32	|	1	-1	squared_l2
0.1109 %	0.15585 %	0.163854 %	0.1235412 %	|	0.2279 %	0.26 %	0.2259 %	0.2627 %	0.23124 %	0.188786 %	80.04927635192871
2000	0.2	32	|	2	-1	squared_l2
0.1551 %	0.21918 %	0.241792 %	0.1960569 %	|	0.338 %	0.4009 %	0.35062 %	0.4054 %	0.3623 %	0.29793 %	98.77490997314453
2000	0.2	32	|	4	-1	squared_l2
0.1889 %	0.2777 %	0.323185 %	0.2943067 %	|	0.4535 %	0.562 %	0.49368 %	0.5694 %	0.51802 %	0.436296 %	120.51987648010254
2000	0.2	32	|	8	-1	squared_l2
0.2188 %	0.32361 %	0.39561 %	0.4090787 %	|	0.5524 %	0.7181 %	0.63557 %	0.7331 %	0.68339 %	0.598092 %	147.13335037231445
2000	0.2	32	|	16	-1	squared_l2
0.2362 %	0.3517 %	0.443074 %	0.5009778 %	|	0.6218 %	0.8361 %	0.74288 %	0.8591 %	0.81969 %	0.742775 %	173.4311580657959
2000	0.2	32	|	25	-1	squared_l2
0.2409 %	0.36131 %	0.461507 %	0.5417815 %	|	0.6464 %	0.8846 %	0.78835 %	0.9131 %	0.88343 %	0.815947 %	194.1971778869629
2000	0.2	32	|	30	-1	squared_l2
0.2435 %	0.36437 %	0.466817 %	0.5543039 %	|	0.6542 %	0.9013 %	0.8026 %	0.9317 %	0.90457 %	0.840519 %	205.43885231018066
2000	0.2	32	|	35	-1	squared_l2
0.2448 %	0.36653 %	0.470503 %	0.5631386 %	|	0.6605 %	0.9131 %	0.8125 %	0.9454 %	0.91985 %	0.858755 %	221.14992141723633
2000	0.2	32	|	40	-1	squared_l2
0.2455 %	0.36819 %	0.473253 %	0.5696302 %	|	0.6649 %	0.9216 %	0.82064 %	0.9551 %	0.93204 %	0.872733 %	235.49556732177734
2000	0.2	32	|	45	-1	squared_l2
0.2456 %	0.36912 %	0.475377 %	0.5746221 %	|	0.6684 %	0.9272 %	0.82628 %	0.9618 %	0.9412 %	0.88364 %	244.70043182373047
2000	0.2	32	|	50	-1	squared_l2
0.2454 %	0.36962 %	0.476883 %	0.5786269 %	|	0.6709 %	0.9324 %	0.83074 %	0.9675 %	0.9484 %	0.89242 %	254.80341911315918
2000	0.2	32	|	55	-1	squared_l2
0.2455 %	0.37019 %	0.478131 %	0.5818215 %	|	0.6716 %	0.936 %	0.83442 %	0.972 %	0.95446 %	0.899791 %	261.52539253234863
2000	0.2	32	|	60	-1	squared_l2
0.2456 %	0.37042 %	0.479158 %	0.5844322 %	|	0.6722 %	0.939 %	0.837 %	0.9756 %	0.95912 %	0.905899 %	271.5885639190674
2000	0.2	32	|	65	-1	squared_l2
0.2455 %	0.3709 %	0.479921 %	0.5866302 %	|	0.673 %	0.9409 %	0.83955 %	0.9785 %	0.96335 %	0.910863 %	281.1760902404785
2000	0.2	32	|	75	-1	squared_l2
0.2457 %	0.37162 %	0.481115 %	0.5900039 %	|	0.676 %	0.9455 %	0.8434 %	0.9838 %	0.96997 %	0.919207 %	300.64964294433594
2000	0.2	32	|	90	-1	squared_l2
0.2456 %	0.37217 %	0.482247 %	0.5932887 %	|	0.6769 %	0.9493 %	0.84767 %	0.9886 %	0.97747 %	0.927809 %	330.24072647094727
2000	0.2	32	|	110	-1	squared_l2
0.2458 %	0.37214 %	0.483162 %	0.5960972 %	|	0.6777 %	0.9527 %	0.85037 %	0.9928 %	0.98288 %	0.935205 %	363.7664318084717
2000	0.2	32	|	130	-1	squared_l2
0.2458 %	0.37214 %	0.483581 %	0.5977176 %	|	0.6778 %	0.9539 %	0.85205 %	0.9944 %	0.98643 %	0.939787 %	394.7155475616455
2000	0.2	32	|	150	-1	squared_l2
0.2455 %	0.37217 %	0.483853 %	0.5987982 %	|	0.678 %	0.9545 %	0.85312 %	0.9954 %	0.98882 %	0.942978 %	424.95274543762207
2000	0.2	32	|	170	-1	squared_l2
0.2453 %	0.3722 %	0.484031 %	0.5995012 %	|	0.678 %	0.9553 %	0.85395 %	0.9963 %	0.99051 %	0.94529 %	458.13989639282227
2000	0.2	32	|	200	-1	squared_l2
0.2452 %	0.37239 %	0.484175 %	0.6001599 %	|	0.6777 %	0.9561 %	0.85492 %	0.9973 %	0.9925 %	0.947633 %	508.4543228149414
2000	0.2	32	|	220	-1	squared_l2
0.2453 %	0.37241 %	0.484232 %	0.6004584 %	|	0.6777 %	0.9565 %	0.85521 %	0.9978 %	0.99342 %	0.948637 %	541.4705276489258
2000	0.2	32	|	250	-1	squared_l2
0.2452 %	0.37225 %	0.484229 %	0.6007507 %	|	0.6775 %	0.9566 %	0.85544 %	0.9981 %	0.9941 %	0.949773 %	595.9789752960205
2000	0.2	32	|	310	-1	squared_l2
0.2446 %	0.37208 %	0.484211 %	0.6010348 %	|	0.6775 %	0.9568 %	0.85557 %	0.9984 %	0.99494 %	0.951133 %	669.7237491607666
2000	0.2	32	|	400	-1	squared_l2
0.2446 %	0.37202 %	0.48419 %	0.6011257 %	|	0.6777 %	0.957 %	0.85579 %	0.999 %	0.99558 %	0.952048 %	804.168701171875
2000	0.2	32	|	500	-1	squared_l2
0.2447 %	0.37201 %	0.484105 %	0.6011177 %	|	0.6777 %	0.957 %	0.85566 %	0.9992 %	0.99587 %	0.952414 %	944.7615146636963
2000	0.2	32	|	800	-1	squared_l2
0.2447 %	0.3719 %	0.483997 %	0.6009836 %	|	0.6778 %	0.9571 %	0.85562 %	0.9994 %	0.99607 %	0.952634 %	1395.7889080047607
2000	0.2	32	|	1000	-1	squared_l2
0.2447 %	0.3719 %	0.483989 %	0.6009263 %	|	0.6778 %	0.957 %	0.85563 %	0.9994 %	0.99607 %	0.952633 %	1704.7805786132812
2000	0.2	32	|	1250	-1	squared_l2
0.2447 %	0.3719 %	0.48397 %	0.600893 %	|	0.6778 %	0.957 %	0.85563 %	0.9994 %	0.99609 %	0.952625 %	2098.0606079101562
2000	0.2	32	|	1500	-1	squared_l2
0.2447 %	0.3719 %	0.48397 %	0.6008812 %	|	0.6778 %	0.957 %	0.85563 %	0.9994 %	0.99607 %	0.952623 %	2470.8383083343506
2000	0.2	32	|	1750	-1	squared_l2
0.2447 %	0.3719 %	0.483968 %	0.6008771 %	|	0.6778 %	0.957 %	0.85563 %	0.9994 %	0.99607 %	0.952619 %	2858.1478595733643
2000	0.2	32	|	1900	-1	squared_l2
0.2447 %	0.3719 %	0.483968 %	0.6008765 %	|	0.6778 %	0.957 %	0.85563 %	0.9994 %	0.99607 %	0.952619 %	3085.163354873657
2000	0.2	32	|	2000	-1	squared_l2
0.2447 %	0.3719 %	0.483968 %	0.6008765 %	|	0.6778 %	0.957 %	0.85563 %	0.9994 %	0.99607 %	0.952619 %	3249.235153198242
2000	0.2	24	|	1	-1	squared_l2
0.0843 %	0.12678 %	0.149818 %	0.1227868 %	|	0.199 %	0.2561 %	0.21676 %	0.2628 %	0.2312 %	0.188514 %	77.6822566986084
