Program: faissGPU Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
1500	25	256	|	64	-1	dot_product
0.4872 %	0.55266 %	0.600508 %	0.6342832 %	|	0.8552 %	0.9383 %	0.9001 %	0.9438 %	0.929 %	0.894093 %	1421.2265014648438
1500	25	256	|	128	-1	dot_product
0.4937 %	0.56029 %	0.610645 %	0.654469 %	|	0.8732 %	0.9619 %	0.92422 %	0.9686 %	0.95888 %	0.930895 %	1810.281753540039
1500	25	256	|	256	-1	dot_product
0.4971 %	0.56376 %	0.61673 %	0.6666227 %	|	0.8827 %	0.9768 %	0.93969 %	0.9842 %	0.97896 %	0.955977 %	2815.908193588257
1500	25	256	|	320	-1	dot_product
0.4985 %	0.56456 %	0.617926 %	0.6692513 %	|	0.8854 %	0.9806 %	0.94325 %	0.9885 %	0.98381 %	0.961662 %	3506.428003311157
1500	25	256	|	384	-1	dot_product
0.4989 %	0.56492 %	0.618734 %	0.6709719 %	|	0.8865 %	0.9832 %	0.94546 %	0.9911 %	0.98712 %	0.965617 %	3806.8923950195312
1500	25	256	|	448	-1	dot_product
0.4992 %	0.56544 %	0.619307 %	0.6721993 %	|	0.8873 %	0.9846 %	0.94715 %	0.9926 %	0.98945 %	0.968511 %	4139.825344085693
1500	25	256	|	512	-1	dot_product
0.499 %	0.56567 %	0.619688 %	0.6730822 %	|	0.8879 %	0.9857 %	0.94825 %	0.9936 %	0.99116 %	0.9706 %	4411.413192749023
1500	25	256	|	576	-1	dot_product
0.4989 %	0.56589 %	0.619962 %	0.6737453 %	|	0.8886 %	0.9867 %	0.94913 %	0.9949 %	0.99254 %	0.972204 %	4686.769723892212
1500	25	256	|	640	-1	dot_product
0.499 %	0.56606 %	0.620215 %	0.6742596 %	|	0.8889 %	0.9872 %	0.9499 %	0.9954 %	0.99363 %	0.973524 %	5839.432954788208
1500	25	256	|	704	-1	dot_product
0.4993 %	0.56618 %	0.620374 %	0.6746618 %	|	0.8892 %	0.9878 %	0.95053 %	0.996 %	0.99447 %	0.974555 %	7202.823877334595
1500	25	256	|	768	-1	dot_product
0.4994 %	0.56631 %	0.620505 %	0.6749571 %	|	0.8895 %	0.9883 %	0.95098 %	0.9966 %	0.99525 %	0.97535 %	7800.726652145386
1500	25	256	|	1024	-1	dot_product
0.5002 %	0.5665 %	0.620826 %	0.6756608 %	|	0.8907 %	0.9902 %	0.95215 %	0.9987 %	0.99715 %	0.977374 %	10475.592613220215
1500	25	256	|	1280	-1	dot_product
0.5003 %	0.56658 %	0.620914 %	0.6759234 %	|	0.8909 %	0.9907 %	0.9525 %	0.9994 %	0.99782 %	0.978204 %	13042.329549789429
1500	50	256	|	1	-1	dot_product
0.3909 %	0.38659 %	0.337409 %	0.2369314 %	|	0.4397 %	0.4404 %	0.40632 %	0.4404 %	0.40632 %	0.343674 %	1094.6903228759766
1500	50	256	|	16	-1	dot_product
0.7297 %	0.74881 %	0.736022 %	0.6596679 %	|	0.8583 %	0.8592 %	0.83089 %	0.8592 %	0.83089 %	0.779616 %	1303.2448291778564
1500	50	256	|	32	-1	dot_product
0.7633 %	0.78839 %	0.789595 %	0.7400279 %	|	0.9068 %	0.9078 %	0.88777 %	0.9078 %	0.88777 %	0.848303 %	1322.6547241210938
1500	50	256	|	64	-1	dot_product
0.7892 %	0.81558 %	0.827636 %	0.8027941 %	|	0.9425 %	0.9438 %	0.92951 %	0.9438 %	0.92952 %	0.902291 %	1526.064157485962
1500	50	256	|	128	-1	dot_product
0.8057 %	0.83308 %	0.852769 %	0.847949 %	|	0.9668 %	0.9687 %	0.95968 %	0.9687 %	0.95969 %	0.942678 %	2030.733346939087
1500	50	256	|	256	-1	dot_product
0.8149 %	0.84363 %	0.868088 %	0.8766872 %	|	0.9822 %	0.9843 %	0.98 %	0.9843 %	0.98008 %	0.971362 %	3336.888074874878
1500	50	256	|	320	-1	dot_product
0.8171 %	0.84598 %	0.871362 %	0.8829292 %	|	0.9865 %	0.9886 %	0.98499 %	0.9886 %	0.98508 %	0.978122 %	4025.5205631256104
1500	50	256	|	384	-1	dot_product
0.8189 %	0.8475 %	0.87352 %	0.8871175 %	|	0.989 %	0.9914 %	0.98841 %	0.9914 %	0.9885 %	0.982982 %	4449.042558670044
1500	50	256	|	448	-1	dot_product
0.8199 %	0.84866 %	0.875105 %	0.8901375 %	|	0.9904 %	0.9929 %	0.99079 %	0.9929 %	0.99089 %	0.986547 %	4779.1588306427
1500	50	256	|	512	-1	dot_product
0.8206 %	0.84934 %	0.876229 %	0.8923351 %	|	0.9916 %	0.9941 %	0.99255 %	0.9941 %	0.99267 %	0.989169 %	5141.132116317749
1500	50	256	|	576	-1	dot_product
0.8211 %	0.84983 %	0.877101 %	0.8939686 %	|	0.9929 %	0.9954 %	0.99397 %	0.9954 %	0.99409 %	0.991281 %	6252.408266067505
1500	50	256	|	640	-1	dot_product
0.8214 %	0.85025 %	0.877817 %	0.8952435 %	|	0.9934 %	0.9959 %	0.99511 %	0.9959 %	0.99523 %	0.992976 %	6698.4076499938965
1500	50	256	|	704	-1	dot_product
0.8219 %	0.85052 %	0.878363 %	0.8962422 %	|	0.9939 %	0.9965 %	0.99597 %	0.9965 %	0.99609 %	0.994323 %	7090.190410614014
1500	50	256	|	768	-1	dot_product
0.8224 %	0.85093 %	0.878762 %	0.8970207 %	|	0.9946 %	0.9972 %	0.99679 %	0.9972 %	0.99692 %	0.995415 %	7436.8486404418945
1500	50	256	|	1024	-1	dot_product
0.8236 %	0.8517 %	0.879715 %	0.8989536 %	|	0.9965 %	0.9993 %	0.99881 %	0.9993 %	0.99895 %	0.998215 %	10333.64486694336
1500	50	256	|	1280	-1	dot_product
0.8241 %	0.85194 %	0.880175 %	0.8998122 %	|	0.9971 %	1.0 %	0.99952 %	1.0 %	0.99966 %	0.999499 %	13014.999389648438
2000	20	256	|	1	-1	dot_product
0.1998 %	0.23705 %	0.237387 %	0.1799189 %	|	0.3522 %	0.388 %	0.34234 %	0.3899 %	0.35008 %	0.290238 %	1330.0144672393799
2000	20	256	|	16	-1	dot_product
0.3585 %	0.42155 %	0.465621 %	0.4804039 %	|	0.6976 %	0.8209 %	0.74462 %	0.8357 %	0.79803 %	0.727033 %	1473.895788192749
2000	20	256	|	32	-1	dot_product
0.3695 %	0.43572 %	0.486462 %	0.5199681 %	|	0.7319 %	0.8709 %	0.79196 %	0.8912 %	0.862 %	0.795236 %	1535.4485511779785
2000	20	256	|	64	-1	dot_product
0.3769 %	0.44398 %	0.498853 %	0.5458332 %	|	0.7524 %	0.9043 %	0.82204 %	0.9293 %	0.90702 %	0.844356 %	1645.5879211425781
