Program: scann Topk: 1000 Num_split: 1 Batch: 128
L	Threashold	m	|	w	r	Metric
1000	0.2	16	|	400	-1	squared_l2
0.1569 %	0.22791 %	0.326018 %	0.4509323 %	|	0.4532 %	0.8117 %	0.63751 %	0.9779 %	0.94456 %	0.807797 %	678.5624027252197
1000	0.2	16	|	500	-1	squared_l2
0.1569 %	0.22791 %	0.326019 %	0.4509269 %	|	0.4532 %	0.8117 %	0.63752 %	0.9779 %	0.94456 %	0.807792 %	777.1601676940918
1000	0.2	16	|	800	-1	squared_l2
0.1569 %	0.22791 %	0.326019 %	0.4509246 %	|	0.4532 %	0.8117 %	0.63752 %	0.9779 %	0.94456 %	0.807793 %	1066.2438869476318
1000	0.2	16	|	1000	-1	squared_l2
0.1569 %	0.22791 %	0.326019 %	0.4509232 %	|	0.4532 %	0.8117 %	0.63752 %	0.9779 %	0.94455 %	0.807789 %	1263.5812759399414
1000	0.4	128	|	1	-1	squared_l2
0.3969 %	0.37173 %	0.295448 %	0.1820718 %	|	0.4616 %	0.4622 %	0.38691 %	0.4622 %	0.38691 %	0.298116 %	100.51918029785156
1000	0.4	128	|	2	-1	squared_l2
0.5173 %	0.51029 %	0.433013 %	0.2935181 %	|	0.6196 %	0.6202 %	0.54148 %	0.6202 %	0.54148 %	0.440113 %	131.35981559753418
1000	0.4	128	|	4	-1	squared_l2
0.6261 %	0.64007 %	0.581486 %	0.4378565 %	|	0.7709 %	0.7716 %	0.69906 %	0.7716 %	0.69906 %	0.598753 %	160.87818145751953
1000	0.4	128	|	8	-1	squared_l2
0.7008 %	0.73878 %	0.713003 %	0.5970835 %	|	0.879 %	0.8798 %	0.83271 %	0.8798 %	0.83271 %	0.750556 %	199.38397407531738
1000	0.4	128	|	16	-1	squared_l2
0.744 %	0.79677 %	0.805013 %	0.7439498 %	|	0.9485 %	0.9496 %	0.92627 %	0.9496 %	0.92627 %	0.874203 %	272.0975875854492
1000	0.4	128	|	25	-1	squared_l2
0.7599 %	0.81676 %	0.839956 %	0.8150251 %	|	0.9766 %	0.9779 %	0.96314 %	0.9779 %	0.96314 %	0.93051 %	352.38170623779297
1000	0.4	128	|	30	-1	squared_l2
0.7636 %	0.82157 %	0.849339 %	0.836887 %	|	0.983 %	0.9845 %	0.97323 %	0.9845 %	0.97323 %	0.947559 %	394.1066265106201
1000	0.4	128	|	35	-1	squared_l2
0.7667 %	0.82501 %	0.855773 %	0.8524717 %	|	0.988 %	0.9895 %	0.98049 %	0.9895 %	0.98049 %	0.959804 %	443.8934326171875
1000	0.4	128	|	40	-1	squared_l2
0.7677 %	0.82778 %	0.860227 %	0.8638191 %	|	0.9906 %	0.9921 %	0.98584 %	0.9921 %	0.98584 %	0.968667 %	479.8717498779297
1000	0.4	128	|	45	-1	squared_l2
0.7683 %	0.82937 %	0.863331 %	0.872067 %	|	0.9919 %	0.9934 %	0.98892 %	0.9934 %	0.98892 %	0.975079 %	516.9620513916016
1000	0.4	128	|	50	-1	squared_l2
0.7693 %	0.83065 %	0.865715 %	0.878469 %	|	0.9932 %	0.9947 %	0.99156 %	0.9947 %	0.99156 %	0.980025 %	559.2458248138428
1000	0.4	128	|	55	-1	squared_l2
0.7699 %	0.83156 %	0.86738 %	0.8833535 %	|	0.9943 %	0.9958 %	0.99345 %	0.9958 %	0.99345 %	0.98385 %	605.1266193389893
1000	0.4	128	|	60	-1	squared_l2
0.7705 %	0.83226 %	0.86867 %	0.8871253 %	|	0.9951 %	0.9966 %	0.99488 %	0.9966 %	0.99488 %	0.986864 %	642.86208152771
1000	0.4	128	|	65	-1	squared_l2
0.7711 %	0.8327 %	0.869608 %	0.8901522 %	|	0.9962 %	0.9977 %	0.996 %	0.9977 %	0.996 %	0.989206 %	686.3632202148438
1000	0.4	128	|	75	-1	squared_l2
0.7717 %	0.83328 %	0.871079 %	0.8945579 %	|	0.9973 %	0.9988 %	0.99747 %	0.9988 %	0.99747 %	0.992692 %	776.8707275390625
1000	0.4	128	|	90	-1	squared_l2
0.7721 %	0.83366 %	0.872329 %	0.8985406 %	|	0.9978 %	0.9993 %	0.99853 %	0.9993 %	0.99853 %	0.995734 %	893.4273719787598
1000	0.4	128	|	110	-1	squared_l2
0.7726 %	0.83394 %	0.873164 %	0.9013479 %	|	0.9983 %	0.9998 %	0.99933 %	0.9998 %	0.99933 %	0.997844 %	1061.173439025879
1000	0.4	128	|	130	-1	squared_l2
0.7726 %	0.83407 %	0.873568 %	0.9027776 %	|	0.9983 %	0.9998 %	0.9997 %	0.9998 %	0.9997 %	0.998863 %	1224.0664958953857
1000	0.4	128	|	150	-1	squared_l2
0.7728 %	0.83416 %	0.873749 %	0.9035518 %	|	0.9985 %	1.0 %	0.99991 %	1.0 %	0.99991 %	0.999409 %	1381.080150604248
1000	0.4	128	|	170	-1	squared_l2
0.7728 %	0.83418 %	0.873855 %	0.9039827 %	|	0.9985 %	1.0 %	0.99994 %	1.0 %	0.99994 %	0.999675 %	1552.2534847259521
1000	0.4	128	|	200	-1	squared_l2
0.7728 %	0.83419 %	0.873919 %	0.9042978 %	|	0.9985 %	1.0 %	0.99998 %	1.0 %	0.99998 %	0.999858 %	1793.6444282531738
1000	0.4	128	|	220	-1	squared_l2
0.7728 %	0.8342 %	0.873941 %	0.9044016 %	|	0.9985 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999917 %	1950.5269527435303
1000	0.4	128	|	250	-1	squared_l2
0.7728 %	0.8342 %	0.87396 %	0.9044866 %	|	0.9985 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999971 %	2205.6970596313477
1000	0.4	128	|	310	-1	squared_l2
0.7728 %	0.83421 %	0.873971 %	0.9045372 %	|	0.9985 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999996 %	2699.5034217834473
1000	0.4	128	|	400	-1	squared_l2
0.7728 %	0.83421 %	0.873972 %	0.9045455 %	|	0.9985 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	3483.322858810425
1000	0.4	128	|	500	-1	squared_l2
0.7728 %	0.8342 %	0.873974 %	0.9045468 %	|	0.9985 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	4315.5517578125
1000	0.4	128	|	800	-1	squared_l2
0.7728 %	0.8342 %	0.873974 %	0.9045473 %	|	0.9985 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	6617.753028869629
1000	0.4	128	|	1000	-1	squared_l2
0.7728 %	0.8342 %	0.873974 %	0.9045473 %	|	0.9985 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	8290.109395980835
1000	0.4	64	|	1	-1	squared_l2
0.3037 %	0.32329 %	0.282491 %	0.1817047 %	|	0.4525 %	0.4622 %	0.38624 %	0.4622 %	0.38691 %	0.298113 %	91.86553955078125
1000	0.4	64	|	2	-1	squared_l2
0.3808 %	0.42258 %	0.399297 %	0.291437 %	|	0.6036 %	0.6201 %	0.54033 %	0.6202 %	0.54148 %	0.440105 %	117.76018142700195
1000	0.4	64	|	4	-1	squared_l2
0.4403 %	0.50542 %	0.509166 %	0.4270498 %	|	0.743 %	0.7715 %	0.69692 %	0.7716 %	0.69906 %	0.598717 %	144.03629302978516
1000	0.4	64	|	8	-1	squared_l2
0.4799 %	0.56122 %	0.592326 %	0.5591574 %	|	0.8397 %	0.8796 %	0.82849 %	0.8798 %	0.83271 %	0.750439 %	176.79405212402344
1000	0.4	64	|	16	-1	squared_l2
0.4977 %	0.59077 %	0.64374 %	0.6591459 %	|	0.8968 %	0.949 %	0.91915 %	0.9496 %	0.92627 %	0.873841 %	219.05755996704102
1000	0.4	64	|	25	-1	squared_l2
0.5064 %	0.5996 %	0.662127 %	0.7004523 %	|	0.9194 %	0.9773 %	0.95426 %	0.9779 %	0.96314 %	0.929895 %	255.88679313659668
1000	0.4	64	|	30	-1	squared_l2
0.5082 %	0.60217 %	0.667094 %	0.7125247 %	|	0.924 %	0.9838 %	0.96357 %	0.9845 %	0.97323 %	0.946802 %	281.383752822876
1000	0.4	64	|	35	-1	squared_l2
0.5093 %	0.6039 %	0.67031 %	0.7209115 %	|	0.9281 %	0.9888 %	0.97038 %	0.9895 %	0.98049 %	0.958925 %	300.08745193481445
1000	0.4	64	|	40	-1	squared_l2
0.5102 %	0.60507 %	0.672627 %	0.7269327 %	|	0.9295 %	0.9914 %	0.97534 %	0.9921 %	0.98584 %	0.967683 %	317.5630569458008
1000	0.4	64	|	45	-1	squared_l2
0.5099 %	0.60564 %	0.674075 %	0.7312422 %	|	0.9303 %	0.9927 %	0.97809 %	0.9934 %	0.98892 %	0.973977 %	340.1968479156494
1000	0.4	64	|	50	-1	squared_l2
0.5102 %	0.60601 %	0.675147 %	0.734562 %	|	0.9313 %	0.994 %	0.98042 %	0.9947 %	0.99156 %	0.97884 %	359.12561416625977
1000	0.4	64	|	55	-1	squared_l2
0.5102 %	0.60638 %	0.6759 %	0.7370488 %	|	0.9314 %	0.9951 %	0.98216 %	0.9958 %	0.99345 %	0.982567 %	378.1437873840332
1000	0.4	64	|	60	-1	squared_l2
0.5105 %	0.60667 %	0.676464 %	0.738984 %	|	0.932 %	0.9959 %	0.98342 %	0.9966 %	0.99488 %	0.985524 %	403.1095504760742
1000	0.4	64	|	65	-1	squared_l2
0.5106 %	0.60691 %	0.676929 %	0.7405251 %	|	0.9329 %	0.9969 %	0.98441 %	0.9977 %	0.996 %	0.987811 %	417.57655143737793
1000	0.4	64	|	75	-1	squared_l2
0.5107 %	0.6071 %	0.677589 %	0.7427218 %	|	0.9333 %	0.998 %	0.98564 %	0.9988 %	0.99747 %	0.9912 %	451.31540298461914
1000	0.4	64	|	90	-1	squared_l2
0.5107 %	0.60717 %	0.678093 %	0.7446511 %	|	0.9336 %	0.9985 %	0.98663 %	0.9993 %	0.99853 %	0.99414 %	506.0310363769531
1000	0.4	64	|	110	-1	squared_l2
0.5106 %	0.60717 %	0.678387 %	0.7459412 %	|	0.9337 %	0.999 %	0.98728 %	0.9998 %	0.99933 %	0.996163 %	575.9193897247314
1000	0.4	64	|	130	-1	squared_l2
0.5106 %	0.60728 %	0.678523 %	0.7465344 %	|	0.9335 %	0.999 %	0.9876 %	0.9998 %	0.9997 %	0.997118 %	654.7644138336182
1000	0.4	64	|	150	-1	squared_l2
0.5105 %	0.60735 %	0.678551 %	0.7468302 %	|	0.9337 %	0.9992 %	0.98778 %	1.0 %	0.99991 %	0.997639 %	719.2823886871338
1000	0.4	64	|	170	-1	squared_l2
0.5105 %	0.60733 %	0.678578 %	0.7469762 %	|	0.9337 %	0.9992 %	0.98778 %	1.0 %	0.99994 %	0.997883 %	795.1207160949707
1000	0.4	64	|	200	-1	squared_l2
0.5105 %	0.60731 %	0.678569 %	0.7470562 %	|	0.9337 %	0.9992 %	0.98781 %	1.0 %	0.99998 %	0.998055 %	899.5001316070557
1000	0.4	64	|	220	-1	squared_l2
0.5105 %	0.60733 %	0.678562 %	0.7470714 %	|	0.9337 %	0.9992 %	0.9878 %	1.0 %	0.99999 %	0.99811 %	982.4743270874023
1000	0.4	64	|	250	-1	squared_l2
0.5105 %	0.60733 %	0.678567 %	0.7470799 %	|	0.9337 %	0.9992 %	0.9878 %	1.0 %	0.99999 %	0.998159 %	1076.582908630371
1000	0.4	64	|	310	-1	squared_l2
0.5105 %	0.60734 %	0.678563 %	0.7470772 %	|	0.9337 %	0.9992 %	0.98781 %	1.0 %	1.0 %	0.99818 %	1316.9569969177246
1000	0.4	64	|	400	-1	squared_l2
0.5105 %	0.60734 %	0.678557 %	0.7470722 %	|	0.9337 %	0.9992 %	0.98781 %	1.0 %	1.0 %	0.99818 %	1693.4106349945068
1000	0.4	64	|	500	-1	squared_l2
0.5105 %	0.60734 %	0.678557 %	0.7470713 %	|	0.9337 %	0.9992 %	0.98781 %	1.0 %	1.0 %	0.998183 %	2100.1477241516113
1000	0.4	64	|	800	-1	squared_l2
0.5105 %	0.60734 %	0.678557 %	0.7470711 %	|	0.9337 %	0.9992 %	0.98781 %	1.0 %	1.0 %	0.998183 %	3072.391986846924
1000	0.4	64	|	1000	-1	squared_l2
0.5105 %	0.60734 %	0.678557 %	0.7470712 %	|	0.9337 %	0.9992 %	0.98781 %	1.0 %	1.0 %	0.998183 %	4009.4757080078125
1000	0.4	32	|	1	-1	squared_l2
0.2115 %	0.25402 %	0.254642 %	0.1809289 %	|	0.4135 %	0.4603 %	0.37993 %	0.4632 %	0.38735 %	0.297916 %	94.60592269897461
1000	0.4	32	|	2	-1	squared_l2
0.2576 %	0.31374 %	0.33931 %	0.2857797 %	|	0.533 %	0.6166 %	0.52253 %	0.6222 %	0.5404 %	0.438672 %	117.09880828857422
1000	0.4	32	|	4	-1	squared_l2
0.2859 %	0.35988 %	0.409058 %	0.4007731 %	|	0.6282 %	0.758 %	0.6596 %	0.7678 %	0.69722 %	0.595759 %	142.55452156066895
1000	0.4	32	|	8	-1	squared_l2
0.3036 %	0.38696 %	0.456282 %	0.4950527 %	|	0.6917 %	0.864 %	0.76719 %	0.8809 %	0.83209 %	0.743318 %	167.2523021697998
1000	0.4	32	|	16	-1	squared_l2
0.3111 %	0.3999 %	0.482224 %	0.5555819 %	|	0.7231 %	0.9276 %	0.83243 %	0.9519 %	0.9251 %	0.85658 %	199.2185115814209
1000	0.4	32	|	25	-1	squared_l2
0.3124 %	0.40352 %	0.490241 %	0.577759 %	|	0.7335 %	0.9516 %	0.85473 %	0.979 %	0.96136 %	0.903479 %	228.0280590057373
1000	0.4	32	|	30	-1	squared_l2
0.3124 %	0.40454 %	0.492096 %	0.5837818 %	|	0.7354 %	0.9569 %	0.86034 %	0.985 %	0.97128 %	0.917098 %	239.7747039794922
1000	0.4	32	|	35	-1	squared_l2
0.3124 %	0.4048 %	0.493144 %	0.5876214 %	|	0.7365 %	0.9604 %	0.8637 %	0.989 %	0.97789 %	0.926178 %	251.48653984069824
1000	0.4	32	|	40	-1	squared_l2
0.3119 %	0.40513 %	0.493795 %	0.5902317 %	|	0.7374 %	0.9614 %	0.86605 %	0.9914 %	0.98296 %	0.93258 %	264.6021842956543
1000	0.4	32	|	45	-1	squared_l2
0.312 %	0.4051 %	0.494057 %	0.5920207 %	|	0.7374 %	0.963 %	0.86756 %	0.993 %	0.98584 %	0.936913 %	274.02591705322266
1000	0.4	32	|	50	-1	squared_l2
0.3117 %	0.40525 %	0.494276 %	0.593272 %	|	0.7377 %	0.9643 %	0.86846 %	0.9947 %	0.98815 %	0.940095 %	283.02741050720215
1000	0.4	32	|	55	-1	squared_l2
0.3115 %	0.4052 %	0.494323 %	0.5941542 %	|	0.7378 %	0.9652 %	0.86913 %	0.9959 %	0.98983 %	0.94252 %	297.3031997680664
1000	0.4	32	|	60	-1	squared_l2
0.3115 %	0.40523 %	0.494341 %	0.5947873 %	|	0.7379 %	0.966 %	0.8695 %	0.9966 %	0.99116 %	0.944323 %	304.7342300415039
1000	0.4	32	|	65	-1	squared_l2
0.3115 %	0.40523 %	0.494385 %	0.5952005 %	|	0.7378 %	0.9663 %	0.86992 %	0.9972 %	0.99216 %	0.945636 %	316.7757987976074
1000	0.4	32	|	75	-1	squared_l2
0.3114 %	0.4052 %	0.494373 %	0.5957236 %	|	0.7375 %	0.9667 %	0.87032 %	0.9978 %	0.99345 %	0.947438 %	339.1568660736084
1000	0.4	32	|	90	-1	squared_l2
0.3113 %	0.4052 %	0.494271 %	0.5960482 %	|	0.7377 %	0.9669 %	0.8703 %	0.9983 %	0.99433 %	0.948834 %	365.81897735595703
1000	0.4	32	|	110	-1	squared_l2
0.3113 %	0.40511 %	0.494147 %	0.5960702 %	|	0.7376 %	0.9672 %	0.87033 %	0.9988 %	0.99505 %	0.94978 %	405.2467346191406
1000	0.4	32	|	130	-1	squared_l2
0.3113 %	0.40509 %	0.494055 %	0.5959468 %	|	0.7376 %	0.9671 %	0.87027 %	0.9988 %	0.9953 %	0.950033 %	452.29482650756836
1000	0.4	32	|	150	-1	squared_l2
0.3113 %	0.40504 %	0.493954 %	0.5957995 %	|	0.7376 %	0.9672 %	0.87034 %	0.999 %	0.99542 %	0.950117 %	488.9802932739258
1000	0.4	32	|	170	-1	squared_l2
0.3112 %	0.405 %	0.493913 %	0.5956629 %	|	0.7376 %	0.9674 %	0.87034 %	0.9992 %	0.99547 %	0.95008 %	519.3369388580322
1000	0.4	32	|	200	-1	squared_l2
0.3112 %	0.40501 %	0.49385 %	0.5955115 %	|	0.7376 %	0.9674 %	0.87032 %	0.9992 %	0.99551 %	0.950036 %	573.2555389404297
1000	0.4	32	|	220	-1	squared_l2
0.3112 %	0.40498 %	0.49383 %	0.5954512 %	|	0.7375 %	0.9674 %	0.87032 %	0.9992 %	0.99547 %	0.950028 %	606.0342788696289
1000	0.4	32	|	250	-1	squared_l2
0.3112 %	0.40498 %	0.493802 %	0.5953876 %	|	0.7375 %	0.9674 %	0.8703 %	0.9992 %	0.99548 %	0.949996 %	653.4504890441895
1000	0.4	32	|	310	-1	squared_l2
0.3112 %	0.40498 %	0.493791 %	0.5953253 %	|	0.7375 %	0.9674 %	0.87028 %	0.9992 %	0.99546 %	0.949965 %	761.4634037017822
1000	0.4	32	|	400	-1	squared_l2
0.3112 %	0.40498 %	0.493788 %	0.5953044 %	|	0.7375 %	0.9674 %	0.87029 %	0.9992 %	0.99546 %	0.949955 %	922.5077629089355
1000	0.4	32	|	500	-1	squared_l2
0.3112 %	0.40498 %	0.493787 %	0.595302 %	|	0.7375 %	0.9674 %	0.87029 %	0.9992 %	0.99546 %	0.949953 %	1116.2285804748535
1000	0.4	32	|	800	-1	squared_l2
0.3112 %	0.40498 %	0.493786 %	0.5953021 %	|	0.7375 %	0.9674 %	0.87029 %	0.9992 %	0.99546 %	0.949953 %	1565.9658908843994
1000	0.4	32	|	1000	-1	squared_l2
0.3112 %	0.40498 %	0.493786 %	0.5953018 %	|	0.7375 %	0.9674 %	0.87029 %	0.9992 %	0.99546 %	0.949953 %	1893.6882019042969
1000	0.4	16	|	1	-1	squared_l2
0.1295 %	0.17452 %	0.212715 %	0.1795629 %	|	0.316 %	0.4442 %	0.35139 %	0.462 %	0.38659 %	0.2975 %	92.46110916137695
1000	0.4	16	|	2	-1	squared_l2
0.148 %	0.20252 %	0.264964 %	0.2742555 %	|	0.3818 %	0.5784 %	0.4612 %	0.6198 %	0.54021 %	0.436576 %	114.59636688232422
1000	0.4	16	|	4	-1	squared_l2
0.157 %	0.22157 %	0.301892 %	0.3605267 %	|	0.4281 %	0.6957 %	0.55291 %	0.7695 %	0.69479 %	0.582215 %	140.25211334228516
1000	0.4	16	|	8	-1	squared_l2
0.1589 %	0.23091 %	0.322538 %	0.4177514 %	|	0.4492 %	0.767 %	0.61013 %	0.8756 %	0.82059 %	0.701377 %	163.10977935791016
1000	0.4	16	|	16	-1	squared_l2
0.1594 %	0.23201 %	0.330496 %	0.4475004 %	|	0.4543 %	0.8024 %	0.63753 %	0.9403 %	0.90139 %	0.776802 %	190.56987762451172
1000	0.4	16	|	25	-1	squared_l2
0.1601 %	0.23156 %	0.331336 %	0.4556961 %	|	0.4575 %	0.813 %	0.64356 %	0.9646 %	0.92892 %	0.801779 %	212.05925941467285
1000	0.4	16	|	30	-1	squared_l2
0.1596 %	0.23107 %	0.331075 %	0.4571414 %	|	0.4578 %	0.8146 %	0.64353 %	0.9695 %	0.93551 %	0.807426 %	226.58586502075195
1000	0.4	16	|	35	-1	squared_l2
0.159 %	0.23071 %	0.330662 %	0.4576287 %	|	0.457 %	0.8154 %	0.64328 %	0.9731 %	0.93972 %	0.810439 %	229.34508323669434
1000	0.4	16	|	40	-1	squared_l2
0.1585 %	0.23045 %	0.330243 %	0.4577762 %	|	0.4566 %	0.8153 %	0.64325 %	0.9751 %	0.94277 %	0.81204 %	237.2915744781494
1000	0.4	16	|	45	-1	squared_l2
0.1584 %	0.22996 %	0.329665 %	0.4576211 %	|	0.4563 %	0.8142 %	0.64251 %	0.9752 %	0.9439 %	0.812817 %	249.60589408874512
1000	0.4	16	|	50	-1	squared_l2
0.1581 %	0.22951 %	0.329235 %	0.4572876 %	|	0.455 %	0.8143 %	0.64214 %	0.976 %	0.94499 %	0.813058 %	257.61961936950684
1000	0.4	16	|	55	-1	squared_l2
0.1582 %	0.22922 %	0.328809 %	0.4569289 %	|	0.4547 %	0.8138 %	0.64187 %	0.9761 %	0.94551 %	0.813195 %	266.45421981811523
1000	0.4	16	|	60	-1	squared_l2
0.1579 %	0.2291 %	0.328525 %	0.4565763 %	|	0.4542 %	0.8138 %	0.6414 %	0.9767 %	0.94565 %	0.813166 %	269.3483829498291
1000	0.4	16	|	65	-1	squared_l2
0.1577 %	0.22891 %	0.328225 %	0.4561885 %	|	0.4538 %	0.8139 %	0.64102 %	0.9773 %	0.94606 %	0.81298 %	281.0184955596924
1000	0.4	16	|	75	-1	squared_l2
0.1577 %	0.22872 %	0.327819 %	0.455421 %	|	0.4543 %	0.8137 %	0.64033 %	0.978 %	0.94624 %	0.812409 %	295.77136039733887
1000	0.4	16	|	90	-1	squared_l2
0.1574 %	0.22833 %	0.327264 %	0.4544159 %	|	0.4538 %	0.8129 %	0.63935 %	0.9783 %	0.94596 %	0.811477 %	316.67566299438477
1000	0.4	16	|	110	-1	squared_l2
0.1571 %	0.22803 %	0.326869 %	0.4533884 %	|	0.4537 %	0.8129 %	0.63878 %	0.9784 %	0.94569 %	0.810394 %	339.25437927246094
1000	0.4	16	|	130	-1	squared_l2
0.1571 %	0.228 %	0.326545 %	0.4526941 %	|	0.4537 %	0.8121 %	0.63832 %	0.9781 %	0.94543 %	0.809628 %	372.02000617980957
1000	0.4	16	|	150	-1	squared_l2
0.1569 %	0.22799 %	0.326357 %	0.4521768 %	|	0.4534 %	0.812 %	0.63796 %	0.9783 %	0.94522 %	0.809124 %	391.39270782470703
1000	0.4	16	|	170	-1	squared_l2
0.1569 %	0.22797 %	0.326232 %	0.4518063 %	|	0.4534 %	0.8117 %	0.63772 %	0.9781 %	0.94499 %	0.808711 %	415.1468276977539
1000	0.4	16	|	200	-1	squared_l2
0.1569 %	0.22796 %	0.32612 %	0.4514376 %	|	0.4533 %	0.8114 %	0.63757 %	0.9779 %	0.94482 %	0.808306 %	453.31549644470215
1000	0.4	16	|	220	-1	squared_l2
0.1569 %	0.22794 %	0.32608 %	0.4512799 %	|	0.4533 %	0.8116 %	0.63757 %	0.9779 %	0.94472 %	0.808148 %	472.76830673217773
1000	0.4	16	|	250	-1	squared_l2
0.1569 %	0.22793 %	0.326051 %	0.451128 %	|	0.4533 %	0.8116 %	0.63757 %	0.9779 %	0.94466 %	0.808013 %	512.7894878387451
1000	0.4	16	|	310	-1	squared_l2
0.1569 %	0.2279 %	0.326031 %	0.4509841 %	|	0.4532 %	0.8117 %	0.63753 %	0.9779 %	0.94459 %	0.807848 %	581.7227363586426
1000	0.4	16	|	400	-1	squared_l2
0.1569 %	0.22791 %	0.326018 %	0.4509314 %	|	0.4532 %	0.8117 %	0.63751 %	0.9779 %	0.94456 %	0.807798 %	677.5896549224854
1000	0.4	16	|	500	-1	squared_l2
0.1569 %	0.22791 %	0.326019 %	0.4509259 %	|	0.4532 %	0.8117 %	0.63752 %	0.9779 %	0.94456 %	0.80779 %	785.4273319244385
1000	0.4	16	|	800	-1	squared_l2
0.1569 %	0.22791 %	0.326019 %	0.4509249 %	|	0.4532 %	0.8117 %	0.63752 %	0.9779 %	0.94456 %	0.807792 %	1055.6657314300537
1000	0.4	16	|	1000	-1	squared_l2
0.1569 %	0.22791 %	0.326019 %	0.4509246 %	|	0.4532 %	0.8117 %	0.63752 %	0.9779 %	0.94455 %	0.80779 %	1257.1895122528076
1000	0.55	128	|	1	-1	squared_l2
0.3969 %	0.37173 %	0.295447 %	0.1820716 %	|	0.4616 %	0.4622 %	0.38691 %	0.4622 %	0.38691 %	0.298115 %	96.89950942993164
1000	0.55	128	|	2	-1	squared_l2
0.5173 %	0.51029 %	0.433013 %	0.2935184 %	|	0.6196 %	0.6202 %	0.54148 %	0.6202 %	0.54148 %	0.440113 %	131.35600090026855
1000	0.55	128	|	4	-1	squared_l2
0.6261 %	0.64007 %	0.581486 %	0.4378567 %	|	0.7709 %	0.7716 %	0.69906 %	0.7716 %	0.69906 %	0.598753 %	160.02154350280762
1000	0.55	128	|	8	-1	squared_l2
0.7008 %	0.73878 %	0.713003 %	0.5970835 %	|	0.879 %	0.8798 %	0.83271 %	0.8798 %	0.83271 %	0.750556 %	196.89059257507324
1000	0.55	128	|	16	-1	squared_l2
0.744 %	0.79677 %	0.805013 %	0.7439498 %	|	0.9485 %	0.9496 %	0.92627 %	0.9496 %	0.92627 %	0.874203 %	273.62060546875
1000	0.55	128	|	25	-1	squared_l2
0.7599 %	0.81676 %	0.839956 %	0.8150251 %	|	0.9766 %	0.9779 %	0.96314 %	0.9779 %	0.96314 %	0.93051 %	347.31411933898926
1000	0.55	128	|	30	-1	squared_l2
0.7636 %	0.82157 %	0.849339 %	0.8368872 %	|	0.983 %	0.9845 %	0.97323 %	0.9845 %	0.97323 %	0.947559 %	394.2756652832031
1000	0.55	128	|	35	-1	squared_l2
0.7667 %	0.82501 %	0.855773 %	0.8524716 %	|	0.988 %	0.9895 %	0.98049 %	0.9895 %	0.98049 %	0.959804 %	434.37671661376953
1000	0.55	128	|	40	-1	squared_l2
0.7677 %	0.82778 %	0.860227 %	0.8638192 %	|	0.9906 %	0.9921 %	0.98584 %	0.9921 %	0.98584 %	0.968667 %	475.6340980529785
1000	0.55	128	|	45	-1	squared_l2
0.7683 %	0.82937 %	0.863331 %	0.8720669 %	|	0.9919 %	0.9934 %	0.98892 %	0.9934 %	0.98892 %	0.975079 %	519.4272994995117
1000	0.55	128	|	50	-1	squared_l2
0.7693 %	0.83065 %	0.865715 %	0.8784689 %	|	0.9932 %	0.9947 %	0.99156 %	0.9947 %	0.99156 %	0.980025 %	559.2617988586426
1000	0.55	128	|	55	-1	squared_l2
0.7699 %	0.83156 %	0.86738 %	0.8833537 %	|	0.9943 %	0.9958 %	0.99345 %	0.9958 %	0.99345 %	0.98385 %	598.4039306640625
1000	0.55	128	|	60	-1	squared_l2
0.7705 %	0.83226 %	0.86867 %	0.8871253 %	|	0.9951 %	0.9966 %	0.99488 %	0.9966 %	0.99488 %	0.986864 %	645.0557708740234
1000	0.55	128	|	65	-1	squared_l2
0.7711 %	0.8327 %	0.869608 %	0.8901522 %	|	0.9962 %	0.9977 %	0.996 %	0.9977 %	0.996 %	0.989206 %	686.8908405303955
1000	0.55	128	|	75	-1	squared_l2
0.7717 %	0.83328 %	0.871079 %	0.8945581 %	|	0.9973 %	0.9988 %	0.99747 %	0.9988 %	0.99747 %	0.992692 %	771.956205368042
1000	0.55	128	|	90	-1	squared_l2
0.7721 %	0.83366 %	0.872329 %	0.8985406 %	|	0.9978 %	0.9993 %	0.99853 %	0.9993 %	0.99853 %	0.995734 %	898.5738754272461
1000	0.55	128	|	110	-1	squared_l2
0.7726 %	0.83394 %	0.873164 %	0.9013478 %	|	0.9983 %	0.9998 %	0.99933 %	0.9998 %	0.99933 %	0.997844 %	1051.0766506195068
1000	0.55	128	|	130	-1	squared_l2
0.7726 %	0.83407 %	0.873568 %	0.9027777 %	|	0.9983 %	0.9998 %	0.9997 %	0.9998 %	0.9997 %	0.998863 %	1225.426435470581
1000	0.55	128	|	150	-1	squared_l2
0.7728 %	0.83416 %	0.873749 %	0.9035518 %	|	0.9985 %	1.0 %	0.99991 %	1.0 %	0.99991 %	0.999409 %	1382.7049732208252
1000	0.55	128	|	170	-1	squared_l2
0.7728 %	0.83418 %	0.873855 %	0.9039827 %	|	0.9985 %	1.0 %	0.99994 %	1.0 %	0.99994 %	0.999675 %	1547.9540824890137
1000	0.55	128	|	200	-1	squared_l2
