Program: faissGPU Topk: 1000 Num_split: 20 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.5045 %	0.62383 %	0.683301 %	0.7312178 %	|	0.9527 %	0.9999 %	0.99184 %	1.0 %	0.99999 %	0.998112 %	12258.090734481812
6000	32	256	|	704	-1	squared_l2
0.5045 %	0.62383 %	0.683302 %	0.7312223 %	|	0.9527 %	0.9999 %	0.99184 %	1.0 %	0.99999 %	0.998118 %	13054.595708847046
6000	32	256	|	768	-1	squared_l2
0.5045 %	0.62383 %	0.683302 %	0.7312235 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.998119 %	13795.525550842285
6000	32	256	|	1024	-1	squared_l2
0.5045 %	0.62383 %	0.683302 %	0.7312275 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.998128 %	16967.525005340576
6000	32	256	|	1280	-1	squared_l2
0.5045 %	0.62383 %	0.683303 %	0.7312287 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.99813 %	20776.806592941284
6000	32	256	|	1536	-1	squared_l2
0.5045 %	0.62383 %	0.683303 %	0.7312288 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.99813 %	23914.912700653076
6000	32	256	|	2048	-1	squared_l2
0.5045 %	0.62383 %	0.683303 %	0.7312288 %	|	0.9527 %	0.9999 %	0.99185 %	1.0 %	1.0 %	0.99813 %	30107.63454437256
6000	16	256	|	1	-1	squared_l2
0.1945 %	0.26376 %	0.282163 %	0.2772526 %	|	0.4183 %	0.4753 %	0.42093 %	0.4786 %	0.43674 %	0.385167 %	3340.758800506592
6000	16	256	|	16	-1	squared_l2
0.2818 %	0.39782 %	0.467821 %	0.5272206 %	|	0.723 %	0.9361 %	0.83987 %	0.9564 %	0.93519 %	0.872699 %	3615.933418273926
6000	16	256	|	32	-1	squared_l2
0.2835 %	0.40214 %	0.475924 %	0.5420548 %	|	0.7342 %	0.9613 %	0.86369 %	0.9847 %	0.97317 %	0.913272 %	3802.3362159729004
6000	16	256	|	64	-1	squared_l2
0.2839 %	0.40364 %	0.478656 %	0.5480503 %	|	0.7362 %	0.9694 %	0.87199 %	0.9955 %	0.98864 %	0.930357 %	4039.019823074341
6000	16	256	|	128	-1	squared_l2
0.2839 %	0.40393 %	0.4794 %	0.549906 %	|	0.737 %	0.9717 %	0.87413 %	0.9987 %	0.99338 %	0.935907 %	4506.024122238159
6000	16	256	|	256	-1	squared_l2
0.2839 %	0.40398 %	0.479519 %	0.5503147 %	|	0.737 %	0.9719 %	0.87453 %	0.9993 %	0.99448 %	0.937096 %	5632.781028747559
6000	16	256	|	320	-1	squared_l2
0.2839 %	0.40399 %	0.479528 %	0.5503468 %	|	0.737 %	0.9719 %	0.87455 %	0.9993 %	0.99455 %	0.937201 %	6319.711208343506
6000	16	256	|	384	-1	squared_l2
0.2839 %	0.404 %	0.479534 %	0.550358 %	|	0.7371 %	0.972 %	0.87456 %	0.9994 %	0.99461 %	0.937254 %	7180.038690567017
6000	16	256	|	448	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503649 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99463 %	0.937278 %	8142.150640487671
6000	16	256	|	512	-1	squared_l2
0.2839 %	0.404 %	0.479539 %	0.5503686 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99465 %	0.93729 %	9186.996459960938
6000	16	256	|	576	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503707 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99466 %	0.937297 %	9792.998552322388
6000	16	256	|	640	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.550372 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99466 %	0.9373 %	10530.941724777222
6000	16	256	|	704	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503726 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99466 %	0.937303 %	11153.897762298584
6000	16	256	|	768	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503726 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937304 %	11760.83779335022
6000	16	256	|	1024	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.550373 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937308 %	14256.0453414917
6000	16	256	|	1280	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503734 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937308 %	17508.952856063843
6000	16	256	|	1536	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503734 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937308 %	19951.414108276367
6000	16	256	|	2048	-1	squared_l2
0.2839 %	0.404 %	0.47954 %	0.5503734 %	|	0.7371 %	0.972 %	0.87457 %	0.9994 %	0.99467 %	0.937308 %	24894.52576637268
5000	64	256	|	1	-1	squared_l2
0.4072 %	0.42191 %	0.3899 %	0.339072 %	|	0.4881 %	0.4882 %	0.44797 %	0.4882 %	0.44797 %	0.400924 %	2906.5897464752197
5000	64	256	|	16	-1	squared_l2
0.7261 %	0.79124 %	0.813028 %	0.8097317 %	|	0.9556 %	0.9564 %	0.94582 %	0.9564 %	0.94582 %	0.920004 %	3388.5068893432617
5000	64	256	|	32	-1	squared_l2
0.7434 %	0.80817 %	0.838755 %	0.8501344 %	|	0.9844 %	0.9854 %	0.98049 %	0.9854 %	0.98049 %	0.967743 %	3703.4151554107666
5000	64	256	|	64	-1	squared_l2
0.7483 %	0.81395 %	0.848786 %	0.8678788 %	|	0.9954 %	0.9964 %	0.99436 %	0.9964 %	0.99436 %	0.989829 %	4291.136264801025
5000	64	256	|	128	-1	squared_l2
0.7498 %	0.81566 %	0.851916 %	0.874118 %	|	0.9985 %	0.9995 %	0.99879 %	0.9995 %	0.99879 %	0.997687 %	5453.333139419556
5000	64	256	|	256	-1	squared_l2
0.7501 %	0.81609 %	0.852624 %	0.8758119 %	|	0.9989 %	0.9999 %	0.99982 %	0.9999 %	0.99982 %	0.99962 %	8429.86249923706
5000	64	256	|	320	-1	squared_l2
0.7502 %	0.81611 %	0.852688 %	0.8759777 %	|	0.999 %	1.0 %	0.99992 %	1.0 %	0.99992 %	0.999815 %	9904.778003692627
5000	64	256	|	384	-1	squared_l2
0.7502 %	0.81612 %	0.852727 %	0.8760477 %	|	0.999 %	1.0 %	0.99996 %	1.0 %	0.99996 %	0.9999 %	11615.526914596558
5000	64	256	|	448	-1	squared_l2
0.7502 %	0.81612 %	0.852741 %	0.8760886 %	|	0.999 %	1.0 %	0.99996 %	1.0 %	0.99996 %	0.999938 %	12901.93772315979
5000	64	256	|	512	-1	squared_l2
0.7502 %	0.81613 %	0.852753 %	0.876112 %	|	0.999 %	1.0 %	0.99997 %	1.0 %	0.99997 %	0.999966 %	14341.63761138916
5000	64	256	|	576	-1	squared_l2
0.7502 %	0.81613 %	0.85276 %	0.8761266 %	|	0.999 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999983 %	15616.706848144531
5000	64	256	|	640	-1	squared_l2
0.7502 %	0.81613 %	0.852761 %	0.8761344 %	|	0.999 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999988 %	16891.37840270996
5000	64	256	|	704	-1	squared_l2
0.7502 %	0.81613 %	0.852762 %	0.8761395 %	|	0.999 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999991 %	18159.77692604065
5000	64	256	|	768	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.8761426 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	19404.411554336548
5000	64	256	|	1024	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.8761467 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	25180.567026138306
5000	64	256	|	1280	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.8761479 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	30368.536472320557
5000	64	256	|	1536	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.876148 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	35482.89775848389
5000	64	256	|	2048	-1	squared_l2
0.7502 %	0.81613 %	0.852765 %	0.8761481 %	|	0.999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	45488.82007598877
4000	64	256	|	1	-1	squared_l2
0.4139 %	0.43121 %	0.400561 %	0.3510158 %	|	0.4954 %	0.4955 %	0.45938 %	0.4955 %	0.45938 %	0.412719 %	2457.231044769287
4000	64	256	|	16	-1	squared_l2
0.728 %	0.79403 %	0.817077 %	0.8177084 %	|	0.9619 %	0.9626 %	0.95172 %	0.9626 %	0.95172 %	0.929141 %	2986.0167503356934
4000	64	256	|	32	-1	squared_l2
0.741 %	0.80984 %	0.840075 %	0.8540066 %	|	0.989 %	0.9897 %	0.98394 %	0.9897 %	0.98394 %	0.973199 %	3379.5676231384277
4000	64	256	|	64	-1	squared_l2
0.7451 %	0.81501 %	0.848562 %	0.8690739 %	|	0.9966 %	0.9973 %	0.99561 %	0.9973 %	0.99561 %	0.992195 %	4131.661176681519
4000	64	256	|	128	-1	squared_l2
0.7463 %	0.81646 %	0.850971 %	0.874128 %	|	0.9986 %	0.9993 %	0.99919 %	0.9993 %	0.99919 %	0.998338 %	5421.5943813323975
4000	64	256	|	256	-1	squared_l2
0.7466 %	0.81678 %	0.85151 %	0.8753935 %	|	0.9991 %	0.9998 %	0.99991 %	0.9998 %	0.99991 %	0.999783 %	8952.775716781616
4000	64	256	|	320	-1	squared_l2
0.7466 %	0.81679 %	0.851536 %	0.8755065 %	|	0.9991 %	0.9998 %	0.99994 %	0.9998 %	0.99994 %	0.999896 %	10995.34296989441
4000	64	256	|	384	-1	squared_l2
0.7466 %	0.81679 %	0.851558 %	0.8755571 %	|	0.9992 %	0.9999 %	0.99998 %	0.9999 %	0.99998 %	0.999945 %	12728.687763214111
4000	64	256	|	448	-1	squared_l2
0.7466 %	0.8168 %	0.851566 %	0.8755819 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999968 %	14467.014789581299
4000	64	256	|	512	-1	squared_l2
0.7466 %	0.8168 %	0.851571 %	0.8755943 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999988 %	15988.741159439087
4000	64	256	|	576	-1	squared_l2
0.7466 %	0.8168 %	0.851571 %	0.8756013 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999988 %	17615.556478500366
4000	64	256	|	640	-1	squared_l2
0.7466 %	0.8168 %	0.851571 %	0.8756067 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999991 %	19179.35800552368
4000	64	256	|	704	-1	squared_l2
0.7466 %	0.8168 %	0.851572 %	0.875609 %	|	0.9993 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999993 %	20691.97964668274
4000	64	256	|	768	-1	squared_l2
0.7466 %	0.8168 %	0.851573 %	0.8756102 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999994 %	22738.094091415405
4000	64	256	|	1024	-1	squared_l2
0.7466 %	0.8168 %	0.851573 %	0.8756128 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999995 %	29036.329746246338
4000	64	256	|	1280	-1	squared_l2
0.7466 %	0.8168 %	0.851575 %	0.8756135 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	35198.06623458862
4000	64	256	|	1536	-1	squared_l2
0.7466 %	0.8168 %	0.851575 %	0.8756136 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	41211.09056472778
4000	64	256	|	2048	-1	squared_l2
0.7466 %	0.8168 %	0.851575 %	0.8756136 %	|	0.9993 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	53455.341815948486
4000	32	256	|	1	-1	squared_l2
0.3142 %	0.36893 %	0.364028 %	0.3336807 %	|	0.4878 %	0.4954 %	0.4587 %	0.4955 %	0.45938 %	0.412665 %	2577.141761779785
4000	32	256	|	16	-1	squared_l2
0.4948 %	0.60922 %	0.660372 %	0.6932188 %	|	0.9218 %	0.9624 %	0.94591 %	0.9626 %	0.95172 %	0.928235 %	2875.1940727233887
4000	32	256	|	32	-1	squared_l2
0.5008 %	0.61772 %	0.674254 %	0.7159377 %	|	0.9433 %	0.9895 %	0.97656 %	0.9897 %	0.98394 %	0.971789 %	3168.8191890716553
4000	32	256	|	64	-1	squared_l2
0.5015 %	0.62015 %	0.679192 %	0.7251963 %	|	0.949 %	0.9971 %	0.9874 %	0.9973 %	0.99561 %	0.99037 %	3382.171869277954
4000	32	256	|	128	-1	squared_l2
0.5019 %	0.62084 %	0.68049 %	0.7281616 %	|	0.9505 %	0.9991 %	0.99067 %	0.9993 %	0.99919 %	0.996281 %	4146.568298339844
4000	32	256	|	256	-1	squared_l2
0.502 %	0.62096 %	0.680737 %	0.7288285 %	|	0.9507 %	0.9996 %	0.9913 %	0.9998 %	0.99991 %	0.997649 %	6504.825115203857
4000	32	256	|	320	-1	squared_l2
0.502 %	0.62097 %	0.680752 %	0.7288833 %	|	0.9507 %	0.9996 %	0.99133 %	0.9998 %	0.99994 %	0.997755 %	7838.69743347168
4000	32	256	|	384	-1	squared_l2
0.502 %	0.62097 %	0.680761 %	0.7289049 %	|	0.9507 %	0.9997 %	0.99135 %	0.9999 %	0.99998 %	0.9978 %	9057.096481323242
4000	32	256	|	448	-1	squared_l2
0.502 %	0.62097 %	0.680766 %	0.7289157 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	0.99999 %	0.997822 %	10256.948947906494
4000	32	256	|	512	-1	squared_l2
0.502 %	0.62097 %	0.680765 %	0.7289202 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	0.99999 %	0.997838 %	11279.335498809814
4000	32	256	|	576	-1	squared_l2
0.502 %	0.62097 %	0.680765 %	0.7289229 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	0.99999 %	0.997838 %	12224.778175354004
4000	32	256	|	640	-1	squared_l2
0.502 %	0.62097 %	0.680766 %	0.7289255 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	0.99999 %	0.997841 %	13206.012487411499
4000	32	256	|	704	-1	squared_l2
0.502 %	0.62097 %	0.680766 %	0.728926 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	0.99999 %	0.997842 %	14203.994989395142
4000	32	256	|	768	-1	squared_l2
0.502 %	0.62097 %	0.680766 %	0.7289264 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	1.0 %	0.997843 %	15228.023052215576
4000	32	256	|	1024	-1	squared_l2
0.502 %	0.62097 %	0.680766 %	0.7289273 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	1.0 %	0.997842 %	19708.598613739014
4000	32	256	|	1280	-1	squared_l2
0.502 %	0.62097 %	0.680767 %	0.7289275 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	1.0 %	0.997844 %	23638.80681991577
4000	32	256	|	1536	-1	squared_l2
0.502 %	0.62097 %	0.680767 %	0.7289274 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	1.0 %	0.997844 %	27586.0698223114
4000	32	256	|	2048	-1	squared_l2
0.502 %	0.62097 %	0.680767 %	0.7289274 %	|	0.9507 %	0.9998 %	0.99136 %	1.0 %	1.0 %	0.997844 %	35308.58564376831
4000	16	256	|	1	-1	squared_l2
0.2037 %	0.26941 %	0.291407 %	0.2918179 %	|	0.4283 %	0.4908 %	0.4394 %	0.4953 %	0.45889 %	0.407875 %	2516.0555839538574
4000	16	256	|	16	-1	squared_l2
0.2912 %	0.39561 %	0.467056 %	0.5295896 %	|	0.7247 %	0.9419 %	0.84537 %	0.9619 %	0.94852 %	0.884727 %	2823.0390548706055
4000	16	256	|	32	-1	squared_l2
0.2936 %	0.39871 %	0.473526 %	0.5416008 %	|	0.7354 %	0.9654 %	0.86447 %	0.989 %	0.97969 %	0.918108 %	3026.8537998199463
4000	16	256	|	64	-1	squared_l2
0.2938 %	0.39951 %	0.475473 %	0.5458717 %	|	0.7373 %	0.9718 %	0.87036 %	0.9966 %	0.99057 %	0.930628 %	3457.768201828003
4000	16	256	|	128	-1	squared_l2
0.2939 %	0.39961 %	0.475861 %	0.5470388 %	|	0.7377 %	0.9732 %	0.87174 %	0.9985 %	0.99374 %	0.934084 %	3647.641181945801
4000	16	256	|	256	-1	squared_l2
0.2939 %	0.39964 %	0.475933 %	0.547254 %	|	0.7378 %	0.9735 %	0.87198 %	0.999 %	0.99431 %	0.934724 %	5273.2579708099365
4000	16	256	|	320	-1	squared_l2
0.2939 %	0.39965 %	0.475931 %	0.5472676 %	|	0.7378 %	0.9735 %	0.87199 %	0.999 %	0.99434 %	0.93477 %	6453.988790512085
4000	16	256	|	384	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472724 %	|	0.7378 %	0.9735 %	0.87199 %	0.999 %	0.99434 %	0.934781 %	7446.555376052856
4000	16	256	|	448	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472747 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.93479 %	8297.58620262146
4000	16	256	|	512	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472756 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.934794 %	9259.294271469116
4000	16	256	|	576	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472757 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.934793 %	10021.767854690552
4000	16	256	|	640	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472761 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.934793 %	10753.227233886719
4000	16	256	|	704	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472763 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.934793 %	11499.810934066772
4000	16	256	|	768	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472764 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.934793 %	12344.09785270691
4000	16	256	|	1024	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472765 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.934794 %	16101.500272750854
4000	16	256	|	1280	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472766 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.934794 %	18908.78176689148
4000	16	256	|	1536	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472766 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.934794 %	21847.26595878601
4000	16	256	|	2048	-1	squared_l2
0.2939 %	0.39965 %	0.475933 %	0.5472766 %	|	0.7378 %	0.9735 %	0.87199 %	0.9991 %	0.99435 %	0.934794 %	27714.77961540222
3500	64	256	|	1	-1	squared_l2
0.4213 %	0.43659 %	0.407777 %	0.3596728 %	|	0.5086 %	0.5086 %	0.46654 %	0.5086 %	0.46654 %	0.420491 %	2237.64705657959
3500	64	256	|	16	-1	squared_l2
0.7346 %	0.79349 %	0.819915 %	0.8219944 %	|	0.9666 %	0.9678 %	0.9559 %	0.9678 %	0.9559 %	0.93457 %	2812.817096710205
3500	64	256	|	32	-1	squared_l2
0.7462 %	0.80749 %	0.84112 %	0.8556624 %	|	0.9883 %	0.9895 %	0.98583 %	0.9895 %	0.98583 %	0.975791 %	3242.7709102630615
3500	64	256	|	64	-1	squared_l2
0.7501 %	0.81184 %	0.848674 %	0.8693455 %	|	0.9961 %	0.9974 %	0.9965 %	0.9974 %	0.9965 %	0.993078 %	4017.267942428589
3500	64	256	|	128	-1	squared_l2
0.7509 %	0.81291 %	0.850837 %	0.8736895 %	|	0.9982 %	0.9995 %	0.99934 %	0.9995 %	0.99934 %	0.998618 %	5593.347549438477
3500	64	256	|	256	-1	squared_l2
0.751 %	0.81312 %	0.851289 %	0.8747124 %	|	0.9986 %	0.9999 %	0.99991 %	0.9999 %	0.99991 %	0.999832 %	9727.32949256897
3500	64	256	|	320	-1	squared_l2
0.751 %	0.81317 %	0.851306 %	0.8748006 %	|	0.9987 %	1.0 %	0.99997 %	1.0 %	0.99997 %	0.999915 %	11925.039052963257
3500	64	256	|	384	-1	squared_l2
0.751 %	0.81317 %	0.851324 %	0.8748372 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99996 %	13825.773000717163
3500	64	256	|	448	-1	squared_l2
0.751 %	0.81317 %	0.851326 %	0.8748571 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999979 %	15585.304021835327
3500	64	256	|	512	-1	squared_l2
0.751 %	0.81317 %	0.851329 %	0.8748659 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99999 %	17380.95211982727
3500	64	256	|	576	-1	squared_l2
0.751 %	0.81317 %	0.85133 %	0.8748713 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999993 %	19106.8332195282
3500	64	256	|	640	-1	squared_l2
0.751 %	0.81317 %	0.851332 %	0.8748724 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999996 %	20816.91837310791
3500	64	256	|	704	-1	squared_l2
0.751 %	0.81317 %	0.851333 %	0.8748738 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999998 %	23128.636360168457
3500	64	256	|	768	-1	squared_l2
0.751 %	0.81317 %	0.851333 %	0.8748742 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999998 %	24942.19422340393
3500	64	256	|	1024	-1	squared_l2
0.751 %	0.81317 %	0.851334 %	0.8748754 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	31859.193563461304
3500	64	256	|	1280	-1	squared_l2
0.751 %	0.81317 %	0.851334 %	0.8748755 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	38673.54083061218
3500	64	256	|	1536	-1	squared_l2
0.751 %	0.81317 %	0.851334 %	0.8748757 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	45518.110513687134
3500	64	256	|	2048	-1	squared_l2
0.751 %	0.81317 %	0.851334 %	0.8748757 %	|	0.9987 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	59250.73862075806
