Program: faissGPU Topk: 1000 Num_split: 20 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.8186 %	0.85547 %	0.881619 %	0.9001941 %	|	0.9976 %	0.9993 %	0.99922 %	0.9998 %	0.99973 %	0.999729 %	29409.72852706909
7000	24	256	|	1	-1	squared_l2
0.3187 %	0.34901 %	0.344557 %	0.3247337 %	|	0.5022 %	0.5291 %	0.47155 %	0.5322 %	0.47884 %	0.424121 %	4292.235374450684
7000	24	256	|	16	-1	squared_l2
0.4913 %	0.5564 %	0.596497 %	0.6350987 %	|	0.8721 %	0.9553 %	0.92069 %	0.9608 %	0.9463 %	0.917331 %	4590.076446533203
7000	24	256	|	32	-1	squared_l2
0.4979 %	0.56456 %	0.608533 %	0.6542984 %	|	0.8893 %	0.9783 %	0.94949 %	0.9838 %	0.97785 %	0.958001 %	4736.393451690674
7000	24	256	|	64	-1	squared_l2
0.5005 %	0.5678 %	0.613466 %	0.6627896 %	|	0.8974 %	0.9885 %	0.96187 %	0.9943 %	0.99186 %	0.977276 %	4970.309019088745
7000	24	256	|	128	-1	squared_l2
0.5016 %	0.56877 %	0.615202 %	0.6658766 %	|	0.8996 %	0.9924 %	0.96592 %	0.9983 %	0.99676 %	0.984779 %	5537.724256515503
7000	24	256	|	256	-1	squared_l2
0.5018 %	0.56915 %	0.615656 %	0.6668472 %	|	0.9 %	0.9932 %	0.96723 %	0.999 %	0.99836 %	0.987234 %	5858.339309692383
7000	24	256	|	320	-1	squared_l2
0.5019 %	0.56918 %	0.615697 %	0.6669685 %	|	0.9001 %	0.9932 %	0.96731 %	0.9991 %	0.99849 %	0.987538 %	6397.8259563446045
7000	24	256	|	384	-1	squared_l2
0.5019 %	0.56922 %	0.615724 %	0.6670288 %	|	0.9002 %	0.9933 %	0.9674 %	0.9992 %	0.99862 %	0.987683 %	7087.1922969818115
7000	24	256	|	448	-1	squared_l2
0.5019 %	0.56921 %	0.61573 %	0.6670597 %	|	0.9002 %	0.9933 %	0.96744 %	0.9992 %	0.99869 %	0.987796 %	7564.6185874938965
7000	24	256	|	512	-1	squared_l2
0.5019 %	0.56922 %	0.615736 %	0.6670836 %	|	0.9003 %	0.9934 %	0.96747 %	0.9993 %	0.99873 %	0.987852 %	8519.01626586914
7000	24	256	|	576	-1	squared_l2
0.5019 %	0.56922 %	0.61574 %	0.667098 %	|	0.9003 %	0.9934 %	0.96747 %	0.9993 %	0.99876 %	0.987883 %	9229.231357574463
7000	24	256	|	640	-1	squared_l2
0.5019 %	0.56922 %	0.615742 %	0.6671054 %	|	0.9003 %	0.9934 %	0.96749 %	0.9993 %	0.99878 %	0.987895 %	10057.149648666382
7000	24	256	|	704	-1	squared_l2
0.5019 %	0.56922 %	0.615742 %	0.667112 %	|	0.9003 %	0.9934 %	0.96749 %	0.9993 %	0.99879 %	0.987904 %	10736.270666122437
7000	24	256	|	768	-1	squared_l2
0.5019 %	0.56922 %	0.615744 %	0.6671149 %	|	0.9003 %	0.9934 %	0.96749 %	0.9993 %	0.99879 %	0.987913 %	11253.304481506348
7000	24	256	|	1024	-1	squared_l2
0.5019 %	0.56922 %	0.615745 %	0.667123 %	|	0.9003 %	0.9934 %	0.96752 %	0.9993 %	0.99883 %	0.987937 %	13662.807703018188
7000	24	256	|	1280	-1	squared_l2
0.5019 %	0.56922 %	0.615748 %	0.6671254 %	|	0.9003 %	0.9934 %	0.96752 %	0.9993 %	0.99883 %	0.987948 %	15642.276048660278
7000	24	256	|	1536	-1	squared_l2
0.5019 %	0.56922 %	0.615748 %	0.667127 %	|	0.9003 %	0.9934 %	0.96752 %	0.9993 %	0.99883 %	0.987949 %	17756.864070892334
7000	24	256	|	2048	-1	squared_l2
0.5019 %	0.56922 %	0.615748 %	0.6671278 %	|	0.9003 %	0.9934 %	0.96752 %	0.9993 %	0.99883 %	0.98795 %	22794.138431549072
7000	12	256	|	1	-1	squared_l2
0.1911 %	0.20786 %	0.223531 %	0.2414758 %	|	0.3802 %	0.4952 %	0.39581 %	0.5267 %	0.46772 %	0.391464 %	4286.654710769653
7000	12	256	|	16	-1	squared_l2
0.2632 %	0.29084 %	0.329718 %	0.3906421 %	|	0.5694 %	0.8358 %	0.66456 %	0.9446 %	0.90146 %	0.748497 %	4532.09662437439
7000	12	256	|	32	-1	squared_l2
0.2645 %	0.29339 %	0.332913 %	0.3965054 %	|	0.5753 %	0.8501 %	0.67484 %	0.9657 %	0.92627 %	0.766878 %	4679.7194480896
7000	12	256	|	64	-1	squared_l2
0.2649 %	0.29388 %	0.333961 %	0.3985522 %	|	0.5769 %	0.8553 %	0.67847 %	0.9754 %	0.93557 %	0.773893 %	4888.864755630493
7000	12	256	|	128	-1	squared_l2
0.2652 %	0.29405 %	0.334263 %	0.3991033 %	|	0.5777 %	0.8572 %	0.67926 %	0.9786 %	0.93811 %	0.775925 %	5255.194664001465
7000	12	256	|	256	-1	squared_l2
0.2652 %	0.29406 %	0.334328 %	0.399222 %	|	0.5778 %	0.8577 %	0.67953 %	0.9792 %	0.93885 %	0.776406 %	5569.350719451904
7000	12	256	|	320	-1	squared_l2
0.2652 %	0.29406 %	0.334328 %	0.399231 %	|	0.5778 %	0.8577 %	0.67953 %	0.9792 %	0.93889 %	0.776435 %	5971.315622329712
7000	12	256	|	384	-1	squared_l2
0.2652 %	0.29407 %	0.334329 %	0.3992355 %	|	0.5778 %	0.8577 %	0.67955 %	0.9793 %	0.93894 %	0.77645 %	6364.993095397949
7000	12	256	|	448	-1	squared_l2
0.2652 %	0.29407 %	0.334329 %	0.3992375 %	|	0.5778 %	0.8577 %	0.67955 %	0.9793 %	0.93896 %	0.776457 %	7054.105281829834
7000	12	256	|	512	-1	squared_l2
0.2652 %	0.29408 %	0.33433 %	0.3992383 %	|	0.5778 %	0.8578 %	0.67957 %	0.9794 %	0.93898 %	0.776464 %	7411.4484786987305
7000	12	256	|	576	-1	squared_l2
0.2652 %	0.29408 %	0.33433 %	0.399239 %	|	0.5778 %	0.8578 %	0.67957 %	0.9794 %	0.93898 %	0.776465 %	8079.904794692993
7000	12	256	|	640	-1	squared_l2
0.2652 %	0.29408 %	0.33433 %	0.3992393 %	|	0.5778 %	0.8578 %	0.67957 %	0.9794 %	0.93898 %	0.776466 %	8912.827491760254
7000	12	256	|	704	-1	squared_l2
0.2652 %	0.29408 %	0.334331 %	0.3992398 %	|	0.5778 %	0.8578 %	0.67958 %	0.9794 %	0.93899 %	0.776468 %	9660.447597503662
7000	12	256	|	768	-1	squared_l2
0.2652 %	0.29408 %	0.334331 %	0.39924 %	|	0.5778 %	0.8578 %	0.67958 %	0.9794 %	0.93899 %	0.77647 %	10293.355703353882
7000	12	256	|	1024	-1	squared_l2
0.2652 %	0.29407 %	0.334331 %	0.3992402 %	|	0.5778 %	0.8578 %	0.67958 %	0.9794 %	0.93899 %	0.776471 %	12473.628044128418
7000	12	256	|	1280	-1	squared_l2
0.2652 %	0.29407 %	0.334331 %	0.3992402 %	|	0.5778 %	0.8578 %	0.67958 %	0.9794 %	0.93899 %	0.776471 %	14136.964797973633
7000	12	256	|	1536	-1	squared_l2
0.2652 %	0.29407 %	0.334331 %	0.3992403 %	|	0.5778 %	0.8578 %	0.67958 %	0.9794 %	0.93899 %	0.776471 %	15570.013046264648
7000	12	256	|	2048	-1	squared_l2
0.2652 %	0.29407 %	0.334331 %	0.3992403 %	|	0.5778 %	0.8578 %	0.67958 %	0.9794 %	0.93899 %	0.776471 %	19843.205213546753
8000	48	256	|	1	-1	squared_l2
0.4545 %	0.44445 %	0.40484 %	0.3520521 %	|	0.5187 %	0.5194 %	0.46855 %	0.5199 %	0.46912 %	0.41557 %	5064.411878585815
8000	48	256	|	16	-1	squared_l2
0.7948 %	0.82439 %	0.837583 %	0.8296169 %	|	0.9564 %	0.9572 %	0.94282 %	0.9577 %	0.9434 %	0.9195 %	5163.581132888794
8000	48	256	|	32	-1	squared_l2
0.8116 %	0.84479 %	0.864958 %	0.8707027 %	|	0.9823 %	0.9832 %	0.97679 %	0.9837 %	0.97737 %	0.964179 %	5366.07551574707
8000	48	256	|	64	-1	squared_l2
0.8188 %	0.85231 %	0.876665 %	0.8899423 %	|	0.993 %	0.9939 %	0.99156 %	0.9943 %	0.99214 %	0.986387 %	5709.735870361328
8000	48	256	|	128	-1	squared_l2
0.8208 %	0.85494 %	0.880914 %	0.8974713 %	|	0.9966 %	0.9975 %	0.99703 %	0.9979 %	0.99759 %	0.995503 %	6420.557737350464
8000	48	256	|	256	-1	squared_l2
0.8218 %	0.85554 %	0.882206 %	0.8999587 %	|	0.9979 %	0.9989 %	0.99861 %	0.9993 %	0.99918 %	0.998651 %	7368.45588684082
8000	48	256	|	320	-1	squared_l2
0.822 %	0.85569 %	0.882406 %	0.9003041 %	|	0.9981 %	0.9991 %	0.99889 %	0.9995 %	0.99946 %	0.999117 %	7851.323366165161
8000	48	256	|	384	-1	squared_l2
0.822 %	0.85569 %	0.882489 %	0.900488 %	|	0.9981 %	0.9991 %	0.99897 %	0.9995 %	0.99954 %	0.999333 %	8622.387886047363
8000	48	256	|	448	-1	squared_l2
0.822 %	0.85573 %	0.882513 %	0.9005981 %	|	0.9982 %	0.9992 %	0.99904 %	0.9996 %	0.99961 %	0.999438 %	9469.918012619019
8000	48	256	|	512	-1	squared_l2
0.822 %	0.85573 %	0.882539 %	0.9006682 %	|	0.9982 %	0.9992 %	0.99907 %	0.9996 %	0.99964 %	0.999525 %	10486.669063568115
8000	48	256	|	576	-1	squared_l2
0.822 %	0.85575 %	0.882563 %	0.9007138 %	|	0.9982 %	0.9992 %	0.99909 %	0.9996 %	0.99966 %	0.999576 %	11397.522687911987
8000	48	256	|	640	-1	squared_l2
0.822 %	0.85575 %	0.882579 %	0.9007448 %	|	0.9982 %	0.9992 %	0.99909 %	0.9996 %	0.99966 %	0.99961 %	12256.194114685059
8000	48	256	|	704	-1	squared_l2
0.822 %	0.85576 %	0.882593 %	0.9007677 %	|	0.9982 %	0.9992 %	0.9991 %	0.9996 %	0.99967 %	0.999651 %	12958.58907699585
8000	48	256	|	768	-1	squared_l2
0.822 %	0.85576 %	0.882596 %	0.9007844 %	|	0.9982 %	0.9992 %	0.99911 %	0.9996 %	0.99968 %	0.999663 %	13616.132020950317
8000	48	256	|	1024	-1	squared_l2
0.822 %	0.85577 %	0.882607 %	0.9008153 %	|	0.9983 %	0.9993 %	0.99914 %	0.9997 %	0.99971 %	0.999699 %	16455.45744895935
8000	48	256	|	1280	-1	squared_l2
0.822 %	0.85577 %	0.882612 %	0.9008291 %	|	0.9983 %	0.9993 %	0.99914 %	0.9997 %	0.99971 %	0.999709 %	19087.61763572693
8000	48	256	|	1536	-1	squared_l2
0.822 %	0.85578 %	0.882617 %	0.900834 %	|	0.9983 %	0.9993 %	0.99915 %	0.9997 %	0.99972 %	0.999719 %	22153.446674346924
8000	48	256	|	2048	-1	squared_l2
0.822 %	0.85578 %	0.882616 %	0.9008377 %	|	0.9983 %	0.9993 %	0.99915 %	0.9997 %	0.99972 %	0.999721 %	27728.70707511902
8000	24	256	|	1	-1	squared_l2
0.3225 %	0.34269 %	0.337898 %	0.3167758 %	|	0.4897 %	0.517 %	0.46157 %	0.5195 %	0.4684 %	0.413348 %	5039.692163467407
8000	24	256	|	16	-1	squared_l2
0.4974 %	0.55507 %	0.596301 %	0.6339736 %	|	0.8723 %	0.9528 %	0.91877 %	0.9573 %	0.94243 %	0.912089 %	5106.02331161499
8000	24	256	|	32	-1	squared_l2
0.5053 %	0.56491 %	0.609397 %	0.6543785 %	|	0.8926 %	0.9786 %	0.94986 %	0.9833 %	0.97638 %	0.955284 %	5225.894927978516
8000	24	256	|	64	-1	squared_l2
0.5093 %	0.56825 %	0.61481 %	0.6637186 %	|	0.9012 %	0.9893 %	0.96298 %	0.994 %	0.99115 %	0.976365 %	5487.049102783203
8000	24	256	|	128	-1	squared_l2
0.51 %	0.56925 %	0.616725 %	0.6672884 %	|	0.9038 %	0.9927 %	0.96765 %	0.9976 %	0.99661 %	0.984784 %	6103.945016860962
8000	24	256	|	256	-1	squared_l2
0.5104 %	0.56957 %	0.617267 %	0.6684229 %	|	0.9047 %	0.994 %	0.96897 %	0.999 %	0.99819 %	0.987556 %	6574.86367225647
8000	24	256	|	320	-1	squared_l2
0.5105 %	0.56965 %	0.617344 %	0.6685765 %	|	0.9049 %	0.9942 %	0.96922 %	0.9992 %	0.99846 %	0.987963 %	6805.565118789673
8000	24	256	|	384	-1	squared_l2
0.5105 %	0.56964 %	0.617368 %	0.6686441 %	|	0.9049 %	0.9942 %	0.96927 %	0.9992 %	0.99854 %	0.988147 %	7225.116729736328
8000	24	256	|	448	-1	squared_l2
0.5106 %	0.56967 %	0.617382 %	0.6686828 %	|	0.905 %	0.9943 %	0.96932 %	0.9993 %	0.99861 %	0.98823 %	8127.629041671753
8000	24	256	|	512	-1	squared_l2
0.5106 %	0.56967 %	0.617395 %	0.6687144 %	|	0.905 %	0.9943 %	0.96935 %	0.9993 %	0.99864 %	0.988301 %	8371.48928642273
8000	24	256	|	576	-1	squared_l2
0.5106 %	0.56967 %	0.617403 %	0.6687317 %	|	0.905 %	0.9943 %	0.96937 %	0.9993 %	0.99866 %	0.988343 %	9040.351152420044
8000	24	256	|	640	-1	squared_l2
0.5106 %	0.56967 %	0.617406 %	0.668744 %	|	0.905 %	0.9943 %	0.96937 %	0.9993 %	0.99866 %	0.988369 %	9829.440116882324
8000	24	256	|	704	-1	squared_l2
0.5106 %	0.56967 %	0.617413 %	0.668753 %	|	0.905 %	0.9943 %	0.96938 %	0.9993 %	0.99867 %	0.988402 %	10608.845949172974
8000	24	256	|	768	-1	squared_l2
0.5106 %	0.56968 %	0.617414 %	0.6687579 %	|	0.905 %	0.9943 %	0.96939 %	0.9993 %	0.99868 %	0.988414 %	11246.215343475342
8000	24	256	|	1024	-1	squared_l2
0.5106 %	0.56969 %	0.617421 %	0.6687659 %	|	0.9051 %	0.9944 %	0.96942 %	0.9994 %	0.99871 %	0.988439 %	13381.541967391968
8000	24	256	|	1280	-1	squared_l2
0.5106 %	0.56969 %	0.617423 %	0.6687693 %	|	0.9051 %	0.9944 %	0.96942 %	0.9994 %	0.99871 %	0.988446 %	15380.95736503601
8000	24	256	|	1536	-1	squared_l2
0.5106 %	0.56969 %	0.617424 %	0.6687708 %	|	0.9051 %	0.9944 %	0.96943 %	0.9994 %	0.99872 %	0.988454 %	17236.043691635132
8000	24	256	|	2048	-1	squared_l2
0.5106 %	0.56969 %	0.617425 %	0.6687713 %	|	0.9051 %	0.9944 %	0.96943 %	0.9994 %	0.99872 %	0.988455 %	21954.17356491089
8000	12	256	|	1	-1	squared_l2
0.1898 %	0.20624 %	0.221469 %	0.2374047 %	|	0.3704 %	0.4845 %	0.38903 %	0.5125 %	0.4576 %	0.382652 %	4997.06244468689
8000	12	256	|	16	-1	squared_l2
0.2587 %	0.29112 %	0.331758 %	0.3912388 %	|	0.5642 %	0.8358 %	0.66572 %	0.9414 %	0.89931 %	0.747398 %	5143.749952316284
8000	12	256	|	32	-1	squared_l2
0.2592 %	0.29353 %	0.335177 %	0.3975872 %	|	0.5706 %	0.8516 %	0.67698 %	0.9656 %	0.92632 %	0.76753 %	5259.732007980347
8000	12	256	|	64	-1	squared_l2
0.2603 %	0.29423 %	0.336287 %	0.399861 %	|	0.573 %	0.8571 %	0.68053 %	0.9749 %	0.93633 %	0.775113 %	5428.912162780762
8000	12	256	|	128	-1	squared_l2
0.2604 %	0.29433 %	0.336579 %	0.400517 %	|	0.5732 %	0.8585 %	0.68148 %	0.9779 %	0.93957 %	0.777357 %	5759.687662124634
8000	12	256	|	256	-1	squared_l2
0.2603 %	0.29436 %	0.33663 %	0.4006536 %	|	0.5733 %	0.8591 %	0.68171 %	0.9788 %	0.94018 %	0.777849 %	6378.913402557373
8000	12	256	|	320	-1	squared_l2
0.2603 %	0.29437 %	0.336641 %	0.4006637 %	|	0.5733 %	0.8591 %	0.68175 %	0.9788 %	0.94033 %	0.777923 %	6297.008514404297
8000	12	256	|	384	-1	squared_l2
0.2603 %	0.29437 %	0.33664 %	0.4006673 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94035 %	0.777933 %	6623.358249664307
8000	12	256	|	448	-1	squared_l2
0.2603 %	0.29437 %	0.33664 %	0.4006697 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94037 %	0.77794 %	7021.7413902282715
8000	12	256	|	512	-1	squared_l2
0.2603 %	0.29437 %	0.33664 %	0.4006722 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94037 %	0.777949 %	7595.218181610107
8000	12	256	|	576	-1	squared_l2
0.2603 %	0.29437 %	0.336641 %	0.4006731 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94037 %	0.777954 %	8024.770498275757
8000	12	256	|	640	-1	squared_l2
0.2603 %	0.29437 %	0.336641 %	0.4006738 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94037 %	0.777957 %	8661.696672439575
8000	12	256	|	704	-1	squared_l2
0.2603 %	0.29437 %	0.336642 %	0.4006739 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94037 %	0.777958 %	9526.748418807983
8000	12	256	|	768	-1	squared_l2
0.2603 %	0.29437 %	0.336642 %	0.4006742 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94038 %	0.777959 %	10081.323146820068
8000	12	256	|	1024	-1	squared_l2
0.2603 %	0.29437 %	0.336642 %	0.4006742 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94038 %	0.777959 %	12438.384771347046
8000	12	256	|	1280	-1	squared_l2
0.2603 %	0.29437 %	0.336642 %	0.4006743 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94038 %	0.777959 %	14026.86619758606
8000	12	256	|	1536	-1	squared_l2
0.2603 %	0.29437 %	0.336642 %	0.4006743 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94038 %	0.777959 %	15376.146078109741
8000	12	256	|	2048	-1	squared_l2
0.2603 %	0.29437 %	0.336642 %	0.4006743 %	|	0.5733 %	0.8591 %	0.68174 %	0.9788 %	0.94038 %	0.777959 %	19273.255825042725
6000	48	256	|	1	-1	squared_l2
0.4726 %	0.46238 %	0.425366 %	0.3735648 %	|	0.5422 %	0.5429 %	0.49018 %	0.5434 %	0.49061 %	0.437767 %	3754.2710304260254
6000	48	256	|	16	-1	squared_l2
0.7957 %	0.82783 %	0.843544 %	0.8403798 %	|	0.9651 %	0.966 %	0.95069 %	0.9665 %	0.95117 %	0.931305 %	4044.201612472534
6000	48	256	|	32	-1	squared_l2
0.8102 %	0.84508 %	0.86684 %	0.8759569 %	|	0.9871 %	0.9881 %	0.98052 %	0.9886 %	0.98097 %	0.970859 %	4316.035270690918
6000	48	256	|	64	-1	squared_l2
0.8147 %	0.85146 %	0.87627 %	0.8915749 %	|	0.9946 %	0.9956 %	0.993 %	0.9961 %	0.99347 %	0.98935 %	4792.5262451171875
6000	48	256	|	128	-1	squared_l2
0.8167 %	0.85385 %	0.879626 %	0.8974392 %	|	0.9976 %	0.9986 %	0.99744 %	0.9991 %	0.99792 %	0.996674 %	5236.030340194702
6000	48	256	|	256	-1	squared_l2
0.817 %	0.85441 %	0.880554 %	0.8992791 %	|	0.9982 %	0.9992 %	0.99889 %	0.9997 %	0.99937 %	0.999001 %	6882.428884506226
6000	48	256	|	320	-1	squared_l2
0.817 %	0.85447 %	0.880679 %	0.8995139 %	|	0.9982 %	0.9992 %	0.99903 %	0.9997 %	0.99951 %	0.999306 %	7676.101446151733
6000	48	256	|	384	-1	squared_l2
0.817 %	0.85449 %	0.880727 %	0.8996315 %	|	0.9982 %	0.9992 %	0.99911 %	0.9997 %	0.99958 %	0.999457 %	8805.655717849731
6000	48	256	|	448	-1	squared_l2
0.817 %	0.85451 %	0.880759 %	0.8997008 %	|	0.9982 %	0.9992 %	0.99915 %	0.9997 %	0.99962 %	0.999538 %	9853.2555103302
6000	48	256	|	512	-1	squared_l2
0.817 %	0.85453 %	0.880767 %	0.8997486 %	|	0.9982 %	0.9992 %	0.99917 %	0.9997 %	0.99964 %	0.999583 %	11080.391645431519
6000	48	256	|	576	-1	squared_l2
0.817 %	0.85453 %	0.88078 %	0.8997791 %	|	0.9982 %	0.9992 %	0.99917 %	0.9997 %	0.99964 %	0.99961 %	11923.089504241943
6000	48	256	|	640	-1	squared_l2
