Program: faissGPU Topk: 1000 Num_split: 20 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.817 %	0.85453 %	0.880786 %	0.8997993 %	|	0.9983 %	0.9993 %	0.99922 %	0.9998 %	0.99969 %	0.99964 %	12724.218130111694
6000	48	256	|	704	-1	squared_l2
0.817 %	0.85453 %	0.880792 %	0.8998102 %	|	0.9983 %	0.9993 %	0.99924 %	0.9998 %	0.99971 %	0.99966 %	13920.523881912231
6000	48	256	|	768	-1	squared_l2
0.817 %	0.85453 %	0.880797 %	0.8998176 %	|	0.9983 %	0.9993 %	0.99924 %	0.9998 %	0.99971 %	0.999676 %	14665.241956710815
6000	48	256	|	1024	-1	squared_l2
0.817 %	0.85453 %	0.880805 %	0.8998377 %	|	0.9983 %	0.9993 %	0.99924 %	0.9998 %	0.99971 %	0.999695 %	17921.06008529663
6000	48	256	|	1280	-1	squared_l2
0.817 %	0.85454 %	0.880808 %	0.8998432 %	|	0.9983 %	0.9993 %	0.99925 %	0.9998 %	0.99972 %	0.999702 %	21931.94532394409
6000	48	256	|	1536	-1	squared_l2
0.817 %	0.85454 %	0.880808 %	0.8998454 %	|	0.9983 %	0.9993 %	0.99925 %	0.9998 %	0.99972 %	0.999704 %	25271.755933761597
6000	48	256	|	2048	-1	squared_l2
0.817 %	0.85454 %	0.880808 %	0.8998466 %	|	0.9983 %	0.9993 %	0.99925 %	0.9998 %	0.99972 %	0.999705 %	31931.946992874146
6000	24	256	|	1	-1	squared_l2
0.3235 %	0.3522 %	0.350574 %	0.3327769 %	|	0.5107 %	0.54 %	0.48223 %	0.5431 %	0.49006 %	0.435334 %	3715.2857780456543
6000	24	256	|	16	-1	squared_l2
0.4935 %	0.55493 %	0.595513 %	0.6366197 %	|	0.8785 %	0.961 %	0.92377 %	0.9659 %	0.95022 %	0.922927 %	3955.7483196258545
6000	24	256	|	32	-1	squared_l2
0.4988 %	0.56295 %	0.606687 %	0.654307 %	|	0.8954 %	0.9831 %	0.95039 %	0.988 %	0.98004 %	0.960959 %	4141.916751861572
6000	24	256	|	64	-1	squared_l2
0.5006 %	0.56585 %	0.610991 %	0.6618284 %	|	0.9007 %	0.9905 %	0.96099 %	0.9955 %	0.99251 %	0.978351 %	4446.051359176636
6000	24	256	|	128	-1	squared_l2
0.501 %	0.56673 %	0.612526 %	0.6646203 %	|	0.9026 %	0.9935 %	0.96464 %	0.9985 %	0.99692 %	0.985047 %	4858.963966369629
6000	24	256	|	256	-1	squared_l2
0.5012 %	0.56697 %	0.612912 %	0.6654219 %	|	0.903 %	0.9941 %	0.96577 %	0.9991 %	0.99836 %	0.987083 %	5652.051210403442
6000	24	256	|	320	-1	squared_l2
0.5012 %	0.56697 %	0.61296 %	0.6655107 %	|	0.903 %	0.9941 %	0.96586 %	0.9991 %	0.9985 %	0.987334 %	6331.444263458252
6000	24	256	|	384	-1	squared_l2
0.5012 %	0.56698 %	0.612973 %	0.6655565 %	|	0.903 %	0.9941 %	0.96594 %	0.9991 %	0.99858 %	0.987457 %	6902.738809585571
6000	24	256	|	448	-1	squared_l2
0.5012 %	0.56698 %	0.612983 %	0.6655842 %	|	0.903 %	0.9941 %	0.96597 %	0.9991 %	0.99862 %	0.987516 %	7720.110177993774
6000	24	256	|	512	-1	squared_l2
0.5012 %	0.56698 %	0.612979 %	0.6656014 %	|	0.903 %	0.9941 %	0.96598 %	0.9991 %	0.99864 %	0.987554 %	8627.26879119873
6000	24	256	|	576	-1	squared_l2
0.5012 %	0.56698 %	0.61298 %	0.6656123 %	|	0.903 %	0.9941 %	0.96598 %	0.9991 %	0.99864 %	0.98758 %	9511.2943649292
6000	24	256	|	640	-1	squared_l2
0.5012 %	0.56698 %	0.612982 %	0.6656197 %	|	0.903 %	0.9942 %	0.966 %	0.9992 %	0.99869 %	0.987605 %	10229.490756988525
6000	24	256	|	704	-1	squared_l2
0.5012 %	0.567 %	0.612985 %	0.6656247 %	|	0.903 %	0.9942 %	0.96602 %	0.9992 %	0.99871 %	0.987618 %	10815.872430801392
6000	24	256	|	768	-1	squared_l2
0.5012 %	0.567 %	0.612987 %	0.6656278 %	|	0.903 %	0.9942 %	0.96602 %	0.9992 %	0.99871 %	0.987632 %	11620.357751846313
6000	24	256	|	1024	-1	squared_l2
0.5012 %	0.567 %	0.612987 %	0.6656331 %	|	0.903 %	0.9942 %	0.96602 %	0.9992 %	0.99871 %	0.987642 %	14174.561023712158
6000	24	256	|	1280	-1	squared_l2
0.5012 %	0.567 %	0.612988 %	0.6656336 %	|	0.903 %	0.9942 %	0.96602 %	0.9992 %	0.99872 %	0.987645 %	16310.638189315796
6000	24	256	|	1536	-1	squared_l2
0.5012 %	0.567 %	0.612988 %	0.665634 %	|	0.903 %	0.9942 %	0.96602 %	0.9992 %	0.99872 %	0.987646 %	19459.092378616333
6000	24	256	|	2048	-1	squared_l2
0.5012 %	0.567 %	0.612989 %	0.6656343 %	|	0.903 %	0.9942 %	0.96602 %	0.9992 %	0.99872 %	0.987647 %	24289.228677749634
6000	12	256	|	1	-1	squared_l2
0.1959 %	0.208 %	0.225747 %	0.2448228 %	|	0.3824 %	0.5036 %	0.40216 %	0.5361 %	0.47842 %	0.400153 %	3728.808879852295
6000	12	256	|	16	-1	squared_l2
0.2657 %	0.28745 %	0.328374 %	0.3895078 %	|	0.5672 %	0.8385 %	0.66307 %	0.9496 %	0.90246 %	0.748607 %	4003.1909942626953
6000	12	256	|	32	-1	squared_l2
0.2671 %	0.28933 %	0.331277 %	0.3948292 %	|	0.572 %	0.8526 %	0.67258 %	0.9702 %	0.92532 %	0.765693 %	4114.210367202759
6000	12	256	|	64	-1	squared_l2
0.2673 %	0.29002 %	0.332214 %	0.3966115 %	|	0.5728 %	0.855 %	0.6756 %	0.9765 %	0.93377 %	0.771734 %	4300.315856933594
6000	12	256	|	128	-1	squared_l2
0.2673 %	0.29007 %	0.332421 %	0.3970934 %	|	0.5731 %	0.8556 %	0.67621 %	0.9789 %	0.93613 %	0.773466 %	4707.120418548584
6000	12	256	|	256	-1	squared_l2
0.2673 %	0.29012 %	0.332466 %	0.3971929 %	|	0.5732 %	0.8558 %	0.67635 %	0.9794 %	0.93677 %	0.773826 %	5127.051115036011
6000	12	256	|	320	-1	squared_l2
0.2673 %	0.29012 %	0.332464 %	0.3972014 %	|	0.5732 %	0.8558 %	0.67634 %	0.9794 %	0.93682 %	0.773859 %	5631.558895111084
6000	12	256	|	384	-1	squared_l2
0.2673 %	0.29012 %	0.332466 %	0.3972037 %	|	0.5732 %	0.8558 %	0.67635 %	0.9794 %	0.93685 %	0.773869 %	6254.723310470581
6000	12	256	|	448	-1	squared_l2
0.2673 %	0.29012 %	0.332466 %	0.3972044 %	|	0.5732 %	0.8558 %	0.67635 %	0.9794 %	0.93685 %	0.773874 %	7075.840711593628
6000	12	256	|	512	-1	squared_l2
0.2673 %	0.29012 %	0.332467 %	0.3972051 %	|	0.5732 %	0.8558 %	0.67635 %	0.9794 %	0.93686 %	0.773877 %	7473.27184677124
6000	12	256	|	576	-1	squared_l2
0.2673 %	0.29012 %	0.332467 %	0.3972055 %	|	0.5732 %	0.8558 %	0.67635 %	0.9794 %	0.93686 %	0.773879 %	8579.346179962158
6000	12	256	|	640	-1	squared_l2
0.2673 %	0.29012 %	0.332467 %	0.3972059 %	|	0.5732 %	0.8558 %	0.67635 %	0.9795 %	0.93688 %	0.773881 %	9295.054912567139
6000	12	256	|	704	-1	squared_l2
0.2673 %	0.29012 %	0.332467 %	0.397206 %	|	0.5732 %	0.8558 %	0.67635 %	0.9795 %	0.93689 %	0.773882 %	9611.565589904785
6000	12	256	|	768	-1	squared_l2
0.2673 %	0.29012 %	0.332467 %	0.397206 %	|	0.5732 %	0.8558 %	0.67635 %	0.9795 %	0.93689 %	0.773882 %	10293.370246887207
6000	12	256	|	1024	-1	squared_l2
0.2673 %	0.29012 %	0.332467 %	0.397206 %	|	0.5732 %	0.8558 %	0.67635 %	0.9795 %	0.93689 %	0.773882 %	12287.805318832397
6000	12	256	|	1280	-1	squared_l2
0.2673 %	0.29012 %	0.332467 %	0.397206 %	|	0.5732 %	0.8558 %	0.67635 %	0.9795 %	0.93689 %	0.773882 %	14225.579738616943
6000	12	256	|	1536	-1	squared_l2
0.2673 %	0.29012 %	0.332467 %	0.397206 %	|	0.5732 %	0.8558 %	0.67635 %	0.9795 %	0.93689 %	0.773882 %	16832.958698272705
6000	12	256	|	2048	-1	squared_l2
0.2673 %	0.29012 %	0.332467 %	0.397206 %	|	0.5732 %	0.8558 %	0.67635 %	0.9795 %	0.93689 %	0.773882 %	20845.207452774048
5000	96	256	|	1	-1	squared_l2
0.5433 %	0.49781 %	0.448762 %	0.3905655 %	|	0.5541 %	0.5545 %	0.50113 %	0.5548 %	0.50148 %	0.449964 %	3179.3675422668457
5000	96	256	|	16	-1	squared_l2
0.9375 %	0.93514 %	0.927506 %	0.9045123 %	|	0.9669 %	0.9673 %	0.95692 %	0.9676 %	0.95729 %	0.937902 %	3695.2250003814697
5000	96	256	|	32	-1	squared_l2
0.9562 %	0.95729 %	0.959575 %	0.950958 %	|	0.9874 %	0.9878 %	0.98299 %	0.9881 %	0.98334 %	0.974448 %	4356.768846511841
5000	96	256	|	64	-1	squared_l2
0.9629 %	0.96606 %	0.972683 %	0.9723489 %	|	0.9948 %	0.9952 %	0.99393 %	0.9955 %	0.99431 %	0.991089 %	4887.33172416687
5000	96	256	|	128	-1	squared_l2
0.966 %	0.96914 %	0.976862 %	0.9799443 %	|	0.9982 %	0.9986 %	0.99807 %	0.9989 %	0.99842 %	0.997312 %	6319.672107696533
5000	96	256	|	256	-1	squared_l2
0.9664 %	0.96981 %	0.977933 %	0.9821185 %	|	0.9986 %	0.999 %	0.99908 %	0.9993 %	0.99943 %	0.999216 %	9413.646459579468
5000	96	256	|	320	-1	squared_l2
0.9668 %	0.96988 %	0.978049 %	0.9823524 %	|	0.999 %	0.9994 %	0.99918 %	0.9997 %	0.99953 %	0.999439 %	11348.044157028198
5000	96	256	|	384	-1	squared_l2
0.9668 %	0.96994 %	0.978101 %	0.9824679 %	|	0.999 %	0.9994 %	0.99925 %	0.9997 %	0.9996 %	0.99954 %	12931.944608688354
5000	96	256	|	448	-1	squared_l2
0.9668 %	0.96998 %	0.978133 %	0.9825366 %	|	0.999 %	0.9994 %	0.9993 %	0.9997 %	0.99966 %	0.999605 %	14429.361820220947
5000	96	256	|	512	-1	squared_l2
0.9668 %	0.96999 %	0.978151 %	0.982577 %	|	0.999 %	0.9994 %	0.99932 %	0.9997 %	0.99968 %	0.99965 %	16102.015733718872
5000	96	256	|	576	-1	squared_l2
0.9668 %	0.97001 %	0.978161 %	0.9826004 %	|	0.999 %	0.9994 %	0.99934 %	0.9997 %	0.9997 %	0.999678 %	17610.59331893921
5000	96	256	|	640	-1	squared_l2
0.9668 %	0.97001 %	0.978172 %	0.9826186 %	|	0.999 %	0.9994 %	0.99934 %	0.9997 %	0.9997 %	0.999699 %	19078.91058921814
5000	96	256	|	704	-1	squared_l2
0.9668 %	0.97001 %	0.978175 %	0.9826299 %	|	0.999 %	0.9994 %	0.99934 %	0.9997 %	0.9997 %	0.999709 %	20565.329551696777
5000	96	256	|	768	-1	squared_l2
0.9668 %	0.97001 %	0.978182 %	0.9826385 %	|	0.999 %	0.9994 %	0.99934 %	0.9997 %	0.9997 %	0.999719 %	22003.575086593628
5000	96	256	|	1024	-1	squared_l2
0.9668 %	0.97001 %	0.978188 %	0.9826542 %	|	0.999 %	0.9994 %	0.99934 %	0.9997 %	0.9997 %	0.99973 %	28560.270309448242
5000	96	256	|	1280	-1	squared_l2
0.9668 %	0.97001 %	0.978191 %	0.9826585 %	|	0.999 %	0.9994 %	0.99934 %	0.9997 %	0.9997 %	0.999733 %	34464.11466598511
5000	96	256	|	1536	-1	squared_l2
0.9668 %	0.97001 %	0.978192 %	0.9826599 %	|	0.999 %	0.9994 %	0.99934 %	0.9997 %	0.9997 %	0.999734 %	40401.68309211731
5000	96	256	|	2048	-1	squared_l2
0.9668 %	0.97001 %	0.978192 %	0.9826607 %	|	0.999 %	0.9994 %	0.99934 %	0.9997 %	0.9997 %	0.999734 %	52703.12023162842
5000	48	256	|	1	-1	squared_l2
0.4818 %	0.47251 %	0.436775 %	0.3851331 %	|	0.5536 %	0.5543 %	0.50099 %	0.5549 %	0.50153 %	0.44996 %	3161.4773273468018
5000	48	256	|	16	-1	squared_l2
0.7987 %	0.83196 %	0.846402 %	0.8463285 %	|	0.9661 %	0.9672 %	0.9568 %	0.9677 %	0.95731 %	0.937888 %	3540.771961212158
5000	48	256	|	32	-1	squared_l2
0.813 %	0.84655 %	0.867914 %	0.8787121 %	|	0.9866 %	0.9877 %	0.98287 %	0.9882 %	0.98339 %	0.97444 %	3833.2159519195557
5000	48	256	|	64	-1	squared_l2
0.817 %	0.85213 %	0.876329 %	0.8924498 %	|	0.9939 %	0.9951 %	0.99382 %	0.9956 %	0.99433 %	0.991078 %	4342.325687408447
5000	48	256	|	128	-1	squared_l2
0.8195 %	0.85404 %	0.879073 %	0.89732 %	|	0.9973 %	0.9985 %	0.99795 %	0.999 %	0.99847 %	0.9973 %	4921.770334243774
5000	48	256	|	256	-1	squared_l2
0.8195 %	0.85439 %	0.879836 %	0.8988393 %	|	0.9977 %	0.9989 %	0.99895 %	0.9994 %	0.99947 %	0.9992 %	6885.835886001587
5000	48	256	|	320	-1	squared_l2
0.8197 %	0.85447 %	0.879924 %	0.8990215 %	|	0.9981 %	0.9993 %	0.99905 %	0.9998 %	0.99957 %	0.999424 %	8062.217950820923
5000	48	256	|	384	-1	squared_l2
0.8197 %	0.8545 %	0.87996 %	0.8991103 %	|	0.9981 %	0.9993 %	0.99912 %	0.9998 %	0.99963 %	0.999519 %	9519.24443244934
5000	48	256	|	448	-1	squared_l2
0.8197 %	0.85454 %	0.879989 %	0.8991608 %	|	0.9981 %	0.9993 %	0.99918 %	0.9998 %	0.9997 %	0.99959 %	10638.438940048218
5000	48	256	|	512	-1	squared_l2
0.8197 %	0.85456 %	0.880002 %	0.8991936 %	|	0.9981 %	0.9993 %	0.9992 %	0.9998 %	0.99972 %	0.999635 %	11580.233335494995
5000	48	256	|	576	-1	squared_l2
0.8197 %	0.85457 %	0.880018 %	0.899213 %	|	0.9981 %	0.9993 %	0.99922 %	0.9998 %	0.99974 %	0.999663 %	12735.794067382812
5000	48	256	|	640	-1	squared_l2
0.8197 %	0.85457 %	0.880025 %	0.8992265 %	|	0.9981 %	0.9993 %	0.99922 %	0.9998 %	0.99974 %	0.999684 %	13710.312366485596
5000	48	256	|	704	-1	squared_l2
0.8197 %	0.85457 %	0.880031 %	0.899235 %	|	0.9981 %	0.9993 %	0.99922 %	0.9998 %	0.99974 %	0.999694 %	14727.192640304565
5000	48	256	|	768	-1	squared_l2
0.8197 %	0.85457 %	0.880034 %	0.899241 %	|	0.9981 %	0.9993 %	0.99922 %	0.9998 %	0.99974 %	0.999704 %	15606.267929077148
5000	48	256	|	1024	-1	squared_l2
0.8197 %	0.85457 %	0.880042 %	0.8992531 %	|	0.9981 %	0.9993 %	0.99922 %	0.9998 %	0.99974 %	0.999715 %	20153.254747390747
5000	48	256	|	1280	-1	squared_l2
0.8197 %	0.85457 %	0.880042 %	0.8992566 %	|	0.9981 %	0.9993 %	0.99922 %	0.9998 %	0.99974 %	0.999718 %	24038.679122924805
5000	48	256	|	1536	-1	squared_l2
0.8197 %	0.85457 %	0.880042 %	0.8992577 %	|	0.9981 %	0.9993 %	0.99922 %	0.9998 %	0.99974 %	0.999719 %	27893.790006637573
5000	48	256	|	2048	-1	squared_l2
0.8197 %	0.85457 %	0.880042 %	0.8992582 %	|	0.9981 %	0.9993 %	0.99922 %	0.9998 %	0.99974 %	0.999719 %	35637.08758354187
4000	96	256	|	1	-1	squared_l2
0.5502 %	0.50954 %	0.460921 %	0.4057588 %	|	0.5605 %	0.5607 %	0.51314 %	0.5612 %	0.51358 %	0.462215 %	2619.2264556884766
4000	96	256	|	16	-1	squared_l2
0.9421 %	0.93998 %	0.934113 %	0.9146407 %	|	0.9704 %	0.9707 %	0.9621 %	0.9712 %	0.96251 %	0.945291 %	3250.0391006469727
4000	96	256	|	32	-1	squared_l2
0.9594 %	0.9597 %	0.962783 %	0.9563794 %	|	0.9898 %	0.9901 %	0.98603 %	0.9905 %	0.98645 %	0.978398 %	3593.11580657959
4000	96	256	|	64	-1	squared_l2
0.9654 %	0.96704 %	0.973574 %	0.9742405 %	|	0.9967 %	0.997 %	0.99522 %	0.9975 %	0.99565 %	0.992531 %	4498.9683628082275
4000	96	256	|	128	-1	squared_l2
0.9669 %	0.96947 %	0.977059 %	0.9805323 %	|	0.9984 %	0.9987 %	0.99838 %	0.9992 %	0.99881 %	0.997838 %	6298.004150390625
4000	96	256	|	256	-1	squared_l2
0.9674 %	0.96993 %	0.977934 %	0.9821654 %	|	0.9989 %	0.9992 %	0.99909 %	0.9997 %	0.99952 %	0.999398 %	10461.809873580933
4000	96	256	|	320	-1	squared_l2
0.9674 %	0.96998 %	0.978018 %	0.9823351 %	|	0.9989 %	0.9992 %	0.99921 %	0.9997 %	0.99965 %	0.999551 %	12573.62699508667
4000	96	256	|	384	-1	squared_l2
0.9675 %	0.97 %	0.978062 %	0.9824182 %	|	0.999 %	0.9993 %	0.99925 %	0.9998 %	0.99969 %	0.999623 %	14384.851217269897
4000	96	256	|	448	-1	squared_l2
0.9675 %	0.97002 %	0.97808 %	0.9824651 %	|	0.999 %	0.9993 %	0.99927 %	0.9998 %	0.99971 %	0.999662 %	16420.506715774536
4000	96	256	|	512	-1	squared_l2
0.9675 %	0.97002 %	0.978088 %	0.9824901 %	|	0.999 %	0.9993 %	0.99927 %	0.9998 %	0.99971 %	0.999676 %	18229.053497314453
4000	96	256	|	576	-1	squared_l2
0.9675 %	0.97002 %	0.978099 %	0.9825068 %	|	0.999 %	0.9993 %	0.99927 %	0.9998 %	0.99971 %	0.999698 %	20006.99472427368
4000	96	256	|	640	-1	squared_l2
0.9675 %	0.97003 %	0.978105 %	0.9825184 %	|	0.999 %	0.9993 %	0.99928 %	0.9998 %	0.99972 %	0.99971 %	21778.027057647705
4000	96	256	|	704	-1	squared_l2
0.9675 %	0.97003 %	0.978108 %	0.9825266 %	|	0.999 %	0.9993 %	0.99928 %	0.9998 %	0.99972 %	0.999715 %	24289.722442626953
4000	96	256	|	768	-1	squared_l2
0.9675 %	0.97003 %	0.978112 %	0.9825309 %	|	0.999 %	0.9993 %	0.99928 %	0.9998 %	0.99972 %	0.99972 %	26155.178546905518
4000	96	256	|	1024	-1	squared_l2
0.9675 %	0.97003 %	0.978115 %	0.982539 %	|	0.999 %	0.9993 %	0.99928 %	0.9998 %	0.99972 %	0.999727 %	33352.55742073059
4000	96	256	|	1280	-1	squared_l2
0.9675 %	0.97003 %	0.978116 %	0.9825414 %	|	0.999 %	0.9993 %	0.99928 %	0.9998 %	0.99972 %	0.999731 %	40587.91089057922
4000	96	256	|	1536	-1	squared_l2
0.9675 %	0.97003 %	0.978116 %	0.9825419 %	|	0.999 %	0.9993 %	0.99928 %	0.9998 %	0.99972 %	0.999731 %	47809.78584289551
4000	96	256	|	2048	-1	squared_l2
0.9675 %	0.97003 %	0.978116 %	0.9825422 %	|	0.999 %	0.9993 %	0.99928 %	0.9998 %	0.99972 %	0.999731 %	63106.547355651855
4000	48	256	|	1	-1	squared_l2
0.4873 %	0.48163 %	0.447547 %	0.3993336 %	|	0.5598 %	0.5609 %	0.51312 %	0.5612 %	0.51359 %	0.462212 %	2559.4568252563477
4000	48	256	|	16	-1	squared_l2
0.795 %	0.83217 %	0.850037 %	0.8526299 %	|	0.9692 %	0.9707 %	0.96205 %	0.9711 %	0.96253 %	0.945289 %	3004.7740936279297
4000	48	256	|	32	-1	squared_l2
0.8071 %	0.8455 %	0.868968 %	0.8811721 %	|	0.9885 %	0.9901 %	0.98599 %	0.9905 %	0.98647 %	0.978396 %	3519.35076713562
4000	48	256	|	64	-1	squared_l2
0.8115 %	0.85003 %	0.87583 %	0.8925928 %	|	0.9954 %	0.997 %	0.99518 %	0.9974 %	0.99566 %	0.992531 %	3748.4138011932373
4000	48	256	|	128	-1	squared_l2
0.8123 %	0.85148 %	0.878238 %	0.8966619 %	|	0.997 %	0.9987 %	0.99834 %	0.9992 %	0.99884 %	0.99784 %	4791.039228439331
4000	48	256	|	256	-1	squared_l2
0.8125 %	0.8517 %	0.878863 %	0.8978126 %	|	0.9975 %	0.9992 %	0.99905 %	0.9997 %	0.99955 %	0.999394 %	7405.033826828003
4000	48	256	|	320	-1	squared_l2
0.8124 %	0.85174 %	0.878916 %	0.8979407 %	|	0.9975 %	0.9992 %	0.99917 %	0.9997 %	0.99967 %	0.999546 %	8716.160297393799
4000	48	256	|	384	-1	squared_l2
0.8125 %	0.85177 %	0.878946 %	0.8980037 %	|	0.9976 %	0.9993 %	0.99921 %	0.9998 %	0.99971 %	0.999618 %	10264.034509658813
4000	48	256	|	448	-1	squared_l2
0.8125 %	0.85178 %	0.878963 %	0.8980396 %	|	0.9976 %	0.9993 %	0.99923 %	0.9998 %	0.99973 %	0.999657 %	11757.453918457031
4000	48	256	|	512	-1	squared_l2
0.8125 %	0.85178 %	0.878965 %	0.8980589 %	|	0.9976 %	0.9993 %	0.99923 %	0.9998 %	0.99973 %	0.999671 %	12749.26781654358
4000	48	256	|	576	-1	squared_l2
0.8125 %	0.85178 %	0.878971 %	0.8980732 %	|	0.9976 %	0.9993 %	0.99923 %	0.9998 %	0.99973 %	0.999693 %	13990.172386169434
4000	48	256	|	640	-1	squared_l2
0.8125 %	0.85178 %	0.878977 %	0.8980833 %	|	0.9976 %	0.9993 %	0.99924 %	0.9998 %	0.99974 %	0.999705 %	15092.342615127563
4000	48	256	|	704	-1	squared_l2
0.8125 %	0.85178 %	0.878979 %	0.8980878 %	|	0.9976 %	0.9993 %	0.99924 %	0.9998 %	0.99974 %	0.99971 %	16259.16337966919
4000	48	256	|	768	-1	squared_l2
0.8125 %	0.85178 %	0.87898 %	0.8980927 %	|	0.9976 %	0.9993 %	0.99924 %	0.9998 %	0.99974 %	0.999715 %	17463.995218276978
4000	48	256	|	1024	-1	squared_l2
0.8125 %	0.85178 %	0.878984 %	0.8980992 %	|	0.9976 %	0.9993 %	0.99924 %	0.9998 %	0.99974 %	0.999722 %	22762.77232170105
4000	48	256	|	1280	-1	squared_l2
0.8125 %	0.85178 %	0.878985 %	0.8981006 %	|	0.9976 %	0.9993 %	0.99924 %	0.9998 %	0.99974 %	0.999726 %	27406.41140937805
4000	48	256	|	1536	-1	squared_l2
0.8125 %	0.85178 %	0.878985 %	0.8981008 %	|	0.9976 %	0.9993 %	0.99924 %	0.9998 %	0.99974 %	0.999726 %	32084.919214248657
4000	48	256	|	2048	-1	squared_l2
0.8125 %	0.85178 %	0.878985 %	0.8981009 %	|	0.9976 %	0.9993 %	0.99924 %	0.9998 %	0.99974 %	0.999726 %	41414.05272483826
3500	96	256	|	1	-1	squared_l2
0.5617 %	0.51932 %	0.471037 %	0.4164952 %	|	0.5723 %	0.5726 %	0.52307 %	0.5729 %	0.52349 %	0.472387 %	2359.4956398010254
3500	96	256	|	16	-1	squared_l2
0.9414 %	0.94211 %	0.938221 %	0.9203189 %	|	0.9714 %	0.9717 %	0.96482 %	0.972 %	0.96523 %	0.949861 %	2882.9052448272705
3500	96	256	|	32	-1	squared_l2
0.9578 %	0.96071 %	0.964539 %	0.9592839 %	|	0.9886 %	0.9889 %	0.9872 %	0.9893 %	0.9876 %	0.980649 %	3380.925178527832
3500	96	256	|	64	-1	squared_l2
0.9643 %	0.96752 %	0.974278 %	0.9755698 %	|	0.9962 %	0.9965 %	0.99594 %	0.9968 %	0.99636 %	0.993608 %	4450.358629226685
3500	96	256	|	128	-1	squared_l2
0.9665 %	0.96929 %	0.977305 %	0.9809916 %	|	0.9985 %	0.9988 %	0.99853 %	0.9991 %	0.99892 %	0.998213 %	6572.782039642334
3500	96	256	|	256	-1	squared_l2
0.967 %	0.96976 %	0.977966 %	0.9823199 %	|	0.999 %	0.9993 %	0.99925 %	0.9996 %	0.99966 %	0.999448 %	11178.873777389526
3500	96	256	|	320	-1	squared_l2
0.967 %	0.96977 %	0.978034 %	0.9824604 %	|	0.999 %	0.9993 %	0.99928 %	0.9996 %	0.99969 %	0.999594 %	13530.324697494507
3500	96	256	|	384	-1	squared_l2
0.967 %	0.96978 %	0.978073 %	0.9825278 %	|	0.999 %	0.9993 %	0.99929 %	0.9996 %	0.9997 %	0.999657 %	15567.99864768982
3500	96	256	|	448	-1	squared_l2
0.967 %	0.96978 %	0.978088 %	0.9825631 %	|	0.999 %	0.9993 %	0.99929 %	0.9996 %	0.9997 %	0.999684 %	17786.71169281006
3500	96	256	|	512	-1	squared_l2
0.967 %	0.96979 %	0.978096 %	0.9825857 %	|	0.999 %	0.9993 %	0.9993 %	0.9996 %	0.99971 %	0.999702 %	19810.497045516968
3500	96	256	|	576	-1	squared_l2
0.967 %	0.96979 %	0.978097 %	0.9826 %	|	0.999 %	0.9993 %	0.9993 %	0.9996 %	0.99971 %	0.999712 %	21824.257135391235
3500	96	256	|	640	-1	squared_l2
0.967 %	0.96979 %	0.978098 %	0.982606 %	|	0.999 %	0.9993 %	0.9993 %	0.9996 %	0.99971 %	0.99972 %	23819.153785705566
3500	96	256	|	704	-1	squared_l2
0.967 %	0.96979 %	0.978101 %	0.9826119 %	|	0.999 %	0.9993 %	0.9993 %	0.9996 %	0.99971 %	0.999727 %	26550.322771072388
3500	96	256	|	768	-1	squared_l2
0.967 %	0.9698 %	0.978102 %	0.9826151 %	|	0.999 %	0.9993 %	0.99931 %	0.9996 %	0.99972 %	0.99973 %	28643.88632774353
3500	96	256	|	1024	-1	squared_l2
0.967 %	0.9698 %	0.978102 %	0.982621 %	|	0.999 %	0.9993 %	0.99931 %	0.9996 %	0.99972 %	0.999732 %	36736.50884628296
3500	96	256	|	1280	-1	squared_l2
0.967 %	0.9698 %	0.978103 %	0.9826228 %	|	0.999 %	0.9993 %	0.99931 %	0.9996 %	0.99972 %	0.999733 %	44963.27567100525
3500	96	256	|	1536	-1	squared_l2
0.967 %	0.9698 %	0.978103 %	0.9826232 %	|	0.999 %	0.9993 %	0.99931 %	0.9996 %	0.99972 %	0.999733 %	53290.48657417297
3500	96	256	|	2048	-1	squared_l2
0.967 %	0.9698 %	0.978103 %	0.9826234 %	|	0.999 %	0.9993 %	0.99931 %	0.9996 %	0.99972 %	0.999733 %	70526.96657180786
3500	48	256	|	1	-1	squared_l2
0.4942 %	0.49053 %	0.457189 %	0.4098865 %	|	0.5712 %	0.5727 %	0.52285 %	0.5731 %	0.5235 %	0.472374 %	2308.690309524536
3500	48	256	|	16	-1	squared_l2
0.7981 %	0.83484 %	0.852303 %	0.856248 %	|	0.97 %	0.9719 %	0.96462 %	0.9722 %	0.96527 %	0.949855 %	2785.892963409424
3500	48	256	|	32	-1	squared_l2
0.8102 %	0.84659 %	0.869616 %	0.8826178 %	|	0.9871 %	0.9891 %	0.98701 %	0.9894 %	0.98764 %	0.980638 %	2948.3447074890137
3500	48	256	|	64	-1	squared_l2
0.8146 %	0.85082 %	0.875948 %	0.8929673 %	|	0.9946 %	0.9967 %	0.99574 %	0.9969 %	0.99638 %	0.993595 %	3517.080545425415
3500	48	256	|	128	-1	squared_l2
0.8163 %	0.85223 %	0.877945 %	0.8965 %	|	0.9968 %	0.999 %	0.99833 %	0.9993 %	0.99896 %	0.998199 %	4703.21798324585
3500	48	256	|	256	-1	squared_l2
