Program: scann Topk: 1000 Num_split: 1 Batch: 128
L	Threashold	m	|	w	r	Metric
0.4913 %	0.55334 %	0.58124 %	0.5905065 %	|	0.8209 %	0.856 %	0.84603 %	0.8562 %	0.85324 %	0.818948 %	237.0436191558838
1000	0.4	50	|	40	-1	dot_product
0.4973 %	0.55736 %	0.58582 %	0.5981879 %	|	0.831 %	0.868 %	0.85764 %	0.8682 %	0.86569 %	0.832665 %	245.95975875854492
1000	0.4	50	|	45	-1	dot_product
0.502 %	0.56096 %	0.589438 %	0.6044683 %	|	0.841 %	0.88 %	0.86744 %	0.8802 %	0.87619 %	0.84416 %	257.7335834503174
1000	0.4	50	|	50	-1	dot_product
0.5047 %	0.5637 %	0.592475 %	0.6097702 %	|	0.8475 %	0.8878 %	0.87564 %	0.8881 %	0.88492 %	0.854118 %	266.2522792816162
1000	0.4	50	|	55	-1	dot_product
0.5085 %	0.56608 %	0.595038 %	0.6141611 %	|	0.8546 %	0.8957 %	0.88264 %	0.8961 %	0.89253 %	0.862576 %	282.0277214050293
1000	0.4	50	|	60	-1	dot_product
0.5114 %	0.56803 %	0.597296 %	0.6180138 %	|	0.8589 %	0.9016 %	0.88873 %	0.902 %	0.89919 %	0.870353 %	289.32714462280273
1000	0.4	50	|	65	-1	dot_product
0.5138 %	0.56978 %	0.59927 %	0.6214425 %	|	0.8638 %	0.9082 %	0.89446 %	0.9086 %	0.9054 %	0.877463 %	305.2549362182617
1000	0.4	50	|	75	-1	dot_product
0.5176 %	0.57238 %	0.602514 %	0.6271039 %	|	0.8727 %	0.9189 %	0.90325 %	0.9194 %	0.91519 %	0.889437 %	317.7328109741211
1000	0.4	50	|	90	-1	dot_product
0.5228 %	0.57627 %	0.606115 %	0.6335752 %	|	0.8837 %	0.9317 %	0.91468 %	0.9324 %	0.92808 %	0.903815 %	347.55492210388184
1000	0.4	50	|	110	-1	dot_product
0.527 %	0.57932 %	0.6094 %	0.6397733 %	|	0.8939 %	0.9443 %	0.92561 %	0.9451 %	0.94065 %	0.918468 %	386.40785217285156
1000	0.4	50	|	130	-1	dot_product
0.5305 %	0.58149 %	0.611862 %	0.6441665 %	|	0.9006 %	0.9527 %	0.93376 %	0.9537 %	0.95003 %	0.929741 %	417.3462390899658
1000	0.4	50	|	150	-1	dot_product
0.5327 %	0.58287 %	0.613667 %	0.6475483 %	|	0.9058 %	0.9598 %	0.94006 %	0.9609 %	0.95751 %	0.938664 %	456.27593994140625
1000	0.4	50	|	170	-1	dot_product
0.534 %	0.58393 %	0.615003 %	0.6501084 %	|	0.9105 %	0.9656 %	0.94478 %	0.967 %	0.96348 %	0.945812 %	484.7133159637451
1000	0.4	50	|	200	-1	dot_product
0.5352 %	0.58518 %	0.616644 %	0.6530275 %	|	0.9151 %	0.9717 %	0.95077 %	0.9733 %	0.97065 %	0.954291 %	533.1602096557617
1000	0.4	50	|	220	-1	dot_product
0.5359 %	0.58598 %	0.617428 %	0.6545683 %	|	0.9169 %	0.9746 %	0.95407 %	0.9762 %	0.97473 %	0.958915 %	571.8240737915039
1000	0.4	50	|	250	-1	dot_product
0.538 %	0.58708 %	0.618459 %	0.6564105 %	|	0.9207 %	0.9799 %	0.95811 %	0.9817 %	0.97958 %	0.964592 %	618.9746856689453
1000	0.4	50	|	310	-1	dot_product
0.5403 %	0.58827 %	0.619671 %	0.6588954 %	|	0.9258 %	0.9868 %	0.9634 %	0.9889 %	0.98631 %	0.972742 %	708.4972858428955
1000	0.4	50	|	400	-1	dot_product
0.5415 %	0.58958 %	0.620781 %	0.6609942 %	|	0.9297 %	0.9917 %	0.96832 %	0.9938 %	0.9926 %	0.980135 %	839.0195369720459
1000	0.4	50	|	500	-1	dot_product
0.5422 %	0.59002 %	0.621287 %	0.6621752 %	|	0.9317 %	0.9947 %	0.97073 %	0.9969 %	0.99603 %	0.984485 %	977.5121212005615
1000	0.4	50	|	800	-1	dot_product
0.543 %	0.59059 %	0.621733 %	0.6632721 %	|	0.9339 %	0.9974 %	0.97341 %	0.9996 %	0.99964 %	0.988437 %	1391.2453651428223
1000	0.4	50	|	1000	-1	dot_product
0.543 %	0.59066 %	0.621762 %	0.6633302 %	|	0.934 %	0.9978 %	0.97355 %	1.0 %	0.99983 %	0.988637 %	1647.01509475708
1000	0.4	25	|	1	-1	dot_product
0.1177 %	0.14688 %	0.177572 %	0.1750393 %	|	0.2499 %	0.3251 %	0.28834 %	0.3342 %	0.32218 %	0.283462 %	90.79432487487793
1000	0.4	25	|	2	-1	dot_product
0.1548 %	0.18666 %	0.221093 %	0.2394382 %	|	0.3344 %	0.4463 %	0.38797 %	0.4658 %	0.45075 %	0.398817 %	104.91061210632324
1000	0.4	25	|	4	-1	dot_product
0.1841 %	0.21669 %	0.25321 %	0.2867218 %	|	0.4034 %	0.5531 %	0.47127 %	0.5855 %	0.57044 %	0.503952 %	129.6834945678711
1000	0.4	25	|	8	-1	dot_product
0.205 %	0.23726 %	0.274626 %	0.3199164 %	|	0.4568 %	0.644 %	0.53501 %	0.6945 %	0.67546 %	0.587913 %	153.1503200531006
1000	0.4	25	|	16	-1	dot_product
0.2171 %	0.24964 %	0.288505 %	0.3435445 %	|	0.4921 %	0.7088 %	0.57948 %	0.7783 %	0.75995 %	0.651509 %	177.90651321411133
1000	0.4	25	|	25	-1	dot_product
0.2218 %	0.25453 %	0.294007 %	0.3544669 %	|	0.5053 %	0.7388 %	0.59875 %	0.8229 %	0.80263 %	0.681833 %	202.8675079345703
1000	0.4	25	|	30	-1	dot_product
0.2229 %	0.25578 %	0.295798 %	0.3581037 %	|	0.5087 %	0.7487 %	0.60482 %	0.8387 %	0.81723 %	0.692173 %	206.96067810058594
1000	0.4	25	|	35	-1	dot_product
0.2236 %	0.25675 %	0.297153 %	0.3608593 %	|	0.5113 %	0.7549 %	0.609 %	0.8504 %	0.82899 %	0.70011 %	222.86272048950195
1000	0.4	25	|	40	-1	dot_product
0.2245 %	0.25749 %	0.298132 %	0.3629875 %	|	0.5144 %	0.7616 %	0.61278 %	0.8618 %	0.83907 %	0.706393 %	230.14020919799805
1000	0.4	25	|	45	-1	dot_product
0.2262 %	0.25812 %	0.298898 %	0.3646592 %	|	0.5177 %	0.7686 %	0.6157 %	0.8727 %	0.84703 %	0.711388 %	241.20354652404785
1000	0.4	25	|	50	-1	dot_product
0.2266 %	0.25874 %	0.299539 %	0.3660232 %	|	0.5202 %	0.7734 %	0.61783 %	0.8799 %	0.85355 %	0.715587 %	249.89795684814453
1000	0.4	25	|	55	-1	dot_product
0.2272 %	0.25915 %	0.300041 %	0.3671348 %	|	0.5226 %	0.7781 %	0.61973 %	0.8869 %	0.8593 %	0.718932 %	258.48984718322754
1000	0.4	25	|	60	-1	dot_product
0.2279 %	0.25948 %	0.300429 %	0.3680888 %	|	0.5241 %	0.7813 %	0.62118 %	0.892 %	0.86406 %	0.721865 %	264.8589611053467
1000	0.4	25	|	65	-1	dot_product
0.2282 %	0.25974 %	0.300753 %	0.3689341 %	|	0.5252 %	0.7839 %	0.6223 %	0.8981 %	0.86835 %	0.72454 %	268.3403491973877
1000	0.4	25	|	75	-1	dot_product
0.2292 %	0.2602 %	0.301303 %	0.3702531 %	|	0.5273 %	0.7893 %	0.62436 %	0.9077 %	0.87491 %	0.728732 %	282.346248626709
1000	0.4	25	|	90	-1	dot_product
0.2294 %	0.26064 %	0.301898 %	0.3717126 %	|	0.5298 %	0.7958 %	0.62675 %	0.9191 %	0.88291 %	0.733354 %	302.7195930480957
1000	0.4	25	|	110	-1	dot_product
0.2301 %	0.26112 %	0.30238 %	0.3729525 %	|	0.5317 %	0.801 %	0.62896 %	0.9296 %	0.89039 %	0.737445 %	336.8649482727051
1000	0.4	25	|	130	-1	dot_product
0.2302 %	0.26152 %	0.302717 %	0.3737988 %	|	0.5327 %	0.8044 %	0.63053 %	0.9364 %	0.89579 %	0.740295 %	354.6006679534912
1000	0.4	25	|	150	-1	dot_product
0.2305 %	0.26174 %	0.302895 %	0.3743778 %	|	0.5336 %	0.8068 %	0.6314 %	0.9417 %	0.89931 %	0.742229 %	377.7785301208496
1000	0.4	25	|	170	-1	dot_product
0.2306 %	0.26188 %	0.303029 %	0.3747881 %	|	0.5343 %	0.8088 %	0.63198 %	0.9466 %	0.90227 %	0.7437 %	399.0633487701416
1000	0.4	25	|	200	-1	dot_product
0.2307 %	0.26199 %	0.303151 %	0.3751874 %	|	0.5346 %	0.8102 %	0.63272 %	0.9504 %	0.90512 %	0.745189 %	438.54451179504395
1000	0.4	25	|	220	-1	dot_product
0.2307 %	0.26204 %	0.303212 %	0.3753768 %	|	0.5348 %	0.811 %	0.63305 %	0.9526 %	0.90688 %	0.745947 %	452.2514343261719
1000	0.4	25	|	250	-1	dot_product
0.2309 %	0.26209 %	0.303267 %	0.375581 %	|	0.5353 %	0.8121 %	0.63336 %	0.956 %	0.90874 %	0.746765 %	486.32001876831055
1000	0.4	25	|	310	-1	dot_product
0.231 %	0.26213 %	0.303342 %	0.375807 %	|	0.5356 %	0.8133 %	0.63375 %	0.96 %	0.91083 %	0.747641 %	545.6411838531494
1000	0.4	25	|	400	-1	dot_product
0.2311 %	0.2622 %	0.303391 %	0.3759371 %	|	0.536 %	0.8144 %	0.63405 %	0.9626 %	0.91242 %	0.748204 %	634.8164081573486
1000	0.4	25	|	500	-1	dot_product
0.2311 %	0.26222 %	0.303403 %	0.3759771 %	|	0.5362 %	0.8148 %	0.63415 %	0.9639 %	0.91309 %	0.74841 %	725.5113124847412
1000	0.4	25	|	800	-1	dot_product
0.2311 %	0.26222 %	0.303407 %	0.3759945 %	|	0.5362 %	0.8149 %	0.63417 %	0.9645 %	0.91336 %	0.748487 %	993.4961795806885
1000	0.4	25	|	1000	-1	dot_product
0.2311 %	0.26222 %	0.303407 %	0.3759945 %	|	0.5362 %	0.8149 %	0.63417 %	0.9645 %	0.91336 %	0.748487 %	1161.5750789642334
1000	0.4	20	|	1	-1	dot_product
0.0977 %	0.12958 %	0.164857 %	0.1726901 %	|	0.2234 %	0.3147 %	0.27104 %	0.3341 %	0.32186 %	0.281955 %	93.14346313476562
1000	0.4	20	|	2	-1	dot_product
0.1256 %	0.1616 %	0.203044 %	0.2330823 %	|	0.2922 %	0.4293 %	0.35929 %	0.4656 %	0.44908 %	0.393374 %	104.22968864440918
1000	0.4	20	|	4	-1	dot_product
0.1454 %	0.18475 %	0.22991 %	0.2766161 %	|	0.3489 %	0.5265 %	0.42891 %	0.5844 %	0.56566 %	0.490681 %	123.84343147277832
1000	0.4	20	|	8	-1	dot_product
0.1588 %	0.19787 %	0.245939 %	0.3058785 %	|	0.3855 %	0.6045 %	0.47722 %	0.6912 %	0.66422 %	0.563607 %	140.99621772766113
1000	0.4	20	|	16	-1	dot_product
0.1664 %	0.20417 %	0.254435 %	0.3241508 %	|	0.4052 %	0.6514 %	0.50557 %	0.7697 %	0.73855 %	0.613716 %	166.50128364562988
1000	0.4	20	|	25	-1	dot_product
0.1677 %	0.20639 %	0.257416 %	0.3315422 %	|	0.4119 %	0.6712 %	0.51619 %	0.8107 %	0.77295 %	0.634932 %	191.11084938049316
1000	0.4	20	|	30	-1	dot_product
0.1683 %	0.20703 %	0.258262 %	0.333783 %	|	0.4138 %	0.677 %	0.51889 %	0.8244 %	0.78388 %	0.641694 %	199.68080520629883
1000	0.4	20	|	35	-1	dot_product
0.1689 %	0.20745 %	0.258855 %	0.3353613 %	|	0.4156 %	0.681 %	0.52088 %	0.8338 %	0.7921 %	0.646505 %	210.0365161895752
1000	0.4	20	|	40	-1	dot_product
0.1693 %	0.20775 %	0.259328 %	0.3365562 %	|	0.4171 %	0.6853 %	0.52272 %	0.8434 %	0.79933 %	0.650184 %	218.85156631469727
1000	0.4	20	|	45	-1	dot_product
0.1699 %	0.20808 %	0.259676 %	0.3374802 %	|	0.4189 %	0.6895 %	0.52431 %	0.8523 %	0.80474 %	0.653056 %	228.26576232910156
1000	0.4	20	|	50	-1	dot_product
0.1702 %	0.20828 %	0.259941 %	0.3382275 %	|	0.42 %	0.6915 %	0.52529 %	0.8578 %	0.80891 %	0.65538 %	232.2854995727539
1000	0.4	20	|	55	-1	dot_product
0.1704 %	0.20854 %	0.26013 %	0.3387941 %	|	0.4212 %	0.6942 %	0.52629 %	0.8636 %	0.81254 %	0.657235 %	241.87207221984863
1000	0.4	20	|	60	-1	dot_product
0.1708 %	0.20872 %	0.260267 %	0.3392781 %	|	0.4226 %	0.696 %	0.52689 %	0.8676 %	0.81547 %	0.658764 %	250.17356872558594
1000	0.4	20	|	65	-1	dot_product
0.1709 %	0.20877 %	0.260383 %	0.3396739 %	|	0.4229 %	0.6976 %	0.52741 %	0.8718 %	0.81823 %	0.660104 %	255.53464889526367
1000	0.4	20	|	75	-1	dot_product
0.1713 %	0.20896 %	0.260558 %	0.3402943 %	|	0.4242 %	0.7007 %	0.52834 %	0.879 %	0.8221 %	0.662165 %	270.59102058410645
1000	0.4	20	|	90	-1	dot_product
0.1713 %	0.20915 %	0.260785 %	0.3409389 %	|	0.4255 %	0.7049 %	0.52941 %	0.8872 %	0.82703 %	0.66436 %	283.1850051879883
1000	0.4	20	|	110	-1	dot_product
0.1714 %	0.20924 %	0.260927 %	0.3414783 %	|	0.4261 %	0.707 %	0.53011 %	0.8944 %	0.83106 %	0.666259 %	307.07597732543945
1000	0.4	20	|	130	-1	dot_product
0.1714 %	0.20935 %	0.261027 %	0.3417991 %	|	0.4266 %	0.7087 %	0.53064 %	0.8996 %	0.83366 %	0.667451 %	322.27349281311035
1000	0.4	20	|	150	-1	dot_product
0.1716 %	0.2094 %	0.261086 %	0.3420229 %	|	0.4272 %	0.71 %	0.53093 %	0.9037 %	0.8356 %	0.668265 %	342.3323631286621
1000	0.4	20	|	170	-1	dot_product
0.1716 %	0.20944 %	0.26111 %	0.3421656 %	|	0.4275 %	0.7108 %	0.53113 %	0.9071 %	0.83697 %	0.668779 %	365.1270866394043
1000	0.4	20	|	200	-1	dot_product
0.1716 %	0.20945 %	0.261133 %	0.3422993 %	|	0.4275 %	0.7112 %	0.53129 %	0.9092 %	0.83823 %	0.669292 %	390.474796295166
1000	0.4	20	|	220	-1	dot_product
0.1716 %	0.20947 %	0.261152 %	0.342359 %	|	0.4276 %	0.7113 %	0.53136 %	0.9104 %	0.83889 %	0.669555 %	409.24549102783203
1000	0.4	20	|	250	-1	dot_product
0.1716 %	0.20947 %	0.26116 %	0.3424188 %	|	0.4276 %	0.7115 %	0.53141 %	0.912 %	0.83962 %	0.669802 %	435.38355827331543
1000	0.4	20	|	310	-1	dot_product
0.1716 %	0.20947 %	0.261169 %	0.342478 %	|	0.4276 %	0.7118 %	0.53148 %	0.914 %	0.84033 %	0.67004 %	488.07835578918457
1000	0.4	20	|	400	-1	dot_product
0.1716 %	0.20948 %	0.261181 %	0.3425131 %	|	0.4277 %	0.712 %	0.53156 %	0.9153 %	0.84093 %	0.670206 %	567.9681301116943
1000	0.4	20	|	500	-1	dot_product
0.1716 %	0.20948 %	0.261181 %	0.3425198 %	|	0.4277 %	0.712 %	0.53156 %	0.9156 %	0.84105 %	0.670232 %	648.4620571136475
1000	0.4	20	|	800	-1	dot_product
0.1716 %	0.20948 %	0.261181 %	0.3425209 %	|	0.4277 %	0.712 %	0.53156 %	0.9159 %	0.84109 %	0.67024 %	880.5294036865234
1000	0.4	20	|	1000	-1	dot_product
0.1716 %	0.20948 %	0.261181 %	0.3425209 %	|	0.4277 %	0.712 %	0.53156 %	0.9159 %	0.84109 %	0.67024 %	1015.9096717834473
1000	0.4	10	|	1	-1	dot_product
0.044 %	0.07081 %	0.121125 %	0.1680325 %	|	0.1321 %	0.2689 %	0.2092 %	0.3325 %	0.31947 %	0.277292 %	90.87562561035156
1000	0.4	10	|	2	-1	dot_product
0.0526 %	0.08034 %	0.13648 %	0.2139561 %	|	0.1597 %	0.3378 %	0.25061 %	0.4571 %	0.43407 %	0.367871 %	105.90267181396484
1000	0.4	10	|	4	-1	dot_product
0.0557 %	0.08431 %	0.143887 %	0.2365171 %	|	0.1734 %	0.381 %	0.27282 %	0.5597 %	0.51909 %	0.425152 %	124.70602989196777
1000	0.4	10	|	8	-1	dot_product
0.0572 %	0.08596 %	0.146831 %	0.2464497 %	|	0.1808 %	0.4062 %	0.28328 %	0.632 %	0.5714 %	0.453177 %	135.45465469360352
1000	0.4	10	|	16	-1	dot_product
0.0576 %	0.08641 %	0.147796 %	0.2506393 %	|	0.1832 %	0.4171 %	0.28687 %	0.6726 %	0.5974 %	0.465646 %	158.6596965789795
1000	0.4	10	|	25	-1	dot_product
0.058 %	0.08659 %	0.148052 %	0.2519316 %	|	0.1843 %	0.4195 %	0.28777 %	0.6855 %	0.60571 %	0.469332 %	176.48625373840332
1000	0.4	10	|	30	-1	dot_product
0.0582 %	0.08663 %	0.148104 %	0.2522583 %	|	0.1844 %	0.4202 %	0.28798 %	0.6898 %	0.60773 %	0.47025 %	184.64088439941406
1000	0.4	10	|	35	-1	dot_product
0.0582 %	0.08665 %	0.148131 %	0.2524702 %	|	0.1844 %	0.4204 %	0.28806 %	0.6927 %	0.6092 %	0.470964 %	183.4104061126709
1000	0.4	10	|	40	-1	dot_product
0.0582 %	0.08666 %	0.148165 %	0.2526343 %	|	0.1845 %	0.4209 %	0.28823 %	0.6953 %	0.61059 %	0.471492 %	192.87824630737305
1000	0.4	10	|	45	-1	dot_product
0.0582 %	0.08666 %	0.148191 %	0.2527549 %	|	0.1845 %	0.4214 %	0.28832 %	0.6973 %	0.61144 %	0.471841 %	202.714204788208
1000	0.4	10	|	50	-1	dot_product
0.0582 %	0.08667 %	0.148205 %	0.2528243 %	|	0.1845 %	0.4217 %	0.2884 %	0.6985 %	0.61211 %	0.472083 %	207.4732780456543
1000	0.4	10	|	55	-1	dot_product
0.0582 %	0.08667 %	0.148218 %	0.2528826 %	|	0.1845 %	0.422 %	0.28845 %	0.7002 %	0.61281 %	0.472283 %	211.99846267700195
1000	0.4	10	|	60	-1	dot_product
0.0582 %	0.08667 %	0.148224 %	0.2529349 %	|	0.1845 %	0.4221 %	0.28847 %	0.7016 %	0.6133 %	0.47244 %	218.4295654296875
1000	0.4	10	|	65	-1	dot_product
0.0582 %	0.08667 %	0.148232 %	0.2529699 %	|	0.1845 %	0.4221 %	0.2885 %	0.7026 %	0.61361 %	0.472571 %	222.80550003051758
1000	0.4	10	|	75	-1	dot_product
0.0582 %	0.08667 %	0.148247 %	0.2530269 %	|	0.1845 %	0.4224 %	0.28857 %	0.7047 %	0.61413 %	0.472786 %	232.35440254211426
1000	0.4	10	|	90	-1	dot_product
0.0582 %	0.08667 %	0.148256 %	0.2530791 %	|	0.1845 %	0.4224 %	0.28862 %	0.7061 %	0.61472 %	0.472989 %	243.60084533691406
1000	0.4	10	|	110	-1	dot_product
0.0582 %	0.08667 %	0.148263 %	0.2531203 %	|	0.1845 %	0.4225 %	0.28864 %	0.7067 %	0.61513 %	0.473136 %	264.7383213043213
1000	0.4	10	|	130	-1	dot_product
0.0582 %	0.08667 %	0.148261 %	0.2531456 %	|	0.1845 %	0.4225 %	0.28864 %	0.7074 %	0.6154 %	0.473214 %	277.9397964477539
1000	0.4	10	|	150	-1	dot_product
0.0582 %	0.08667 %	0.148262 %	0.2531571 %	|	0.1845 %	0.4226 %	0.28865 %	0.7081 %	0.61549 %	0.473246 %	289.9365425109863
1000	0.4	10	|	170	-1	dot_product
0.0582 %	0.08667 %	0.148264 %	0.2531622 %	|	0.1845 %	0.4226 %	0.28865 %	0.7084 %	0.61556 %	0.473266 %	308.1691265106201
1000	0.4	10	|	200	-1	dot_product
0.0582 %	0.08667 %	0.148264 %	0.2531701 %	|	0.1845 %	0.4226 %	0.28865 %	0.7086 %	0.61564 %	0.473292 %	324.45621490478516
1000	0.4	10	|	220	-1	dot_product
0.0582 %	0.08667 %	0.148264 %	0.2531723 %	|	0.1845 %	0.4226 %	0.28865 %	0.7087 %	0.61569 %	0.473302 %	339.1702175140381
1000	0.4	10	|	250	-1	dot_product
0.0582 %	0.08667 %	0.148264 %	0.2531731 %	|	0.1845 %	0.4226 %	0.28865 %	0.7087 %	0.6157 %	0.473306 %	356.8449020385742
1000	0.4	10	|	310	-1	dot_product
0.0582 %	0.08667 %	0.148264 %	0.2531752 %	|	0.1845 %	0.4226 %	0.28865 %	0.7087 %	0.61571 %	0.473312 %	400.5999565124512
1000	0.4	10	|	400	-1	dot_product
0.0582 %	0.08667 %	0.148264 %	0.2531759 %	|	0.1845 %	0.4226 %	0.28865 %	0.7088 %	0.61572 %	0.473316 %	455.4884433746338
1000	0.4	10	|	500	-1	dot_product
0.0582 %	0.08667 %	0.148264 %	0.253176 %	|	0.1845 %	0.4226 %	0.28865 %	0.7088 %	0.61572 %	0.473316 %	517.0660018920898
1000	0.4	10	|	800	-1	dot_product
0.0582 %	0.08667 %	0.148264 %	0.253176 %	|	0.1845 %	0.4226 %	0.28865 %	0.7088 %	0.61572 %	0.473316 %	691.5183067321777
1000	0.4	10	|	1000	-1	dot_product
0.0582 %	0.08667 %	0.148264 %	0.253176 %	|	0.1845 %	0.4226 %	0.28865 %	0.7088 %	0.61572 %	0.473316 %	796.9732284545898
1000	0.55	100	|	1	-1	dot_product
0.2989 %	0.31052 %	0.282007 %	0.1833279 %	|	0.3342 %	0.3342 %	0.32223 %	0.3342 %	0.32223 %	0.284407 %	102.9515266418457
1000	0.55	100	|	2	-1	dot_product
0.4117 %	0.42947 %	0.398949 %	0.2823898 %	|	0.4659 %	0.4659 %	0.45111 %	0.4659 %	0.45111 %	0.405057 %	124.42612648010254
1000	0.55	100	|	4	-1	dot_product
0.5143 %	0.53749 %	0.51143 %	0.3932745 %	|	0.5857 %	0.5857 %	0.57216 %	0.5857 %	0.57216 %	0.524158 %	143.6469554901123
1000	0.55	100	|	8	-1	dot_product
0.603 %	0.63123 %	0.609711 %	0.5040104 %	|	0.6952 %	0.6952 %	0.68067 %	0.6952 %	0.68067 %	0.632373 %	167.22512245178223
1000	0.55	100	|	16	-1	dot_product
0.6701 %	0.70622 %	0.692857 %	0.6082979 %	|	0.7802 %	0.7802 %	0.77213 %	0.7802 %	0.77213 %	0.728519 %	209.73587036132812
1000	0.55	100	|	25	-1	dot_product
0.7068 %	0.74416 %	0.73717 %	0.6690234 %	|	0.8272 %	0.8272 %	0.82095 %	0.8272 %	0.82095 %	0.782637 %	245.85223197937012
1000	0.55	100	|	30	-1	dot_product
0.7193 %	0.75734 %	0.753427 %	0.692142 %	|	0.8438 %	0.8438 %	0.83872 %	0.8438 %	0.83872 %	0.803101 %	263.28206062316895
1000	0.55	100	|	35	-1	dot_product
0.7287 %	0.768 %	0.766387 %	0.7108816 %	|	0.8562 %	0.8562 %	0.85324 %	0.8562 %	0.85324 %	0.81973 %	288.36750984191895
1000	0.55	100	|	40	-1	dot_product
0.7379 %	0.77679 %	0.777082 %	0.7265145 %	|	0.8682 %	0.8682 %	0.86569 %	0.8682 %	0.86569 %	0.833607 %	297.53971099853516
1000	0.55	100	|	45	-1	dot_product
0.747 %	0.78439 %	0.786012 %	0.7398081 %	|	0.8802 %	0.8802 %	0.87619 %	0.8802 %	0.87619 %	0.845302 %	316.24627113342285
1000	0.55	100	|	50	-1	dot_product
0.7533 %	0.79036 %	0.793556 %	0.7512629 %	|	0.8881 %	0.8881 %	0.88492 %	0.8881 %	0.88492 %	0.855474 %	343.31369400024414
1000	0.55	100	|	55	-1	dot_product
0.7591 %	0.79559 %	0.799923 %	0.7611382 %	|	0.8961 %	0.8961 %	0.89253 %	0.8961 %	0.89253 %	0.864116 %	351.59850120544434
1000	0.55	100	|	60	-1	dot_product
0.7634 %	0.80021 %	0.805693 %	0.7699927 %	|	0.902 %	0.902 %	0.8992 %	0.902 %	0.8992 %	0.872074 %	377.25329399108887
1000	0.55	100	|	65	-1	dot_product
0.7679 %	0.80451 %	0.810885 %	0.7780148 %	|	0.9086 %	0.9086 %	0.90541 %	0.9086 %	0.90541 %	0.879383 %	379.5950412750244
1000	0.55	100	|	75	-1	dot_product
0.7763 %	0.8109 %	0.819587 %	0.7915848 %	|	0.9193 %	0.9194 %	0.91521 %	0.9194 %	0.91521 %	0.891737 %	411.9381904602051
1000	0.55	100	|	90	-1	dot_product
0.7864 %	0.81952 %	0.829585 %	0.8078462 %	|	0.9323 %	0.9324 %	0.9281 %	0.9324 %	0.9281 %	0.906674 %	462.22877502441406
1000	0.55	100	|	110	-1	dot_product
0.7954 %	0.82723 %	0.839318 %	0.8241098 %	|	0.9449 %	0.9451 %	0.94067 %	0.9451 %	0.94067 %	0.922022 %	512.9318237304688
1000	0.55	100	|	130	-1	dot_product
0.801 %	0.83271 %	0.846651 %	0.836183 %	|	0.9535 %	0.9537 %	0.95006 %	0.9537 %	0.95006 %	0.933999 %	569.8621273040771
1000	0.55	100	|	150	-1	dot_product
0.8066 %	0.83692 %	0.852096 %	0.8456374 %	|	0.9607 %	0.9609 %	0.95754 %	0.9609 %	0.95754 %	0.943567 %	625.0231266021729
1000	0.55	100	|	170	-1	dot_product
0.81 %	0.84023 %	0.856278 %	0.853035 %	|	0.9668 %	0.967 %	0.96353 %	0.967 %	0.96353 %	0.951287 %	684.8502159118652
1000	0.55	100	|	200	-1	dot_product
0.8139 %	0.84396 %	0.861135 %	0.861631 %	|	0.9731 %	0.9733 %	0.97071 %	0.9733 %	0.97071 %	0.960547 %	756.3502788543701
1000	0.55	100	|	220	-1	dot_product
0.816 %	0.84605 %	0.863716 %	0.8661505 %	|	0.976 %	0.9762 %	0.97479 %	0.9762 %	0.97479 %	0.965632 %	817.0454502105713
1000	0.55	100	|	250	-1	dot_product
0.8205 %	0.84862 %	0.866765 %	0.8716617 %	|	0.9815 %	0.9817 %	0.97965 %	0.9817 %	0.97965 %	0.971975 %	884.6778869628906
1000	0.55	100	|	310	-1	dot_product
0.8255 %	0.85188 %	0.870982 %	0.8793542 %	|	0.9887 %	0.9889 %	0.98639 %	0.9889 %	0.9864 %	0.981139 %	1041.799545288086
1000	0.55	100	|	400	-1	dot_product
0.8291 %	0.85458 %	0.874716 %	0.8860838 %	|	0.9935 %	0.9938 %	0.99273 %	0.9938 %	0.99274 %	0.989668 %	1268.552541732788
1000	0.55	100	|	500	-1	dot_product
0.8318 %	0.85606 %	0.876784 %	0.8900847 %	|	0.9966 %	0.9969 %	0.99616 %	0.9969 %	0.99617 %	0.994828 %	1512.9907131195068
1000	0.55	100	|	800	-1	dot_product
0.8339 %	0.85764 %	0.878669 %	0.89388 %	|	0.9993 %	0.9996 %	0.99979 %	0.9996 %	0.99981 %	0.99973 %	2244.0574169158936
1000	0.55	100	|	1000	-1	dot_product
0.8341 %	0.85774 %	0.878759 %	0.8940917 %	|	0.9997 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.99999 %	2708.608388900757
1000	0.55	50	|	1	-1	dot_product
0.2171 %	0.25619 %	0.259638 %	0.1828419 %	|	0.3288 %	0.3342 %	0.32212 %	0.3342 %	0.32223 %	0.284407 %	94.09427642822266
1000	0.55	50	|	2	-1	dot_product
0.2909 %	0.34094 %	0.350671 %	0.2782337 %	|	0.4551 %	0.4659 %	0.45062 %	0.4659 %	0.45111 %	0.405057 %	115.88716506958008
1000	0.55	50	|	4	-1	dot_product
0.3532 %	0.40987 %	0.427378 %	0.3750324 %	|	0.569 %	0.5857 %	0.57089 %	0.5857 %	0.57216 %	0.524153 %	132.65514373779297
1000	0.55	50	|	8	-1	dot_product
0.4045 %	0.46275 %	0.485166 %	0.457551 %	|	0.6703 %	0.6951 %	0.67756 %	0.6952 %	0.68067 %	0.632314 %	153.50055694580078
1000	0.55	50	|	16	-1	dot_product
