Program: faissGPU Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.7129 %	0.79007 %	0.84153 %	0.8773875 %	|	0.9968 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.999919 %	2729.6931743621826
2000	32	256	|	1024	-1	squared_l2
0.7129 %	0.79007 %	0.841537 %	0.8774846 %	|	0.9968 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.999981 %	3494.4117069244385
2000	32	256	|	1280	-1	squared_l2
0.7129 %	0.79007 %	0.841539 %	0.8775106 %	|	0.9968 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.999999 %	4510.80584526062
2000	32	256	|	1536	-1	squared_l2
0.7129 %	0.79007 %	0.841539 %	0.8775174 %	|	0.9968 %	1.0 %	0.99998 %	1.0 %	1.0 %	1.0 %	5742.682218551636
2000	48	256	|	1	-1	squared_l2
0.3948 %	0.37087 %	0.29448 %	0.1709652 %	|	0.4238 %	0.4239 %	0.37771 %	0.4239 %	0.37771 %	0.295419 %	1205.1377296447754
2000	48	256	|	16	-1	squared_l2
0.811 %	0.83817 %	0.821156 %	0.7173806 %	|	0.9283 %	0.9283 %	0.9048 %	0.9283 %	0.9048 %	0.848853 %	1332.880973815918
2000	48	256	|	32	-1	squared_l2
0.8406 %	0.87366 %	0.880658 %	0.8259749 %	|	0.9709 %	0.971 %	0.95714 %	0.971 %	0.95714 %	0.924355 %	1410.675048828125
2000	48	256	|	64	-1	squared_l2
0.8525 %	0.88958 %	0.90982 %	0.8936469 %	|	0.9893 %	0.9894 %	0.9841 %	0.9894 %	0.9841 %	0.967814 %	1494.3902492523193
2000	48	256	|	128	-1	squared_l2
0.8582 %	0.89539 %	0.921696 %	0.9268715 %	|	0.9966 %	0.9968 %	0.99532 %	0.9968 %	0.99532 %	0.98923 %	1652.791976928711
2000	48	256	|	256	-1	squared_l2
0.8598 %	0.89711 %	0.925365 %	0.9392405 %	|	0.9988 %	0.999 %	0.99892 %	0.999 %	0.99892 %	0.997367 %	1926.3050556182861
2000	48	256	|	320	-1	squared_l2
0.8601 %	0.89739 %	0.925834 %	0.9409357 %	|	0.9994 %	0.9996 %	0.99952 %	0.9996 %	0.99952 %	0.998496 %	1965.4686450958252
2000	48	256	|	384	-1	squared_l2
0.8603 %	0.89751 %	0.926054 %	0.9418595 %	|	0.9997 %	0.9999 %	0.99975 %	0.9999 %	0.99975 %	0.999079 %	2116.032838821411
2000	48	256	|	448	-1	squared_l2
0.8604 %	0.89754 %	0.926171 %	0.9423907 %	|	0.9998 %	1.0 %	0.99987 %	1.0 %	0.99987 %	0.999413 %	2365.577459335327
2000	48	256	|	512	-1	squared_l2
0.8604 %	0.89757 %	0.926245 %	0.9427262 %	|	0.9998 %	1.0 %	0.99993 %	1.0 %	0.99993 %	0.999619 %	2525.3562927246094
2000	48	256	|	576	-1	squared_l2
0.8604 %	0.89756 %	0.926295 %	0.9429496 %	|	0.9998 %	1.0 %	0.99994 %	1.0 %	0.99994 %	0.999754 %	2637.6540660858154
2000	48	256	|	640	-1	squared_l2
0.8604 %	0.89757 %	0.926323 %	0.9430996 %	|	0.9998 %	1.0 %	0.99998 %	1.0 %	0.99998 %	0.999828 %	2874.8574256896973
2000	48	256	|	704	-1	squared_l2
0.8604 %	0.89758 %	0.926348 %	0.9432021 %	|	0.9998 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999891 %	3092.050313949585
2000	48	256	|	768	-1	squared_l2
0.8604 %	0.89758 %	0.926357 %	0.9432764 %	|	0.9998 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999919 %	3360.8834743499756
2000	48	256	|	1024	-1	squared_l2
0.8604 %	0.89758 %	0.926377 %	0.9434156 %	|	0.9998 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999981 %	4298.603296279907
2000	48	256	|	1280	-1	squared_l2
0.8604 %	0.89758 %	0.926385 %	0.943451 %	|	0.9998 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	5896.8517780303955
2000	48	256	|	1536	-1	squared_l2
0.8604 %	0.89758 %	0.926386 %	0.943463 %	|	0.9998 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	6976.505279541016
2000	96	256	|	1	-1	squared_l2
0.419 %	0.37692 %	0.295382 %	0.1709831 %	|	0.4238 %	0.4239 %	0.37771 %	0.4239 %	0.37771 %	0.295419 %	1222.060203552246
2000	96	256	|	16	-1	squared_l2
0.9047 %	0.89355 %	0.846273 %	0.7230523 %	|	0.9283 %	0.9283 %	0.9048 %	0.9283 %	0.9048 %	0.848853 %	1392.1833038330078
2000	96	256	|	32	-1	squared_l2
0.9433 %	0.94107 %	0.919262 %	0.8397269 %	|	0.9709 %	0.971 %	0.95714 %	0.971 %	0.95714 %	0.924355 %	1479.9163341522217
2000	96	256	|	64	-1	squared_l2
0.9602 %	0.96412 %	0.959411 %	0.9185813 %	|	0.9893 %	0.9894 %	0.9841 %	0.9894 %	0.9841 %	0.967814 %	1608.879804611206
2000	96	256	|	128	-1	squared_l2
0.9671 %	0.97285 %	0.977217 %	0.9629479 %	|	0.9967 %	0.9968 %	0.99532 %	0.9968 %	0.99532 %	0.98923 %	1823.4472274780273
2000	96	256	|	256	-1	squared_l2
0.9689 %	0.97537 %	0.982849 %	0.9817926 %	|	0.9989 %	0.999 %	0.99892 %	0.999 %	0.99892 %	0.997367 %	2327.633857727051
2000	96	256	|	320	-1	squared_l2
0.9695 %	0.97579 %	0.983496 %	0.9843967 %	|	0.9995 %	0.9996 %	0.99952 %	0.9996 %	0.99952 %	0.998496 %	2479.5172214508057
2000	96	256	|	384	-1	squared_l2
0.9698 %	0.97596 %	0.983817 %	0.9857866 %	|	0.9998 %	0.9999 %	0.99975 %	0.9999 %	0.99975 %	0.999079 %	2830.228567123413
2000	96	256	|	448	-1	squared_l2
0.9699 %	0.97602 %	0.983973 %	0.9865622 %	|	0.9999 %	1.0 %	0.99987 %	1.0 %	0.99987 %	0.999413 %	3131.1964988708496
2000	96	256	|	512	-1	squared_l2
0.9699 %	0.97605 %	0.98407 %	0.9870361 %	|	0.9999 %	1.0 %	0.99993 %	1.0 %	0.99993 %	0.999619 %	3507.5759887695312
2000	96	256	|	576	-1	squared_l2
0.9699 %	0.97604 %	0.98413 %	0.9873352 %	|	0.9999 %	1.0 %	0.99994 %	1.0 %	0.99994 %	0.999754 %	3722.1381664276123
2000	96	256	|	640	-1	squared_l2
0.9699 %	0.97606 %	0.984162 %	0.9875253 %	|	0.9999 %	1.0 %	0.99998 %	1.0 %	0.99998 %	0.999828 %	4228.861093521118
2000	96	256	|	704	-1	squared_l2
0.9699 %	0.97607 %	0.98419 %	0.9876513 %	|	0.9999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999891 %	4789.970636367798
2000	96	256	|	768	-1	squared_l2
0.9699 %	0.97607 %	0.984206 %	0.9877427 %	|	0.9999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999919 %	5185.6489181518555
2000	96	256	|	1024	-1	squared_l2
0.9699 %	0.97607 %	0.984233 %	0.9879034 %	|	0.9999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999981 %	6604.767322540283
2000	96	256	|	1280	-1	squared_l2
0.9699 %	0.97607 %	0.98424 %	0.9879447 %	|	0.9999 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999999 %	7831.42352104187
2000	96	256	|	1536	-1	squared_l2
0.9699 %	0.97607 %	0.984241 %	0.9879556 %	|	0.9999 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	9115.852355957031
1000	12	256	|	1	-1	squared_l2
0.2105 %	0.28655 %	0.302555 %	0.2356487 %	|	0.441 %	0.488 %	0.43501 %	0.4896 %	0.44076 %	0.364379 %	652.2157192230225
1000	12	256	|	16	-1	squared_l2
0.2983 %	0.43149 %	0.522288 %	0.5874456 %	|	0.7588 %	0.9492 %	0.8818 %	0.9598 %	0.9407 %	0.892653 %	730.0140857696533
1000	12	256	|	32	-1	squared_l2
0.3002 %	0.43487 %	0.53042 %	0.6092726 %	|	0.7671 %	0.9723 %	0.9052 %	0.9857 %	0.97765 %	0.941481 %	761.207103729248
1000	12	256	|	64	-1	squared_l2
0.3008 %	0.43578 %	0.532998 %	0.6180359 %	|	0.77 %	0.9811 %	0.9131 %	0.9964 %	0.99235 %	0.963148 %	877.9032230377197
1000	12	256	|	128	-1	squared_l2
0.3007 %	0.43594 %	0.533603 %	0.6208279 %	|	0.7707 %	0.9835 %	0.91509 %	0.9994 %	0.9976 %	0.970652 %	964.3287658691406
1000	12	256	|	256	-1	squared_l2
0.3007 %	0.43596 %	0.533673 %	0.6214266 %	|	0.7708 %	0.9838 %	0.91533 %	0.9998 %	0.99877 %	0.972341 %	1079.0672302246094
1000	12	256	|	320	-1	squared_l2
0.3007 %	0.43596 %	0.533668 %	0.6214674 %	|	0.7708 %	0.9838 %	0.91533 %	0.9998 %	0.99884 %	0.972473 %	1156.576156616211
1000	12	256	|	384	-1	squared_l2
0.3007 %	0.43596 %	0.533671 %	0.6214809 %	|	0.7708 %	0.9838 %	0.91534 %	0.9998 %	0.99889 %	0.972521 %	1235.161542892456
1000	12	256	|	448	-1	squared_l2
0.3007 %	0.43596 %	0.533669 %	0.6214884 %	|	0.7708 %	0.9838 %	0.91534 %	0.9998 %	0.9989 %	0.972535 %	1351.6130447387695
1000	12	256	|	512	-1	squared_l2
0.3007 %	0.43596 %	0.533667 %	0.6214901 %	|	0.7708 %	0.9838 %	0.91534 %	0.9998 %	0.9989 %	0.972542 %	1477.1974086761475
1000	12	256	|	576	-1	squared_l2
0.3007 %	0.43596 %	0.533666 %	0.6214902 %	|	0.7708 %	0.9838 %	0.91534 %	0.9998 %	0.9989 %	0.972543 %	1564.2402172088623
1000	12	256	|	640	-1	squared_l2
0.3007 %	0.43596 %	0.533666 %	0.6214929 %	|	0.7708 %	0.9838 %	0.91534 %	0.9998 %	0.9989 %	0.972548 %	1639.0876770019531
1000	12	256	|	704	-1	squared_l2
0.3007 %	0.43596 %	0.533666 %	0.6214923 %	|	0.7708 %	0.9838 %	0.91534 %	0.9998 %	0.9989 %	0.97255 %	1746.7777729034424
1000	12	256	|	768	-1	squared_l2
0.3007 %	0.43596 %	0.533666 %	0.6214909 %	|	0.7708 %	0.9838 %	0.91534 %	0.9998 %	0.9989 %	0.972547 %	1843.7116146087646
1000	24	256	|	1	-1	squared_l2
0.3393 %	0.38083 %	0.346742 %	0.2385176 %	|	0.4864 %	0.4896 %	0.44066 %	0.4896 %	0.44076 %	0.364436 %	652.2159576416016
1000	24	256	|	16	-1	squared_l2
0.5606 %	0.6694 %	0.721041 %	0.7267173 %	|	0.9398 %	0.9598 %	0.94021 %	0.9598 %	0.94086 %	0.901034 %	727.3995876312256
1000	24	256	|	32	-1	squared_l2
0.5691 %	0.68039 %	0.74253 %	0.7749081 %	|	0.9629 %	0.9856 %	0.97713 %	0.9857 %	0.97807 %	0.956598 %	777.045488357544
1000	24	256	|	64	-1	squared_l2
0.5706 %	0.68408 %	0.751104 %	0.7969709 %	|	0.9724 %	0.9963 %	0.99188 %	0.9964 %	0.993 %	0.98436 %	885.4084014892578
1000	24	256	|	128	-1	squared_l2
0.5712 %	0.68504 %	0.75406 %	0.8055471 %	|	0.975 %	0.9993 %	0.99715 %	0.9994 %	0.99845 %	0.995822 %	984.9300384521484
1000	24	256	|	256	-1	squared_l2
0.5713 %	0.68532 %	0.754706 %	0.8081654 %	|	0.9756 %	0.9999 %	0.99842 %	1.0 %	0.99981 %	0.999249 %	1170.2020168304443
1000	24	256	|	320	-1	squared_l2
0.5713 %	0.68531 %	0.754753 %	0.8084486 %	|	0.9756 %	0.9999 %	0.99852 %	1.0 %	0.99992 %	0.999627 %	1358.6854934692383
1000	24	256	|	384	-1	squared_l2
0.5713 %	0.68533 %	0.754775 %	0.8085797 %	|	0.9756 %	0.9999 %	0.99856 %	1.0 %	0.99999 %	0.999768 %	1494.7576522827148
1000	24	256	|	448	-1	squared_l2
0.5713 %	0.68534 %	0.754778 %	0.8086477 %	|	0.9756 %	0.9999 %	0.99857 %	1.0 %	1.0 %	0.999838 %	1570.8997249603271
1000	24	256	|	512	-1	squared_l2
0.5713 %	0.68534 %	0.754788 %	0.8086857 %	|	0.9756 %	0.9999 %	0.99857 %	1.0 %	1.0 %	0.999875 %	1658.7722301483154
1000	24	256	|	576	-1	squared_l2
0.5713 %	0.68534 %	0.754791 %	0.8087023 %	|	0.9756 %	0.9999 %	0.99857 %	1.0 %	1.0 %	0.999898 %	1804.76713180542
1000	24	256	|	640	-1	squared_l2
0.5713 %	0.68534 %	0.754791 %	0.8087107 %	|	0.9756 %	0.9999 %	0.99857 %	1.0 %	1.0 %	0.999908 %	1911.4973545074463
1000	24	256	|	704	-1	squared_l2
0.5713 %	0.68534 %	0.75479 %	0.8087159 %	|	0.9756 %	0.9999 %	0.99857 %	1.0 %	1.0 %	0.999915 %	2282.874822616577
1000	24	256	|	768	-1	squared_l2
0.5713 %	0.68534 %	0.754793 %	0.8087178 %	|	0.9756 %	0.9999 %	0.99857 %	1.0 %	1.0 %	0.999916 %	2394.643783569336
1000	32	256	|	1	-1	squared_l2
0.3951 %	0.40768 %	0.356106 %	0.2389719 %	|	0.4891 %	0.4896 %	0.44075 %	0.4896 %	0.44076 %	0.364436 %	652.7183055877686
1000	32	256	|	16	-1	squared_l2
0.689 %	0.76359 %	0.793018 %	0.7673057 %	|	0.9576 %	0.9598 %	0.94085 %	0.9598 %	0.94086 %	0.901036 %	722.8469848632812
1000	32	256	|	32	-1	squared_l2
0.7004 %	0.77967 %	0.821291 %	0.8295423 %	|	0.983 %	0.9857 %	0.97806 %	0.9857 %	0.97807 %	0.956603 %	771.1927890777588
1000	32	256	|	64	-1	squared_l2
0.7044 %	0.78533 %	0.833166 %	0.8591289 %	|	0.9935 %	0.9964 %	0.99298 %	0.9964 %	0.993 %	0.984389 %	869.7850704193115
1000	32	256	|	128	-1	squared_l2
0.7053 %	0.78702 %	0.837115 %	0.8707737 %	|	0.9965 %	0.9994 %	0.99843 %	0.9994 %	0.99845 %	0.99588 %	990.8161163330078
1000	32	256	|	256	-1	squared_l2
0.7057 %	0.78739 %	0.838151 %	0.8743791 %	|	0.9971 %	1.0 %	0.99979 %	1.0 %	0.99981 %	0.999325 %	1218.329906463623
1000	32	256	|	320	-1	squared_l2
0.7057 %	0.7874 %	0.838261 %	0.8748009 %	|	0.9971 %	1.0 %	0.9999 %	1.0 %	0.99992 %	0.999705 %	1494.5969581604004
1000	32	256	|	384	-1	squared_l2
0.7057 %	0.78745 %	0.838306 %	0.8749973 %	|	0.9971 %	1.0 %	0.99997 %	1.0 %	0.99999 %	0.999846 %	1562.0439052581787
1000	32	256	|	448	-1	squared_l2
0.7057 %	0.78745 %	0.83832 %	0.875103 %	|	0.9971 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.999916 %	1676.8691539764404
1000	32	256	|	512	-1	squared_l2
0.7057 %	0.78745 %	0.838323 %	0.8751627 %	|	0.9971 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.999955 %	1772.4547386169434
1000	32	256	|	576	-1	squared_l2
0.7057 %	0.78745 %	0.838325 %	0.8751915 %	|	0.9971 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.999979 %	2132.819890975952
1000	32	256	|	640	-1	squared_l2
0.7057 %	0.78745 %	0.838326 %	0.8752066 %	|	0.9971 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.999989 %	2166.734457015991
1000	32	256	|	704	-1	squared_l2
0.7057 %	0.78745 %	0.838327 %	0.8752144 %	|	0.9971 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.999997 %	2329.7247886657715
1000	32	256	|	768	-1	squared_l2
0.7057 %	0.78745 %	0.838327 %	0.875218 %	|	0.9971 %	1.0 %	0.99998 %	1.0 %	1.0 %	0.999998 %	2464.4458293914795
1000	48	256	|	1	-1	squared_l2
0.4492 %	0.42976 %	0.362349 %	0.2393292 %	|	0.4895 %	0.4896 %	0.44076 %	0.4896 %	0.44076 %	0.364436 %	653.977632522583
1000	48	256	|	16	-1	squared_l2
0.8301 %	0.86183 %	0.86172 %	0.7991137 %	|	0.9598 %	0.9598 %	0.94086 %	0.9598 %	0.94086 %	0.901036 %	747.4062442779541
1000	48	256	|	32	-1	squared_l2
0.8496 %	0.88495 %	0.901702 %	0.8787528 %	|	0.9857 %	0.9857 %	0.97807 %	0.9857 %	0.97807 %	0.956603 %	818.0992603302002
1000	48	256	|	64	-1	squared_l2
0.8566 %	0.89293 %	0.9181 %	0.9199472 %	|	0.9964 %	0.9964 %	0.993 %	0.9964 %	0.993 %	0.984389 %	944.7081089019775
1000	48	256	|	128	-1	squared_l2
0.8587 %	0.89569 %	0.923805 %	0.9364214 %	|	0.9994 %	0.9994 %	0.99845 %	0.9994 %	0.99845 %	0.99588 %	1097.7511405944824
1000	48	256	|	256	-1	squared_l2
0.8592 %	0.89628 %	0.925299 %	0.9414286 %	|	1.0 %	1.0 %	0.99981 %	1.0 %	0.99981 %	0.999325 %	1528.4373760223389
1000	48	256	|	320	-1	squared_l2
0.8592 %	0.8963 %	0.925446 %	0.9420078 %	|	1.0 %	1.0 %	0.99992 %	1.0 %	0.99992 %	0.999705 %	1569.8843002319336
1000	48	256	|	384	-1	squared_l2
0.8592 %	0.89633 %	0.925497 %	0.9422839 %	|	1.0 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999846 %	1749.2542266845703
1000	48	256	|	448	-1	squared_l2
0.8592 %	0.89634 %	0.925511 %	0.9424343 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999916 %	2087.5439643859863
1000	48	256	|	512	-1	squared_l2
0.8592 %	0.89634 %	0.925523 %	0.9425112 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999955 %	2150.7608890533447
1000	48	256	|	576	-1	squared_l2
0.8592 %	0.89634 %	0.925534 %	0.9425503 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999979 %	2335.1035118103027
1000	48	256	|	640	-1	squared_l2
0.8592 %	0.89634 %	0.925537 %	0.9425718 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999989 %	2711.174249649048
1000	48	256	|	704	-1	squared_l2
0.8592 %	0.89634 %	0.925541 %	0.942586 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	2865.1227951049805
1000	48	256	|	768	-1	squared_l2
0.8592 %	0.89634 %	0.925541 %	0.9425948 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999998 %	3122.575283050537
1000	96	256	|	1	-1	squared_l2
0.4827 %	0.43952 %	0.364269 %	0.2394946 %	|	0.4895 %	0.4896 %	0.44076 %	0.4896 %	0.44076 %	0.364436 %	656.8048000335693
1000	96	256	|	16	-1	squared_l2
0.938 %	0.92672 %	0.896814 %	0.810969 %	|	0.9598 %	0.9598 %	0.94086 %	0.9598 %	0.94086 %	0.901036 %	766.1709785461426
1000	96	256	|	32	-1	squared_l2
0.9624 %	0.95987 %	0.9492 %	0.9015664 %	|	0.9857 %	0.9857 %	0.97807 %	0.9857 %	0.97807 %	0.956603 %	873.464822769165
1000	96	256	|	64	-1	squared_l2
0.9718 %	0.97179 %	0.973387 %	0.9544722 %	|	0.9964 %	0.9964 %	0.993 %	0.9964 %	0.993 %	0.984389 %	1016.5832042694092
1000	96	256	|	128	-1	squared_l2
0.9744 %	0.97578 %	0.981929 %	0.9788902 %	|	0.9994 %	0.9994 %	0.99845 %	0.9994 %	0.99845 %	0.99588 %	1382.5962543487549
1000	96	256	|	256	-1	squared_l2
0.9748 %	0.97669 %	0.983959 %	0.9865981 %	|	1.0 %	1.0 %	0.99981 %	1.0 %	0.99981 %	0.999325 %	2018.5136795043945
1000	96	256	|	320	-1	squared_l2
0.9748 %	0.97676 %	0.984162 %	0.9874017 %	|	1.0 %	1.0 %	0.99992 %	1.0 %	0.99992 %	0.999705 %	2216.191291809082
1000	96	256	|	384	-1	squared_l2
0.9748 %	0.97682 %	0.984227 %	0.9877592 %	|	1.0 %	1.0 %	0.99999 %	1.0 %	0.99999 %	0.999846 %	2662.8167629241943
1000	96	256	|	448	-1	squared_l2
0.9748 %	0.97683 %	0.98426 %	0.987946 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999916 %	2954.240560531616
1000	96	256	|	512	-1	squared_l2
0.9748 %	0.97683 %	0.984272 %	0.9880376 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999955 %	3405.855178833008
1000	96	256	|	576	-1	squared_l2
0.9748 %	0.97683 %	0.984286 %	0.9880887 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999979 %	4005.293607711792
1000	96	256	|	640	-1	squared_l2
0.9748 %	0.97683 %	0.984292 %	0.9881161 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999989 %	4255.527496337891
1000	96	256	|	704	-1	squared_l2
0.9748 %	0.97683 %	0.984296 %	0.9881301 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999997 %	4938.542366027832
1000	96	256	|	768	-1	squared_l2
0.9748 %	0.97683 %	0.984296 %	0.9881381 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.999998 %	5432.91449546814
800	12	256	|	1	-1	squared_l2
0.2201 %	0.29475 %	0.313924 %	0.2558128 %	|	0.4514 %	0.5029 %	0.4544 %	0.5047 %	0.46138 %	0.384701 %	541.5163040161133
800	12	256	|	16	-1	squared_l2
0.2997 %	0.43074 %	0.523009 %	0.5924853 %	|	0.7577 %	0.9525 %	0.88452 %	0.963 %	0.94952 %	0.90487 %	608.9799404144287
800	12	256	|	32	-1	squared_l2
0.3018 %	0.43333 %	0.529732 %	0.6106437 %	|	0.767 %	0.9748 %	0.90391 %	0.9882 %	0.98102 %	0.946953 %	645.9412574768066
800	12	256	|	64	-1	squared_l2
0.3025 %	0.43402 %	0.531822 %	0.6176019 %	|	0.7695 %	0.9819 %	0.91014 %	0.9971 %	0.99393 %	0.964862 %	711.2283706665039
800	12	256	|	128	-1	squared_l2
0.3026 %	0.43419 %	0.532259 %	0.6196157 %	|	0.7698 %	0.9836 %	0.91152 %	0.999 %	0.99788 %	0.970356 %	822.8507041931152
800	12	256	|	256	-1	squared_l2
0.3026 %	0.4342 %	0.532318 %	0.6199972 %	|	0.7698 %	0.984 %	0.91179 %	0.9998 %	0.99875 %	0.971394 %	996.8326091766357
800	12	256	|	320	-1	squared_l2
0.3026 %	0.4342 %	0.532324 %	0.6200171 %	|	0.7698 %	0.9841 %	0.91181 %	0.9999 %	0.99879 %	0.971457 %	1103.520154953003
800	12	256	|	384	-1	squared_l2
0.3026 %	0.4342 %	0.532326 %	0.6200241 %	|	0.7698 %	0.9841 %	0.91181 %	0.9999 %	0.99879 %	0.971488 %	1177.2291660308838
800	12	256	|	448	-1	squared_l2
0.3026 %	0.4342 %	0.532324 %	0.6200282 %	|	0.7698 %	0.9841 %	0.91181 %	0.9999 %	0.99879 %	0.971493 %	1284.816026687622
800	12	256	|	512	-1	squared_l2
0.3026 %	0.4342 %	0.532326 %	0.6200283 %	|	0.7698 %	0.9841 %	0.91181 %	0.9999 %	0.99879 %	0.971496 %	1417.482852935791
800	12	256	|	576	-1	squared_l2
0.3026 %	0.4342 %	0.532325 %	0.6200269 %	|	0.7698 %	0.9841 %	0.91181 %	0.9999 %	0.99879 %	0.971494 %	1527.9548168182373
800	12	256	|	640	-1	squared_l2
0.3026 %	0.4342 %	0.532325 %	0.6200278 %	|	0.7698 %	0.9841 %	0.91181 %	0.9999 %	0.99879 %	0.971496 %	1622.898817062378
800	12	256	|	704	-1	squared_l2
0.3026 %	0.4342 %	0.532325 %	0.6200278 %	|	0.7698 %	0.9841 %	0.91181 %	0.9999 %	0.99879 %	0.9715 %	1707.470417022705
800	12	256	|	768	-1	squared_l2
0.3026 %	0.4342 %	0.532325 %	0.6200274 %	|	0.7698 %	0.9841 %	0.91181 %	0.9999 %	0.99879 %	0.971496 %	1796.3917255401611
800	24	256	|	1	-1	squared_l2
0.3449 %	0.39412 %	0.363427 %	0.2605446 %	|	0.5 %	0.5047 %	0.46117 %	0.5047 %	0.46138 %	0.384779 %	545.6221103668213
800	24	256	|	16	-1	squared_l2
0.557 %	0.67095 %	0.724969 %	0.7396051 %	|	0.9403 %	0.963 %	0.94907 %	0.963 %	0.94969 %	0.9152 %	624.3796348571777
800	24	256	|	32	-1	squared_l2
0.567 %	0.68056 %	0.743153 %	0.7805846 %	|	0.9631 %	0.9882 %	0.98059 %	0.9882 %	0.98149 %	0.964469 %	669.1434383392334
800	24	256	|	64	-1	squared_l2
0.5693 %	0.68374 %	0.750192 %	0.7987373 %	|	0.9708 %	0.9971 %	0.99358 %	0.9971 %	0.9948 %	0.988303 %	748.7866878509521
800	24	256	|	128	-1	squared_l2
0.5698 %	0.68464 %	0.752284 %	0.8053029 %	|	0.9727 %	0.999 %	0.99757 %	0.999 %	0.99895 %	0.997197 %	886.4591121673584
800	24	256	|	256	-1	squared_l2
0.5702 %	0.68476 %	0.75273 %	0.8071191 %	|	0.9735 %	0.9999 %	0.99848 %	0.9999 %	0.99995 %	0.999557 %	1114.258050918579
800	24	256	|	320	-1	squared_l2
0.5703 %	0.68476 %	0.752763 %	0.8073003 %	|	0.9736 %	1.0 %	0.99853 %	1.0 %	1.0 %	0.999761 %	1375.657081604004
800	24	256	|	384	-1	squared_l2
0.5703 %	0.68475 %	0.752775 %	0.8073762 %	|	0.9736 %	1.0 %	0.99853 %	1.0 %	1.0 %	0.999853 %	1494.3842887878418
800	24	256	|	448	-1	squared_l2
0.5703 %	0.68475 %	0.752776 %	0.8074115 %	|	0.9736 %	1.0 %	0.99853 %	1.0 %	1.0 %	0.999878 %	1536.8092060089111
800	24	256	|	512	-1	squared_l2
0.5703 %	0.68475 %	0.752776 %	0.8074265 %	|	0.9736 %	1.0 %	0.99853 %	1.0 %	1.0 %	0.999897 %	1629.4524669647217
800	24	256	|	576	-1	squared_l2
0.5703 %	0.68475 %	0.752776 %	0.8074338 %	|	0.9736 %	1.0 %	0.99853 %	1.0 %	1.0 %	0.999904 %	1766.5483951568604
800	24	256	|	640	-1	squared_l2
0.5703 %	0.68475 %	0.752777 %	0.8074371 %	|	0.9736 %	1.0 %	0.99853 %	1.0 %	1.0 %	0.999907 %	2093.498706817627
800	24	256	|	704	-1	squared_l2
0.5703 %	0.68475 %	0.752779 %	0.807437 %	|	0.9736 %	1.0 %	0.99853 %	1.0 %	1.0 %	0.999912 %	2170.8614826202393
800	24	256	|	768	-1	squared_l2
0.5703 %	0.68475 %	0.752778 %	0.8074377 %	|	0.9736 %	1.0 %	0.99853 %	1.0 %	1.0 %	0.999912 %	2301.1014461517334
800	32	256	|	1	-1	squared_l2
0.4011 %	0.4246 %	0.374605 %	0.2614152 %	|	0.5039 %	0.5047 %	0.46137 %	0.5047 %	0.46138 %	0.384779 %	553.403377532959
800	32	256	|	16	-1	squared_l2
0.6824 %	0.76536 %	0.799715 %	0.7848293 %	|	0.9602 %	0.963 %	0.94968 %	0.963 %	0.94969 %	0.915206 %	631.5858364105225
800	32	256	|	32	-1	squared_l2
0.6961 %	0.77867 %	0.824122 %	0.8383621 %	|	0.9848 %	0.9882 %	0.98148 %	0.9882 %	0.98149 %	0.964482 %	676.4030456542969
800	32	256	|	64	-1	squared_l2
0.6996 %	0.78376 %	0.833634 %	0.8626338 %	|	0.9935 %	0.9971 %	0.99478 %	0.9971 %	0.9948 %	0.988343 %	764.5719051361084
800	32	256	|	128	-1	squared_l2
