Program: faiss Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.5059 %	0.69116 %	0.815418 %	0.8419763 %	|	0.898 %	0.9708 %	0.95943 %	0.9753 %	0.97166 %	0.964519 %	30871.9744682312
4000	50	64	|	640	-1	dot_product
0.5061 %	0.69129 %	0.815815 %	0.8429045 %	|	0.8986 %	0.9719 %	0.9603 %	0.9764 %	0.97268 %	0.965683 %	33211.57956123352
4000	50	64	|	704	-1	dot_product
0.5062 %	0.69139 %	0.816081 %	0.8437048 %	|	0.8989 %	0.9724 %	0.96079 %	0.977 %	0.97326 %	0.966557 %	35504.655838012695
4000	50	64	|	768	-1	dot_product
0.5062 %	0.69154 %	0.816372 %	0.8444505 %	|	0.8991 %	0.9727 %	0.96139 %	0.9773 %	0.97392 %	0.967413 %	37794.22402381897
4000	50	64	|	1024	-1	dot_product
0.5069 %	0.6921 %	0.81731 %	0.8468542 %	|	0.9009 %	0.9758 %	0.96352 %	0.9804 %	0.97637 %	0.970356 %	46866.51515960693
4000	100	64	|	1	-1	dot_product
0.3713 %	0.42016 %	0.361289 %	0.1894541 %	|	0.464 %	0.465 %	0.44201 %	0.465 %	0.44201 %	0.36297 %	866.6887283325195
4000	100	64	|	16	-1	dot_product
0.6684 %	0.78756 %	0.836549 %	0.7546569 %	|	0.8908 %	0.8981 %	0.89189 %	0.8983 %	0.89219 %	0.870024 %	5977.34808921814
4000	100	64	|	32	-1	dot_product
0.6824 %	0.8053 %	0.86483 %	0.8215324 %	|	0.9189 %	0.928 %	0.92156 %	0.9282 %	0.92216 %	0.909132 %	10201.241254806519
4000	100	64	|	64	-1	dot_product
0.6902 %	0.81592 %	0.87954 %	0.8556783 %	|	0.9358 %	0.9461 %	0.94027 %	0.9464 %	0.94117 %	0.931313 %	16225.444793701172
4000	100	64	|	128	-1	dot_product
0.6941 %	0.82237 %	0.888681 %	0.8762065 %	|	0.9467 %	0.9585 %	0.95252 %	0.9588 %	0.9536 %	0.945466 %	24320.017337799072
4000	100	64	|	256	-1	dot_product
0.6979 %	0.82705 %	0.894934 %	0.8907213 %	|	0.9541 %	0.9666 %	0.9616 %	0.9669 %	0.96281 %	0.955757 %	36371.13070487976
4000	100	64	|	320	-1	dot_product
0.6992 %	0.82835 %	0.896742 %	0.8946394 %	|	0.9561 %	0.9686 %	0.964 %	0.9689 %	0.96527 %	0.9588 %	41610.16130447388
4000	100	64	|	384	-1	dot_product
0.6999 %	0.82927 %	0.898122 %	0.8975603 %	|	0.9576 %	0.9704 %	0.96615 %	0.9708 %	0.96749 %	0.96113 %	46564.794063568115
4000	100	64	|	448	-1	dot_product
0.7004 %	0.8301 %	0.899098 %	0.8998839 %	|	0.9594 %	0.9726 %	0.96773 %	0.973 %	0.96911 %	0.962887 %	51474.93767738342
4000	100	64	|	512	-1	dot_product
0.7007 %	0.83064 %	0.899958 %	0.9018345 %	|	0.9602 %	0.9737 %	0.96903 %	0.9741 %	0.97043 %	0.964346 %	56195.85871696472
4000	100	64	|	576	-1	dot_product
0.701 %	0.83132 %	0.900699 %	0.9034731 %	|	0.9614 %	0.9749 %	0.97048 %	0.9753 %	0.9719 %	0.965701 %	60882.33232498169
4000	100	64	|	640	-1	dot_product
0.7015 %	0.83171 %	0.90136 %	0.9048862 %	|	0.9623 %	0.976 %	0.9715 %	0.9764 %	0.97294 %	0.966905 %	65554.05974388123
4000	100	64	|	704	-1	dot_product
