Program: faiss Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.3593 %	0.42694 %	0.483943 %	0.5372535 %	|	0.7402 %	0.9031 %	0.81498 %	0.9304 %	0.91193 %	0.84831 %	53856.876611709595
1000	25	64	|	40	-1	dot_product
0.3617 %	0.42831 %	0.485729 %	0.5408017 %	|	0.7449 %	0.9096 %	0.81969 %	0.9381 %	0.91912 %	0.855855 %	57723.70219230652
1000	25	64	|	45	-1	dot_product
0.3633 %	0.42952 %	0.487188 %	0.5437091 %	|	0.748 %	0.9146 %	0.82331 %	0.9439 %	0.92509 %	0.862161 %	60793.95055770874
1000	25	64	|	50	-1	dot_product
0.3643 %	0.43017 %	0.488252 %	0.5460726 %	|	0.7505 %	0.918 %	0.82596 %	0.9482 %	0.92976 %	0.867383 %	63531.85725212097
1000	25	64	|	55	-1	dot_product
0.3646 %	0.43073 %	0.489297 %	0.5481468 %	|	0.7516 %	0.9208 %	0.82891 %	0.9516 %	0.93438 %	0.872025 %	66500.35285949707
1000	25	64	|	60	-1	dot_product
0.3651 %	0.4313 %	0.489978 %	0.5498531 %	|	0.7532 %	0.9239 %	0.831 %	0.9552 %	0.93799 %	0.875732 %	70122.18689918518
1000	25	64	|	65	-1	dot_product
0.3654 %	0.43188 %	0.490732 %	0.5513657 %	|	0.7548 %	0.9276 %	0.83308 %	0.9596 %	0.94155 %	0.879244 %	72456.6900730133
1000	25	64	|	75	-1	dot_product
0.366 %	0.43265 %	0.491768 %	0.5537775 %	|	0.7575 %	0.9319 %	0.83628 %	0.9644 %	0.94736 %	0.884611 %	78131.53386116028
1000	25	64	|	90	-1	dot_product
0.3667 %	0.4335 %	0.493027 %	0.5565935 %	|	0.7594 %	0.9361 %	0.84002 %	0.9696 %	0.95386 %	0.890995 %	85125.14638900757
1000	25	64	|	110	-1	dot_product
0.3678 %	0.43437 %	0.494237 %	0.5591967 %	|	0.7617 %	0.9399 %	0.84348 %	0.9745 %	0.96015 %	0.897083 %	95452.08382606506
1000	25	64	|	130	-1	dot_product
0.3679 %	0.435 %	0.495108 %	0.5610087 %	|	0.7633 %	0.9429 %	0.84603 %	0.9784 %	0.96469 %	0.901477 %	103403.3830165863
1000	25	64	|	150	-1	dot_product
0.3683 %	0.43526 %	0.495799 %	0.5623765 %	|	0.764 %	0.9447 %	0.8477 %	0.9811 %	0.96816 %	0.905005 %	111257.85231590271
1000	25	64	|	170	-1	dot_product
