Program: scann Topk: 1000 Num_split: 1 Batch: 128
L	Threashold	m	|	w	r	Metric
1000	0.2	8	|	55	-1	dot_product
0.007 %	0.0178 %	0.04845 %	0.160074 %	|	0.036 %	0.163 %	0.0994 %	0.548 %	0.4508 %	0.30933 %	54.14414405822754
1000	0.2	8	|	60	-1	dot_product
0.007 %	0.0178 %	0.04839 %	0.159765 %	|	0.036 %	0.163 %	0.0994 %	0.548 %	0.45 %	0.30854 %	65.48213958740234
1000	0.2	8	|	65	-1	dot_product
0.007 %	0.0178 %	0.04836 %	0.159532 %	|	0.036 %	0.163 %	0.0993 %	0.546 %	0.4498 %	0.30823 %	47.995567321777344
1000	0.2	8	|	75	-1	dot_product
0.007 %	0.0178 %	0.04832 %	0.159282 %	|	0.036 %	0.162 %	0.0991 %	0.545 %	0.4499 %	0.30785 %	39.57557678222656
1000	0.2	8	|	90	-1	dot_product
0.007 %	0.0178 %	0.04828 %	0.158938 %	|	0.036 %	0.161 %	0.099 %	0.544 %	0.449 %	0.30731 %	52.13761329650879
1000	0.2	8	|	110	-1	dot_product
0.007 %	0.0178 %	0.04831 %	0.158676 %	|	0.036 %	0.161 %	0.099 %	0.543 %	0.4484 %	0.30687 %	61.43045425415039
1000	0.2	8	|	130	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.158551 %	|	0.036 %	0.161 %	0.0989 %	0.542 %	0.4481 %	0.30668 %	58.74013900756836
1000	0.2	8	|	150	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.15848 %	|	0.036 %	0.161 %	0.0989 %	0.542 %	0.448 %	0.30658 %	54.68940734863281
1000	0.2	8	|	170	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.158454 %	|	0.036 %	0.161 %	0.0989 %	0.542 %	0.448 %	0.30655 %	72.113037109375
1000	0.2	8	|	200	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.158444 %	|	0.036 %	0.161 %	0.0989 %	0.541 %	0.4479 %	0.30651 %	64.61238861083984
1000	0.2	8	|	220	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.158442 %	|	0.036 %	0.161 %	0.0989 %	0.541 %	0.4479 %	0.30651 %	81.43115043640137
1000	0.2	8	|	250	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.158442 %	|	0.036 %	0.161 %	0.0989 %	0.541 %	0.4479 %	0.30651 %	78.14979553222656
1000	0.2	8	|	310	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.15844 %	|	0.036 %	0.161 %	0.0989 %	0.541 %	0.4479 %	0.30651 %	100.94857215881348
1000	0.2	8	|	400	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.15844 %	|	0.036 %	0.161 %	0.0989 %	0.541 %	0.4479 %	0.30651 %	111.74440383911133
1000	0.2	8	|	500	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.15844 %	|	0.036 %	0.161 %	0.0989 %	0.541 %	0.4479 %	0.30651 %	94.10691261291504
1000	0.2	8	|	800	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.15844 %	|	0.036 %	0.161 %	0.0989 %	0.541 %	0.4479 %	0.30651 %	140.47765731811523
1000	0.2	8	|	1000	-1	dot_product
0.007 %	0.0178 %	0.0483 %	0.15844 %	|	0.036 %	0.161 %	0.0989 %	0.541 %	0.4479 %	0.30651 %	171.44513130187988
1000	0.4	256	|	1	-1	dot_product
0.372 %	0.3698 %	0.32129 %	0.219801 %	|	0.42 %	0.42 %	0.38 %	0.42 %	0.38 %	0.32284 %	33.061981201171875
1000	0.4	256	|	2	-1	dot_product
0.507 %	0.5106 %	0.4679 %	0.346844 %	|	0.587 %	0.587 %	0.535 %	0.587 %	0.535 %	0.47351 %	32.945871353149414
1000	0.4	256	|	4	-1	dot_product
0.609 %	0.6368 %	0.60979 %	0.494859 %	|	0.73 %	0.73 %	0.6846 %	0.73 %	0.6846 %	0.62477 %	35.50076484680176
1000	0.4	256	|	8	-1	dot_product
0.693 %	0.734 %	0.72796 %	0.643488 %	|	0.848 %	0.848 %	0.8125 %	0.848 %	0.8125 %	0.76095 %	58.56490135192871
1000	0.4	256	|	16	-1	dot_product
0.752 %	0.7948 %	0.81036 %	0.76566 %	|	0.925 %	0.925 %	0.9028 %	0.925 %	0.9028 %	0.86728 %	71.33865356445312
1000	0.4	256	|	25	-1	dot_product
0.772 %	0.8167 %	0.84354 %	0.823043 %	|	0.954 %	0.954 %	0.9391 %	0.954 %	0.9391 %	0.91574 %	59.18073654174805
1000	0.4	256	|	30	-1	dot_product
0.778 %	0.8244 %	0.85341 %	0.841307 %	|	0.965 %	0.965 %	0.9509 %	0.965 %	0.9509 %	0.93105 %	77.94189453125
1000	0.4	256	|	35	-1	dot_product
0.785 %	0.8311 %	0.86043 %	0.854771 %	|	0.976 %	0.976 %	0.9608 %	0.976 %	0.9608 %	0.94279 %	94.16031837463379
1000	0.4	256	|	40	-1	dot_product
0.784 %	0.8345 %	0.86544 %	0.864707 %	|	0.977 %	0.977 %	0.9677 %	0.977 %	0.9677 %	0.95159 %	106.1851978302002
1000	0.4	256	|	45	-1	dot_product
0.784 %	0.8375 %	0.86967 %	0.872786 %	|	0.981 %	0.981 %	0.9726 %	0.981 %	0.9726 %	0.95917 %	117.91276931762695
1000	0.4	256	|	50	-1	dot_product
0.786 %	0.8398 %	0.87284 %	0.879008 %	|	0.984 %	0.984 %	0.9768 %	0.984 %	0.9768 %	0.96497 %	109.94148254394531
1000	0.4	256	|	55	-1	dot_product
0.787 %	0.8411 %	0.87504 %	0.883804 %	|	0.987 %	0.987 %	0.9794 %	0.987 %	0.9794 %	0.9692 %	126.6474723815918
1000	0.4	256	|	60	-1	dot_product
0.787 %	0.8423 %	0.87695 %	0.887872 %	|	0.987 %	0.987 %	0.982 %	0.987 %	0.982 %	0.97283 %	118.83020401000977
1000	0.4	256	|	65	-1	dot_product
0.788 %	0.8435 %	0.87874 %	0.891183 %	|	0.988 %	0.988 %	0.9844 %	0.988 %	0.9844 %	0.97644 %	111.88673973083496
1000	0.4	256	|	75	-1	dot_product
0.789 %	0.8451 %	0.88109 %	0.896422 %	|	0.99 %	0.99 %	0.9878 %	0.99 %	0.9878 %	0.98139 %	119.51017379760742
1000	0.4	256	|	90	-1	dot_product
0.79 %	0.8467 %	0.88342 %	0.901637 %	|	0.992 %	0.992 %	0.9915 %	0.992 %	0.9915 %	0.98642 %	148.817777633667
1000	0.4	256	|	110	-1	dot_product
0.792 %	0.848 %	0.88535 %	0.905909 %	|	0.997 %	0.997 %	0.9948 %	0.997 %	0.9948 %	0.99091 %	169.68369483947754
1000	0.4	256	|	130	-1	dot_product
0.792 %	0.8487 %	0.88644 %	0.908547 %	|	0.998 %	0.998 %	0.9964 %	0.998 %	0.9964 %	0.99361 %	136.69610023498535
1000	0.4	256	|	150	-1	dot_product
0.791 %	0.8488 %	0.88719 %	0.910268 %	|	0.998 %	0.998 %	0.9971 %	0.998 %	0.9971 %	0.99528 %	170.28141021728516
1000	0.4	256	|	170	-1	dot_product
0.791 %	0.8489 %	0.88767 %	0.911449 %	|	0.998 %	0.998 %	0.9978 %	0.998 %	0.9978 %	0.99661 %	195.53184509277344
1000	0.4	256	|	200	-1	dot_product
0.791 %	0.8494 %	0.88801 %	0.912583 %	|	0.998 %	0.998 %	0.9986 %	0.998 %	0.9986 %	0.99784 %	214.13469314575195
1000	0.4	256	|	220	-1	dot_product
0.792 %	0.8498 %	0.88821 %	0.913066 %	|	1.0 %	1.0 %	0.9993 %	1.0 %	0.9993 %	0.9984 %	232.70511627197266
1000	0.4	256	|	250	-1	dot_product
0.792 %	0.8498 %	0.88835 %	0.913598 %	|	1.0 %	1.0 %	0.9995 %	1.0 %	0.9995 %	0.99891 %	248.36015701293945
1000	0.4	256	|	310	-1	dot_product
0.792 %	0.8499 %	0.88852 %	0.914192 %	|	1.0 %	1.0 %	0.9998 %	1.0 %	0.9998 %	0.99949 %	246.50144577026367
1000	0.4	256	|	400	-1	dot_product
0.792 %	0.85 %	0.88865 %	0.91455 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99986 %	322.36742973327637
1000	0.4	256	|	500	-1	dot_product
0.792 %	0.85 %	0.88867 %	0.914687 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99993 %	395.0345516204834
1000	0.4	256	|	800	-1	dot_product
0.792 %	0.85 %	0.88867 %	0.914761 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99999 %	581.742525100708
1000	0.4	256	|	1000	-1	dot_product
0.792 %	0.85 %	0.88867 %	0.914763 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	678.0679225921631
1000	0.4	128	|	1	-1	dot_product
0.303 %	0.3271 %	0.31003 %	0.219611 %	|	0.419 %	0.42 %	0.3799 %	0.42 %	0.38 %	0.32284 %	31.603097915649414
1000	0.4	128	|	2	-1	dot_product
0.385 %	0.4308 %	0.43586 %	0.344699 %	|	0.584 %	0.587 %	0.5347 %	0.587 %	0.535 %	0.47351 %	34.784555435180664
1000	0.4	128	|	4	-1	dot_product
0.436 %	0.513 %	0.54283 %	0.481723 %	|	0.726 %	0.731 %	0.6844 %	0.731 %	0.6849 %	0.62485 %	42.11997985839844
1000	0.4	128	|	8	-1	dot_product
0.496 %	0.5698 %	0.61949 %	0.602951 %	|	0.84 %	0.848 %	0.8118 %	0.848 %	0.8125 %	0.76093 %	52.75535583496094
1000	0.4	128	|	16	-1	dot_product
0.519 %	0.5998 %	0.66704 %	0.686828 %	|	0.909 %	0.925 %	0.9009 %	0.925 %	0.9028 %	0.86723 %	52.854299545288086
1000	0.4	128	|	25	-1	dot_product
0.524 %	0.61 %	0.68468 %	0.720889 %	|	0.934 %	0.954 %	0.9368 %	0.954 %	0.9391 %	0.91567 %	57.4185848236084
1000	0.4	128	|	30	-1	dot_product
0.525 %	0.6137 %	0.68981 %	0.731092 %	|	0.943 %	0.965 %	0.9485 %	0.965 %	0.9509 %	0.93097 %	69.72289085388184
1000	0.4	128	|	35	-1	dot_product
0.527 %	0.6165 %	0.69334 %	0.738424 %	|	0.952 %	0.976 %	0.9582 %	0.976 %	0.9608 %	0.9427 %	56.752920150756836
1000	0.4	128	|	40	-1	dot_product
0.525 %	0.6184 %	0.69603 %	0.74378 %	|	0.953 %	0.977 %	0.965 %	0.977 %	0.9677 %	0.95148 %	76.70783996582031
1000	0.4	128	|	45	-1	dot_product
0.523 %	0.6197 %	0.69807 %	0.748077 %	|	0.956 %	0.981 %	0.9697 %	0.981 %	0.9726 %	0.95905 %	79.17022705078125
1000	0.4	128	|	50	-1	dot_product
0.524 %	0.6199 %	0.69971 %	0.751403 %	|	0.959 %	0.984 %	0.9738 %	0.984 %	0.9768 %	0.96485 %	62.97707557678223
1000	0.4	128	|	55	-1	dot_product
0.524 %	0.6203 %	0.70063 %	0.753838 %	|	0.961 %	0.987 %	0.9762 %	0.987 %	0.9794 %	0.96908 %	78.14764976501465
1000	0.4	128	|	60	-1	dot_product
0.524 %	0.6204 %	0.70148 %	0.755938 %	|	0.959 %	0.987 %	0.9788 %	0.987 %	0.982 %	0.9727 %	83.6021900177002
1000	0.4	128	|	65	-1	dot_product
0.524 %	0.6212 %	0.70239 %	0.75765 %	|	0.959 %	0.988 %	0.9811 %	0.988 %	0.9844 %	0.97631 %	83.04452896118164
1000	0.4	128	|	75	-1	dot_product
0.525 %	0.6223 %	0.70356 %	0.760351 %	|	0.961 %	0.99 %	0.9842 %	0.99 %	0.9878 %	0.98124 %	100.62241554260254
1000	0.4	128	|	90	-1	dot_product
0.525 %	0.6232 %	0.70436 %	0.763108 %	|	0.963 %	0.992 %	0.9877 %	0.992 %	0.9915 %	0.98626 %	96.44389152526855
1000	0.4	128	|	110	-1	dot_product
0.527 %	0.6241 %	0.70544 %	0.765281 %	|	0.967 %	0.997 %	0.9908 %	0.997 %	0.9948 %	0.9907 %	81.79140090942383
1000	0.4	128	|	130	-1	dot_product
0.527 %	0.6247 %	0.70584 %	0.766597 %	|	0.967 %	0.998 %	0.9923 %	0.998 %	0.9964 %	0.99337 %	118.10874938964844
1000	0.4	128	|	150	-1	dot_product
0.527 %	0.6247 %	0.70614 %	0.767486 %	|	0.967 %	0.998 %	0.9929 %	0.998 %	0.9971 %	0.99504 %	147.64809608459473
1000	0.4	128	|	170	-1	dot_product
0.527 %	0.6247 %	0.70641 %	0.768098 %	|	0.967 %	0.998 %	0.9935 %	0.998 %	0.9978 %	0.99637 %	107.00464248657227
1000	0.4	128	|	200	-1	dot_product
0.527 %	0.6248 %	0.70657 %	0.768686 %	|	0.967 %	0.998 %	0.9941 %	0.998 %	0.9986 %	0.99757 %	105.61966896057129
1000	0.4	128	|	220	-1	dot_product
0.528 %	0.6249 %	0.70669 %	0.768934 %	|	0.968 %	1.0 %	0.9948 %	1.0 %	0.9993 %	0.99813 %	148.00143241882324
1000	0.4	128	|	250	-1	dot_product
0.528 %	0.6249 %	0.70675 %	0.769204 %	|	0.968 %	1.0 %	0.995 %	1.0 %	0.9995 %	0.99863 %	162.36567497253418
1000	0.4	128	|	310	-1	dot_product
0.528 %	0.625 %	0.70683 %	0.769492 %	|	0.968 %	1.0 %	0.9951 %	1.0 %	0.9998 %	0.99921 %	177.50167846679688
1000	0.4	128	|	400	-1	dot_product
0.528 %	0.6252 %	0.70688 %	0.769664 %	|	0.968 %	1.0 %	0.9953 %	1.0 %	1.0 %	0.99958 %	217.03290939331055
1000	0.4	128	|	500	-1	dot_product
0.528 %	0.6252 %	0.70687 %	0.769731 %	|	0.968 %	1.0 %	0.9953 %	1.0 %	1.0 %	0.99965 %	254.34374809265137
1000	0.4	128	|	800	-1	dot_product
0.528 %	0.6252 %	0.70686 %	0.769766 %	|	0.968 %	1.0 %	0.9953 %	1.0 %	1.0 %	0.99971 %	407.5896739959717
1000	0.4	128	|	1000	-1	dot_product
0.528 %	0.6252 %	0.70687 %	0.769768 %	|	0.968 %	1.0 %	0.9953 %	1.0 %	1.0 %	0.99972 %	440.8278465270996
1000	0.4	64	|	1	-1	dot_product
0.095 %	0.1743 %	0.23358 %	0.216316 %	|	0.313 %	0.416 %	0.363 %	0.42 %	0.38 %	0.32271 %	31.765460968017578
1000	0.4	64	|	2	-1	dot_product
0.109 %	0.1973 %	0.28166 %	0.317523 %	|	0.393 %	0.577 %	0.4879 %	0.587 %	0.5348 %	0.47243 %	34.546852111816406
1000	0.4	64	|	4	-1	dot_product
0.116 %	0.2112 %	0.31142 %	0.392795 %	|	0.448 %	0.707 %	0.5925 %	0.731 %	0.6844 %	0.6189 %	31.555891036987305
1000	0.4	64	|	8	-1	dot_product
0.113 %	0.2156 %	0.3229 %	0.435107 %	|	0.479 %	0.807 %	0.6599 %	0.848 %	0.8117 %	0.74004 %	35.63523292541504
1000	0.4	64	|	16	-1	dot_product
0.106 %	0.214 %	0.32531 %	0.45297 %	|	0.481 %	0.87 %	0.6936 %	0.924 %	0.8994 %	0.8211 %	49.38697814941406
1000	0.4	64	|	25	-1	dot_product
0.104 %	0.2127 %	0.32437 %	0.456681 %	|	0.485 %	0.889 %	0.7041 %	0.953 %	0.9329 %	0.85068 %	42.0680046081543
1000	0.4	64	|	30	-1	dot_product
0.103 %	0.2123 %	0.32379 %	0.457155 %	|	0.484 %	0.892 %	0.7048 %	0.964 %	0.943 %	0.85844 %	35.537004470825195
1000	0.4	64	|	35	-1	dot_product
0.104 %	0.2109 %	0.3233 %	0.457342 %	|	0.484 %	0.9 %	0.7077 %	0.974 %	0.9517 %	0.86383 %	47.04642295837402
1000	0.4	64	|	40	-1	dot_product
0.103 %	0.2095 %	0.32267 %	0.45714 %	|	0.481 %	0.897 %	0.709 %	0.975 %	0.9576 %	0.8676 %	57.930707931518555
1000	0.4	64	|	45	-1	dot_product
0.102 %	0.2091 %	0.32216 %	0.456852 %	|	0.479 %	0.897 %	0.7093 %	0.979 %	0.9618 %	0.87077 %	57.09719657897949
1000	0.4	64	|	50	-1	dot_product
0.102 %	0.2088 %	0.32189 %	0.456674 %	|	0.478 %	0.9 %	0.7099 %	0.982 %	0.9652 %	0.87298 %	60.70661544799805
1000	0.4	64	|	55	-1	dot_product
0.102 %	0.2085 %	0.32161 %	0.456456 %	|	0.477 %	0.901 %	0.7092 %	0.985 %	0.9671 %	0.87419 %	73.69470596313477
1000	0.4	64	|	60	-1	dot_product
0.101 %	0.2077 %	0.32115 %	0.456097 %	|	0.476 %	0.9 %	0.7096 %	0.985 %	0.9692 %	0.87494 %	77.44956016540527
1000	0.4	64	|	65	-1	dot_product
0.101 %	0.2076 %	0.32093 %	0.455877 %	|	0.475 %	0.9 %	0.71 %	0.986 %	0.9713 %	0.87642 %	62.12162971496582
1000	0.4	64	|	75	-1	dot_product
0.101 %	0.2075 %	0.32063 %	0.455412 %	|	0.473 %	0.9 %	0.7105 %	0.988 %	0.9743 %	0.87768 %	72.96895980834961
1000	0.4	64	|	90	-1	dot_product
0.101 %	0.2073 %	0.32005 %	0.454669 %	|	0.473 %	0.899 %	0.7096 %	0.99 %	0.9769 %	0.87851 %	97.31054306030273
1000	0.4	64	|	110	-1	dot_product
0.101 %	0.2071 %	0.31962 %	0.453982 %	|	0.474 %	0.9 %	0.7091 %	0.995 %	0.9796 %	0.87926 %	93.19901466369629
1000	0.4	64	|	130	-1	dot_product
0.101 %	0.2069 %	0.31929 %	0.453499 %	|	0.473 %	0.9 %	0.7083 %	0.996 %	0.9807 %	0.87935 %	93.0948257446289
1000	0.4	64	|	150	-1	dot_product
0.101 %	0.2067 %	0.3191 %	0.453195 %	|	0.472 %	0.9 %	0.708 %	0.996 %	0.9811 %	0.87927 %	102.44035720825195
1000	0.4	64	|	170	-1	dot_product
0.101 %	0.2067 %	0.319 %	0.452933 %	|	0.472 %	0.899 %	0.7078 %	0.996 %	0.9817 %	0.87926 %	100.1889705657959
1000	0.4	64	|	200	-1	dot_product
0.101 %	0.2067 %	0.31886 %	0.45265 %	|	0.472 %	0.899 %	0.7081 %	0.996 %	0.9818 %	0.87917 %	117.62380599975586
1000	0.4	64	|	220	-1	dot_product
0.101 %	0.2068 %	0.31887 %	0.452499 %	|	0.473 %	0.899 %	0.7082 %	0.998 %	0.9822 %	0.87915 %	93.33038330078125
1000	0.4	64	|	250	-1	dot_product
0.101 %	0.2068 %	0.31881 %	0.452403 %	|	0.473 %	0.898 %	0.708 %	0.998 %	0.9822 %	0.8791 %	94.06518936157227
1000	0.4	64	|	310	-1	dot_product
0.101 %	0.2068 %	0.31878 %	0.452288 %	|	0.473 %	0.897 %	0.7078 %	0.998 %	0.9823 %	0.87911 %	158.4014892578125
1000	0.4	64	|	400	-1	dot_product
0.101 %	0.2068 %	0.31875 %	0.452188 %	|	0.473 %	0.897 %	0.7078 %	0.998 %	0.9825 %	0.87907 %	145.44129371643066
1000	0.4	64	|	500	-1	dot_product
0.101 %	0.2068 %	0.31874 %	0.452143 %	|	0.473 %	0.897 %	0.7077 %	0.998 %	0.9825 %	0.879 %	140.05517959594727
1000	0.4	64	|	800	-1	dot_product
0.101 %	0.2068 %	0.31874 %	0.452133 %	|	0.473 %	0.897 %	0.7077 %	0.998 %	0.9825 %	0.87901 %	235.41498184204102
1000	0.4	64	|	1000	-1	dot_product
0.101 %	0.2068 %	0.31875 %	0.452135 %	|	0.473 %	0.897 %	0.7077 %	0.998 %	0.9825 %	0.87902 %	261.54160499572754
1000	0.4	32	|	1	-1	dot_product
0.014 %	0.0448 %	0.11723 %	0.204337 %	|	0.083 %	0.306 %	0.2273 %	0.42 %	0.3787 %	0.31823 %	30.0750732421875
1000	0.4	32	|	2	-1	dot_product
0.012 %	0.0416 %	0.11547 %	0.258647 %	|	0.079 %	0.367 %	0.2449 %	0.586 %	0.527 %	0.44439 %	28.719663619995117
1000	0.4	32	|	4	-1	dot_product
0.012 %	0.0369 %	0.1077 %	0.273341 %	|	0.072 %	0.384 %	0.2526 %	0.723 %	0.6518 %	0.52627 %	24.588823318481445
1000	0.4	32	|	8	-1	dot_product
0.012 %	0.0308 %	0.09592 %	0.264871 %	|	0.065 %	0.37 %	0.2395 %	0.827 %	0.7299 %	0.55495 %	28.470277786254883
1000	0.4	32	|	16	-1	dot_product
0.011 %	0.0279 %	0.08614 %	0.248413 %	|	0.06 %	0.346 %	0.2192 %	0.873 %	0.7585 %	0.5482 %	48.2180118560791
1000	0.4	32	|	25	-1	dot_product
0.01 %	0.0271 %	0.08124 %	0.237976 %	|	0.061 %	0.335 %	0.208 %	0.88 %	0.7546 %	0.53512 %	47.71065711975098
1000	0.4	32	|	30	-1	dot_product
0.01 %	0.027 %	0.07966 %	0.233996 %	|	0.061 %	0.334 %	0.2049 %	0.883 %	0.753 %	0.52885 %	53.85589599609375
1000	0.4	32	|	35	-1	dot_product
0.01 %	0.0266 %	0.07885 %	0.231032 %	|	0.06 %	0.334 %	0.2042 %	0.883 %	0.749 %	0.52459 %	65.93799591064453
1000	0.4	32	|	40	-1	dot_product
0.01 %	0.0264 %	0.07762 %	0.228242 %	|	0.059 %	0.329 %	0.2017 %	0.876 %	0.7467 %	0.51998 %	60.91713905334473
1000	0.4	32	|	45	-1	dot_product
0.01 %	0.0261 %	0.07684 %	0.226202 %	|	0.059 %	0.328 %	0.2006 %	0.874 %	0.7435 %	0.51644 %	52.79111862182617
1000	0.4	32	|	50	-1	dot_product
0.01 %	0.0261 %	0.07631 %	0.224647 %	|	0.059 %	0.325 %	0.1992 %	0.874 %	0.7415 %	0.51396 %	53.884029388427734
1000	0.4	32	|	55	-1	dot_product
0.01 %	0.0261 %	0.07585 %	0.223411 %	|	0.059 %	0.323 %	0.1982 %	0.874 %	0.7384 %	0.5114 %	60.79554557800293
1000	0.4	32	|	60	-1	dot_product
0.01 %	0.026 %	0.07541 %	0.22204 %	|	0.059 %	0.321 %	0.1969 %	0.873 %	0.7355 %	0.50833 %	50.74143409729004
1000	0.4	32	|	65	-1	dot_product
0.01 %	0.0259 %	0.07513 %	0.220955 %	|	0.059 %	0.319 %	0.1963 %	0.87 %	0.7342 %	0.50646 %	56.356191635131836
1000	0.4	32	|	75	-1	dot_product
0.01 %	0.0259 %	0.07473 %	0.219431 %	|	0.059 %	0.319 %	0.1959 %	0.866 %	0.7317 %	0.50359 %	63.10009956359863
1000	0.4	32	|	90	-1	dot_product
0.01 %	0.0258 %	0.07421 %	0.217694 %	|	0.059 %	0.316 %	0.1948 %	0.861 %	0.7283 %	0.50002 %	61.28954887390137
1000	0.4	32	|	110	-1	dot_product
0.01 %	0.0258 %	0.07398 %	0.216121 %	|	0.059 %	0.316 %	0.1944 %	0.859 %	0.7262 %	0.49677 %	88.42802047729492
1000	0.4	32	|	130	-1	dot_product
0.01 %	0.0258 %	0.07381 %	0.215142 %	|	0.059 %	0.316 %	0.1944 %	0.858 %	0.7243 %	0.49484 %	86.89594268798828
1000	0.4	32	|	150	-1	dot_product
0.01 %	0.0258 %	0.07375 %	0.214567 %	|	0.059 %	0.315 %	0.1943 %	0.855 %	0.7237 %	0.4938 %	94.67458724975586
1000	0.4	32	|	170	-1	dot_product
0.01 %	0.0258 %	0.07371 %	0.214136 %	|	0.059 %	0.315 %	0.1942 %	0.853 %	0.7218 %	0.49277 %	101.11403465270996
1000	0.4	32	|	200	-1	dot_product
0.01 %	0.0258 %	0.07366 %	0.213761 %	|	0.059 %	0.315 %	0.1942 %	0.852 %	0.7207 %	0.49198 %	117.61689186096191
1000	0.4	32	|	220	-1	dot_product
0.01 %	0.0258 %	0.07362 %	0.213625 %	|	0.059 %	0.314 %	0.194 %	0.854 %	0.7204 %	0.49173 %	114.90535736083984
1000	0.4	32	|	250	-1	dot_product
0.01 %	0.0258 %	0.07361 %	0.213511 %	|	0.059 %	0.314 %	0.194 %	0.854 %	0.72 %	0.49138 %	121.39296531677246
1000	0.4	32	|	310	-1	dot_product
0.01 %	0.0258 %	0.07361 %	0.213434 %	|	0.059 %	0.314 %	0.194 %	0.854 %	0.7199 %	0.49116 %	129.6977996826172
1000	0.4	32	|	400	-1	dot_product
0.01 %	0.0258 %	0.07361 %	0.213393 %	|	0.059 %	0.314 %	0.194 %	0.854 %	0.7197 %	0.4911 %	140.6097412109375
1000	0.4	32	|	500	-1	dot_product
0.01 %	0.0258 %	0.07361 %	0.213387 %	|	0.059 %	0.314 %	0.194 %	0.854 %	0.7197 %	0.49105 %	162.10579872131348
1000	0.4	32	|	800	-1	dot_product
0.01 %	0.0258 %	0.07361 %	0.21339 %	|	0.059 %	0.314 %	0.194 %	0.854 %	0.7196 %	0.49104 %	190.9008026123047
1000	0.4	32	|	1000	-1	dot_product
0.01 %	0.0258 %	0.07361 %	0.21339 %	|	0.059 %	0.314 %	0.194 %	0.854 %	0.7196 %	0.49105 %	242.41375923156738
1000	0.4	16	|	1	-1	dot_product
0.007 %	0.0162 %	0.05409 %	0.186991 %	|	0.031 %	0.158 %	0.1074 %	0.41 %	0.3627 %	0.29797 %	29.84929084777832
1000	0.4	16	|	2	-1	dot_product
0.006 %	0.0165 %	0.048 %	0.202253 %	|	0.032 %	0.165 %	0.099 %	0.539 %	0.4629 %	0.3616 %	32.655954360961914
1000	0.4	16	|	4	-1	dot_product
0.007 %	0.0167 %	0.04255 %	0.186911 %	|	0.035 %	0.153 %	0.0923 %	0.6 %	0.5075 %	0.36432 %	37.79006004333496
1000	0.4	16	|	8	-1	dot_product
0.008 %	0.0164 %	0.03846 %	0.163451 %	|	0.033 %	0.147 %	0.0858 %	0.62 %	0.4991 %	0.332 %	32.91964530944824
1000	0.4	16	|	16	-1	dot_product
0.008 %	0.0165 %	0.03555 %	0.142092 %	|	0.032 %	0.139 %	0.0799 %	0.58 %	0.4549 %	0.29438 %	26.323795318603516
1000	0.4	16	|	25	-1	dot_product
0.008 %	0.0165 %	0.03526 %	0.131626 %	|	0.031 %	0.141 %	0.079 %	0.553 %	0.4286 %	0.27381 %	35.82262992858887
1000	0.4	16	|	30	-1	dot_product
0.008 %	0.0165 %	0.03505 %	0.128009 %	|	0.03 %	0.14 %	0.0791 %	0.535 %	0.418 %	0.26659 %	42.224884033203125
1000	0.4	16	|	35	-1	dot_product
0.008 %	0.0165 %	0.03503 %	0.125819 %	|	0.03 %	0.141 %	0.0792 %	0.529 %	0.412 %	0.26236 %	46.08631134033203
1000	0.4	16	|	40	-1	dot_product
0.008 %	0.0165 %	0.03492 %	0.123726 %	|	0.03 %	0.141 %	0.0793 %	0.523 %	0.4067 %	0.25823 %	44.92759704589844
1000	0.4	16	|	45	-1	dot_product
0.008 %	0.0165 %	0.03487 %	0.122241 %	|	0.03 %	0.141 %	0.0791 %	0.514 %	0.4023 %	0.25504 %	47.84893989562988
1000	0.4	16	|	50	-1	dot_product
0.008 %	0.0165 %	0.03479 %	0.121136 %	|	0.03 %	0.14 %	0.0788 %	0.51 %	0.3974 %	0.2526 %	59.334754943847656
1000	0.4	16	|	55	-1	dot_product
0.008 %	0.0165 %	0.03477 %	0.120306 %	|	0.03 %	0.14 %	0.0787 %	0.511 %	0.3946 %	0.25085 %	51.38254165649414
1000	0.4	16	|	60	-1	dot_product
0.008 %	0.0165 %	0.03475 %	0.119558 %	|	0.03 %	0.14 %	0.0787 %	0.509 %	0.3921 %	0.24919 %	65.22917747497559
1000	0.4	16	|	65	-1	dot_product
0.008 %	0.0165 %	0.03474 %	0.119018 %	|	0.03 %	0.14 %	0.0787 %	0.507 %	0.3899 %	0.24804 %	50.087928771972656
1000	0.4	16	|	75	-1	dot_product
0.008 %	0.0165 %	0.03473 %	0.118284 %	|	0.03 %	0.14 %	0.0787 %	0.502 %	0.3864 %	0.24644 %	55.565834045410156
1000	0.4	16	|	90	-1	dot_product
