Program: scann Topk: 1000 Num_split: 20 Batch: 128
L	Threashold	m	|	w	r	Metric
0.1263 %	0.12498 %	0.142188 %	0.1920416 %	|	0.2821 %	0.4922 %	0.32014 %	0.7378 %	0.61062 %	0.408445 %	7351.594686508179
8000	0.2	24	|	32	-1	squared_l2
0.1259 %	0.12396 %	0.140853 %	0.1905179 %	|	0.2803 %	0.4935 %	0.32006 %	0.7436 %	0.61484 %	0.408082 %	11534.806251525879
8000	0.2	24	|	64	-1	squared_l2
0.1255 %	0.12366 %	0.139605 %	0.1882741 %	|	0.2786 %	0.4914 %	0.31809 %	0.7425 %	0.61325 %	0.404996 %	19505.783319473267
8000	0.2	24	|	128	-1	squared_l2
0.1249 %	0.12313 %	0.138781 %	0.1865089 %	|	0.2778 %	0.4912 %	0.31712 %	0.7404 %	0.61092 %	0.402287 %	34980.14855384827
8000	0.2	24	|	256	-1	squared_l2
0.1246 %	0.12281 %	0.138276 %	0.1854247 %	|	0.2772 %	0.4906 %	0.31643 %	0.7397 %	0.60951 %	0.400584 %	64870.49460411072
8000	0.2	24	|	320	-1	squared_l2
0.1246 %	0.12282 %	0.13828 %	0.1852115 %	|	0.2768 %	0.4901 %	0.31638 %	0.7387 %	0.60898 %	0.400243 %	79549.98469352722
8000	0.2	24	|	384	-1	squared_l2
0.1246 %	0.12279 %	0.138201 %	0.1850735 %	|	0.2774 %	0.4899 %	0.3164 %	0.7389 %	0.6088 %	0.400012 %	94251.51801109314
8000	0.2	24	|	448	-1	squared_l2
0.1245 %	0.12268 %	0.138161 %	0.1849674 %	|	0.2769 %	0.49 %	0.31619 %	0.7389 %	0.60838 %	0.399839 %	108669.93546485901
8000	0.2	24	|	512	-1	squared_l2
0.1246 %	0.12271 %	0.138136 %	0.184912 %	|	0.2771 %	0.49 %	0.31619 %	0.7387 %	0.60824 %	0.399764 %	123071.2821483612
8000	0.2	24	|	576	-1	squared_l2
0.1246 %	0.12277 %	0.138092 %	0.1848625 %	|	0.2775 %	0.4901 %	0.31609 %	0.7385 %	0.60817 %	0.399666 %	137482.66220092773
8000	0.2	24	|	640	-1	squared_l2
0.1246 %	0.12277 %	0.138063 %	0.1848319 %	|	0.2773 %	0.49 %	0.31602 %	0.7388 %	0.60809 %	0.399589 %	151638.03672790527
8000	0.2	24	|	704	-1	squared_l2
0.1246 %	0.1228 %	0.138098 %	0.1847926 %	|	0.2771 %	0.4899 %	0.31614 %	0.7389 %	0.60813 %	0.399555 %	165957.08513259888
8000	0.2	24	|	768	-1	squared_l2
0.1247 %	0.12277 %	0.138089 %	0.1847745 %	|	0.277 %	0.4896 %	0.31608 %	0.739 %	0.60803 %	0.399527 %	180278.56421470642
8000	0.2	24	|	1024	-1	squared_l2
0.1247 %	0.12285 %	0.13809 %	0.1847316 %	|	0.2771 %	0.4893 %	0.31604 %	0.7389 %	0.60797 %	0.39945 %	237120.72563171387
8000	0.2	24	|	1280	-1	squared_l2
0.1247 %	0.12282 %	0.138099 %	0.1847035 %	|	0.2773 %	0.4893 %	0.31601 %	0.7389 %	0.60786 %	0.399422 %	293760.74290275574
8000	0.2	24	|	1536	-1	squared_l2
0.1247 %	0.12277 %	0.138115 %	0.1846871 %	|	0.2771 %	0.4893 %	0.31597 %	0.7389 %	0.60779 %	0.399363 %	350613.84749412537
8000	0.2	24	|	2048	-1	squared_l2
0.1247 %	0.12275 %	0.138097 %	0.1846748 %	|	0.2771 %	0.4892 %	0.3159 %	0.739 %	0.60779 %	0.399366 %	463636.7435455322
8000	0.2	24	|	2560	-1	squared_l2
0.1247 %	0.12276 %	0.138085 %	0.1846668 %	|	0.277 %	0.4893 %	0.31592 %	0.7389 %	0.60777 %	0.399341 %	577076.1504173279
8000	0.2	24	|	3072	-1	squared_l2
0.1247 %	0.12275 %	0.138088 %	0.1846623 %	|	0.277 %	0.4893 %	0.31594 %	0.7389 %	0.60778 %	0.399346 %	691105.6797504425
8000	0.2	24	|	4096	-1	squared_l2
0.1247 %	0.12277 %	0.138076 %	0.1846601 %	|	0.277 %	0.4893 %	0.31593 %	0.7389 %	0.60779 %	0.399346 %	921420.2666282654
8000	0.2	24	|	4608	-1	squared_l2
0.1247 %	0.12276 %	0.138075 %	0.1846597 %	|	0.277 %	0.4893 %	0.31592 %	0.7389 %	0.6078 %	0.399351 %	1038173.1445789337
8000	0.2	24	|	5120	-1	squared_l2
0.1247 %	0.12276 %	0.138075 %	0.1846593 %	|	0.277 %	0.4893 %	0.31592 %	0.7389 %	0.6078 %	0.399349 %	1156886.8238925934
8000	0.2	24	|	5632	-1	squared_l2
0.1247 %	0.12276 %	0.138074 %	0.1846596 %	|	0.277 %	0.4892 %	0.31591 %	0.7389 %	0.6078 %	0.399349 %	1276845.447063446
8000	0.2	24	|	6144	-1	squared_l2
0.1247 %	0.12276 %	0.138074 %	0.1846591 %	|	0.277 %	0.4892 %	0.31591 %	0.7389 %	0.6078 %	0.399349 %	1399844.5785045624
8000	0.2	24	|	6656	-1	squared_l2
0.1247 %	0.12276 %	0.138074 %	0.1846591 %	|	0.277 %	0.4892 %	0.31591 %	0.7389 %	0.6078 %	0.399349 %	1525259.774684906
8000	0.2	24	|	7168	-1	squared_l2
0.1247 %	0.12276 %	0.138074 %	0.1846591 %	|	0.277 %	0.4892 %	0.31591 %	0.7389 %	0.6078 %	0.399349 %	1651674.2746829987
8000	0.2	24	|	7680	-1	squared_l2
0.1247 %	0.12276 %	0.138074 %	0.1846591 %	|	0.277 %	0.4892 %	0.31591 %	0.7389 %	0.6078 %	0.399349 %	1783564.436197281
8000	0.2	48	|	1	-1	squared_l2
0.231 %	0.24497 %	0.254042 %	0.2595522 %	|	0.4072 %	0.4917 %	0.4065 %	0.5109 %	0.45179 %	0.385464 %	2803.524971008301
8000	0.2	48	|	16	-1	squared_l2
0.3452 %	0.38195 %	0.42136 %	0.4770974 %	|	0.687 %	0.8906 %	0.77114 %	0.9475 %	0.91975 %	0.824241 %	10850.168466567993
8000	0.2	48	|	32	-1	squared_l2
0.3494 %	0.38835 %	0.42942 %	0.4901716 %	|	0.7026 %	0.9149 %	0.79296 %	0.9743 %	0.95283 %	0.85877 %	18843.559503555298
8000	0.2	48	|	64	-1	squared_l2
0.3508 %	0.39082 %	0.432446 %	0.4957327 %	|	0.7069 %	0.9231 %	0.80197 %	0.9846 %	0.9675 %	0.874617 %	34279.996395111084
8000	0.2	48	|	128	-1	squared_l2
0.3515 %	0.39128 %	0.43351 %	0.4977056 %	|	0.7093 %	0.9262 %	0.80517 %	0.9885 %	0.97304 %	0.880841 %	64397.86124229431
8000	0.2	48	|	256	-1	squared_l2
0.3517 %	0.39134 %	0.433825 %	0.4981729 %	|	0.7093 %	0.9275 %	0.80619 %	0.9897 %	0.97473 %	0.882654 %	122744.32730674744
8000	0.2	48	|	320	-1	squared_l2
0.3516 %	0.3914 %	0.433804 %	0.4982302 %	|	0.7095 %	0.9271 %	0.8062 %	0.9897 %	0.97498 %	0.882937 %	151468.2376384735
8000	0.2	48	|	384	-1	squared_l2
0.3516 %	0.39138 %	0.43377 %	0.4982494 %	|	0.709 %	0.9272 %	0.8063 %	0.9897 %	0.97508 %	0.883077 %	179947.94607162476
8000	0.2	48	|	448	-1	squared_l2
0.3517 %	0.39141 %	0.433788 %	0.4982602 %	|	0.7087 %	0.9274 %	0.80634 %	0.9897 %	0.97509 %	0.883124 %	208420.40014266968
8000	0.2	48	|	512	-1	squared_l2
0.3517 %	0.39138 %	0.433789 %	0.4982645 %	|	0.709 %	0.9274 %	0.8064 %	0.9898 %	0.97511 %	0.883157 %	236464.910030365
8000	0.2	48	|	576	-1	squared_l2
0.3517 %	0.39134 %	0.433789 %	0.4982654 %	|	0.7088 %	0.9274 %	0.80638 %	0.9899 %	0.97518 %	0.883185 %	264667.0482158661
8000	0.2	48	|	640	-1	squared_l2
0.3517 %	0.39134 %	0.433769 %	0.4982672 %	|	0.7089 %	0.9275 %	0.80641 %	0.9899 %	0.97517 %	0.883199 %	292803.6711215973
8000	0.2	48	|	704	-1	squared_l2
0.3517 %	0.39138 %	0.433765 %	0.4982697 %	|	0.7089 %	0.9275 %	0.80638 %	0.9899 %	0.9752 %	0.883206 %	320945.2655315399
8000	0.2	48	|	768	-1	squared_l2
0.3517 %	0.39135 %	0.433753 %	0.4982741 %	|	0.7088 %	0.9275 %	0.80637 %	0.9899 %	0.97519 %	0.883202 %	348791.31507873535
8000	0.2	48	|	1024	-1	squared_l2
0.3517 %	0.39137 %	0.433759 %	0.4982703 %	|	0.7088 %	0.9276 %	0.80642 %	0.9899 %	0.97516 %	0.883218 %	460750.60629844666
8000	0.2	48	|	1280	-1	squared_l2
0.3517 %	0.39135 %	0.433768 %	0.4982797 %	|	0.7088 %	0.9274 %	0.80637 %	0.9899 %	0.97518 %	0.883235 %	572453.8507461548
8000	0.2	48	|	1536	-1	squared_l2
0.3517 %	0.39135 %	0.433789 %	0.498277 %	|	0.7088 %	0.9274 %	0.80637 %	0.9899 %	0.97518 %	0.883239 %	683777.8108119965
8000	0.2	48	|	2048	-1	squared_l2
0.3516 %	0.39136 %	0.433783 %	0.4982726 %	|	0.7089 %	0.9274 %	0.80636 %	0.9899 %	0.97518 %	0.883232 %	906833.0323696136
8000	0.2	48	|	2560	-1	squared_l2
0.3516 %	0.39137 %	0.433776 %	0.498273 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97518 %	0.883236 %	1130338.346004486
8000	0.2	48	|	3072	-1	squared_l2
0.3516 %	0.39138 %	0.433777 %	0.4982736 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97519 %	0.883234 %	1354916.63479805
8000	0.2	48	|	4096	-1	squared_l2
0.3516 %	0.39138 %	0.433781 %	0.4982717 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97519 %	0.883232 %	1808556.4036369324
8000	0.2	48	|	4608	-1	squared_l2
0.3516 %	0.39138 %	0.433781 %	0.4982719 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97519 %	0.883232 %	2039289.9360656738
8000	0.2	48	|	5120	-1	squared_l2
0.3516 %	0.39138 %	0.433781 %	0.4982723 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97519 %	0.883234 %	2273339.786052704
8000	0.2	48	|	5632	-1	squared_l2
0.3516 %	0.39138 %	0.433781 %	0.4982724 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97519 %	0.883234 %	2512474.5473861694
8000	0.2	48	|	6144	-1	squared_l2
0.3516 %	0.39138 %	0.433781 %	0.4982725 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97519 %	0.883234 %	2755499.256849289
8000	0.2	48	|	6656	-1	squared_l2
0.3516 %	0.39138 %	0.433781 %	0.4982725 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97519 %	0.883234 %	3003903.053998947
8000	0.2	48	|	7168	-1	squared_l2
0.3516 %	0.39138 %	0.433781 %	0.4982725 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97519 %	0.883234 %	3248059.6754550934
8000	0.2	48	|	7680	-1	squared_l2
0.3516 %	0.39138 %	0.433781 %	0.4982725 %	|	0.7089 %	0.9274 %	0.80637 %	0.9899 %	0.97519 %	0.883234 %	3521064.948797226
8000	0.2	96	|	1	-1	squared_l2
0.3576 %	0.37336 %	0.356905 %	0.3216223 %	|	0.4807 %	0.5001 %	0.4428 %	0.5075 %	0.45132 %	0.396777 %	3164.740562438965
8000	0.2	96	|	16	-1	squared_l2
0.6173 %	0.68274 %	0.719454 %	0.7394236 %	|	0.908 %	0.938 %	0.9188 %	0.9471 %	0.93119 %	0.904477 %	18454.928874969482
8000	0.2	96	|	32	-1	squared_l2
0.6337 %	0.69919 %	0.742734 %	0.7746517 %	|	0.9353 %	0.9651 %	0.95335 %	0.974 %	0.96576 %	0.950948 %	34013.24486732483
8000	0.2	96	|	64	-1	squared_l2
0.6386 %	0.70635 %	0.752782 %	0.7912617 %	|	0.9455 %	0.9753 %	0.96861 %	0.9842 %	0.98104 %	0.973667 %	64518.96810531616
8000	0.2	96	|	128	-1	squared_l2
0.6409 %	0.70871 %	0.756635 %	0.7979463 %	|	0.9494 %	0.9793 %	0.97434 %	0.9883 %	0.98682 %	0.982969 %	123873.4073638916
8000	0.2	96	|	256	-1	squared_l2
0.6413 %	0.7094 %	0.757741 %	0.8001378 %	|	0.9501 %	0.9805 %	0.97621 %	0.9894 %	0.98865 %	0.986006 %	239374.99952316284
8000	0.2	96	|	320	-1	squared_l2
0.6413 %	0.70958 %	0.757914 %	0.8004492 %	|	0.9503 %	0.9805 %	0.97642 %	0.9894 %	0.98888 %	0.986443 %	296256.6771507263
8000	0.2	96	|	384	-1	squared_l2
0.6415 %	0.70964 %	0.758017 %	0.800625 %	|	0.9504 %	0.9805 %	0.97653 %	0.9894 %	0.98898 %	0.98667 %	352956.21371269226
8000	0.2	96	|	448	-1	squared_l2
0.6415 %	0.70973 %	0.758097 %	0.8007031 %	|	0.9504 %	0.9806 %	0.97661 %	0.9895 %	0.98906 %	0.986794 %	409279.8066139221
8000	0.2	96	|	512	-1	squared_l2
0.6414 %	0.70976 %	0.758089 %	0.8007562 %	|	0.9505 %	0.9807 %	0.97664 %	0.9897 %	0.98908 %	0.98686 %	465388.1661891937
8000	0.2	96	|	576	-1	squared_l2
0.6414 %	0.7098 %	0.758135 %	0.800804 %	|	0.9505 %	0.9807 %	0.97666 %	0.9897 %	0.9891 %	0.986915 %	521662.22882270813
8000	0.2	96	|	640	-1	squared_l2
0.6414 %	0.70982 %	0.758155 %	0.8008347 %	|	0.9505 %	0.9807 %	0.97667 %	0.9897 %	0.98911 %	0.986946 %	577383.5854530334
8000	0.2	96	|	704	-1	squared_l2
0.6414 %	0.70977 %	0.758141 %	0.8008638 %	|	0.9505 %	0.9807 %	0.97668 %	0.9897 %	0.98912 %	0.986962 %	632976.9902229309
8000	0.2	96	|	768	-1	squared_l2
0.6414 %	0.70973 %	0.758148 %	0.8008774 %	|	0.9505 %	0.9807 %	0.97668 %	0.9897 %	0.98912 %	0.986974 %	688637.946844101
8000	0.2	96	|	1024	-1	squared_l2
0.6414 %	0.70968 %	0.75814 %	0.8009012 %	|	0.9505 %	0.9807 %	0.97669 %	0.9897 %	0.98913 %	0.987018 %	910911.958694458
8000	0.2	96	|	1280	-1	squared_l2
0.6414 %	0.70972 %	0.758162 %	0.8009108 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987037 %	1133239.863872528
8000	0.2	96	|	1536	-1	squared_l2
0.6414 %	0.70972 %	0.758162 %	0.8009149 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987044 %	1354924.3352413177
8000	0.2	96	|	2048	-1	squared_l2
0.6414 %	0.70973 %	0.758164 %	0.8009154 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	1798371.0641860962
8000	0.2	96	|	2560	-1	squared_l2
0.6414 %	0.70975 %	0.758164 %	0.8009156 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	2243349.9042987823
8000	0.2	96	|	3072	-1	squared_l2
0.6414 %	0.70976 %	0.758164 %	0.8009161 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	2690710.863828659
8000	0.2	96	|	4096	-1	squared_l2
0.6414 %	0.70976 %	0.758164 %	0.800916 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	3594366.020679474
8000	0.2	96	|	4608	-1	squared_l2
0.6414 %	0.70976 %	0.758164 %	0.800916 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	4054216.728925705
8000	0.2	96	|	5120	-1	squared_l2
0.6414 %	0.70976 %	0.758164 %	0.800916 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	4520339.152812958
8000	0.2	96	|	5632	-1	squared_l2
0.6414 %	0.70976 %	0.758164 %	0.8009161 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	4994724.870443344
8000	0.2	96	|	6144	-1	squared_l2
0.6414 %	0.70976 %	0.758164 %	0.8009161 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	5482522.454738617
8000	0.2	96	|	6656	-1	squared_l2
0.6414 %	0.70976 %	0.758164 %	0.8009161 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	5978981.312990189
8000	0.2	96	|	7168	-1	squared_l2
0.6414 %	0.70976 %	0.758164 %	0.8009161 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	6490602.356672287
8000	0.2	96	|	7680	-1	squared_l2
0.6414 %	0.70976 %	0.758164 %	0.8009161 %	|	0.9505 %	0.9807 %	0.9767 %	0.9897 %	0.98914 %	0.987047 %	7043499.516010284
6000	0.55	48	|	1	-1	squared_l2
0.1812 %	0.19988 %	0.217397 %	0.2358777 %	|	0.3503 %	0.4626 %	0.36807 %	0.5115 %	0.45333 %	0.372184 %	2831.17938041687
6000	0.55	48	|	16	-1	squared_l2
0.2697 %	0.30432 %	0.345764 %	0.4069508 %	|	0.5639 %	0.8037 %	0.65091 %	0.9212 %	0.87201 %	0.72873 %	13494.204998016357
6000	0.55	48	|	32	-1	squared_l2
0.2726 %	0.30797 %	0.351414 %	0.4160827 %	|	0.5719 %	0.8192 %	0.66486 %	0.9433 %	0.89659 %	0.751901 %	24073.647260665894
6000	0.55	48	|	64	-1	squared_l2
0.274 %	0.30934 %	0.353574 %	0.4197855 %	|	0.5738 %	0.8249 %	0.67026 %	0.951 %	0.90695 %	0.761918 %	44487.25891113281
6000	0.55	48	|	128	-1	squared_l2
0.2741 %	0.30997 %	0.354253 %	0.4209851 %	|	0.5758 %	0.826 %	0.67203 %	0.9538 %	0.91065 %	0.76531 %	83993.86096000671
6000	0.55	48	|	256	-1	squared_l2
0.2744 %	0.3099 %	0.354352 %	0.4212193 %	|	0.5764 %	0.8264 %	0.67248 %	0.9548 %	0.91168 %	0.766006 %	160182.1231842041
6000	0.55	48	|	320	-1	squared_l2
0.2742 %	0.30987 %	0.354354 %	0.4212208 %	|	0.5766 %	0.8265 %	0.67246 %	0.9548 %	0.91176 %	0.766074 %	197608.03294181824
6000	0.55	48	|	384	-1	squared_l2
0.2742 %	0.3099 %	0.354361 %	0.4212216 %	|	0.5766 %	0.8266 %	0.67258 %	0.9549 %	0.91188 %	0.766151 %	234818.70079040527
6000	0.55	48	|	448	-1	squared_l2
0.2742 %	0.30994 %	0.354372 %	0.4212324 %	|	0.5766 %	0.8266 %	0.67258 %	0.9549 %	0.91197 %	0.766156 %	271547.2071170807
6000	0.55	48	|	512	-1	squared_l2
0.2743 %	0.30998 %	0.354339 %	0.4212249 %	|	0.5765 %	0.8267 %	0.67247 %	0.9549 %	0.91199 %	0.766136 %	308339.23411369324
6000	0.55	48	|	576	-1	squared_l2
0.2742 %	0.31 %	0.354339 %	0.4212255 %	|	0.5765 %	0.8266 %	0.67246 %	0.9549 %	0.91199 %	0.766184 %	345100.45981407166
6000	0.55	48	|	640	-1	squared_l2
0.2742 %	0.31 %	0.354332 %	0.421221 %	|	0.5765 %	0.8269 %	0.67248 %	0.9549 %	0.91201 %	0.766181 %	381587.247133255
6000	0.55	48	|	704	-1	squared_l2
0.2742 %	0.30999 %	0.354327 %	0.4212202 %	|	0.5766 %	0.8267 %	0.67248 %	0.9549 %	0.91198 %	0.766193 %	418053.7941455841
6000	0.55	48	|	768	-1	squared_l2
0.2742 %	0.30998 %	0.35435 %	0.4212248 %	|	0.5766 %	0.8267 %	0.67248 %	0.9549 %	0.91201 %	0.766191 %	454196.4919567108
6000	0.55	48	|	1024	-1	squared_l2
0.2742 %	0.30995 %	0.354353 %	0.4212152 %	|	0.5766 %	0.8268 %	0.67251 %	0.9549 %	0.91197 %	0.766162 %	599666.9664382935
6000	0.55	48	|	1280	-1	squared_l2
0.2742 %	0.30997 %	0.35436 %	0.4212162 %	|	0.5766 %	0.8268 %	0.6725 %	0.9549 %	0.91198 %	0.766178 %	744351.0527610779
6000	0.55	48	|	1536	-1	squared_l2
0.2742 %	0.30995 %	0.354363 %	0.4212136 %	|	0.5766 %	0.8268 %	0.67253 %	0.9549 %	0.91198 %	0.76617 %	889124.8075962067
6000	0.55	48	|	2048	-1	squared_l2
0.2742 %	0.30995 %	0.354363 %	0.4212122 %	|	0.5766 %	0.8268 %	0.67253 %	0.9549 %	0.91197 %	0.766164 %	1179120.6874847412
6000	0.55	48	|	2560	-1	squared_l2
0.2742 %	0.30996 %	0.354362 %	0.4212127 %	|	0.5766 %	0.8268 %	0.67254 %	0.9549 %	0.91198 %	0.766165 %	1472073.341846466
6000	0.55	48	|	3072	-1	squared_l2
0.2742 %	0.30996 %	0.354361 %	0.4212125 %	|	0.5766 %	0.8268 %	0.67254 %	0.9549 %	0.91197 %	0.766166 %	1769182.2817325592
6000	0.55	48	|	4096	-1	squared_l2
0.2742 %	0.30996 %	0.354361 %	0.4212128 %	|	0.5766 %	0.8268 %	0.67254 %	0.9549 %	0.91197 %	0.766166 %	2384290.6053066254
6000	0.55	48	|	4608	-1	squared_l2
0.2742 %	0.30996 %	0.354361 %	0.421213 %	|	0.5766 %	0.8268 %	0.67254 %	0.9549 %	0.91197 %	0.766166 %	2707937.1569156647
6000	0.55	48	|	5120	-1	squared_l2
0.2742 %	0.30996 %	0.354361 %	0.421213 %	|	0.5766 %	0.8268 %	0.67254 %	0.9549 %	0.91197 %	0.766166 %	3043810.791015625
6000	0.55	48	|	5632	-1	squared_l2
0.2742 %	0.30996 %	0.354361 %	0.421213 %	|	0.5766 %	0.8268 %	0.67254 %	0.9549 %	0.91197 %	0.766166 %	3401318.0112838745
6000	0.2	24	|	1	-1	squared_l2
0.0958 %	0.09602 %	0.111453 %	0.1441145 %	|	0.2015 %	0.3356 %	0.22886 %	0.4605 %	0.37958 %	0.270586 %	2614.650011062622
6000	0.2	24	|	16	-1	squared_l2
0.1238 %	0.12427 %	0.141141 %	0.1909461 %	|	0.2782 %	0.4903 %	0.32013 %	0.7367 %	0.60962 %	0.406514 %	8574.44715499878
6000	0.2	24	|	32	-1	squared_l2
0.1243 %	0.12368 %	0.140348 %	0.1894955 %	|	0.2783 %	0.4904 %	0.31877 %	0.7422 %	0.61357 %	0.406301 %	14072.98231124878
6000	0.2	24	|	64	-1	squared_l2
0.1244 %	0.12364 %	0.139288 %	0.1875495 %	|	0.2778 %	0.4912 %	0.31751 %	0.741 %	0.61185 %	0.403943 %	24501.1248588562
6000	0.2	24	|	128	-1	squared_l2
0.1247 %	0.12316 %	0.1386 %	0.1860764 %	|	0.278 %	0.4902 %	0.31663 %	0.7398 %	0.61024 %	0.40164 %	44595.70574760437
6000	0.2	24	|	256	-1	squared_l2
0.1246 %	0.12283 %	0.138259 %	0.1852181 %	|	0.2773 %	0.4903 %	0.31629 %	0.7392 %	0.60892 %	0.400222 %	83258.81791114807
6000	0.2	24	|	320	-1	squared_l2
0.1247 %	0.12288 %	0.138216 %	0.1850432 %	|	0.2774 %	0.4901 %	0.31631 %	0.7389 %	0.60863 %	0.399944 %	102157.40895271301
6000	0.2	24	|	384	-1	squared_l2
0.1246 %	0.12277 %	0.138173 %	0.1849443 %	|	0.2767 %	0.4897 %	0.31605 %	0.739 %	0.6083 %	0.399806 %	120976.4564037323
6000	0.2	24	|	448	-1	squared_l2
0.1246 %	0.12276 %	0.138154 %	0.1848715 %	|	0.2766 %	0.4898 %	0.31616 %	0.7385 %	0.6084 %	0.399681 %	139634.5670223236
6000	0.2	24	|	512	-1	squared_l2
0.1246 %	0.12281 %	0.138099 %	0.1848365 %	|	0.277 %	0.4898 %	0.31622 %	0.7387 %	0.60808 %	0.399585 %	158113.82150650024
6000	0.2	24	|	576	-1	squared_l2
0.1246 %	0.12272 %	0.13811 %	0.1847942 %	|	0.2771 %	0.4901 %	0.31612 %	0.7387 %	0.60806 %	0.399544 %	176748.46863746643
6000	0.2	24	|	640	-1	squared_l2
0.1247 %	0.12283 %	0.138104 %	0.1847686 %	|	0.2772 %	0.49 %	0.31608 %	0.7389 %	0.60809 %	0.399525 %	195191.5304660797
6000	0.2	24	|	704	-1	squared_l2
0.1247 %	0.12285 %	0.1381 %	0.1847548 %	|	0.2773 %	0.49 %	0.31609 %	0.739 %	0.60804 %	0.399487 %	213679.6145439148
6000	0.2	24	|	768	-1	squared_l2
0.1247 %	0.12283 %	0.138092 %	0.1847389 %	|	0.2772 %	0.4894 %	0.31603 %	0.739 %	0.60801 %	0.399493 %	231952.13437080383
6000	0.2	24	|	1024	-1	squared_l2
0.1247 %	0.12279 %	0.138115 %	0.1847065 %	|	0.2772 %	0.4892 %	0.31592 %	0.7388 %	0.60792 %	0.399414 %	305151.5300273895
6000	0.2	24	|	1280	-1	squared_l2
0.1247 %	0.12277 %	0.138094 %	0.1846809 %	|	0.2773 %	0.4891 %	0.31591 %	0.739 %	0.60779 %	0.399382 %	377910.02082824707
6000	0.2	24	|	1536	-1	squared_l2
0.1247 %	0.12276 %	0.138087 %	0.1846706 %	|	0.277 %	0.4891 %	0.31591 %	0.7389 %	0.60782 %	0.399364 %	451043.3895587921
6000	0.2	24	|	2048	-1	squared_l2
0.1247 %	0.12274 %	0.13808 %	0.1846618 %	|	0.277 %	0.4893 %	0.31593 %	0.7389 %	0.60785 %	0.39934 %	597115.9598827362
6000	0.2	24	|	2560	-1	squared_l2
0.1247 %	0.12273 %	0.138086 %	0.1846609 %	|	0.2769 %	0.4892 %	0.31592 %	0.7389 %	0.60781 %	0.399347 %	744861.8881702423
6000	0.2	24	|	3072	-1	squared_l2
0.1247 %	0.12274 %	0.138075 %	0.1846611 %	|	0.2769 %	0.4892 %	0.31592 %	0.7389 %	0.6078 %	0.399347 %	894182.541847229
6000	0.2	24	|	4096	-1	squared_l2
0.1247 %	0.12274 %	0.138073 %	0.184659 %	|	0.2769 %	0.4892 %	0.31591 %	0.7389 %	0.6078 %	0.399349 %	1204508.1663131714
6000	0.2	24	|	4608	-1	squared_l2
0.1247 %	0.12276 %	0.138074 %	0.1846591 %	|	0.277 %	0.4892 %	0.31591 %	0.7389 %	0.6078 %	0.399349 %	1366670.539855957
6000	0.2	24	|	5120	-1	squared_l2
0.1247 %	0.12276 %	0.138074 %	0.1846592 %	|	0.277 %	0.4892 %	0.31591 %	0.7389 %	0.6078 %	0.399349 %	1534617.8195476532
6000	0.2	24	|	5632	-1	squared_l2
0.1247 %	0.12276 %	0.138074 %	0.1846592 %	|	0.277 %	0.4892 %	0.31591 %	0.7389 %	0.6078 %	0.399349 %	1707818.3724880219
6000	0.2	48	|	1	-1	squared_l2
0.2295 %	0.24962 %	0.262339 %	0.2716506 %	|	0.4162 %	0.5031 %	0.42164 %	0.5245 %	0.47153 %	0.405764 %	2828.7193775177
6000	0.2	48	|	16	-1	squared_l2
0.3441 %	0.38385 %	0.423074 %	0.4803224 %	|	0.6907 %	0.8953 %	0.77663 %	0.9523 %	0.92814 %	0.832605 %	13488.792657852173
6000	0.2	48	|	32	-1	squared_l2
0.3497 %	0.38842 %	0.430075 %	0.4916031 %	|	0.7036 %	0.9161 %	0.7952 %	0.9765 %	0.95666 %	0.86292 %	24087.597608566284
6000	0.2	48	|	64	-1	squared_l2
0.3511 %	0.39078 %	0.432664 %	0.4962617 %	|	0.7087 %	0.924 %	0.8024 %	0.9856 %	0.96905 %	0.876624 %	44509.098291397095
6000	0.2	48	|	128	-1	squared_l2
