Program: faiss Topk: 1000 Num_split: 20 Batch: 128
L	m	k_star	|	w	Reorder	Metric
6000	64	256	|	16	-1	squared_l2
0.0469 %	0.04693 %	0.045399 %	0.0435798 %	|	0.0476 %	0.0476 %	0.04693 %	0.0476 %	0.04693 %	0.045399 %	166478.9628982544
6000	64	256	|	32	-1	squared_l2
0.0484 %	0.0489 %	0.047949 %	0.0470491 %	|	0.0491 %	0.0491 %	0.0489 %	0.0491 %	0.0489 %	0.047949 %	306178.7223815918
6000	64	256	|	64	-1	squared_l2
0.0488 %	0.04966 %	0.049173 %	0.0489479 %	|	0.0495 %	0.0495 %	0.04966 %	0.0495 %	0.04966 %	0.049173 %	572581.0766220093
6000	64	256	|	128	-1	squared_l2
0.0491 %	0.0499 %	0.049667 %	0.0497928 %	|	0.0498 %	0.0498 %	0.0499 %	0.0498 %	0.0499 %	0.049667 %	1084278.3451080322
6000	64	256	|	256	-1	squared_l2
0.0491 %	0.04997 %	0.049767 %	0.0500683 %	|	0.0498 %	0.0498 %	0.04997 %	0.0498 %	0.04997 %	0.049767 %	2059143.1379318237
6000	64	256	|	320	-1	squared_l2
0.0491 %	0.04997 %	0.049779 %	0.0501004 %	|	0.0498 %	0.0498 %	0.04997 %	0.0498 %	0.04997 %	0.049779 %	2534327.621459961
6000	64	256	|	384	-1	squared_l2
0.0491 %	0.04999 %	0.049785 %	0.050114 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049785 %	3011051.7597198486
6000	64	256	|	448	-1	squared_l2
0.0491 %	0.04999 %	0.04979 %	0.0501236 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.04979 %	3475364.909172058
6000	64	256	|	512	-1	squared_l2
0.0491 %	0.04999 %	0.049791 %	0.0501289 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049791 %	3946011.76738739
6000	64	256	|	576	-1	squared_l2
0.0491 %	0.04999 %	0.049793 %	0.0501313 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049793 %	4407906.804084778
6000	64	256	|	640	-1	squared_l2
0.0491 %	0.04999 %	0.049794 %	0.0501331 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049794 %	4873374.013900757
6000	64	256	|	704	-1	squared_l2
0.0491 %	0.04999 %	0.049794 %	0.0501339 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049794 %	5345826.106071472
6000	64	256	|	768	-1	squared_l2
0.0491 %	0.04999 %	0.049794 %	0.0501343 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049794 %	5829276.247024536
6000	64	256	|	1024	-1	squared_l2
0.0491 %	0.04999 %	0.049796 %	0.050136 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	7581168.8232421875
6000	32	256	|	1	-1	squared_l2
0.0215 %	0.02181 %	0.019509 %	0.0166822 %	|	0.0225 %	0.0225 %	0.02182 %	0.0225 %	0.02182 %	0.019509 %	19314.680099487305
6000	32	256	|	16	-1	squared_l2
0.0435 %	0.04689 %	0.045398 %	0.0435797 %	|	0.0476 %	0.0476 %	0.04693 %	0.0476 %	0.04693 %	0.045399 %	97577.43835449219
6000	32	256	|	32	-1	squared_l2
0.0446 %	0.04883 %	0.047945 %	0.0470489 %	|	0.0491 %	0.0491 %	0.0489 %	0.0491 %	0.0489 %	0.047949 %	174782.13787078857
6000	32	256	|	64	-1	squared_l2
0.0448 %	0.04957 %	0.049167 %	0.0489477 %	|	0.0495 %	0.0495 %	0.04966 %	0.0495 %	0.04966 %	0.049173 %	323087.57305145264
6000	32	256	|	128	-1	squared_l2
0.0451 %	0.04981 %	0.049658 %	0.0497922 %	|	0.0498 %	0.0498 %	0.0499 %	0.0498 %	0.0499 %	0.049667 %	608781.1088562012
6000	32	256	|	256	-1	squared_l2
0.0451 %	0.04987 %	0.049757 %	0.050067 %	|	0.0498 %	0.0498 %	0.04997 %	0.0498 %	0.04997 %	0.049767 %	1143808.4506988525
6000	32	256	|	320	-1	squared_l2
0.0451 %	0.04987 %	0.049769 %	0.0500991 %	|	0.0498 %	0.0498 %	0.04997 %	0.0498 %	0.04997 %	0.049779 %	1408875.207901001
6000	32	256	|	384	-1	squared_l2
0.0451 %	0.04989 %	0.049775 %	0.0501127 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049785 %	1671798.038482666
6000	32	256	|	448	-1	squared_l2
0.0451 %	0.04989 %	0.04978 %	0.0501223 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.04979 %	1934880.4950714111
6000	32	256	|	512	-1	squared_l2
0.0451 %	0.04989 %	0.049781 %	0.0501275 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049791 %	2210182.0182800293
6000	32	256	|	576	-1	squared_l2
0.0451 %	0.04989 %	0.049783 %	0.0501299 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049793 %	2470836.7252349854
6000	32	256	|	640	-1	squared_l2
0.0451 %	0.04989 %	0.049784 %	0.0501317 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049794 %	2729879.012107849
6000	32	256	|	704	-1	squared_l2
0.0451 %	0.04989 %	0.049784 %	0.0501324 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049794 %	2991607.961654663
6000	32	256	|	768	-1	squared_l2
0.0451 %	0.04989 %	0.049784 %	0.0501328 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049794 %	3279569.3397521973
6000	32	256	|	1024	-1	squared_l2
0.0451 %	0.04989 %	0.049786 %	0.0501345 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	4230045.313835144
6000	16	256	|	1	-1	squared_l2
0.0195 %	0.02157 %	0.01946 %	0.0166791 %	|	0.0224 %	0.0225 %	0.02182 %	0.0225 %	0.02182 %	0.019509 %	16241.135597229004
6000	16	256	|	16	-1	squared_l2
0.0357 %	0.04472 %	0.044853 %	0.0435074 %	|	0.0472 %	0.0476 %	0.04688 %	0.0476 %	0.04693 %	0.045399 %	52783.236503601074
6000	16	256	|	32	-1	squared_l2
0.0367 %	0.04626 %	0.047184 %	0.0469091 %	|	0.0486 %	0.0491 %	0.04885 %	0.0491 %	0.0489 %	0.047947 %	88189.71157073975
6000	16	256	|	64	-1	squared_l2
0.0367 %	0.04681 %	0.048238 %	0.0487219 %	|	0.0489 %	0.0495 %	0.0496 %	0.0495 %	0.04966 %	0.04917 %	156070.56617736816
6000	16	256	|	128	-1	squared_l2
0.0368 %	0.04688 %	0.048609 %	0.0494953 %	|	0.0491 %	0.0498 %	0.04983 %	0.0498 %	0.0499 %	0.049661 %	282887.02964782715
6000	16	256	|	256	-1	squared_l2
0.0368 %	0.04691 %	0.048674 %	0.0497319 %	|	0.0491 %	0.0498 %	0.0499 %	0.0498 %	0.04997 %	0.049761 %	530537.4383926392
6000	16	256	|	320	-1	squared_l2
0.0368 %	0.04691 %	0.048681 %	0.0497587 %	|	0.0491 %	0.0498 %	0.0499 %	0.0498 %	0.04997 %	0.049773 %	652411.3941192627
6000	16	256	|	384	-1	squared_l2
0.0368 %	0.04691 %	0.048686 %	0.0497691 %	|	0.0491 %	0.0498 %	0.04992 %	0.0498 %	0.04999 %	0.049779 %	774448.5473632812
6000	16	256	|	448	-1	squared_l2
0.0368 %	0.04691 %	0.04869 %	0.0497764 %	|	0.0491 %	0.0498 %	0.04992 %	0.0498 %	0.04999 %	0.049784 %	894147.2005844116
6000	16	256	|	512	-1	squared_l2
0.0368 %	0.04691 %	0.048691 %	0.0497801 %	|	0.0491 %	0.0498 %	0.04992 %	0.0498 %	0.04999 %	0.049785 %	1012225.2988815308
6000	16	256	|	576	-1	squared_l2
0.0368 %	0.04691 %	0.048691 %	0.0497817 %	|	0.0491 %	0.0498 %	0.04992 %	0.0498 %	0.04999 %	0.049787 %	1131295.189857483
6000	16	256	|	640	-1	squared_l2
0.0368 %	0.04691 %	0.048691 %	0.0497829 %	|	0.0491 %	0.0498 %	0.04992 %	0.0498 %	0.04999 %	0.049788 %	1264404.6115875244
6000	16	256	|	704	-1	squared_l2
0.0368 %	0.04691 %	0.048691 %	0.0497833 %	|	0.0491 %	0.0498 %	0.04992 %	0.0498 %	0.04999 %	0.049788 %	1388286.108970642
6000	16	256	|	768	-1	squared_l2
0.0368 %	0.04691 %	0.048691 %	0.0497835 %	|	0.0491 %	0.0498 %	0.04992 %	0.0498 %	0.04999 %	0.049788 %	1518334.1026306152
6000	16	256	|	1024	-1	squared_l2
0.0368 %	0.04691 %	0.048693 %	0.0497847 %	|	0.0491 %	0.0498 %	0.04992 %	0.0498 %	0.04999 %	0.04979 %	1952049.7560501099
4000	128	256	|	1	-1	squared_l2
0.0244 %	0.02296 %	0.020705 %	0.017889 %	|	0.0244 %	0.0244 %	0.02296 %	0.0244 %	0.02296 %	0.020705 %	43427.19078063965
4000	128	256	|	16	-1	squared_l2
0.0476 %	0.04761 %	0.046284 %	0.0448227 %	|	0.0476 %	0.0476 %	0.04761 %	0.0476 %	0.04761 %	0.046284 %	483324.52297210693
4000	128	256	|	32	-1	squared_l2
0.0496 %	0.04916 %	0.04846 %	0.047841 %	|	0.0496 %	0.0496 %	0.04916 %	0.0496 %	0.04916 %	0.04846 %	914655.5233001709
4000	128	256	|	64	-1	squared_l2
0.0498 %	0.04969 %	0.049413 %	0.0493579 %	|	0.0498 %	0.0498 %	0.04969 %	0.0498 %	0.04969 %	0.049413 %	1728740.2629852295
4000	128	256	|	128	-1	squared_l2
0.0498 %	0.04993 %	0.049715 %	0.0499443 %	|	0.0498 %	0.0498 %	0.04993 %	0.0498 %	0.04993 %	0.049715 %	3306031.5132141113
4000	128	256	|	256	-1	squared_l2
0.0498 %	0.04998 %	0.049789 %	0.0501042 %	|	0.0498 %	0.0498 %	0.04998 %	0.0498 %	0.04998 %	0.049789 %	6313045.325279236
4000	128	256	|	320	-1	squared_l2
0.0498 %	0.04999 %	0.04979 %	0.0501198 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.04979 %	7750457.673072815
4000	128	256	|	384	-1	squared_l2
0.0498 %	0.04999 %	0.049795 %	0.0501279 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049795 %	9251799.969673157
4000	128	256	|	448	-1	squared_l2
0.0498 %	0.04999 %	0.049796 %	0.0501318 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	10628234.806060791
4000	128	256	|	512	-1	squared_l2
0.0498 %	0.04999 %	0.049796 %	0.0501337 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	12137366.90044403
4000	128	256	|	576	-1	squared_l2
0.0498 %	0.04999 %	0.049796 %	0.0501347 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	13493001.222610474
4000	128	256	|	640	-1	squared_l2
0.0498 %	0.04999 %	0.049796 %	0.0501352 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	15015725.94165802
4000	128	256	|	704	-1	squared_l2
0.0498 %	0.04999 %	0.049796 %	0.0501356 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	16338939.9766922
4000	128	256	|	768	-1	squared_l2
0.0498 %	0.04999 %	0.049796 %	0.0501359 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	17906666.51725769
4000	128	256	|	1024	-1	squared_l2
0.0498 %	0.04999 %	0.049796 %	0.0501363 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	23499715.704917908
4000	64	256	|	1	-1	squared_l2
0.0241 %	0.02296 %	0.020705 %	0.017889 %	|	0.0244 %	0.0244 %	0.02296 %	0.0244 %	0.02296 %	0.020705 %	26037.096977233887
4000	64	256	|	16	-1	squared_l2
0.0461 %	0.04761 %	0.046284 %	0.0448227 %	|	0.0476 %	0.0476 %	0.04761 %	0.0476 %	0.04761 %	0.046284 %	228820.30487060547
4000	64	256	|	32	-1	squared_l2
0.0478 %	0.04916 %	0.04846 %	0.047841 %	|	0.0496 %	0.0496 %	0.04916 %	0.0496 %	0.04916 %	0.04846 %	427520.7042694092
4000	64	256	|	64	-1	squared_l2
0.048 %	0.04969 %	0.049413 %	0.0493579 %	|	0.0498 %	0.0498 %	0.04969 %	0.0498 %	0.04969 %	0.049413 %	805801.6538619995
4000	64	256	|	128	-1	squared_l2
0.048 %	0.04993 %	0.049715 %	0.0499443 %	|	0.0498 %	0.0498 %	0.04993 %	0.0498 %	0.04993 %	0.049715 %	1537595.2577590942
4000	64	256	|	256	-1	squared_l2
0.048 %	0.04998 %	0.049789 %	0.0501042 %	|	0.0498 %	0.0498 %	0.04998 %	0.0498 %	0.04998 %	0.049789 %	2911688.6854171753
4000	64	256	|	320	-1	squared_l2
0.048 %	0.04999 %	0.04979 %	0.0501198 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.04979 %	3584429.292678833
4000	64	256	|	384	-1	squared_l2
0.048 %	0.04999 %	0.049795 %	0.0501279 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049795 %	4268605.809211731
4000	64	256	|	448	-1	squared_l2
0.048 %	0.04999 %	0.049796 %	0.0501318 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	4923281.326293945
4000	64	256	|	512	-1	squared_l2
0.048 %	0.04999 %	0.049796 %	0.0501337 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	5590198.974609375
4000	64	256	|	576	-1	squared_l2
0.048 %	0.04999 %	0.049796 %	0.0501347 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	6243366.708755493
4000	64	256	|	640	-1	squared_l2
0.048 %	0.04999 %	0.049796 %	0.0501352 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	6916273.1075286865
4000	64	256	|	704	-1	squared_l2
0.048 %	0.04999 %	0.049796 %	0.0501356 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	7579469.518661499
4000	64	256	|	768	-1	squared_l2
0.048 %	0.04999 %	0.049796 %	0.0501359 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	8259567.070007324
4000	64	256	|	1024	-1	squared_l2
0.048 %	0.04999 %	0.049796 %	0.0501363 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	10764531.173706055
4000	32	256	|	1	-1	squared_l2
0.0234 %	0.02296 %	0.020705 %	0.017889 %	|	0.0244 %	0.0244 %	0.02296 %	0.0244 %	0.02296 %	0.020705 %	19146.23260498047
4000	32	256	|	16	-1	squared_l2
0.0432 %	0.04753 %	0.046283 %	0.0448225 %	|	0.0476 %	0.0476 %	0.04761 %	0.0476 %	0.04761 %	0.046284 %	129699.13959503174
4000	32	256	|	32	-1	squared_l2
0.0446 %	0.04906 %	0.048458 %	0.0478407 %	|	0.0496 %	0.0496 %	0.04916 %	0.0496 %	0.04916 %	0.04846 %	238679.49962615967
4000	32	256	|	64	-1	squared_l2
0.0447 %	0.04958 %	0.049406 %	0.0493576 %	|	0.0498 %	0.0498 %	0.04969 %	0.0498 %	0.04969 %	0.049413 %	446770.9541320801
4000	32	256	|	128	-1	squared_l2
0.0447 %	0.04982 %	0.049705 %	0.0499438 %	|	0.0498 %	0.0498 %	0.04993 %	0.0498 %	0.04993 %	0.049715 %	840616.0545349121
4000	32	256	|	256	-1	squared_l2
0.0447 %	0.04987 %	0.049779 %	0.0501034 %	|	0.0498 %	0.0498 %	0.04998 %	0.0498 %	0.04998 %	0.049789 %	1604219.7513580322
4000	32	256	|	320	-1	squared_l2
0.0447 %	0.04988 %	0.04978 %	0.050119 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.04979 %	1981622.1237182617
4000	32	256	|	384	-1	squared_l2
0.0447 %	0.04988 %	0.049784 %	0.050127 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049795 %	2353630.337715149
4000	32	256	|	448	-1	squared_l2
0.0447 %	0.04988 %	0.049785 %	0.0501309 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	2733809.413909912
4000	32	256	|	512	-1	squared_l2
0.0447 %	0.04988 %	0.049785 %	0.0501328 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	3114275.803565979
4000	32	256	|	576	-1	squared_l2
0.0447 %	0.04988 %	0.049785 %	0.0501338 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	3479610.6576919556
4000	32	256	|	640	-1	squared_l2
0.0447 %	0.04988 %	0.049785 %	0.0501343 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	3848272.409439087
4000	32	256	|	704	-1	squared_l2
0.0447 %	0.04988 %	0.049785 %	0.0501347 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	4229703.059196472
4000	32	256	|	768	-1	squared_l2
0.0447 %	0.04988 %	0.049785 %	0.050135 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	4606325.469017029
4000	32	256	|	1024	-1	squared_l2
0.0447 %	0.04988 %	0.049785 %	0.0501354 %	|	0.0498 %	0.0498 %	0.04999 %	0.0498 %	0.04999 %	0.049796 %	5978008.704185486
4000	16	256	|	1	-1	squared_l2
0.0199 %	0.02243 %	0.020623 %	0.0178844 %	|	0.0244 %	0.0244 %	0.02295 %	0.0244 %	0.02296 %	0.020705 %	14624.066352844238
4000	16	256	|	16	-1	squared_l2
0.0345 %	0.04492 %	0.045598 %	0.0447228 %	|	0.0471 %	0.0476 %	0.04756 %	0.0476 %	0.04761 %	0.046283 %	64135.65635681152
4000	16	256	|	32	-1	squared_l2
0.0355 %	0.0461 %	0.047534 %	0.0476625 %	|	0.049 %	0.0496 %	0.04909 %	0.0496 %	0.04916 %	0.048458 %	112830.2001953125
4000	16	256	|	64	-1	squared_l2
0.0356 %	0.04643 %	0.048323 %	0.049092 %	|	0.0492 %	0.0498 %	0.0496 %	0.0498 %	0.04969 %	0.049409 %	205720.27206420898
4000	16	256	|	128	-1	squared_l2
0.0356 %	0.04655 %	0.048543 %	0.0496179 %	|	0.0492 %	0.0498 %	0.04982 %	0.0498 %	0.04993 %	0.049708 %	379743.275642395
4000	16	256	|	256	-1	squared_l2
0.0356 %	0.04656 %	0.04859 %	0.049749 %	|	0.0492 %	0.0498 %	0.04987 %	0.0498 %	0.04998 %	0.049779 %	718129.0864944458
4000	16	256	|	320	-1	squared_l2
0.0356 %	0.04657 %	0.048591 %	0.0497601 %	|	0.0492 %	0.0498 %	0.04988 %	0.0498 %	0.04999 %	0.04978 %	885712.1133804321
4000	16	256	|	384	-1	squared_l2
0.0356 %	0.04657 %	0.048595 %	0.0497655 %	|	0.0492 %	0.0498 %	0.04988 %	0.0498 %	0.04999 %	0.049785 %	1051790.0657653809
4000	16	256	|	448	-1	squared_l2
0.0356 %	0.04657 %	0.048595 %	0.0497683 %	|	0.0492 %	0.0498 %	0.04988 %	0.0498 %	0.04999 %	0.049786 %	1216714.0007019043
4000	16	256	|	512	-1	squared_l2
0.0356 %	0.04657 %	0.048595 %	0.0497691 %	|	0.0492 %	0.0498 %	0.04988 %	0.0498 %	0.04999 %	0.049786 %	1377986.77444458
4000	16	256	|	576	-1	squared_l2
0.0356 %	0.04657 %	0.048595 %	0.0497696 %	|	0.0492 %	0.0498 %	0.04988 %	0.0498 %	0.04999 %	0.049786 %	1542250.8001327515
4000	16	256	|	640	-1	squared_l2
0.0356 %	0.04657 %	0.048595 %	0.0497699 %	|	0.0492 %	0.0498 %	0.04988 %	0.0498 %	0.04999 %	0.049786 %	1726515.9559249878
4000	16	256	|	704	-1	squared_l2
0.0356 %	0.04657 %	0.048595 %	0.0497701 %	|	0.0492 %	0.0498 %	0.04988 %	0.0498 %	0.04999 %	0.049786 %	1899057.7173233032
4000	16	256	|	768	-1	squared_l2
0.0356 %	0.04657 %	0.048595 %	0.0497702 %	|	0.0492 %	0.0498 %	0.04988 %	0.0498 %	0.04999 %	0.049786 %	2082257.4758529663
4000	16	256	|	1024	-1	squared_l2
0.0356 %	0.04657 %	0.048595 %	0.0497705 %	|	0.0492 %	0.0498 %	0.04988 %	0.0498 %	0.04999 %	0.049786 %	2669278.9554595947
