Program: scann Topk: 1000 Num_split: 1 Batch: 128
L	Threashold	m	|	w	r	Metric
1000	0.55	256	|	4	-1	squared_l2
0.616 %	0.6349 %	0.58323 %	0.443098 %	|	0.719 %	0.719 %	0.6831 %	0.719 %	0.6831 %	0.59793 %	49.93104934692383
1000	0.55	256	|	8	-1	squared_l2
0.72 %	0.7386 %	0.71152 %	0.595644 %	|	0.851 %	0.851 %	0.8144 %	0.851 %	0.8144 %	0.74121 %	54.20422554016113
1000	0.55	256	|	16	-1	squared_l2
0.786 %	0.8048 %	0.80593 %	0.732193 %	|	0.946 %	0.946 %	0.907 %	0.946 %	0.907 %	0.8561 %	87.83888816833496
1000	0.55	256	|	25	-1	squared_l2
0.803 %	0.8285 %	0.84659 %	0.80315 %	|	0.967 %	0.967 %	0.9447 %	0.967 %	0.9447 %	0.91083 %	88.80186080932617
1000	0.55	256	|	30	-1	squared_l2
0.807 %	0.8363 %	0.85814 %	0.826102 %	|	0.975 %	0.975 %	0.957 %	0.975 %	0.957 %	0.92779 %	105.96728324890137
1000	0.55	256	|	35	-1	squared_l2
0.81 %	0.8413 %	0.86645 %	0.8435 %	|	0.98 %	0.98 %	0.9645 %	0.98 %	0.9645 %	0.94049 %	127.31385231018066
1000	0.55	256	|	40	-1	squared_l2
0.812 %	0.8464 %	0.87312 %	0.857001 %	|	0.983 %	0.983 %	0.9722 %	0.983 %	0.9722 %	0.95063 %	128.81135940551758
1000	0.55	256	|	45	-1	squared_l2
0.813 %	0.8477 %	0.87764 %	0.867307 %	|	0.985 %	0.985 %	0.9755 %	0.985 %	0.9755 %	0.95788 %	155.2269458770752
1000	0.55	256	|	50	-1	squared_l2
0.815 %	0.8499 %	0.88105 %	0.875392 %	|	0.988 %	0.988 %	0.9794 %	0.988 %	0.9794 %	0.96334 %	157.51934051513672
1000	0.55	256	|	55	-1	squared_l2
0.815 %	0.8509 %	0.88354 %	0.881782 %	|	0.988 %	0.988 %	0.9818 %	0.988 %	0.9818 %	0.96765 %	134.21058654785156
1000	0.55	256	|	60	-1	squared_l2
0.816 %	0.8517 %	0.88571 %	0.887471 %	|	0.989 %	0.989 %	0.9837 %	0.989 %	0.9837 %	0.97151 %	161.75556182861328
1000	0.55	256	|	65	-1	squared_l2
0.816 %	0.8533 %	0.88791 %	0.892289 %	|	0.989 %	0.989 %	0.9862 %	0.989 %	0.9862 %	0.97531 %	169.59667205810547
1000	0.55	256	|	75	-1	squared_l2
0.818 %	0.8552 %	0.89081 %	0.89947 %	|	0.992 %	0.992 %	0.9895 %	0.992 %	0.9895 %	0.98039 %	192.37661361694336
1000	0.55	256	|	90	-1	squared_l2
0.819 %	0.8568 %	0.89392 %	0.906971 %	|	0.994 %	0.994 %	0.9928 %	0.994 %	0.9928 %	0.98588 %	221.787691116333
1000	0.55	256	|	110	-1	squared_l2
0.821 %	0.8585 %	0.8963 %	0.913268 %	|	0.996 %	0.996 %	0.9953 %	0.996 %	0.9953 %	0.99053 %	263.08250427246094
1000	0.55	256	|	130	-1	squared_l2
0.822 %	0.8591 %	0.89766 %	0.917114 %	|	0.997 %	0.997 %	0.9965 %	0.997 %	0.9965 %	0.99321 %	290.9703254699707
1000	0.55	256	|	150	-1	squared_l2
0.822 %	0.8595 %	0.89857 %	0.919767 %	|	0.997 %	0.997 %	0.9977 %	0.997 %	0.9977 %	0.99515 %	330.92260360717773
1000	0.55	256	|	170	-1	squared_l2
0.823 %	0.8595 %	0.89914 %	0.921435 %	|	0.998 %	0.998 %	0.9979 %	0.998 %	0.9979 %	0.99632 %	362.0421886444092
1000	0.55	256	|	200	-1	squared_l2
0.823 %	0.8598 %	0.89959 %	0.923138 %	|	0.998 %	0.998 %	0.9985 %	0.998 %	0.9985 %	0.99747 %	423.04039001464844
1000	0.55	256	|	220	-1	squared_l2
0.823 %	0.8601 %	0.89984 %	0.923892 %	|	0.998 %	0.998 %	0.999 %	0.998 %	0.999 %	0.99807 %	481.2493324279785
1000	0.55	256	|	250	-1	squared_l2
0.823 %	0.8602 %	0.90012 %	0.924669 %	|	0.998 %	0.998 %	0.9993 %	0.998 %	0.9993 %	0.99878 %	501.6820430755615
1000	0.55	256	|	310	-1	squared_l2
0.825 %	0.8607 %	0.90053 %	0.925577 %	|	1.0 %	1.0 %	0.9998 %	1.0 %	0.9998 %	0.99948 %	589.0712738037109
1000	0.55	256	|	400	-1	squared_l2
0.825 %	0.8607 %	0.90066 %	0.926119 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99983 %	785.4890823364258
1000	0.55	256	|	500	-1	squared_l2
0.825 %	0.8607 %	0.90071 %	0.926323 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99994 %	945.793628692627
1000	0.55	256	|	800	-1	squared_l2
0.825 %	0.8607 %	0.90072 %	0.926443 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99999 %	1470.9539413452148
1000	0.55	256	|	1000	-1	squared_l2
0.825 %	0.8607 %	0.90072 %	0.926446 %	|	1.0 %	1.0 %	1.0 %	1.0 %	1.0 %	0.99999 %	1892.716884613037
1000	0.55	128	|	1	-1	squared_l2
0.26 %	0.2822 %	0.26964 %	0.184932 %	|	0.391 %	0.405 %	0.3596 %	0.405 %	0.3617 %	0.29306 %	31.71372413635254
1000	0.55	128	|	2	-1	squared_l2
0.324 %	0.3762 %	0.38316 %	0.29666 %	|	0.541 %	0.567 %	0.5145 %	0.567 %	0.519 %	0.43875 %	36.67879104614258
1000	0.55	128	|	4	-1	squared_l2
0.385 %	0.4629 %	0.4901 %	0.425763 %	|	0.677 %	0.719 %	0.6747 %	0.719 %	0.6831 %	0.59773 %	35.12382507324219
1000	0.55	128	|	8	-1	squared_l2
0.442 %	0.519 %	0.5689 %	0.548097 %	|	0.781 %	0.851 %	0.8021 %	0.851 %	0.8143 %	0.74051 %	37.55021095275879
1000	0.55	128	|	16	-1	squared_l2
0.463 %	0.5518 %	0.62076 %	0.641854 %	|	0.86 %	0.946 %	0.8901 %	0.946 %	0.9069 %	0.85458 %	45.598745346069336
1000	0.55	128	|	25	-1	squared_l2
0.466 %	0.5616 %	0.641 %	0.684451 %	|	0.875 %	0.967 %	0.9259 %	0.967 %	0.9446 %	0.90856 %	46.70357704162598
1000	0.55	128	|	30	-1	squared_l2
0.466 %	0.5654 %	0.64717 %	0.697243 %	|	0.883 %	0.975 %	0.9377 %	0.975 %	0.9569 %	0.92525 %	67.79050827026367
1000	0.55	128	|	35	-1	squared_l2
0.468 %	0.5675 %	0.6514 %	0.706796 %	|	0.886 %	0.98 %	0.9444 %	0.98 %	0.9644 %	0.93771 %	88.34695816040039
1000	0.55	128	|	40	-1	squared_l2
0.466 %	0.5696 %	0.65445 %	0.713921 %	|	0.888 %	0.983 %	0.9512 %	0.983 %	0.9721 %	0.94771 %	87.01682090759277
1000	0.55	128	|	45	-1	squared_l2
0.466 %	0.5699 %	0.65664 %	0.719257 %	|	0.889 %	0.985 %	0.9539 %	0.985 %	0.9754 %	0.95483 %	75.23012161254883
1000	0.55	128	|	50	-1	squared_l2
0.464 %	0.5709 %	0.65827 %	0.723396 %	|	0.891 %	0.988 %	0.9577 %	0.988 %	0.9793 %	0.96014 %	92.9257869720459
1000	0.55	128	|	55	-1	squared_l2
0.464 %	0.5714 %	0.6592 %	0.726537 %	|	0.89 %	0.988 %	0.9599 %	0.988 %	0.9817 %	0.96428 %	84.7923755645752
1000	0.55	128	|	60	-1	squared_l2
0.465 %	0.5719 %	0.66023 %	0.729417 %	|	0.891 %	0.989 %	0.9612 %	0.989 %	0.9836 %	0.96802 %	84.29312705993652
1000	0.55	128	|	65	-1	squared_l2
0.465 %	0.572 %	0.66127 %	0.73191 %	|	0.891 %	0.989 %	0.9635 %	0.989 %	0.9861 %	0.97174 %	85.70718765258789
1000	0.55	128	|	75	-1	squared_l2
0.466 %	0.5727 %	0.66268 %	0.735563 %	|	0.892 %	0.992 %	0.9665 %	0.992 %	0.9894 %	0.97662 %	94.61617469787598
1000	0.55	128	|	90	-1	squared_l2
0.466 %	0.5737 %	0.66418 %	0.739109 %	|	0.893 %	0.994 %	0.9694 %	0.994 %	0.9927 %	0.98188 %	136.9309425354004
1000	0.55	128	|	110	-1	squared_l2
0.468 %	0.5745 %	0.66526 %	0.742238 %	|	0.894 %	0.996 %	0.9711 %	0.996 %	0.9952 %	0.98631 %	162.9478931427002
1000	0.55	128	|	130	-1	squared_l2
0.469 %	0.5746 %	0.66571 %	0.744117 %	|	0.895 %	0.997 %	0.972 %	0.997 %	0.9964 %	0.98886 %	197.86596298217773
1000	0.55	128	|	150	-1	squared_l2
0.469 %	0.5747 %	0.66612 %	0.745413 %	|	0.895 %	0.997 %	0.9729 %	0.997 %	0.9976 %	0.99074 %	222.29933738708496
1000	0.55	128	|	170	-1	squared_l2
0.469 %	0.5747 %	0.66648 %	0.746282 %	|	0.896 %	0.998 %	0.973 %	0.998 %	0.9978 %	0.99183 %	200.41966438293457
1000	0.55	128	|	200	-1	squared_l2
0.469 %	0.5749 %	0.6667 %	0.74705 %	|	0.896 %	0.998 %	0.9735 %	0.998 %	0.9984 %	0.9929 %	213.95540237426758
1000	0.55	128	|	220	-1	squared_l2
0.469 %	0.5753 %	0.66678 %	0.747402 %	|	0.896 %	0.998 %	0.9738 %	0.998 %	0.9989 %	0.99347 %	245.8808422088623
1000	0.55	128	|	250	-1	squared_l2
0.469 %	0.5753 %	0.66691 %	0.747709 %	|	0.896 %	0.998 %	0.9741 %	0.998 %	0.9992 %	0.99409 %	261.9824409484863
1000	0.55	128	|	310	-1	squared_l2
0.471 %	0.5755 %	0.66705 %	0.748082 %	|	0.898 %	1.0 %	0.9745 %	1.0 %	0.9997 %	0.99474 %	320.36805152893066
1000	0.55	128	|	400	-1	squared_l2
0.471 %	0.5756 %	0.66705 %	0.748344 %	|	0.897 %	1.0 %	0.9747 %	1.0 %	0.9999 %	0.99506 %	394.78254318237305
1000	0.55	128	|	500	-1	squared_l2
0.471 %	0.5755 %	0.66704 %	0.748407 %	|	0.897 %	1.0 %	0.9747 %	1.0 %	0.9999 %	0.99514 %	467.99206733703613
1000	0.55	128	|	800	-1	squared_l2
0.471 %	0.5755 %	0.66704 %	0.748446 %	|	0.897 %	1.0 %	0.9747 %	1.0 %	0.9999 %	0.99519 %	739.0601634979248
1000	0.55	128	|	1000	-1	squared_l2
0.471 %	0.5755 %	0.66704 %	0.748448 %	|	0.897 %	1.0 %	0.9747 %	1.0 %	0.9999 %	0.99519 %	944.420337677002
1000	0.55	64	|	1	-1	squared_l2
0.115 %	0.1698 %	0.21621 %	0.182295 %	|	0.268 %	0.392 %	0.3324 %	0.405 %	0.3617 %	0.29264 %	29.201984405517578
1000	0.55	64	|	2	-1	squared_l2
0.132 %	0.1996 %	0.27583 %	0.280099 %	|	0.341 %	0.537 %	0.4495 %	0.566 %	0.5185 %	0.43623 %	28.341293334960938
1000	0.55	64	|	4	-1	squared_l2
0.143 %	0.224 %	0.3182 %	0.369542 %	|	0.382 %	0.653 %	0.5553 %	0.718 %	0.6803 %	0.58502 %	41.15772247314453
1000	0.55	64	|	8	-1	squared_l2
0.143 %	0.2343 %	0.33967 %	0.42965 %	|	0.427 %	0.744 %	0.6182 %	0.849 %	0.8049 %	0.70389 %	36.771535873413086
1000	0.55	64	|	16	-1	squared_l2
0.145 %	0.2346 %	0.34929 %	0.461508 %	|	0.438 %	0.801 %	0.647 %	0.942 %	0.8878 %	0.78248 %	54.5654296875
1000	0.55	64	|	25	-1	squared_l2
0.145 %	0.2346 %	0.35022 %	0.471285 %	|	0.433 %	0.803 %	0.6535 %	0.962 %	0.9179 %	0.81043 %	46.454429626464844
1000	0.55	64	|	30	-1	squared_l2
0.143 %	0.2351 %	0.34997 %	0.473295 %	|	0.434 %	0.806 %	0.6559 %	0.969 %	0.9271 %	0.81789 %	50.67706108093262
1000	0.55	64	|	35	-1	squared_l2
0.143 %	0.235 %	0.35004 %	0.474499 %	|	0.433 %	0.809 %	0.6563 %	0.971 %	0.932 %	0.82275 %	67.49725341796875
1000	0.55	64	|	40	-1	squared_l2
0.141 %	0.2352 %	0.34967 %	0.475165 %	|	0.431 %	0.81 %	0.6586 %	0.973 %	0.9385 %	0.82652 %	53.73644828796387
1000	0.55	64	|	45	-1	squared_l2
0.14 %	0.2345 %	0.3497 %	0.475391 %	|	0.431 %	0.808 %	0.6577 %	0.975 %	0.941 %	0.82867 %	45.218706130981445
1000	0.55	64	|	50	-1	squared_l2
0.141 %	0.2346 %	0.34926 %	0.475355 %	|	0.432 %	0.808 %	0.6575 %	0.977 %	0.9433 %	0.83006 %	47.08361625671387
1000	0.55	64	|	55	-1	squared_l2
0.141 %	0.2342 %	0.34911 %	0.475275 %	|	0.432 %	0.807 %	0.6572 %	0.976 %	0.9442 %	0.83105 %	66.82920455932617
1000	0.55	64	|	60	-1	squared_l2
0.141 %	0.2341 %	0.34881 %	0.475232 %	|	0.432 %	0.806 %	0.6568 %	0.975 %	0.945 %	0.83196 %	86.96269989013672
1000	0.55	64	|	65	-1	squared_l2
0.141 %	0.234 %	0.34858 %	0.475091 %	|	0.428 %	0.806 %	0.657 %	0.975 %	0.947 %	0.83285 %	79.2245864868164
1000	0.55	64	|	75	-1	squared_l2
0.141 %	0.234 %	0.34832 %	0.474911 %	|	0.429 %	0.809 %	0.6572 %	0.978 %	0.9486 %	0.8336 %	105.43704032897949
1000	0.55	64	|	90	-1	squared_l2
0.141 %	0.2343 %	0.34783 %	0.47422 %	|	0.428 %	0.807 %	0.6571 %	0.98 %	0.9503 %	0.83387 %	104.74419593811035
1000	0.55	64	|	110	-1	squared_l2
0.141 %	0.2344 %	0.34756 %	0.47347 %	|	0.428 %	0.809 %	0.6571 %	0.982 %	0.9509 %	0.83357 %	96.55642509460449
1000	0.55	64	|	130	-1	squared_l2
0.14 %	0.2342 %	0.34724 %	0.472993 %	|	0.428 %	0.81 %	0.6568 %	0.983 %	0.9515 %	0.83319 %	112.02597618103027
1000	0.55	64	|	150	-1	squared_l2
0.14 %	0.2342 %	0.34705 %	0.472542 %	|	0.428 %	0.81 %	0.6566 %	0.982 %	0.9523 %	0.83309 %	102.29945182800293
1000	0.55	64	|	170	-1	squared_l2
0.141 %	0.2343 %	0.34686 %	0.47211 %	|	0.429 %	0.811 %	0.656 %	0.982 %	0.9519 %	0.83269 %	111.06443405151367
1000	0.55	64	|	200	-1	squared_l2
0.141 %	0.2345 %	0.34661 %	0.471617 %	|	0.429 %	0.811 %	0.656 %	0.982 %	0.952 %	0.83231 %	121.51861190795898
1000	0.55	64	|	220	-1	squared_l2
0.141 %	0.2344 %	0.34658 %	0.471433 %	|	0.429 %	0.811 %	0.6558 %	0.982 %	0.9523 %	0.83227 %	128.5836696624756
1000	0.55	64	|	250	-1	squared_l2
0.141 %	0.2342 %	0.34642 %	0.471127 %	|	0.429 %	0.81 %	0.6559 %	0.981 %	0.9521 %	0.83201 %	171.83828353881836
1000	0.55	64	|	310	-1	squared_l2
0.141 %	0.2344 %	0.34623 %	0.47065 %	|	0.43 %	0.81 %	0.6555 %	0.983 %	0.9525 %	0.83157 %	201.92885398864746
1000	0.55	64	|	400	-1	squared_l2
0.141 %	0.2343 %	0.34617 %	0.470331 %	|	0.43 %	0.81 %	0.6555 %	0.983 %	0.9526 %	0.83125 %	208.91571044921875
1000	0.55	64	|	500	-1	squared_l2
0.141 %	0.2342 %	0.34606 %	0.470147 %	|	0.43 %	0.81 %	0.6553 %	0.983 %	0.9525 %	0.83104 %	264.96243476867676
1000	0.55	64	|	800	-1	squared_l2
0.141 %	0.2342 %	0.34601 %	0.469979 %	|	0.43 %	0.81 %	0.6553 %	0.983 %	0.9524 %	0.83096 %	409.14344787597656
1000	0.55	64	|	1000	-1	squared_l2
0.141 %	0.2342 %	0.346 %	0.469968 %	|	0.43 %	0.81 %	0.6553 %	0.983 %	0.9524 %	0.83094 %	530.1012992858887
1000	0.55	32	|	1	-1	squared_l2
0.045 %	0.103 %	0.16512 %	0.17781 %	|	0.154 %	0.316 %	0.2728 %	0.404 %	0.3604 %	0.28958 %	26.593446731567383
1000	0.55	32	|	2	-1	squared_l2
0.047 %	0.1139 %	0.19521 %	0.257791 %	|	0.181 %	0.405 %	0.341 %	0.563 %	0.5106 %	0.42022 %	35.90869903564453
1000	0.55	32	|	4	-1	squared_l2
0.056 %	0.1207 %	0.21122 %	0.313069 %	|	0.193 %	0.477 %	0.3867 %	0.699 %	0.6503 %	0.53171 %	33.85138511657715
1000	0.55	32	|	8	-1	squared_l2
0.054 %	0.1198 %	0.21362 %	0.339289 %	|	0.214 %	0.504 %	0.3982 %	0.796 %	0.7385 %	0.5963 %	25.066852569580078
1000	0.55	32	|	16	-1	squared_l2
0.053 %	0.1155 %	0.21034 %	0.344368 %	|	0.213 %	0.522 %	0.3957 %	0.852 %	0.7753 %	0.61966 %	32.85026550292969
1000	0.55	32	|	25	-1	squared_l2
0.052 %	0.1137 %	0.2068 %	0.340851 %	|	0.214 %	0.514 %	0.3894 %	0.853 %	0.7814 %	0.61919 %	62.23130226135254
1000	0.55	32	|	30	-1	squared_l2
0.052 %	0.1141 %	0.20524 %	0.338681 %	|	0.214 %	0.515 %	0.3896 %	0.853 %	0.7811 %	0.61657 %	46.97608947753906
1000	0.55	32	|	35	-1	squared_l2
0.052 %	0.1132 %	0.20378 %	0.336822 %	|	0.212 %	0.515 %	0.3875 %	0.854 %	0.7801 %	0.61512 %	41.22567176818848
1000	0.55	32	|	40	-1	squared_l2
0.052 %	0.1131 %	0.20274 %	0.335089 %	|	0.211 %	0.513 %	0.3867 %	0.849 %	0.7797 %	0.61334 %	61.577558517456055
1000	0.55	32	|	45	-1	squared_l2
0.052 %	0.1126 %	0.20175 %	0.333697 %	|	0.208 %	0.513 %	0.3846 %	0.848 %	0.7772 %	0.61097 %	57.04140663146973
1000	0.55	32	|	50	-1	squared_l2
0.052 %	0.1122 %	0.20102 %	0.332518 %	|	0.208 %	0.513 %	0.384 %	0.851 %	0.7765 %	0.60948 %	56.49614334106445
1000	0.55	32	|	55	-1	squared_l2
0.051 %	0.1119 %	0.20045 %	0.331342 %	|	0.207 %	0.512 %	0.3834 %	0.847 %	0.775 %	0.60766 %	67.23594665527344
1000	0.55	32	|	60	-1	squared_l2
0.051 %	0.1114 %	0.19991 %	0.330155 %	|	0.207 %	0.508 %	0.3821 %	0.844 %	0.7736 %	0.60596 %	64.4524097442627
1000	0.55	32	|	65	-1	squared_l2
0.05 %	0.1114 %	0.19941 %	0.32925 %	|	0.207 %	0.507 %	0.3807 %	0.843 %	0.7733 %	0.60476 %	58.652400970458984
1000	0.55	32	|	75	-1	squared_l2
0.049 %	0.1107 %	0.19877 %	0.327745 %	|	0.205 %	0.507 %	0.3803 %	0.841 %	0.7709 %	0.60214 %	75.4234790802002
1000	0.55	32	|	90	-1	squared_l2
0.048 %	0.1103 %	0.19791 %	0.325778 %	|	0.204 %	0.502 %	0.3781 %	0.837 %	0.7687 %	0.5993 %	78.07016372680664
1000	0.55	32	|	110	-1	squared_l2
0.048 %	0.1104 %	0.1969 %	0.324022 %	|	0.206 %	0.504 %	0.3773 %	0.835 %	0.7663 %	0.59668 %	83.4970474243164
1000	0.55	32	|	130	-1	squared_l2
0.048 %	0.1103 %	0.19636 %	0.322761 %	|	0.205 %	0.503 %	0.3764 %	0.836 %	0.765 %	0.59499 %	74.05495643615723
1000	0.55	32	|	150	-1	squared_l2
0.048 %	0.1098 %	0.1959 %	0.321785 %	|	0.205 %	0.503 %	0.3753 %	0.831 %	0.7635 %	0.59371 %	90.41738510131836
1000	0.55	32	|	170	-1	squared_l2
0.049 %	0.1097 %	0.19573 %	0.321091 %	|	0.206 %	0.504 %	0.3751 %	0.831 %	0.7624 %	0.59263 %	121.09899520874023
1000	0.55	32	|	200	-1	squared_l2
0.049 %	0.1097 %	0.19549 %	0.320328 %	|	0.206 %	0.502 %	0.3745 %	0.828 %	0.7614 %	0.59155 %	126.73354148864746
1000	0.55	32	|	220	-1	squared_l2
0.049 %	0.1096 %	0.19533 %	0.319987 %	|	0.206 %	0.502 %	0.3744 %	0.828 %	0.7613 %	0.59118 %	102.51951217651367
1000	0.55	32	|	250	-1	squared_l2
0.049 %	0.1096 %	0.19517 %	0.319551 %	|	0.206 %	0.502 %	0.3742 %	0.828 %	0.7607 %	0.5905 %	128.66759300231934
1000	0.55	32	|	310	-1	squared_l2
0.049 %	0.1094 %	0.19505 %	0.318961 %	|	0.206 %	0.502 %	0.3739 %	0.825 %	0.7594 %	0.58965 %	131.92415237426758
1000	0.55	32	|	400	-1	squared_l2
0.049 %	0.1094 %	0.19486 %	0.318441 %	|	0.206 %	0.502 %	0.3736 %	0.824 %	0.7592 %	0.58891 %	150.46453475952148
1000	0.55	32	|	500	-1	squared_l2
0.049 %	0.1094 %	0.19475 %	0.318177 %	|	0.206 %	0.502 %	0.3736 %	0.824 %	0.7591 %	0.58847 %	187.15167045593262
1000	0.55	32	|	800	-1	squared_l2
0.049 %	0.1094 %	0.19469 %	0.317962 %	|	0.206 %	0.501 %	0.3734 %	0.824 %	0.7589 %	0.58815 %	235.33892631530762
1000	0.55	32	|	1000	-1	squared_l2
0.049 %	0.1094 %	0.19469 %	0.317951 %	|	0.206 %	0.501 %	0.3734 %	0.824 %	0.7589 %	0.58814 %	316.3771629333496
1000	0.55	16	|	1	-1	squared_l2
0.021 %	0.0575 %	0.12024 %	0.17346 %	|	0.095 %	0.251 %	0.2006 %	0.401 %	0.3538 %	0.28436 %	29.96039390563965
1000	0.55	16	|	2	-1	squared_l2
0.027 %	0.0595 %	0.12732 %	0.235337 %	|	0.109 %	0.294 %	0.2226 %	0.536 %	0.4843 %	0.39091 %	29.825925827026367
1000	0.55	16	|	4	-1	squared_l2
0.028 %	0.0546 %	0.12654 %	0.262907 %	|	0.102 %	0.308 %	0.2288 %	0.623 %	0.578 %	0.45239 %	31.447410583496094
1000	0.55	16	|	8	-1	squared_l2
0.025 %	0.0511 %	0.11747 %	0.262302 %	|	0.101 %	0.305 %	0.2129 %	0.656 %	0.6018 %	0.4586 %	30.89451789855957
1000	0.55	16	|	16	-1	squared_l2
0.025 %	0.0447 %	0.10847 %	0.247133 %	|	0.091 %	0.29 %	0.198 %	0.648 %	0.5735 %	0.43246 %	32.40370750427246
1000	0.55	16	|	25	-1	squared_l2
0.024 %	0.0435 %	0.10232 %	0.234339 %	|	0.082 %	0.277 %	0.1888 %	0.626 %	0.5492 %	0.40996 %	44.49033737182617
1000	0.55	16	|	30	-1	squared_l2
0.024 %	0.0426 %	0.10013 %	0.229326 %	|	0.08 %	0.271 %	0.1859 %	0.613 %	0.5389 %	0.40127 %	33.26559066772461
1000	0.55	16	|	35	-1	squared_l2
0.023 %	0.0419 %	0.09879 %	0.225412 %	|	0.08 %	0.267 %	0.1822 %	0.608 %	0.5309 %	0.39464 %	40.20571708679199
1000	0.55	16	|	40	-1	squared_l2
0.024 %	0.0419 %	0.09787 %	0.222061 %	|	0.081 %	0.262 %	0.1794 %	0.601 %	0.5221 %	0.38891 %	49.81112480163574
1000	0.55	16	|	45	-1	squared_l2
0.024 %	0.0415 %	0.097 %	0.219468 %	|	0.081 %	0.259 %	0.1773 %	0.599 %	0.5173 %	0.38441 %	52.12569236755371
1000	0.55	16	|	50	-1	squared_l2
0.024 %	0.0413 %	0.09617 %	0.217129 %	|	0.08 %	0.259 %	0.1764 %	0.594 %	0.5131 %	0.38058 %	63.51661682128906
1000	0.55	16	|	55	-1	squared_l2
0.024 %	0.0409 %	0.09565 %	0.215169 %	|	0.08 %	0.259 %	0.1758 %	0.59 %	0.5085 %	0.37685 %	50.29606819152832
1000	0.55	16	|	60	-1	squared_l2
0.024 %	0.0406 %	0.0951 %	0.21331 %	|	0.079 %	0.258 %	0.1751 %	0.587 %	0.5038 %	0.37364 %	52.231788635253906
1000	0.55	16	|	65	-1	squared_l2
0.024 %	0.0404 %	0.09455 %	0.211773 %	|	0.079 %	0.258 %	0.1742 %	0.582 %	0.5005 %	0.37095 %	67.20805168151855
1000	0.55	16	|	75	-1	squared_l2
0.024 %	0.0401 %	0.09371 %	0.209267 %	|	0.079 %	0.258 %	0.1729 %	0.577 %	0.4959 %	0.36639 %	66.36357307434082
1000	0.55	16	|	90	-1	squared_l2
0.024 %	0.0399 %	0.09268 %	0.206557 %	|	0.079 %	0.258 %	0.172 %	0.569 %	0.4911 %	0.36178 %	57.58357048034668
1000	0.55	16	|	110	-1	squared_l2
0.024 %	0.0399 %	0.09178 %	0.204167 %	|	0.077 %	0.254 %	0.1705 %	0.563 %	0.4869 %	0.35787 %	82.26275444030762
1000	0.55	16	|	130	-1	squared_l2
0.024 %	0.0401 %	0.09131 %	0.202351 %	|	0.077 %	0.253 %	0.1701 %	0.562 %	0.4831 %	0.35484 %	86.4858627319336
1000	0.55	16	|	150	-1	squared_l2
0.024 %	0.0401 %	0.09083 %	0.201162 %	|	0.077 %	0.253 %	0.1691 %	0.562 %	0.4819 %	0.35299 %	72.44300842285156
1000	0.55	16	|	170	-1	squared_l2
0.024 %	0.0399 %	0.09064 %	0.200289 %	|	0.077 %	0.253 %	0.169 %	0.561 %	0.4806 %	0.35158 %	68.16506385803223
1000	0.55	16	|	200	-1	squared_l2
0.024 %	0.0399 %	0.09038 %	0.199215 %	|	0.077 %	0.253 %	0.1681 %	0.557 %	0.479 %	0.34996 %	99.55167770385742
1000	0.55	16	|	220	-1	squared_l2
0.024 %	0.0398 %	0.09025 %	0.198761 %	|	0.077 %	0.253 %	0.1678 %	0.555 %	0.4785 %	0.3493 %	98.71363639831543
1000	0.55	16	|	250	-1	squared_l2
0.024 %	0.0398 %	0.09016 %	0.198236 %	|	0.077 %	0.253 %	0.1678 %	0.555 %	0.4779 %	0.34833 %	99.40743446350098
1000	0.55	16	|	310	-1	squared_l2
0.024 %	0.0397 %	0.08999 %	0.197524 %	|	0.077 %	0.252 %	0.1674 %	0.554 %	0.4765 %	0.34736 %	116.26648902893066
1000	0.55	16	|	400	-1	squared_l2
0.024 %	0.0397 %	0.0899 %	0.197009 %	|	0.077 %	0.252 %	0.1673 %	0.554 %	0.4755 %	0.34657 %	139.11771774291992
1000	0.55	16	|	500	-1	squared_l2
0.024 %	0.0397 %	0.08986 %	0.196786 %	|	0.077 %	0.252 %	0.1673 %	0.554 %	0.475 %	0.34615 %	159.0714454650879
1000	0.55	16	|	800	-1	squared_l2
0.024 %	0.0397 %	0.08983 %	0.196608 %	|	0.077 %	0.252 %	0.1672 %	0.554 %	0.475 %	0.34591 %	179.1975498199463
1000	0.55	16	|	1000	-1	squared_l2
0.024 %	0.0397 %	0.08982 %	0.196598 %	|	0.077 %	0.252 %	0.1672 %	0.554 %	0.475 %	0.3459 %	247.09630012512207
1500	0.2	256	|	1	-1	squared_l2
0.348 %	0.3127 %	0.25412 %	0.148998 %	|	0.374 %	0.374 %	0.319 %	0.374 %	0.319 %	0.25477 %	28.347492218017578
1500	0.2	256	|	2	-1	squared_l2
0.482 %	0.4668 %	0.39185 %	0.249938 %	|	0.534 %	0.534 %	0.4809 %	0.534 %	0.4809 %	0.39392 %	28.434038162231445
1500	0.2	256	|	4	-1	squared_l2
0.624 %	0.6105 %	0.54233 %	0.383029 %	|	0.706 %	0.706 %	0.6424 %	0.706 %	0.6424 %	0.54941 %	34.296274185180664
1500	0.2	256	|	8	-1	squared_l2
0.714 %	0.7231 %	0.67425 %	0.53134 %	|	0.823 %	0.823 %	0.7771 %	0.823 %	0.7771 %	0.69183 %	55.832862854003906
1500	0.2	256	|	16	-1	squared_l2
