Program: faiss Topk: 1000 Num_split: 20 Batch: 1
L	m	k_star	|	w	Reorder	Metric
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	89529359.34066772
6000	32	256	|	1	-1	squared_l2
0.02 %	0.024 %	0.0196 %	0.01739 %	|	0.03 %	0.03 %	0.024 %	0.03 %	0.024 %	0.0196 %	265192.03186035156
6000	32	256	|	16	-1	squared_l2
0.03 %	0.044 %	0.0422 %	0.04313 %	|	0.04 %	0.04 %	0.044 %	0.04 %	0.044 %	0.0422 %	1244574.5468139648
6000	32	256	|	32	-1	squared_l2
0.03 %	0.046 %	0.0446 %	0.04628 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0446 %	2237989.4256591797
6000	32	256	|	64	-1	squared_l2
0.03 %	0.046 %	0.0455 %	0.04802 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0455 %	4154480.457305908
6000	32	256	|	128	-1	squared_l2
0.03 %	0.046 %	0.0462 %	0.04897 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0462 %	7875342.845916748
6000	32	256	|	256	-1	squared_l2
0.03 %	0.046 %	0.0468 %	0.04927 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	15065033.912658691
6000	32	256	|	320	-1	squared_l2
0.03 %	0.046 %	0.0468 %	0.0493 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	18618778.228759766
6000	32	256	|	384	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04932 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	22139956.4743042
6000	32	256	|	448	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04935 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	25631430.14907837
6000	32	256	|	512	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04936 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	29144062.042236328
6000	32	256	|	576	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04936 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	32545467.853546143
6000	32	256	|	640	-1	squared_l2
0.03 %	0.046 %	0.047 %	0.04938 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	35901298.04611206
6000	32	256	|	704	-1	squared_l2
0.03 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	39094837.66555786
6000	32	256	|	768	-1	squared_l2
0.03 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	42021613.59786987
6000	32	256	|	1024	-1	squared_l2
0.03 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	51865512.84790039
6000	16	256	|	1	-1	squared_l2
0.02 %	0.024 %	0.0196 %	0.01739 %	|	0.03 %	0.03 %	0.024 %	0.03 %	0.024 %	0.0196 %	231825.3517150879
6000	16	256	|	16	-1	squared_l2
0.03 %	0.043 %	0.0419 %	0.04299 %	|	0.04 %	0.04 %	0.044 %	0.04 %	0.044 %	0.0422 %	683539.3905639648
6000	16	256	|	32	-1	squared_l2
0.03 %	0.045 %	0.0441 %	0.0461 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0446 %	1129739.2845153809
6000	16	256	|	64	-1	squared_l2
0.03 %	0.045 %	0.0448 %	0.04775 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0455 %	1996253.490447998
6000	16	256	|	128	-1	squared_l2
0.03 %	0.045 %	0.0453 %	0.04868 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0462 %	3674840.9271240234
6000	16	256	|	256	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04889 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	6929118.1564331055
6000	16	256	|	320	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04892 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	8529115.200042725
6000	16	256	|	384	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04894 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	10125251.770019531
6000	16	256	|	448	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04896 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	11717102.527618408
6000	16	256	|	512	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04897 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	13293173.789978027
6000	16	256	|	576	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04897 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	14856006.622314453
6000	16	256	|	640	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04899 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	16427803.993225098
6000	16	256	|	704	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04899 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	17990557.193756104
6000	16	256	|	768	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04899 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	19555600.64315796
6000	16	256	|	1024	-1	squared_l2
0.03 %	0.045 %	0.0458 %	0.04899 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	25786808.013916016
4000	128	256	|	1	-1	squared_l2
0.02 %	0.028 %	0.0212 %	0.0189 %	|	0.02 %	0.02 %	0.028 %	0.02 %	0.028 %	0.0212 %	554069.995880127
4000	128	256	|	16	-1	squared_l2
0.03 %	0.043 %	0.0426 %	0.04388 %	|	0.03 %	0.03 %	0.043 %	0.03 %	0.043 %	0.0426 %	6339446.544647217
4000	128	256	|	32	-1	squared_l2
0.04 %	0.046 %	0.0451 %	0.04675 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0451 %	12312877.178192139
4000	128	256	|	64	-1	squared_l2
0.04 %	0.046 %	0.0461 %	0.04843 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0461 %	23790534.97314453
4000	128	256	|	128	-1	squared_l2
0.04 %	0.046 %	0.0467 %	0.04908 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0467 %	44689484.11941528
4000	128	256	|	256	-1	squared_l2
0.04 %	0.046 %	0.0468 %	0.04931 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	77210776.80587769
4000	128	256	|	320	-1	squared_l2
0.04 %	0.046 %	0.0468 %	0.04934 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	93244277.4772644
4000	128	256	|	384	-1	squared_l2
0.04 %	0.046 %	0.0469 %	0.04935 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	111747355.93795776
4000	128	256	|	448	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	126077496.05178833
4000	128	256	|	512	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	140824775.69580078
4000	128	256	|	576	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	162547201.63345337
4000	128	256	|	640	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	178939694.8814392
4000	128	256	|	704	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	188435881.1378479
4000	128	256	|	768	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	204072982.78808594
4000	128	256	|	1024	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	266491122.24578857
4000	64	256	|	1	-1	squared_l2
0.02 %	0.028 %	0.0212 %	0.0189 %	|	0.02 %	0.02 %	0.028 %	0.02 %	0.028 %	0.0212 %	347157.47833251953
4000	64	256	|	16	-1	squared_l2
0.03 %	0.043 %	0.0426 %	0.04388 %	|	0.03 %	0.03 %	0.043 %	0.03 %	0.043 %	0.0426 %	3061385.6315612793
4000	64	256	|	32	-1	squared_l2
0.04 %	0.046 %	0.0451 %	0.04675 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0451 %	5916935.443878174
4000	64	256	|	64	-1	squared_l2
0.04 %	0.046 %	0.0461 %	0.04843 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0461 %	11209067.821502686
4000	64	256	|	128	-1	squared_l2
0.04 %	0.046 %	0.0467 %	0.04908 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0467 %	21506262.30239868
4000	64	256	|	256	-1	squared_l2
0.04 %	0.046 %	0.0468 %	0.04931 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	40772622.58529663
4000	64	256	|	320	-1	squared_l2
0.04 %	0.046 %	0.0468 %	0.04934 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	48381840.229034424
4000	64	256	|	384	-1	squared_l2
0.04 %	0.046 %	0.0469 %	0.04935 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	55591091.63284302
4000	64	256	|	448	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	62594178.676605225
4000	64	256	|	512	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	70313592.9107666
4000	64	256	|	576	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	76227488.04092407
4000	64	256	|	640	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	83295396.80480957
4000	64	256	|	704	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	91528269.29092407
4000	64	256	|	768	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	98352602.48184204
4000	64	256	|	1024	-1	squared_l2
0.04 %	0.046 %	0.047 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	125804583.07266235
4000	32	256	|	1	-1	squared_l2
0.02 %	0.028 %	0.0212 %	0.0189 %	|	0.02 %	0.02 %	0.028 %	0.02 %	0.028 %	0.0212 %	254365.4441833496
4000	32	256	|	16	-1	squared_l2
0.02 %	0.043 %	0.0426 %	0.04388 %	|	0.03 %	0.03 %	0.043 %	0.03 %	0.043 %	0.0426 %	1640896.7971801758
4000	32	256	|	32	-1	squared_l2
0.03 %	0.046 %	0.0451 %	0.04675 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0451 %	3038619.9951171875
4000	32	256	|	64	-1	squared_l2
0.03 %	0.046 %	0.0461 %	0.04843 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0461 %	5765083.312988281
4000	32	256	|	128	-1	squared_l2
0.03 %	0.046 %	0.0467 %	0.04908 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0467 %	10979541.301727295
4000	32	256	|	256	-1	squared_l2
0.03 %	0.046 %	0.0468 %	0.04931 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	21172491.0736084
4000	32	256	|	320	-1	squared_l2
0.03 %	0.046 %	0.0468 %	0.04934 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	26177435.398101807
4000	32	256	|	384	-1	squared_l2
0.03 %	0.046 %	0.0468 %	0.04935 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	31167752.742767334
4000	32	256	|	448	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	35978370.18966675
4000	32	256	|	512	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	40366763.59176636
4000	32	256	|	576	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	44327069.28253174
4000	32	256	|	640	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	47892801.7616272
4000	32	256	|	704	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	51413550.85372925
4000	32	256	|	768	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	54972149.37210083
4000	32	256	|	1024	-1	squared_l2
0.03 %	0.046 %	0.0469 %	0.04939 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	68972702.9800415
4000	16	256	|	1	-1	squared_l2
0.02 %	0.028 %	0.0212 %	0.0189 %	|	0.02 %	0.02 %	0.028 %	0.02 %	0.028 %	0.0212 %	199087.61978149414
4000	16	256	|	16	-1	squared_l2
0.02 %	0.041 %	0.0421 %	0.04381 %	|	0.03 %	0.03 %	0.043 %	0.03 %	0.043 %	0.0426 %	826903.3432006836
4000	16	256	|	32	-1	squared_l2
0.03 %	0.044 %	0.0445 %	0.04658 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0451 %	1448328.4950256348
4000	16	256	|	64	-1	squared_l2
0.03 %	0.044 %	0.0454 %	0.04819 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0461 %	2658293.7240600586
4000	16	256	|	128	-1	squared_l2
0.03 %	0.044 %	0.046 %	0.04881 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0467 %	4980777.740478516
4000	16	256	|	256	-1	squared_l2
0.03 %	0.044 %	0.0461 %	0.04901 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	9525053.977966309
4000	16	256	|	320	-1	squared_l2
0.03 %	0.044 %	0.0461 %	0.04903 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0468 %	11757958.889007568
4000	16	256	|	384	-1	squared_l2
0.03 %	0.044 %	0.0462 %	0.04904 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.0469 %	13991947.650909424
4000	16	256	|	448	-1	squared_l2
0.03 %	0.044 %	0.0462 %	0.04907 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	16203863.620758057
4000	16	256	|	512	-1	squared_l2
0.03 %	0.044 %	0.0462 %	0.04907 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	18403888.22555542
4000	16	256	|	576	-1	squared_l2
0.03 %	0.044 %	0.0462 %	0.04907 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	20608725.547790527
4000	16	256	|	640	-1	squared_l2
0.03 %	0.044 %	0.0462 %	0.04907 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	22803594.11239624
4000	16	256	|	704	-1	squared_l2
0.03 %	0.044 %	0.0462 %	0.04907 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	24982798.57635498
4000	16	256	|	768	-1	squared_l2
0.03 %	0.044 %	0.0462 %	0.04907 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	27166183.948516846
4000	16	256	|	1024	-1	squared_l2
0.03 %	0.044 %	0.0462 %	0.04907 %	|	0.04 %	0.04 %	0.046 %	0.04 %	0.046 %	0.047 %	35772997.85614014
